Complaint Number,Status,Date Entered,House Number,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
1343883,CLOSED,02/26/2013,363         ,GREENWICH STREET                ,1002095,101,   ,4J,ERT  ,02/26/2013,MG,02/22/2013,2013-02-27 00:00:00
1343868,CLOSED,02/25/2013,127         ,EAST BROADWAY                   ,1003578,103,   ,2G,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343917,ACTIVE,02/26/2013,225         ,EAST 2 STREET                   ,1004577,103,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1343906,CLOSED,02/26/2013,139         ,ESSEX STREET                    ,1005376,103,   ,86,ERT  ,02/26/2013,H3,02/26/2013,2013-02-27 00:00:00
1343855,CLOSED,02/25/2013,167         ,LUDLOW STREET                   ,1005406,103,   ,03,ERT  ,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
1343931,ACTIVE,02/26/2013,650         ,BROADWAY                        ,1008420,102,   ,66,PLUMB,,  ,,2013-02-27 00:00:00
1343897,ACTIVE,02/26/2013,666         ,BROADWAY                        ,1008455,102,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1343763,CLOSED,02/22/2013,529         ,WEST 29 STREET                  ,1012441,104,   ,67,C & D,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343526,CLOSED,02/19/2013,529         ,WEST 29 STREET                  ,1012441,104,   ,67,C & D,02/26/2013,I2,02/22/2013,2013-02-27 00:00:00
1343523,CLOSED,02/19/2013,529         ,WEST 29 STREET                  ,1012441,104,   ,67,C & D,02/26/2013,I2,02/22/2013,2013-02-27 00:00:00
1343651,CLOSED,02/21/2013,149         ,WEST 24 STREET                  ,1014973,104,   ,92,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343595,CLOSED,02/20/2013,332         ,EAST 19 STREET                  ,1020500,106,   ,12,MAN.,02/26/2013,C2,02/21/2013,2013-02-27 00:00:00
1343824,CLOSED,02/24/2013,446         ,WEST 58 STREET                  ,1026895,104,   ,4A,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343811,CLOSED,02/24/2013,446         ,WEST 58 STREET                  ,1026895,104,   ,4A,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1342645,CLOSED,02/04/2013,344         ,WEST 88 STREET                  ,1033992,107,   ,91,ERT  ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343929,ACTIVE,02/26/2013,300         ,EAST 51 STREET                  ,1039628,106,   ,09,MAN.,,  ,,2013-02-27 00:00:00
1343503,CLOSED,02/19/2013,861         ,LEXINGTON AVENUE                ,1042378,108,   ,05,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343504,CLOSED,02/19/2013,861         ,LEXINGTON AVENUE                ,1042378,108,   ,21,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343508,CLOSED,02/19/2013,861         ,LEXINGTON AVENUE                ,1042378,108,   ,05,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1335711,CLOSED,10/16/2012,354         ,EAST 116 STREET                 ,1052939,111,   ,74,MAN.,02/26/2013,A8,02/26/2013,2013-02-27 00:00:00
1343932,ACTIVE,02/26/2013,30          ,EDGECOMBE AVENUE                ,1059467,110,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1343913,ACTIVE,02/26/2013,510         ,WEST 144 STREET                 ,1061889,109,   ,77,SPOPS,,  ,,2013-02-27 00:00:00
1343884,ACTIVE,02/26/2013,427         ,FT WASHINGTON AVENUE            ,1064312,112,   ,23,SCFLD,,  ,,2013-02-27 00:00:00
1342540,CLOSED,02/01/2013,186         ,PINEHURST AVENUE                ,1064345,112,   ,54,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1343881,CLOSED,02/26/2013,21          ,RECTOR STREET                   ,1000794,101,   ,4J,ERT  ,02/26/2013,MA,02/22/2013,2013-02-27 00:00:00
1343807,CLOSED,02/23/2013,77          ,WATER STREET                    ,1000863,101,   ,67,C & D,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343926,ACTIVE,02/26/2013,440         ,EAST 6 STREET                   ,1005763,103,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1335942,CLOSED,10/19/2012,79          ,AVENUE A                        ,1005768,103,   ,05,MAN.,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343711,CLOSED,02/21/2013,55          ,EAST 25 STREET                  ,1016745,105,   ,10,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343916,ACTIVE,02/26/2013,107         ,WEST 86 STREET                  ,1032199,107,   ,94,PLUMB,,  ,,2013-02-27 00:00:00
1343902,ACTIVE,02/26/2013,21          ,WEST 58 STREET                  ,1035252,105,   ,30,ERT  ,,  ,,2013-02-27 00:00:00
1336825,CLOSED,11/01/2012,100         ,PARK AVENUE                     ,1035319,105,   ,4B,SEP  ,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1339114,CLOSED,12/10/2012,100         ,PARK AVENUE                     ,1035319,105,   ,4B,SEP  ,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1343893,ACTIVE,02/26/2013,311         ,WEST 111 STREET                 ,1055758,110,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
1343900,CLOSED,02/26/2013,1440        ,AMSTERDAM AVENUE                ,1059722,109,   ,30,ERT  ,02/26/2013,Y1,02/26/2013,2013-02-27 00:00:00
1340758,CLOSED,01/07/2013,25          ,HAMILTON TERRACE                ,1060989,109,   ,86,MAN.,02/26/2013,C2,02/14/2013,2013-02-27 00:00:00
1339263,CLOSED,12/12/2012,25          ,HAMILTON TERRACE                ,1060989,109,   ,83,MAN.,02/26/2013,C2,02/14/2013,2013-02-27 00:00:00
1342154,CLOSED,01/28/2013,25          ,HAMILTON TERRACE                ,1060989,109,   ,86,MAN.,02/26/2013,C2,02/14/2013,2013-02-27 00:00:00
1333902,CLOSED,09/17/2012,42          ,HAMILTON TERRACE                ,1061020,109,   ,05,MAN.,02/26/2013,C4,02/14/2013,2013-02-27 00:00:00
1335509,CLOSED,10/13/2012,4009        ,BROADWAY                        ,1063384,112,   ,05,MAN.,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
1343898,ACTIVE,02/26/2013,4           ,SOUTH PINEHURST AVENUE          ,1063448,112,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
1343941,ACTIVE,02/26/2013,3           ,SICKLES STREET                  ,1064184,112,   ,91,ERT  ,,  ,,2013-02-27 00:00:00
1343863,CLOSED,02/25/2013,42          ,SICKLES STREET                  ,1064191,112,   ,30,ERT  ,02/26/2013,L1,02/26/2013,2013-02-27 00:00:00
1341596,CLOSED,01/18/2013,328         ,WEST 23 STREET                  ,1076131,104,   ,29,MAN.,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343903,ACTIVE,02/26/2013,150         ,CHERRY STREET                   ,1077591,103,   ,2G,SPOPS,,  ,,2013-02-27 00:00:00
1343563,ACTIVE,02/19/2013,43          ,ST MARKS PLACE                  ,1079105,103,   ,04,ERT  ,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
1335379,CLOSED,10/11/2012,144         ,CHURCH STREET                   ,1079156,101,   ,4B,SEP  ,02/26/2013,C2,02/20/2013,2013-02-27 00:00:00
4541917,ACTIVE,02/26/2013,8300        ,TALBOT STREET                   ,4080126,409,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
1340842,CLOSED,01/08/2013,24          ,JOHN STREET                     ,1001105,101,   ,10,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1342264,CLOSED,01/29/2013,117         ,WEST 15 STREET                  ,1014559,104,   ,05,MAN.,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
1337049,CLOSED,11/06/2012,35          ,WEST 95 STREET                  ,1031713,107,   ,05,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1325555,CLOSED,05/22/2012,35          ,WEST 95 STREET                  ,1031713,107,   ,85,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1331459,CLOSED,08/14/2012,35          ,WEST 95 STREET                  ,1031713,107,   ,09,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1326117,CLOSED,05/29/2012,42          ,WEST 96 STREET                  ,1031751,107,   ,93,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1338999,CLOSED,12/08/2012,316         ,WEST 94 STREET                  ,1034140,107,   ,45,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1332230,CLOSED,08/23/2012,316         ,WEST 95 STREET                  ,1034183,107,   ,05,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1343935,ACTIVE,02/26/2013,311         ,WEST 95 STREET                  ,1034189,107,   ,23,SCFLD,,  ,,2013-02-27 00:00:00
1339770,CLOSED,12/19/2012,225         ,EAST 43 STREET                  ,1037559,106,   ,4B,SEP  ,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1333576,CLOSED,09/13/2012,279         ,EAST 44 STREET                  ,1037574,106,   ,4A,SPOPS,02/26/2013,K1,02/26/2013,2013-02-27 00:00:00
1340343,CLOSED,01/02/2013,837         ,2 AVENUE                        ,1037575,106,   ,4B,SEP  ,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1338895,CLOSED,12/07/2012,18          ,WEST 120 STREET                 ,1053265,110,   ,05,MAN.,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1338405,CLOSED,11/30/2012,631         ,EDGECOMB AVENUE                 ,1062653,112,   ,45,MAN.,02/26/2013,C2,02/21/2013,2013-02-27 00:00:00
1343899,ACTIVE,02/26/2013,660         ,FT WASHINGTON AVENUE            ,1064449,112,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1305078,CLOSED,06/27/2011,100         ,COOPER STREET                   ,1064989,112,   ,05,MAN.,02/26/2013,L3,06/28/2011,2013-02-27 00:00:00
1284768,CLOSED,07/07/2010,100         ,COOPER STREET                   ,1064989,112,   ,91,MAN.,02/26/2013,L1,07/07/2010,2013-02-27 00:00:00
1330067,ACTIVE,07/26/2012,1781        ,RIVERSIDE DRIVE                 ,1065056,112,   ,05,MAN.,02/26/2013,C1,02/21/2013,2013-02-27 00:00:00
1343936,ACTIVE,02/26/2013,88          ,FULTON STREET                   ,1077403,101,   ,49,SPOPS,,  ,,2013-02-27 00:00:00
1341262,CLOSED,01/14/2013,165         ,PARK ROW                        ,1077407,103,   ,4B,SEP  ,02/26/2013,I2,02/20/2013,2013-02-27 00:00:00
1343918,CLOSED,02/26/2013,51          ,EAST 125 STREET                 ,1082075,111,   ,4F,SCFLD,02/26/2013,A8,02/26/2013,2013-02-27 00:00:00
1343910,ACTIVE,02/26/2013,425         ,WEST 25 STREET                  ,1083581,104,   ,30,ERT  ,,  ,,2013-02-27 00:00:00
2182366,CLOSED,02/21/2013,1262        ,NELSON AVENUE                   ,2115822,204,   ,62,ELEVR,02/26/2013,A1,02/24/2013,2013-02-27 00:00:00
1343922,ACTIVE,02/26/2013,308         ,WEST 21 STREET                  ,1078530,104,   ,91,ERT  ,,  ,,2013-02-27 00:00:00
1331890,CLOSED,08/20/2012,141         ,FULTON STREET                   ,1001243,101,   ,53,MAN.,02/26/2013,I2,02/20/2013,2013-02-27 00:00:00
1341846,CLOSED,01/23/2013,15          ,ANN STREET                      ,1001262,101,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343872,CLOSED,02/25/2013,15          ,ANN STREET                      ,1001262,101,   ,62,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437164,CLOSED,02/25/2013,69A         ,7 AVENUE                        ,3024475,306,   ,30,ERT  ,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
1337562,CLOSED,11/16/2012,39          ,ELDRIDGE STREET                 ,1003900,103,   ,05,MAN.,02/26/2013,C2,02/25/2013,2013-02-27 00:00:00
1343919,ACTIVE,02/26/2013,304         ,EAST 11 STREET                  ,1006436,103,   ,84,FEU  ,,  ,,2013-02-27 00:00:00
1343248,CLOSED,02/13/2013,70          ,WOOSTER STREET                  ,1007282,102,   ,30,ERT  ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1305431,CLOSED,07/05/2011,10          ,CHARLES STREET                  ,1010847,102,   ,14,EXCAV,02/26/2013,L3,02/21/2013,2013-02-27 00:00:00
1343895,ACTIVE,02/26/2013,820         ,WASHINGTON STREET               ,1012182,102,   ,94,PLUMB,,  ,,2013-02-27 00:00:00
1335874,CLOSED,10/18/2012,47          ,WEST 14 STREET                  ,1015285,105,   ,05,MAN.,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1343930,ACTIVE,02/26/2013,251         ,WEST 92 STREET                  ,1033611,107,   ,31,MAN.,,  ,,2013-02-27 00:00:00
1343928,ACTIVE,02/26/2013,251         ,WEST 92 STREET                  ,1033611,107,   ,74,MAN.,,  ,,2013-02-27 00:00:00
1341901,CLOSED,01/24/2013,553         ,5 AVENUE                        ,1035401,105,   ,4B,SEP  ,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1340329,CLOSED,01/02/2013,375         ,MADISON AVENUE                  ,1035404,105,   ,4B,SEP  ,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1343105,CLOSED,02/12/2013,579         ,5 AVENUE                        ,1035408,105,   ,4B,SEP  ,02/26/2013,I2,02/19/2013,2013-02-27 00:00:00
1343896,ACTIVE,02/26/2013,1070        ,PARK AVENUE                     ,1046919,108,   ,59,ELCTR,,  ,,2013-02-27 00:00:00
5084522,CLOSED,04/15/2010,145         ,LINCOLN AVENUE                  ,5109580,502,   ,10,SCFLD,02/26/2013,L2,02/25/2013,2013-02-27 00:00:00
1343784,CLOSED,02/23/2013,152         ,EAST 118 STREET                 ,1052357,111,   ,49,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343908,ACTIVE,02/26/2013,221         ,WEST 112 STREET                 ,1055132,110,   ,4A,SPOPS,,  ,,2013-02-27 00:00:00
1343887,ACTIVE,02/26/2013,401         ,WEST 149 STREET                 ,1061543,109,   ,59,ELCTR,,  ,,2013-02-27 00:00:00
1342498,CLOSED,02/01/2013,316         ,EAST 95 STREET                  ,1081270,108,   ,21,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
2176741,CLOSED,08/24/2012,3000        ,PARK AVENUE                     ,2114677,201,   ,63,ELEVR,02/26/2013,H1,02/21/2013,2013-02-27 00:00:00
2176756,CLOSED,08/25/2012,3000        ,PARK AVENUE                     ,2114677,201,   ,63,ELEVR,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
1343920,CLOSED,02/26/2013,101C        ,EAST 97 STREET                  ,1051750,111,   ,4F,SCFLD,02/26/2013,A8,02/26/2013,2013-02-27 00:00:00
1343915,ACTIVE,02/26/2013,166         ,BROADWAY                        ,1001088,101,   ,52,PLUMB,,  ,,2013-02-27 00:00:00
1343886,ACTIVE,02/26/2013,1385        ,BROADWAY                        ,1015262,105,   ,66,PLUMB,,  ,,2013-02-27 00:00:00
1343735,CLOSED,02/22/2013,877         ,10 AVENUE                       ,1027078,104,   ,66,PLUMB,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343714,CLOSED,02/22/2013,40          ,RIVERSIDE DRIVE                 ,1031043,107,   ,12,ERT  ,02/26/2013,C2,02/25/2013,2013-02-27 00:00:00
1343882,ACTIVE,02/26/2013,450         ,WEST END AVENUE                 ,1032698,107,   ,83,MAN.,,  ,,2013-02-27 00:00:00
1343235,CLOSED,02/13/2013,145         ,EAST 50 STREET                  ,1036454,106,   ,05,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343234,CLOSED,02/13/2013,145         ,EAST 50 STREET                  ,1036454,106,   ,05,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343828,CLOSED,02/25/2013,30          ,EAST 60 STREET                  ,1040759,108,   ,23,SCFLD,02/26/2013,L1,02/26/2013,2013-02-27 00:00:00
1343921,CLOSED,02/26/2013,316         ,WEST 118 STREET                 ,1059072,110,   ,4F,SCFLD,02/26/2013,L1,02/26/2013,2013-02-27 00:00:00
1343891,ACTIVE,02/26/2013,506         ,WEST 150 STREET                 ,1062106,109,   ,83,MAN.,,  ,,2013-02-27 00:00:00
1343927,ACTIVE,02/26/2013,600         ,WEST 183 STREET                 ,1063948,112,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
4541979,CLOSED,02/26/2013,42-37       ,27 STREET                       ,4865342,402,   ,21,BEST ,02/26/2013,L1,02/26/2013,2013-02-27 00:00:00
1343756,CLOSED,02/22/2013,215         ,WEST 94 STREET                  ,1082894,107,   ,05,MAN.,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1301881,CLOSED,05/03/2011,400         ,   2 AVENUE                     ,1084709,106,   ,77,SPOPS,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1301840,CLOSED,05/02/2011,311         ,EAST   23 STREET                ,1084710,106,   ,77,SPOPS,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1301879,CLOSED,05/03/2011,333         ,EAST   23 STREET                ,1084711,106,   ,77,SPOPS,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343940,ACTIVE,02/26/2013,50          ,GREENE STREET                   ,1084910,102,   ,04,ERT  ,,  ,,2013-02-27 00:00:00
1343885,CLOSED,02/26/2013,160         ,PRINCE STREET                   ,1084916,102,   ,4J,ERT  ,02/26/2013,MA,02/22/2013,2013-02-27 00:00:00
1343810,CLOSED,02/23/2013,501         ,WEST 30 STREET                  ,1012456,104,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
2182500,ACTIVE,02/26/2013,375         ,EAST 149 STREET                 ,2000860,201,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182503,ACTIVE,02/26/2013,375         ,EAST 149 STREET                 ,2000860,201,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437051,CLOSED,02/23/2013,1220        ,EAST NEW YORK AVENUE            ,3393291,316,   ,50,ERT  ,02/26/2013,Y2,02/25/2013,2013-02-27 00:00:00
2180995,CLOSED,01/13/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2181078,CLOSED,01/15/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
1323087,CLOSED,04/20/2012,154         ,CHAMBERS STREET                 ,1001494,101,   ,85,MAN.,02/26/2013,I2,02/20/2013,2013-02-27 00:00:00
1300174,CLOSED,04/03/2011,110         ,MADISON AVENUE                  ,1016940,105,   ,30,ERT  ,02/26/2013,Y2,04/02/2011,2013-02-27 00:00:00
1343924,ACTIVE,02/26/2013,247         ,WEST 47 STREET                  ,1024755,105,   ,09,MAN.,,  ,,2013-02-27 00:00:00
1343787,CLOSED,02/23/2013,166         ,AMSTERDAM AVENUE                ,1030346,107,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
1343890,ACTIVE,02/26/2013,2061        ,BROADWAY                        ,1030418,107,   ,53,MAN.,,  ,,2013-02-27 00:00:00
1339775,CLOSED,12/19/2012,160         ,EAST 55 STREET                  ,1036484,106,   ,05,MAN.,02/26/2013,L2,02/22/2013,2013-02-27 00:00:00
1339742,CLOSED,12/19/2012,304         ,EAST 45 STREET                  ,1038761,106,   ,4B,SEP  ,02/26/2013,A9,02/19/2013,2013-02-27 00:00:00
1343383,CLOSED,02/15/2013,315         ,EAST 46 STREET                  ,1038899,106,   ,03,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343675,CLOSED,02/21/2013,315         ,EAST 46 STREET                  ,1038899,106,   ,05,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1339741,ACTIVE,12/19/2012,865         ,1 AVENUE                        ,1038920,106,   ,4B,SEP  ,02/26/2013,C1,02/19/2013,2013-02-27 00:00:00
1343914,CLOSED,02/26/2013,1270        ,MADISON AVENUE                  ,1047004,108,   ,30,ERT  ,02/26/2013,Y3,02/26/2013,2013-02-27 00:00:00
1332422,CLOSED,08/27/2012,25          ,ST NICHOLAS TERRACE             ,1059596,109,   ,05,MAN.,02/26/2013,I2,02/11/2013,2013-02-27 00:00:00
1336849,CLOSED,11/02/2012,35          ,ST NICHOLAS TERRACE             ,1059597,109,   ,05,MAN.,02/26/2013,I2,02/11/2013,2013-02-27 00:00:00
1337874,CLOSED,11/21/2012,35          ,ST NICHOLAS TERRACE             ,1059597,109,   ,05,MAN.,02/26/2013,I2,02/11/2013,2013-02-27 00:00:00
1332896,CLOSED,09/02/2012,310         ,CONVENT AVENUE                  ,1061253,109,   ,45,MAN.,02/26/2013,I2,02/11/2013,2013-02-27 00:00:00
1343939,ACTIVE,02/26/2013,549         ,ACADEMY STREET                  ,1064731,112,   ,37,ERT  ,,  ,,2013-02-27 00:00:00
1343933,ACTIVE,02/26/2013,21          ,WEST 9 STREET                   ,1077926,102,   ,05,MAN.,,  ,,2013-02-27 00:00:00
3437225,ACTIVE,02/26/2013,838         ,MYRTLE AVENUE                   ,3378413,303,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
1343048,CLOSED,02/11/2013,40          ,10 AVENUE                       ,1080269,102,   ,05,MAN.,02/26/2013,A3,02/25/2013,2013-02-27 00:00:00
1342821,CLOSED,02/07/2013,298         ,11 AVENUE                       ,1080328,104,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
2180050,CLOSED,12/10/2012,526         ,EAST 148 STREET                 ,2000112,201,   ,29,BRONX,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
2176754,CLOSED,08/25/2012,635         ,MORRIS AVENUE                   ,2002441,201,   ,63,ELEVR,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
2180923,CLOSED,01/10/2013,529         ,TIMPSON PLACE                   ,2004090,201,   ,29,BRONX,02/26/2013,A6,02/21/2013,2013-02-27 00:00:00
2180924,CLOSED,01/10/2013,536         ,TIMPSON PLACE                   ,2004100,201,   ,29,BRONX,02/26/2013,A6,02/21/2013,2013-02-27 00:00:00
1343911,ACTIVE,02/26/2013,88          ,WHITE STREET                    ,1002332,101,   ,73,MAN.,,  ,,2013-02-27 00:00:00
1343937,ACTIVE,02/26/2013,47          ,HOWARD STREET                   ,1003007,102,   ,2G,SPOPS,,  ,,2013-02-27 00:00:00
1343888,ACTIVE,02/26/2013,37          ,ST MARKS PLACE                  ,1006748,103,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1343923,ACTIVE,02/26/2013,222         ,WEST 23 STREET                  ,1014130,104,   ,58,BOILR,,  ,,2013-02-27 00:00:00
1343904,ACTIVE,02/26/2013,226         ,WEST 23 STREET                  ,1014130,104,   ,05,MAN.,,  ,,2013-02-27 00:00:00
1343430,CLOSED,02/16/2013,236         ,WEST 24 STREET                  ,1014163,104,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437312,ACTIVE,02/26/2013,2201        ,NOSTRAND AVENUE                 ,3396696,314,   ,37,ERT  ,,  ,,2013-02-27 00:00:00
1343943,ACTIVE,02/26/2013,255         ,WEST 43 STREET                  ,1024703,105,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
1335580,CLOSED,10/15/2012,520         ,MADISON AVENUE                  ,1035727,105,   ,05,MAN.,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
1343942,ACTIVE,02/26/2013,238         ,EAST 50 STREET                  ,1038235,106,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
1343880,ACTIVE,02/26/2013,237         ,EAST 79 STREET                  ,1048514,108,   ,31,MAN.,,  ,,2013-02-27 00:00:00
1343865,CLOSED,02/25/2013,1771        ,1 AVENUE                        ,1050219,108,   ,77,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
1343944,ACTIVE,02/26/2013,534         ,WEST 178 STREET                 ,1063185,112,   ,05,MAN.,,  ,,2013-02-27 00:00:00
2182489,ACTIVE,02/26/2013,18          ,JACOBUS PLACE                   ,1064645,208,   ,62,ELEVR,,  ,,2013-02-27 00:00:00
1343866,ACTIVE,02/25/2013,1212        ,LEXINGTON AVENUE                ,1073038,108,   ,76,CITY ,02/26/2013,E1,02/26/2013,2013-02-27 00:00:00
1343820,ACTIVE,02/24/2013,626         ,WEST 28 STREET                  ,1079184,104,   ,73,ELCTR,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
2182514,ACTIVE,02/26/2013,1276        ,CLAY AVENUE                     ,2002102,204,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182525,ACTIVE,02/26/2013,1011        ,WOODYCREST AVENUE               ,2003239,204,   ,58,BOILR,,  ,,2013-02-27 00:00:00
2182537,ACTIVE,02/26/2013,610         ,EAST 169 STREET                 ,2004303,203,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
2174457,CLOSED,06/21/2012,1314        ,SENECA AVENUE                   ,2006460,202,   ,63,ELEVR,02/26/2013,H1,02/22/2013,2013-02-27 00:00:00
2174538,CLOSED,06/23/2012,1314        ,SENECA AVENUE                   ,2006460,202,   ,63,ELEVR,02/26/2013,A1,02/22/2013,2013-02-27 00:00:00
2174537,CLOSED,06/23/2012,1314        ,SENECA AVENUE                   ,2006460,202,   ,63,ELEVR,02/26/2013,H1,02/22/2013,2013-02-27 00:00:00
2181920,CLOSED,02/07/2013,1314        ,SENECA AVENUE                   ,2006460,202,   ,63,ELEVR,02/26/2013,H1,02/22/2013,2013-02-27 00:00:00
2173318,CLOSED,05/21/2012,255         ,EAST 176 STREET                 ,2007569,205,   ,71,BRONX,02/26/2013,A8,02/13/2013,2013-02-27 00:00:00
2182428,CLOSED,02/24/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2181005,CLOSED,01/13/2013,1380        ,DR MARTIN LUTHER KING JR BLVD   ,2003556,204,   ,80,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182430,CLOSED,02/24/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182431,CLOSED,02/24/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182471,CLOSED,02/25/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,62,ELEVR,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
2182219,CLOSED,02/18/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2181032,CLOSED,01/14/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182414,CLOSED,02/23/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2181031,CLOSED,01/14/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
2182495,CLOSED,02/26/2013,1380        ,UNIVERSITY AVENUE               ,2003556,204,   ,63,ELEVR,02/26/2013,H1,02/26/2013,2013-02-27 00:00:00
