NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
JAMAICA BAY              ,01 ONE FAMILY HOMES                        ,8,$202179.00,$320272.00,$340000.00,$400000.00
JAMAICA BAY              ,02 TWO FAMILY HOMES                        ,9,$373000.00,$454738.00,$470000.00,$540600.00
JAMAICA BAY              ,03 THREE FAMILY HOMES                      ,1,$475000.00,$475000.00,$475000.00,$475000.00
JAMAICA ESTATES          ,01 ONE FAMILY HOMES                        ,82,$250000.00,$878628.00,$820000.00,$1800000.00
JAMAICA ESTATES          ,02 TWO FAMILY HOMES                        ,9,$450000.00,$936111.00,$780000.00,$2750000.00
JAMAICA ESTATES          ,03 THREE FAMILY HOMES                      ,7,$600000.00,$950584.00,$916425.00,$1350000.00
JAMAICA HILLS            ,01 ONE FAMILY HOMES                        ,58,$171851.00,$545221.00,$520000.00,$880000.00
JAMAICA HILLS            ,02 TWO FAMILY HOMES                        ,47,$250000.00,$695033.00,$720000.00,$1400000.00
JAMAICA HILLS            ,03 THREE FAMILY HOMES                      ,7,$730000.00,$844286.00,$900000.00,$950000.00
KEW GARDENS              ,01 ONE FAMILY HOMES                        ,52,$165000.00,$693318.00,$542500.00,$2500000.00
KEW GARDENS              ,02 TWO FAMILY HOMES                        ,31,$250000.00,$599605.00,$572400.00,$995000.00
KEW GARDENS              ,03 THREE FAMILY HOMES                      ,14,$735000.00,$838500.00,$805000.00,$985000.00
LAURELTON                ,01 ONE FAMILY HOMES                        ,274,$150000.00,$383125.00,$381726.00,$650000.00
LAURELTON                ,02 TWO FAMILY HOMES                        ,71,$150000.00,$428981.00,$440000.00,$620000.00
LAURELTON                ,03 THREE FAMILY HOMES                      ,4,$480000.00,$534163.00,$542500.00,$571650.00
LITTLE NECK              ,01 ONE FAMILY HOMES                        ,129,$158715.00,$705070.00,$698000.00,$1575000.00
LITTLE NECK              ,02 TWO FAMILY HOMES                        ,17,$600000.00,$772776.00,$800000.00,$977520.00
LITTLE NECK              ,03 THREE FAMILY HOMES                      ,3,$700000.00,$767667.00,$763000.00,$840000.00
LONG ISLAND CITY         ,01 ONE FAMILY HOMES                        ,12,$180000.00,$433271.00,$376250.00,$1200000.00
LONG ISLAND CITY         ,02 TWO FAMILY HOMES                        ,36,$156156.00,$642229.00,$595000.00,$2400000.00
LONG ISLAND CITY         ,03 THREE FAMILY HOMES                      ,20,$180000.00,$755950.00,$771000.00,$1375000.00
MASPETH                  ,01 ONE FAMILY HOMES                        ,120,$180000.00,$463566.00,$466500.00,$730000.00
MASPETH                  ,02 TWO FAMILY HOMES                        ,186,$195000.00,$578130.00,$581200.00,$950000.00
MASPETH                  ,03 THREE FAMILY HOMES                      ,28,$265000.00,$711892.00,$705000.00,$1107518.00
MIDDLE VILLAGE           ,01 ONE FAMILY HOMES                        ,175,$151500.00,$507035.00,$500000.00,$825000.00
MIDDLE VILLAGE           ,02 TWO FAMILY HOMES                        ,127,$200000.00,$590319.00,$583000.00,$1140000.00
MIDDLE VILLAGE           ,03 THREE FAMILY HOMES                      ,36,$200000.00,$719592.00,$760000.00,$990000.00
NEPONSIT                 ,01 ONE FAMILY HOMES                        ,23,$205000.00,$884845.00,$785000.00,$1625000.00
OAKLAND GARDENS          ,01 ONE FAMILY HOMES                        ,96,$283260.00,$666393.00,$651500.00,$1540000.00
OAKLAND GARDENS          ,02 TWO FAMILY HOMES                        ,8,$528000.00,$746500.00,$654500.00,$1150000.00
OAKLAND GARDENS          ,03 THREE FAMILY HOMES                      ,4,$700000.00,$824500.00,$809000.00,$980000.00
OZONE PARK               ,01 ONE FAMILY HOMES                        ,194,$165000.00,$410129.00,$402250.00,$865000.00
OZONE PARK               ,02 TWO FAMILY HOMES                        ,305,$150000.00,$515980.00,$519400.00,$975000.00
OZONE PARK               ,03 THREE FAMILY HOMES                      ,51,$340000.00,$639884.00,$642000.00,$850000.00
QUEENS VILLAGE           ,01 ONE FAMILY HOMES                        ,538,$150000.00,$394860.00,$395000.00,$790000.00
QUEENS VILLAGE           ,02 TWO FAMILY HOMES                        ,141,$160000.00,$496442.00,$495000.00,$800000.00
QUEENS VILLAGE           ,03 THREE FAMILY HOMES                      ,13,$375950.00,$613781.00,$565000.00,$799000.00
REGO PARK                ,01 ONE FAMILY HOMES                        ,96,$228300.00,$619941.00,$582000.00,$1600000.00
REGO PARK                ,02 TWO FAMILY HOMES                        ,40,$150000.00,$639692.00,$570000.00,$1175000.00
REGO PARK                ,03 THREE FAMILY HOMES                      ,11,$525000.00,$831864.00,$852000.00,$1099000.00
RICHMOND HILL            ,01 ONE FAMILY HOMES                        ,400,$160000.00,$420664.00,$419000.00,$750000.00
RICHMOND HILL            ,02 TWO FAMILY HOMES                        ,491,$197730.00,$536622.00,$540000.00,$830000.00
RICHMOND HILL            ,03 THREE FAMILY HOMES                      ,64,$260000.00,$620921.00,$636550.00,$857000.00
RIDGEWOOD                ,01 ONE FAMILY HOMES                        ,54,$200000.00,$401839.00,$389000.00,$880000.00
RIDGEWOOD                ,02 TWO FAMILY HOMES                        ,164,$187500.00,$534459.00,$550000.00,$778961.00
RIDGEWOOD                ,03 THREE FAMILY HOMES                      ,51,$240750.00,$560932.00,$550000.00,$865000.00
ROCKAWAY PARK            ,01 ONE FAMILY HOMES                        ,6,$170000.00,$262125.00,$255125.00,$362500.00
ROCKAWAY PARK            ,02 TWO FAMILY HOMES                        ,19,$225000.00,$514143.00,$550000.00,$800000.00
ROCKAWAY PARK            ,03 THREE FAMILY HOMES                      ,10,$225000.00,$454253.00,$425000.00,$675000.00
ROSEDALE                 ,01 ONE FAMILY HOMES                        ,319,$150000.00,$402132.00,$395000.00,$660000.00
ROSEDALE                 ,02 TWO FAMILY HOMES                        ,221,$155000.00,$507172.00,$530000.00,$655000.00
ROSEDALE                 ,03 THREE FAMILY HOMES                      ,21,$430000.00,$566160.00,$565000.00,$650000.00
SO. JAMAICA-BAISLEY PARK ,01 ONE FAMILY HOMES                        ,621,$150000.00,$328469.00,$325000.00,$660000.00
SO. JAMAICA-BAISLEY PARK ,02 TWO FAMILY HOMES                        ,243,$178000.00,$459310.00,$470000.00,$675000.00
SO. JAMAICA-BAISLEY PARK ,03 THREE FAMILY HOMES                      ,5,$250000.00,$428441.00,$475000.00,$500000.00
SOUTH JAMAICA            ,01 ONE FAMILY HOMES                        ,404,$174000.00,$355188.00,$345000.00,$720000.00
SOUTH JAMAICA            ,02 TWO FAMILY HOMES                        ,366,$150000.00,$448569.00,$460000.00,$1000000.00
SOUTH JAMAICA            ,03 THREE FAMILY HOMES                      ,35,$300000.00,$499266.00,$510000.00,$663000.00
SOUTH OZONE PARK         ,01 ONE FAMILY HOMES                        ,427,$150000.00,$411949.00,$400680.00,$800000.00
SOUTH OZONE PARK         ,02 TWO FAMILY HOMES                        ,291,$150000.00,$523865.00,$525000.00,$775000.00
SOUTH OZONE PARK         ,03 THREE FAMILY HOMES                      ,11,$412000.00,$520361.00,$513970.00,$725000.00
SPRINGFIELD GARDENS      ,01 ONE FAMILY HOMES                        ,401,$152000.00,$366531.00,$350000.00,$677000.00
SPRINGFIELD GARDENS      ,02 TWO FAMILY HOMES                        ,246,$180000.00,$467606.00,$489269.00,$651680.00
SPRINGFIELD GARDENS      ,03 THREE FAMILY HOMES                      ,4,$430000.00,$532423.00,$507500.00,$684693.00
ST. ALBANS               ,01 ONE FAMILY HOMES                        ,511,$165000.00,$364637.00,$361390.00,$710000.00
ST. ALBANS               ,02 TWO FAMILY HOMES                        ,189,$160000.00,$434959.00,$439900.00,$680000.00
ST. ALBANS               ,03 THREE FAMILY HOMES                      ,1,$474500.00,$474500.00,$474500.00,$474500.00
SUNNYSIDE                ,01 ONE FAMILY HOMES                        ,23,$410000.00,$528739.00,$520000.00,$669500.00
SUNNYSIDE                ,02 TWO FAMILY HOMES                        ,45,$190000.00,$625567.00,$673000.00,$945000.00
SUNNYSIDE                ,03 THREE FAMILY HOMES                      ,8,$610000.00,$719875.00,$737500.00,$785000.00
WHITESTONE               ,01 ONE FAMILY HOMES                        ,194,$300000.00,$696010.00,$622000.00,$1695386.00
WHITESTONE               ,02 TWO FAMILY HOMES                        ,74,$200000.00,$758351.00,$727500.00,$1600000.00
WHITESTONE               ,03 THREE FAMILY HOMES                      ,10,$175000.00,$739300.00,$837500.00,$995000.00
WOODHAVEN                ,01 ONE FAMILY HOMES                        ,208,$215000.00,$409056.00,$397500.00,$720000.00
WOODHAVEN                ,02 TWO FAMILY HOMES                        ,326,$200000.00,$551341.00,$550525.00,$920000.00
WOODHAVEN                ,03 THREE FAMILY HOMES                      ,44,$400000.00,$579743.00,$577350.00,$745000.00
WOODSIDE                 ,01 ONE FAMILY HOMES                        ,49,$230000.00,$509210.00,$490000.00,$840000.00
WOODSIDE                 ,02 TWO FAMILY HOMES                        ,81,$255000.00,$677535.00,$670000.00,$995000.00
WOODSIDE                 ,03 THREE FAMILY HOMES                      ,33,$196859.00,$727005.00,$780000.00,$997885.00
