QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-05010-7504,472-R1,142-25 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,30,2005,20352,508800,25,2209992,109,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.15,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,3.05
4-05013-7501,540-R1,143-36 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,19,2005,21000,525000,25,2280005,109,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.3,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,3.1
4-05014-7501,255-R1,144-63 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,16,1989,10480,178160,17,705001,67,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,0.15,4-05024-0016,144-14 38 AVENUE,FLUSHING-NORTH,C1-WALK-UP,16,1980,11159,192492,17.25,762000,68,0.1
4-05015-7501,245-R1,144-34 37 AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1988,13997,209955,15,766000,55,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,0.2,4-05024-0016,144-14 38 AVENUE,FLUSHING-NORTH,C1-WALK-UP,16,1980,11159,192492,17.25,762000,68,0.05
4-05017-7501,263-R1,37-31 149 STREET,FLUSHING-NORTH,R9-CONDOPS,29,1955,27000,405000,15,1520000,56,4-05013-0016,143-20 37 AVENUE,FLUSHING-NORTH,C1-WALK-UP,36,1941,32370,432786,13.37,1580000,48.8,0.4,4-03874-0078,89-15 73 AVENUE,GLENDALE,C9-WALK-UP,52,1950,45040,798954,17.74,3160000,70,4.45
4-05020-7501,134-R1,142-36 38 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,18,1987,18120,298980,16.5,1180001,65,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.4,4-04954-0131,32-08 UNION STREET,FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,459108,13.08,1680000,47.9,0.5
4-05020-7502,427-R1,142-18 38 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,50,2001,48993,1028853,21,4470005,91,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.4,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.2
4-05022-7502,162-R1,143-51 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,134,1987,98000,1960000,20,8509987,87,4-05022-0018,143-18 38 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1318100,16.43,5220000,65,0,4-05863-0250,23-50 CORPORAL KENNEDY ST,BAYSIDE,D9-ELEVATOR,150,1981,124877,2059460,16.49,4820000,38.6,2.55
4-05022-7503,581-R1,38-34 PARSONS BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,40,2007,40400,888800,22,3859998,96,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.35,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,3.05
4-05024-7501,42-R1,144-77 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,80,1983,101624,2032480,20,8829996,87,4-04954-0131,32-08 UNION STREET,FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,459108,13.08,1680000,47.9,0.55,,,,,,,,,,,,
4-05024-7502,81-R1,38-08 147 STREET,FLUSHING-NORTH,R4-ELEVATOR,33,1984,37304,671472,18,2660003,71,4-05121-0050,134-37 MAPLE AVENUE,FLUSHING-NORTH,D1-ELEVATOR,49,1968,33490,450440,13.45,1640000,49,0.65,,,,,,,,,,,,
4-05024-7503,238-R1,144-68 38 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,24,1989,17905,340195,19,1350002,75,4-02225-0030,109-19 72 AVENUE,FOREST HILLS,D7-ELEVATOR,18,1986,18700,303875,16.25,1200000,64,3.05,4-05025-0025,144-40 ROOSEVELT AVENUE,FLUSHING-NORTH,C7-WALK-UP,23,1976,21426,369598,17.25,1460000,68,0.1
4-05024-7504,424-R1,38-22 147 STREET,FLUSHING-NORTH,R4-ELEVATOR,32,2002,22936,504592,22,2190000,95,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.5,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,4.1
4-05025-7501,413-R1,144-48 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,26,2001,22635,475335,21,2059995,91,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.4,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,4.05
4-05026-7501,111-R1,147-37 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,48,1956,53920,754880,14,2759991,51,4-05049-0006,143-06 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,96,1950,79448,1232476,15.51,4880000,61,0.4,4-05026-0024,147-30 38 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,72,1959,57425,944466,16.45,3740000,65,0
4-05027-7501,176-R1,147-26 ROOSEVELT AVENUE,FLUSHING-NORTH,R2-WALK-UP,14,1987,19398,310368,16,1230002,63,4-05024-0016,144-14 38 AVENUE,FLUSHING-NORTH,C1-WALK-UP,16,1980,11159,192492,17.25,762000,68,0.2,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,0.9
4-05027-7502,261-R1,147-48 ROOSEVELT AVENUE,FLUSHING-NORTH,R2-WALK-UP,36,1988,36340,0,0,2229998,61,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,0.4,4-05024-0016,144-14 38 AVENUE,FLUSHING-NORTH,C1-WALK-UP,16,1980,11159,192492,17.25,762000,68,0.2
4-05039-7501,420-R1,132-59 41 ROAD,FLUSHING-NORTH,R4-ELEVATOR,18,2001,15000,300000,20,1300003,87,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.5,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,3.95
4-05039-7502,428-R1,41-05 COLLEGE POINT BOULE,FLUSHING-NORTH,R4-ELEVATOR,47,2002,41800,794200,19,3140002,75,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.5,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,3.95
4-05040-7501,458-R1,132-03 SANFORD AVENUE,FLUSHING-NORTH,R4-ELEVATOR,50,2004,48753,1072566,22,4660004,96,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,3.9,,,,,,,,,,,,
4-05041-7504,383-R1,133-25 41 ROAD,FLUSHING-NORTH,R4-ELEVATOR,13,1995,15630,265710,17,1049999,67,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.4,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1094450,15.32,4330000,61,0.2
4-05042-7501,164-R1,133-36 41 ROAD,FLUSHING-NORTH,R4-ELEVATOR,64,1987,72300,1373700,19,5439995,75,4-04994-0070,139-81 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,103,1971,78474,1497073,19.08,6500000,83,0.7,4-05025-0008,144-10 ROOSEVELT AVENUE,FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1324095,20.28,5750000,88,0.65
4-05042-7504,401-R1,133-47 SANFORD AVENUE,FLUSHING-NORTH,R4-ELEVATOR,58,2000,83284,1582396,19,6259998,75,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,3.9,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1307992,19.43,5680000,84,0.4
4-05043-7501,157-R1,136-05 SANFORD AVENUE,FLUSHING-NORTH,R9-CONDOPS,103,1929,92000,1242000,13.5,4410000,47.9,4-05182-0015,142-02 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,55,1929,50909,669027,13.14,2440000,47.9,0.3,4-05182-0001,140-02 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,120,1929,119185,1649017,13.84,6020000,51,0.3
4-05044-7501,182-R1,41-25 KISSENA BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,204,1963,189000,2929500,15.5,11600004,61,4-05049-0043,143-33 SANFORD AVENUE,FLUSHING-NORTH,D7-ELEVATOR,181,1960,137927,2209521,16.02,8750000,63,0.3,4-05025-0064,144-45 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,137,1962,107761,1675914,15.55,6630000,62,0.45
4-05045-7501,108-R1,41-40 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,351,1974,333006,5328096,16,21100013,63,4-05137-0005,43-23 COLDEN STREET,FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,5169402,16.29,20500000,65,0.3,4-05136-0008,42-45 MAIN STREET,FLUSHING-NORTH,D7-ELEVATOR,171,1962,130118,2442314,18.77,9670000,74,0.3
4-05048-7501,51-R1,143-37 BARCLAY AVENUE,FLUSHING-NORTH,R2-WALK-UP,36,1982,34587,518805,15,1890000,55,4-05285-0010,163-02 CROCHERON AVENUE,FLUSHING-NORTH,C7-WALK-UP,15,1964,11866,202446,17.06,801000,68,1.05,4-05024-0016,144-14 38 AVENUE,FLUSHING-NORTH,C1-WALK-UP,16,1980,11159,192492,17.25,762000,68,0.2
4-05048-7502,200-R1,41-07 BOWNE STREET,FLUSHING-NORTH,R4-ELEVATOR,83,1962,77620,1164300,15,4249997,55,4-04995-0073,144-27 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,84,1969,76140,1172483,15.4,4640000,61,0.45,4-05022-0018,143-18 38 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1318100,16.43,5220000,65,0.15
4-05050-7501,235-R1,144-23 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,24,1988,25333,405328,16,1599999,63,4-05025-0008,144-10 ROOSEVELT AVENUE,FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1324095,20.28,5750000,88,0.05,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,884462,17.3,3500000,68,2.4
4-05051-7501,352-R1,144-28 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,32,1990,38680,657560,17,2599996,67,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,668155,17.29,2640000,68,0.55,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1094450,15.32,4330000,61,0.45
4-05051-7502,405-R1,41-33 PARSONS BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,18,2000,20448,388512,19,1539990,75,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.35,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.6
4-05052-7501,186-R1,147 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,22,1987,19037,304592,16,1210001,64,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,884462,17.3,3500000,68,2.3,4-05025-0008,144-10 ROOSEVELT AVENUE,FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1324095,20.28,5750000,88,0.15
4-05062-7501,433-R1,41-28 HAIGHT STREET,FLUSHING-NORTH,R4-ELEVATOR,17,2003,15189,334158,22,1450000,95,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.6,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.6
4-05102-7501,361-R1,132-48 MAPLE AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1990,11250,174375,15.5,689994,61,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,0.2,4-03083-0079,95-11 64 ROAD,REGO PARK,C1-WALK-UP,32,1993,27907,494807,17.73,1960000,70,2.35
4-05102-7502,516-R1,132-37 POPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,15,2005,17655,423720,24,1840002,104,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.6,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.45
4-05105-7501,150-R1,132-18 AVERY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,14,1987,12336,185040,15,674997,55,4-03359-0011,123-20 82 AVENUE,KEW GARDENS,D7-ELEVATOR,18,1996,12905,238715,18.5,945000,73,2.8,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,0.15
4-05105-7502,429-R1,133-38 AVERY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,24,2001,22116,375972,17,1489997,67,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.45,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1094450,15.32,4330000,61,0.45
4-05122-7501,165-R1,134-46 MAPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,27,1987,23951,383216,16,1519993,63,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,668155,17.29,2640000,68,0.8,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,0.15
4-05125-7501,119-R1,13-40 DAHLIA AVENUE,FLUSHING-NORTH,R2-WALK-UP,48,1965,37660,489580,13,1789995,47.5,4-04256-0030,25-60 COLLEGE POINT BOULE,COLLEGE POINT,C1-WALK-UP,15,1964,11196,153497,13.71,560000,50,1.95,4-05117-0001,133-01 BOOTH MEMORIAL AVE,FLUSHING-NORTH,C1-WALK-UP,36,1957,19836,257074,12.96,938000,47.3,0.3
4-05125-7502,443-R1,43-18 MAIN STREET,FLUSHING-NORTH,R4-ELEVATOR,66,2001,64520,1548480,24,6719994,104,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.4,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.75
4-05131-7501,125-R1,55-16 MAIN STREET,FLUSHING-NORTH,R2-WALK-UP,16,1986,20020,310310,15.5,1230002,61,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,668155,17.29,2640000,68,1.2,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,0.25
4-05134-7501,104-R1,42-20 KISSENA BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,102,1985,170000,2550000,15,9309999,55,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,884462,17.3,3500000,68,2.6,4-04994-0017,140-16 34 AVENUE,FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2527071,15.95,10000000,63,0.7
4-05134-7502,246-R1,136-17 MAPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,68,1989,89200,1427200,16,5650001,63,4-05863-0250,23-50 CORPORAL KENNEDY ST,BAYSIDE,D9-ELEVATOR,150,1981,124877,2059460,16.49,4820000,38.6,2.95,4-04994-0017,140-16 34 AVENUE,FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2527071,15.95,10000000,63,0.7
4-05135-7501,114-R1,136-24 MAPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,48,1986,62720,1066240,17,4220000,67,4-04994-0017,140-16 34 AVENUE,FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2527071,15.95,10000000,63,0.75,4-05863-0250,23-50 CORPORAL KENNEDY ST,BAYSIDE,D9-ELEVATOR,150,1981,124877,2059460,16.49,4820000,38.6,2.95
4-05137-7501,121-R1,138-35 ELDER AVENUE,FLUSHING-NORTH,R4-ELEVATOR,227,1986,232145,3482175,15,12700001,55,4-04994-0017,140-16 34 AVENUE,FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2527071,15.95,10000000,63,0.85,4-05137-0093,43-44 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,287,1962,267554,3783213,14.14,13800000,52,0
4-05137-7502,273-R1,137-10 FRANKLIN AVENUE,FLUSHING-NORTH,R4-ELEVATOR,89,1961,75515,1027004,13.6,3750004,49.7,4-05053-0011,147-25 SANFORD AVENUE,FLUSHING-NORTH,D1-ELEVATOR,90,1963,76649,940313,12.27,3240000,42.3,0.65,4-05140-0006,136-04 CHERRY AVENUE,FLUSHING-NORTH,D7-ELEVATOR,88,1960,74807,1160256,15.51,4590000,61,0.15
4-05137-7503,390-R1,42-31 COLDEN STREET,FLUSHING-NORTH,R4-ELEVATOR,72,1997,77117,1310989,17,5189996,67,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1094450,15.32,4330000,61,0.35,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.2
4-05180-7501,101-R3,42-42 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,57,1986,43200,669600,15.5,2649995,61,4-04994-0017,140-16 34 AVENUE,FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2527071,15.95,10000000,63,0.65,4-05137-0093,43-44 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,287,1962,267554,3783213,14.14,13800000,52,0.2
4-05180-7502,323-R1,42-22 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,32,1990,36336,526872,14.5,1920000,53,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,884462,17.3,3500000,68,2.5,4-05046-0045,142-09 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,535482,13.85,1950000,50,0.2
4-05181-7501,536-R1,42-47 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,14,2005,15229,380725,25,1650000,108,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.5,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,2.75
4-05185-7501,555-R1,43-43 ASH AVENUE,FLUSHING-NORTH,R4-ELEVATOR,80,1958,75600,1058400,14,3859993,51,4-05185-0014,140-18 ASH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1932,38806,546000,14.07,1990000,51,0,4-05186-0029,140-60 BEECH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,124,1959,96774,1368406,14.14,4990000,52,0.05
4-05186-7501,240-R1,43-55 KISSENA BOULEVARD,FLUSHING-NORTH,R9-CONDOPS,56,1938,53000,715500,13.5,2560000,48.3,4-05185-0037,140-70 ASH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,47,1932,38911,517127,13.29,1890000,48.6,0.05,4-05294-0006,36-35 167 STREET,FLUSHING-NORTH,D1-ELEVATOR,73,1942,66795,920696,13.78,3360000,50,1.3
4-05186-7502,471-R1,140-37 CHERRY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,21,2004,14912,357888,24,1549998,104,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.1,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.65
4-05192-7501,510-R1,140-14 CHERRY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,12,2005,12712,266952,21,1160007,91,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,2.65,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.2
4-05193-7501,403-R1,43-73 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,23,1999,16383,262128,16,1039999,63,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1094450,15.32,4330000,61,0.5,,,,,,,,,,,,
4-05193-7502,501-R1,43-21 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,24,2005,62800,1318800,21,5729998,91,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.75,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,3.55
4-05281-7501,481-R1,35-91 161 STREET,FLUSHING-NORTH,R4-ELEVATOR,70,1929,53175,731156,13.75,2669997,50,4-05287-0020,36-14 165 STREET,FLUSHING-NORTH,D6-ELEVATOR,90,1930,87978,1276296,14.51,4660000,53,0.2,4-05185-0037,140-70 ASH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,47,1932,38911,517127,13.29,1890000,48.6,1.15
4-05294-7501,199-R1,36-20 168 STREET,FLUSHING-NORTH,R4-ELEVATOR,78,1937,85000,1173000,13.8,4279987,50,4-05294-0006,36-35 167 STREET,FLUSHING-NORTH,D1-ELEVATOR,73,1942,66795,920696,13.78,3360000,50,0,4-05287-0020,36-14 165 STREET,FLUSHING-NORTH,D6-ELEVATOR,90,1930,87978,1276296,14.51,4660000,53,0.15
4-05301-7501,54-R1,170-20 CROCHERON AVENUE,FLUSHING-NORTH,R2-WALK-UP,24,1981,17340,242760,14,886006,51,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,1.8,4-04996-0007,147-15 35 AVENUE,FLUSHING-NORTH,C1-WALK-UP,12,1962,8400,310296,36.9,1560000,186,1.3
4-05310-7501,538-R1,189-30 37 AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1932,17213,395899,23,1720000,100,4-06237-0040,213-03 41 AVENUE,BAYSIDE,C1-WALK-UP,14,1968,8577,220767,25.7,959000,112,1.1,4-05285-0010,163-02 CROCHERON AVENUE,FLUSHING-NORTH,C7-WALK-UP,15,1964,11866,202446,17.06,801000,68,0.55
4-05315-7501,171-R1,36-21 193 STREET,FLUSHING-NORTH,R4-ELEVATOR,15,1986,15096,211344,14,770999,51,4-05293-0045,166-15 DEPOT ROAD,FLUSHING-NORTH,C1-WALK-UP,16,1975,13549,154430,11.4,533000,39.3,0.55,4-05357-0001,192-07 42 AVENUE,FLUSHING-NORTH,C9-WALK-UP,26,1950,19489,312641,16.04,1240000,64,0.2
4-05333-7501,371-R1,160-21 SANFORD AVENUE,FLUSHING-NORTH,R2-WALK-UP,20,1991,19460,267575,13.75,977002,50,4-05331-0020,41-05 158 STREET,FLUSHING-NORTH,C1-WALK-UP,31,1926,20645,302089,14.63,1100000,53,0.1,4-05309-0003,36-03 191 STREET,FLUSHING-NORTH,C9-WALK-UP,36,1952,28432,347051,12.21,1200000,42.2,0.8
4-05374-7501,492-R1,42-11 PARSONS BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,20,2006,16385,327700,20,1420002,87,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1269490,24.19,5510000,105,0.65,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,0.3
4-05387-7501,191-R1,42-58 157 STREET,FLUSHING-NORTH,R4-ELEVATOR,16,1987,13000,182000,14,664002,51,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,1.1,,,,,,,,,,,,
