MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00555-0001,"772 BROADWAY
New York, NY
(40.731466356674446, -73.99166347029637)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,372,1960,651391,22700000,34.8,106000000,163,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.2,1-00734-0037,"400 37 STREET
New York, NY
(40.65365921459293, -74.00488415634662)",JAVITS CENTER,D7-ELEVATOR,261,2002,214594,8453000,39.4,41500000,193,1.7
1-00555-0011,"59 PARK AVENUE
New York, NY
(40.74936286505755, -73.97954060934137)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,15,1900,36016,1250000,34.7,5820000,162,1-00562-0044,"25 10 STREET
New York, NY
(40.57214232458885, -74.11467138012644)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.2,1-00617-0021,"221 12 STREET
New York, NY
(40.66864106977621, -73.99035224600658)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,53,1930,43280,1612000,37.2,7510000,174,0.8
1-00555-0028,"30 3 AVENUE
New York, NY
(40.73045911600161, -73.98924429403752)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,269,1965,261940,9100000,34.7,42400000,162,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.25,1-00734-0037,"400 37 STREET
New York, NY
(40.65365921459293, -74.00488415634662)",JAVITS CENTER,D7-ELEVATOR,261,2002,214594,8453000,39.4,41500000,193,1.75
1-00556-0044,"111 4 AVENUE
New York, NY
(40.73272487664833, -73.98999616439819)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,177,1921,156650,6300000,40.2,30900000,197,1-00570-0008,"6 13 STREET
New York, NY
(40.60946981080019, -74.00665471659742)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,2048000,41.5,10100000,204,0.3,1-00643-0001,"521 WEST STREET
New York, NY
(40.73863072087599, -74.0098743939567)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,279,1930,389376,16470000,42.3,80900000,208,1.15
1-00556-0052,"126 12 STREET
New York, NY
(40.67002182502577, -73.99334918421418)",GREENWICH VILLAGE-CENTRAL,C6-WALK-UP,25,1900,23316,980000,42,4810000,206,1-00540-0001,"104 MAC DOUGAL STREET
New York, NY
(40.72942489566793, -74.0009714532996)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,24,1900,11400,484000,42.5,2380000,209,0.6,1-00539-0030,"215 THOMPSON STREET
New York, NY
(40.72897523465332, -73.99919978890188)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,24,1900,11790,494000,41.9,2430000,206,0.55
1-00561-0001,"41 UNIVERSITY PLACE
New York, NY
(40.73228473972114, -73.99416358553782)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,26,1923,38915,1485000,38.2,7290000,187,1-00572-0049,"11 8 STREET
New York, NY
(40.57334904814192, -74.11578722304948)",GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,36,1920,30858,1224000,39.7,6010000,195,0.25,1-00562-0044,"25 10 STREET
New York, NY
(40.57214232458885, -74.11467138012644)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.04
1-00561-0009,"30 10 STREET
New York, NY
(40.57204895332559, -74.11467153519301)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,24,1909,43010,1510000,35.1,7030000,163,1-00562-0044,"25 10 STREET
New York, NY
(40.57214232458885, -74.11467138012644)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.04,1-00617-0021,"221 12 STREET
New York, NY
(40.66864106977621, -73.99035224600658)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,53,1930,43280,1612000,37.2,7510000,174,0.6
1-00561-0012,"34 10 STREET
New York, NY
(40.57198782709322, -74.11473006030911)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,20,1903,38372,1370000,35.7,6380000,166,1-00618-0042,"205 13 STREET
New York, NY
(40.60544789019814, -74.01075218181671)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,1040000,39,5110000,191,0.65,1-00582-0032,"41 BEDFORD STREET
New York, NY
(40.73022529227404, -74.0041640465036)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,25,1929,11740,470000,40,2310000,197,0.6
1-00561-0014,"38 10 STREET
New York, NY
(40.571926700876, -74.1147885854107)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,114,1929,160896,5300000,32.9,24700000,154,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.65,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.1
1-00561-0037,"47 9 STREET
New York, NY
(40.57221549009761, -74.115761230695)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,173,1964,139566,5000000,35.8,23300000,167,1-00591-0040,"317 BLEECKER STREET
New York, NY
(40.73306714988661, -74.00405612786011)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,56,1900,41748,1866000,44.7,9160000,219,0.55,1-00617-0036,"234 13 STREET
New York, NY
(40.60494151731324, -74.01137313107161)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,42,1890,26377,1079000,40.9,5300000,201,0.6
1-00561-0045,"35 9 STREET
New York, NY
(40.572459401141046, -74.11552587793379)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,68,1925,98609,3350000,34,15600000,158,1-00590-0022,"12 JONES STREET
New York, NY
(40.73214084819642, -74.00218553803916)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,2033000,35.9,9470000,167,0.5,1-00588-0079,"19 GROVE STREET
New York, NY
(40.732518563448764, -74.00524323293877)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,27,1900,12168,438000,36,2040000,168,0.65
1-00562-0001,"63 UNIVERSITY PLACE
New York, NY
(40.73305815666629, -73.99351607367669)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,215,1923,182200,5800000,31.8,27000000,148,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.7,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.15
1-00562-0011,"54 11 STREET
New York, NY
(40.671010943345365, -73.99363971035393)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,11,1902,24880,890000,35.8,4150000,167,1-00591-0040,"317 BLEECKER STREET
New York, NY
(40.73306714988661, -74.00405612786011)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,56,1900,41748,1866000,44.7,9160000,219,0.55,1-00617-0036,"234 13 STREET
New York, NY
(40.60494151731324, -74.01137313107161)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,42,1890,26377,1079000,40.9,5300000,201,0.6
1-00562-0036,"43 10 STREET
New York, NY
(40.57186725655453, -74.11493474313802)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,51,1900,40061,1400000,34.9,6520000,163,1-00909-0043,"220 29 STREET
New York, NY
(40.5985743689233, -73.99860433594881)",MURRAY HILL,D9-ELEVATOR,82,1910,41094,1542322,37.5,7180000,175,0.9,1-00506-0016,"30 CHARLTON STREET
New York, NY
(40.7270578918868, -74.00489707784415)",SOHO,D1-ELEVATOR,86,1920,44256,1604052,36.2,7470000,169,0.75
1-00562-0040,"35 10 STREET
New York, NY
(40.57198950901928, -74.11481769290582)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,64,1900,38981,1350000,34.6,6290000,161,1-00590-0022,"12 JONES STREET
New York, NY
(40.73214084819642, -74.00218553803916)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,2033000,35.9,9470000,167,0.5,1-00716-0062,"448 19 STREET
New York, NY
(40.65781100140647, -73.98460522443621)",CHELSEA,D1-ELEVATOR,40,1910,19100,692000,36.2,3220000,169,1
1-00563-0037,"801 BROADWAY
New York, NY
(40.73280634649814, -73.9912138092817)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,152,1930,115000,4500000,39.1,22100000,192,1-00610-0060,"1 CHRISTOPHER STREET
New York, NY
(40.73402942445796, -73.99997320584708)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,134,1931,102354,4640000,45.3,22800000,223,0.45,1-00720-0045,"401 22 STREET
New York, NY
(40.74587964427247, -74.00186703787311)",CHELSEA,D6-ELEVATOR,59,1999,58394,2357500,40.4,11600000,199,1.1
1-00563-0048,"55 11 STREET
New York, NY
(40.67104440780627, -73.99357442338518)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,12,1908,30378,1100000,36.2,5120000,169,1-00591-0040,"317 BLEECKER STREET
New York, NY
(40.73306714988661, -74.00405612786011)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,56,1900,41748,1866000,44.7,9160000,219,0.6,1-00617-0036,"234 13 STREET
New York, NY
(40.60494151731324, -74.01137313107161)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,42,1890,26377,1079000,40.9,5300000,201,0.6
1-00564-0001,"31 12 STREET
New York, NY
(40.67154152036768, -73.99639782949434)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,86,1929,65926,2375000,36,11100000,168,1-00617-0036,"234 13 STREET
New York, NY
(40.60494151731324, -74.01137313107161)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,42,1890,26377,1079000,40.9,5300000,201,0.55,,,,,,,,,,,,
1-00564-0020,"49 12 STREET
New York, NY
(40.67142982636263, -73.9961710261628)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,43,1910,33923,1180000,34.8,5500000,162,1-00617-0021,"221 12 STREET
New York, NY
(40.66864106977621, -73.99035224600658)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,53,1930,43280,1612000,37.2,7510000,174,0.55,,,,,,,,,,,,
1-00564-0026,"39 12 STREET
New York, NY
(40.67151897736689, -73.99635596392142)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,95,1900,79974,2700000,33.8,12600000,158,1-00590-0022,"12 JONES STREET
New York, NY
(40.73214084819642, -74.00218553803916)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,2033000,35.9,9470000,167,0.55,1-00588-0079,"19 GROVE STREET
New York, NY
(40.732518563448764, -74.00524323293877)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,27,1900,12168,438000,36,2040000,168,0.7
1-00564-0031,"35 12 STREET
New York, NY
(40.6715302488718, -73.99637689671626)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,24,1900,64377,2125000,33,9900000,154,1-00590-0087,"29 JONES STREET
New York, NY
(40.731889038028214, -74.0028960024423)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,20,1890,9375,316000,33.7,1470000,157,0.55,1-00590-0022,"12 JONES STREET
New York, NY
(40.73214084819642, -74.00218553803916)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,2033000,35.9,9470000,167,0.55
1-00564-0036,"832 BROADWAY
New York, NY
(40.87333788079353, -73.91157107750263)",GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,21,1896,74859,2450000,32.7,11400000,152,1-00767-0043,"128 7 AVENUE
New York, NY
(40.74088225832122, -73.99798570416232)",CHELSEA,D6-ELEVATOR,65,1959,46812,1824000,39,8950000,191,0.7,1-00797-0007,"163 21 STREET
New York, NY
(40.66298512594504, -73.99608237440235)",CHELSEA,D7-ELEVATOR,109,2005,128163,5317000,41.5,26100000,204,0.65
1-00564-0041,"840 BROADWAY
New York, NY
(40.733813587170914, -73.99097099233381)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,12,1901,40572,1475000,36.4,6870000,169,1-00591-0040,"317 BLEECKER STREET
New York, NY
(40.73306714988661, -74.00405612786011)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,56,1900,41748,1866000,44.7,9160000,219,0.7,1-00617-0036,"234 13 STREET
New York, NY
(40.60494151731324, -74.01137313107161)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,42,1890,26377,1079000,40.9,5300000,201,0.65
1-00564-0054,"120 4 AVENUE
New York, NY
(40.73278034789236, -73.99005653177812)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,182,1963,135315,4950000,36.6,23100000,171,1-00562-0044,"25 10 STREET
New York, NY
(40.57214232458885, -74.11467138012644)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.1,1-00617-0021,"221 12 STREET
New York, NY
(40.66864106977621, -73.99035224600658)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,53,1930,43280,1612000,37.2,7510000,174,0.65
1-00566-0001,"9 5 AVENUE
New York, NY
(40.73264446853284, -73.99605216179935)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,273,1955,392071,15600000,39.8,76600000,195,1-00570-0008,"6 13 STREET
New York, NY
(40.60946981080019, -74.00665471659742)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,2048000,41.5,10100000,204,0.2,1-00643-0001,"521 WEST STREET
New York, NY
(40.73863072087599, -74.0098743939567)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,279,1930,389376,16470000,42.3,80900000,208,0.85
1-00566-0018,"20 UNIVERSITY PLACE
New York, NY
(40.73194299734996, -73.99446935502777)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,330,1964,419400,16100000,38.4,79100000,189,1-00570-0008,"6 13 STREET
New York, NY
(40.60946981080019, -74.00665471659742)",GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,2048000,41.5,10100000,204,0.2,1-00643-0001,"521 WEST STREET
New York, NY
(40.73863072087599, -74.0098743939567)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,279,1930,389376,16470000,42.3,80900000,208,0.85
1-00567-0007,"33 5 AVENUE
New York, NY
(40.73343145510375, -73.99544095644846)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,63,1924,65028,2170000,33.4,10100000,155,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.55,1-00590-0016,"22 JONES STREET
New York, NY
(40.73196997701086, -74.00266217871467)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,38,1940,28656,1494000,52,7330000,256,0.4
1-00567-0019,"40 UNIVERSITY PLACE
New York, NY
(40.732428631245796, -73.99405566689427)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,83,1926,101840,3330000,32.7,15500000,152,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.55,1-00590-0016,"22 JONES STREET
New York, NY
(40.73196997701086, -74.00266217871467)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,38,1940,28656,1494000,52,7330000,256,0.4
1-00568-0004,"39 5 AVENUE
New York, NY
(40.733741641408585, -73.99525176519325)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,60,1922,62409,2380000,38.1,11700000,187,1-00572-0049,"11 8 STREET
New York, NY
(40.57334904814192, -74.11578722304948)",GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,36,1920,30858,1224000,39.7,6010000,195,0.2,1-00562-0044,"25 10 STREET
New York, NY
(40.57214232458885, -74.11467138012644)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.1
1-00568-0006,"41 5 AVENUE
New York, NY
(40.7338585532724, -73.99516183299033)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,92,1924,95117,3600000,37.8,17700000,186,1-00572-0049,"11 8 STREET
New York, NY
(40.57334904814192, -74.11578722304948)",GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,36,1920,30858,1224000,39.7,6010000,195,0.2,1-00562-0044,"25 10 STREET
New York, NY
(40.57214232458885, -74.11467138012644)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1838000,40.4,9020000,198,0.1
1-00568-0011,"16 11 STREET
New York, NY
(40.671253783852315, -73.99414260053761)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,17,1900,18616,695000,37.3,3240000,174,1-00635-0042,"123 BANK STREET
New York, NY
(40.73626873631093, -74.00777932106143)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,49,1930,37064,1458000,39.3,7160000,193,0.7,1-00622-0056,"53 PERRY STREET
New York, NY
(40.735495319365725, -74.0035525075237)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,72,1930,34140,1362000,39.9,6690000,196,0.55
1-00568-0024,"60 UNIVERSITY PLACE
New York, NY
(40.73282433293872, -73.99371392452315)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,62,1926,56252,2345000,41.7,11500000,204,1-00643-0001,"521 WEST STREET
New York, NY
(40.73863072087599, -74.0098743939567)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,279,1930,389376,16470000,42.3,80900000,208,0.85,1-00608-0009,"37 7 AVENUE
New York, NY
(40.73774362443896, -74.00027897533704)",GREENWICH VILLAGE-WEST,D6-ELEVATOR,36,1910,22998,1034000,45,5080000,221,0.35
1-00568-0026,"15 10 STREET
New York, NY
(40.57236791083594, -74.11445605013863)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,40,1910,36366,1200000,33,5590000,154,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.6,1-00590-0016,"22 JONES STREET
New York, NY
(40.73196997701086, -74.00266217871467)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,38,1940,28656,1494000,52,7330000,256,0.4
1-00569-0001,"43 5 AVENUE
New York, NY
(40.734191302423255, -73.99492800926271)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,42,1905,64218,2100000,32.7,9780000,152,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.65,1-00590-0016,"22 JONES STREET
New York, NY
(40.73196997701086, -74.00266217871467)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,38,1940,28656,1494000,52,7330000,256,0.45
1-00569-0003,"45 5 AVENUE
New York, NY
(40.73430821428707, -73.9948380770598)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,65,1925,45248,1490000,32.9,6940000,153,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.65,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.2
1-00569-0005,"49 5 AVENUE
New York, NY
(40.734524051574056, -73.9946761990945)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,89,1929,121128,4000000,33,18600000,154,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.65,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.2
1-00572-0017,"38 9 STREET
New York, NY
(40.57228696956105, -74.11560277437678)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,54,1900,73098,2600000,35.6,12100000,166,1-00590-0022,"12 JONES STREET
New York, NY
(40.73214084819642, -74.00218553803916)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,2033000,35.9,9470000,167,0.25,1-00588-0079,"19 GROVE STREET
New York, NY
(40.732518563448764, -74.00524323293877)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,27,1900,12168,438000,36,2040000,168,0.35
1-00573-0039,"28 5 AVENUE
New York, NY
(40.73324701429249, -73.995611494005)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,153,1923,168806,6900000,40.9,33900000,201,1-00643-0001,"521 WEST STREET
New York, NY
(40.73863072087599, -74.0098743939567)",GREENWICH VILLAGE-WEST,D5-ELEVATOR,279,1930,389376,16470000,42.3,80900000,208,0.7,,,,,,,,,,,,
1-00573-0043,"24 5 AVENUE
New York, NY
(40.733040170225706, -73.99576437874998)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,426,1926,269119,10400000,38.6,51100000,190,1-00775-0046,"220 26 STREET
New York, NY
(40.59958962955995, -74.00114500737818)",CHELSEA,D6-ELEVATOR,129,2000,136477,5487000,40.2,26900000,197,0.85,1-00734-0037,"400 37 STREET
New York, NY
(40.65365921459293, -74.00488415634662)",JAVITS CENTER,D7-ELEVATOR,261,2002,214594,8453000,39.4,41500000,193,1.5
1-00573-0054,"23 9 STREET
New York, NY
(40.572703123445464, -74.1152908090676)",GREENWICH VILLAGE-CENTRAL,C6-WALK-UP,18,1870,12632,530000,42,2600000,206,1-00540-0001,"104 MAC DOUGAL STREET
New York, NY
(40.72942489566793, -74.0009714532996)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,24,1900,11400,484000,42.5,2380000,209,0.35,1-00539-0030,"215 THOMPSON STREET
New York, NY
(40.72897523465332, -73.99919978890188)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,24,1900,11790,494000,41.9,2430000,206,0.35
1-00573-0062,"35 9 STREET
New York, NY
(40.572459401141046, -74.11552587793379)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,36,1926,41412,1370000,33.1,6380000,154,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.45,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.25
1-00573-0075,"61 9 STREET
New York, NY
(40.571897751589795, -74.11607204746716)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,61,1926,56527,1920000,34,8940000,158,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.45,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.25
1-00574-0011,"64 11 STREET
New York, NY
(40.67094703794826, -73.9935073708308)",GREENWICH VILLAGE-CENTRAL,C6-WALK-UP,15,1900,14196,600000,42.3,2950000,208,1-00540-0001,"104 MAC DOUGAL STREET
New York, NY
(40.72942489566793, -74.0009714532996)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,24,1900,11400,484000,42.5,2380000,209,0.4,1-00539-0030,"215 THOMPSON STREET
New York, NY
(40.72897523465332, -73.99919978890188)",GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,24,1900,11790,494000,41.9,2430000,206,0.4
1-00574-0039,"40 5 AVENUE
New York, NY
(40.733831573611496, -73.99518881265124)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,76,1929,141877,4650000,32.8,21700000,153,1-00585-0001,"464 HUDSON STREET
New York, NY
(40.7319340041297, -74.00656523632188)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,16200000,167,0.5,1-00548-0001,"1 UNIVERSITY PLACE
New York, NY
(40.73088179735544, -73.99541364315854)",GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,36700000,168,0.25
1-00574-0067,"45 10 STREET
New York, NY
(40.571836693445924, -74.11496400568882)",GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,90,1957,77829,2300000,29.6,10700000,137,1-00543-0048,"136 4 STREET
New York, NY
(40.67670288966745, -73.99318886731501)",GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,663000,31.8,3090000,148,0.35,1-00582-0020,"60 LEROY STREET
New York, NY
(40.73017133295224, -74.00518927361702)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,37,1941,22242,687000,30.9,3200000,144,0.55
