DBN,DISTRICT,SCHOOL,PRINCIPAL,2008-09 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2007-08 PROGRESS REPORT GRADE,MOST RECENT QUALITY REVIEW SCORE,2008-09 STATE ACCOUNTABILITY STATUS
30Q148,30,P.S. 148 QUEENS,Andrew Paccione,ICI,ESMS,Elementary,53.15,A,79.9,10.6,A,19.7,A,45.8,A,3.8,B,Well Developed (2007-08),In Good Standing
30Q149,30,P.S. 149 CHRISTA MCAULIFFE,Marlene Gonzalez,ESO,ESMS,Elementary,58.34,A,91.6,10.9,A,24.3,A,51.9,A,4.5,A,Well Developed (2007-08),In Good Standing
30Q150,30,P.S. 150 QUEENS,Carmen Parache,ICI,ESMS,Elementary,41.11,A,83.1,6.6,C,22.2,A,50.5,A,3.8,A,Well Developed (2007-08),In Good Standing
30Q151,30,P.S. 151 MARY D. CARTER,Jason Goldner,ESO,ESMS,Elementary,50.77,A,70.7,6.5,C,13.6,B,44.6,A,6,A,Underdeveloped with Proficient Features (2008-09),Corrective Action (year 1) -  Focused
30Q152,30,P.S. 152 GWENDOLYN ALLEYNE,Vincent Vitolo,ICI,ESMS,Elementary,42.61,A,90.3,10,B,18.8,A,56.2,A,5.3,A,Well Developed (2007-08),In Good Standing
30Q166,30,P.S. 166 HENRY GRADSTEIN,Janet Farrell,ICI,ESMS,Elementary,47.13,A,91,11.6,A,23.1,A,48,A,8.3,A,Well Developed (2007-08),In Good Standing
30Q171,30,P.S. 171 PETER G. VAN ALST,Anne Bussel,ICI,ESMS,Elementary,54.51,A,96,9.2,B,18.9,A,56.6,A,11.3,B,Proficient (2007-08),In Good Standing
30Q204,30,I.S. 204 OLIVER W. HOLMES,Yvonne Leimsider,ESO,ESMS,Middle,3.12,A,78.7,7.3,C,19.9,A,42.5,A,9,B,Proficient (2007-08),Restructuring (Advanced) -  Focused
30Q212,30,P.S. 212,Carin Ilene Ellis,ICI,ESMS,Elementary,51.34,A,92,12.9,A,21.8,A,52,A,5.3,B,Well Developed (2007-08),In Good Standing
30Q227,30,I.S. 227 LOUIS ARMSTRONG,Renee David,ICI,ESMS,Middle,3.55,A,96,8.7,B,21.6,A,53.7,A,12,A,Well Developed (2007-08),In Good Standing
30Q230,30,I.S. 230,Sharon Terry,CEI-PEA,ESMS,Middle,3.33,A,89.1,8.6,B,22.7,A,48.8,A,9,B,Well Developed (2007-08),In Good Standing
30Q234,30,P.S. 234,Thea Pallos,ICI,ESMS,Elementary,45.03,A,99,12,A,19.8,A,55.9,A,11.3,B,Well Developed (2007-08),Improvement (year 1) -  Basic
30Q235,30,ACADEMY FOR NEW AMERICANS,Carmen Rivera,ICI,ESMS,Middle,2.95,A,97.2,15,A,21.2,A,59.5,A,1.5,A,Well Developed (2007-08),In Good Standing
30Q286,30,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",Laura A Mitchell,New Visions,ESMS,Middle,3.61,A,79.6,14.6,A,20.5,A,44.5,A,0,A,Proficient (2007-08),In Good Standing
30Q301,30,ACADEMY FOR CAREERS IN TELEVISION AND FILM,Mark Dunetz,New Visions,HS,High School,2.73,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,,
30Q445,30,WILLIAM CULLEN BRYANT HIGH SCHOOL,Aaron M. Perez,ICI,HS,High School,2.33,B,54.1,8.9,B,11.2,C,30,C,4,B,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
30Q450,30,LONG ISLAND CITY HIGH SCHOOL,William Bassell,ICI,HS,High School,2.33,B,62.5,6.9,C,11.9,C,35.7,B,8,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
30Q501,30,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,Donna Finn,ESO,HS,High School,3.27,A,75.4,7.1,C,21.3,A,47,A,0,A,Well Developed (2007-08),In Good Standing
30Q502,30,INFORMATION TECHNOLOGY HIGH SCHOOL,Dr. Nancy E. Casella,ESO,HS,High School,2.43,B,60.4,9.5,B,14.4,B,33.5,B,3,B,Proficient (2008-09),In Good Standing
30Q555,30,NEWCOMERS HIGH SCHOOL,Mary Burke,ICI,HS,High School,1.97,A,80.4,12.1,A,21.3,A,47,A,0,A,Outstanding (2007-08),Corrective Action (year 1) -  Comprehensive
30Q575,30,ACADEMY OF AMERICAN STUDIES,Ellen Sherman,ICI,HS,High School,2.98,B,68.2,9.9,B,16.6,B,34.7,B,7,B,Well Developed (2007-08),In Good Standing
30Q580,30,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,Kelly Joan Johnson,ESO,ESMS,Middle,3.85,B,61.4,10.3,A,23.9,A,27.2,C,0,B,Proficient (2007-08),In Good Standing
30Q580,30,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,KELLY JOAN JOHNSON,ESO,HS,High School,3.48,A,81.6,10.5,A,19.8,A,51.3,A,0,A,Proficient (2007-08),In Good Standing
31R001,31,P.S. 001 TOTTENVILLE,Diane Gordin,CEI-PEA,ESMS,Elementary,14.42,A,73.1,11.5,A,17.8,A,42.3,A,1.5,A,Well Developed (2007-08),In Good Standing
31R002,31,I.S. R002 GEORGE L. EGBERT,Adrienne Stallone,KLSO,ESMS,Middle,3.25,B,67.9,7.2,C,19.3,A,38.4,B,3,D,Well Developed (2008-09),Restructuring (year 2) -  Focused
31R003,31,P.S. 003 THE MARGARET GIOIOSA SCHOOL,Donna Gioello,ICI,ESMS,Elementary,11.06,B,58.8,9.5,B,12.6,C,36.7,B,0,B,Well Developed (2007-08),In Good Standing
31R004,31,P.S. 004 MAURICE WOLLIN,Mr. Marc A. Harris,CEI-PEA,ESMS,Elementary,20.21,A,68,9.9,B,10.3,D,43.3,A,4.5,C,Proficient (2008-09),In Good Standing
31R005,31,P.S. 005 HUGUENOT,Katherine Corso,CEI-PEA,ESMS,Elementary,7.68,A,82.8,12.5,A,18.5,A,51.8,A,0,C,Proficient (2008-09),In Good Standing
31R006,31,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,Erminia Claudio,ICI,ESMS,Elementary,15.09,A,71.7,11.4,A,12.6,C,46.9,A,0.8,A,Well Developed (2007-08),In Good Standing
31R007,31,I.S. 007 ELIAS BERNSTEIN,Dr. Nora De Rosa-Karby,ICI,ESMS,Middle,3.52,A,78.8,9.5,B,22.8,A,44.2,A,2.3,A,Well Developed (2007-08),In Good Standing
31R008,31,P.S. 8 SHIRLEE SOLOMON,Lisa Esposito,ICI,ESMS,Elementary,19.24,A,84.6,11.5,A,18.5,A,50.1,A,4.5,A,Well Developed (2007-08),In Good Standing
31R011,31,P.S. 11 THOMAS DONGAN SCHOOL,Erica Mattera,ICI,ESMS,Elementary,42.35,A,84.2,9.6,B,15.2,B,55.6,A,3.8,B,Well Developed (2007-08),In Good Standing
31R013,31,P.S. 013 M. L. LINDEMEYER,Constance Montijo,ICI,ESMS,Elementary,42.52,A,85.8,9.2,B,19.7,A,51.6,A,5.3,B,Well Developed (2007-08),In Good Standing
31R014,31,P.S. 014 CORNELIUS VANDERBILT,Nancy Hargett,ICI,ESMS,Elementary,61.73,A,71.5,6.2,D,13,C,50.8,A,1.5,C,Underdeveloped with Proficient Features (2007-08),In Good Standing
31R016,31,P.S. 016 JOHN J. DRISCOLL,Vincenza Gallassio,ICI,ESMS,Elementary,55.04,A,70.9,8.2,B,11.3,C,42.4,A,9,C,Proficient (2008-09),Restructuring (Advanced) -  Focused
31R018,31,P.S. 018 JOHN G. WHITTIER,Ms. Donna Luisi,KLSO,ESMS,Elementary,67.83,A,98.7,8.5,B,22.9,A,56,A,11.3,A,Well Developed (2007-08),In Good Standing
31R019,31,P.S. 019 THE CURTIS SCHOOL,Mary Petrone,ICI,ESMS,Elementary,52.31,A,97.9,10.5,A,20.1,A,56.8,A,10.5,A,Well Developed (2007-08),In Good Standing
31R020,31,P.S. 020 PORT RICHMOND,Marie Munoz,ICI,ESMS,Elementary,63.86,A,96.7,13.3,A,21.2,A,54.7,A,7.5,A,Proficient (2007-08),In Good Standing
31R021,31,P.S. 21 MARGARET EMERY-ELM PARK,Gina Moreno,CEI-PEA,ESMS,Elementary,56.68,A,83.4,10.1,B,14.4,B,52.1,A,6.8,B,Well Developed (2007-08),In Good Standing
31R022,31,P.S. 022 GRANITEVILLE,Melissa Lamb Donath,ICI,ESMS,Elementary,45.9,A,87.2,8.2,B,18.9,A,47.3,A,12.8,B,Well Developed (2007-08),In Good Standing
31R023,31,P.S. 023 RICHMONDTOWN,Mark Bronstein,CEI-PEA,ESMS,Elementary,17.99,A,75.7,10.1,B,15.9,B,45.2,A,4.5,A,Well Developed (2007-08),In Good Standing
31R024,31,I.S. 024 MYRA S. BARNES,Rosemarie O'Neill,CEI-PEA,ESMS,Middle,3.55,A,76.8,7.8,C,20.6,A,43.9,A,4.5,B,Well Developed (2007-08),In Good Standing
31R026,31,P.S. 026 THE CARTERET SCHOOL,Ms. Joanne Mecane,ESO,ESMS,Elementary,34.06,A,72.6,4,F,13.5,B,50.6,A,4.5,B,Proficient (2007-08),In Good Standing
31R027,31,I.S. 027 ANNING S. PRALL,Tracey Kornish,LLSO,ESMS,Middle,3.14,A,75.9,9.2,B,19.1,A,39.3,B,8.3,C,Proficient (2008-09),Restructuring (Advanced) -  Focused
31R029,31,P.S. 029 BARDWELL,Mrs. Linda Manfredi,ICI,ESMS,Elementary,26.18,A,68.7,14.5,A,18.9,A,33.8,B,1.5,A,Well Developed (2007-08),In Good Standing
31R030,31,P.S. 030 WESTERLEIGH,Mrs. Denise N. Spina,ESO,ESMS,Elementary,20.66,B,61.3,7.3,C,13.8,B,36.4,B,3.8,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
31R031,31,P.S. 031 WILLIAM T. DAVIS,Patricia Covington,ESO,ESMS,Elementary,59.54,A,87.5,9.8,B,17,A,54.7,A,6,A,Proficient (2007-08),In Good Standing
31R032,31,P.S. 032 THE GIFFORD SCHOOL,Nancy Spataro,ESO,ESMS,Elementary,14.3,B,67.6,8.1,B,15.2,B,42,A,2.3,C,Proficient (2008-09),In Good Standing
31R034,31,I.S. 034 TOTTENVILLE,Jeff Preston,ICI,ESMS,Middle,3.51,A,83.4,11.9,A,23.2,A,45.3,A,3,B,Well Developed (2007-08),In Good Standing
31R035,31,P.S. 35 THE CLOVE VALLEY SCHOOL,Melissa Garofalo,ESO,ESMS,Elementary,25.38,B,60.5,9.9,B,16.9,B,33.7,B,0,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
31R036,31,P.S. 036 J. C. DRUMGOOLE,Barbara Bellafatto,ICI,ESMS,Elementary,12.72,B,67.2,5.8,D,14.1,B,45,A,2.3,C,Proficient (2008-09),In Good Standing
31R038,31,P.S. 038 GEORGE CROMWELL,Everlidys Robles,ICI,ESMS,Elementary,36.67,A,81.3,7.4,C,16.8,B,52.6,A,4.5,B,Well Developed (2007-08),In Good Standing
31R039,31,P.S. 39 FRANCIS J. MURPHY JR.,Mr. Robert E. Corso,CEI-PEA,ESMS,Elementary,29.7,A,75.6,10.8,A,16.8,B,45,A,3,B,Well Developed (2007-08),In Good Standing
31R041,31,P.S. 041 NEW DORP,Elise Feldman,ICI,ESMS,Elementary,27.2,A,72.6,7.2,C,16.4,B,46.7,A,2.3,B,Well Developed (2007-08),In Good Standing
31R042,31,P.S. 042 ELTINGVILLE,Brian Sharkey,ICI,ESMS,Elementary,15.22,A,69.7,11.3,A,17.2,A,40.4,B,0.8,A,Well Developed (2007-08),In Good Standing
31R044,31,P.S. 044 THOMAS C. BROWN,Joseph Miller,ICI,ESMS,Elementary,61.22,A,89.6,7.9,C,11.7,C,58.7,A,11.3,B,Underdeveloped with Proficient Features (2008-09),Corrective Action (year 1) -  Focused
31R045,31,P.S. 045 JOHN TYLER,Teresa Caccavale,ICI,ESMS,Elementary,34.55,A,73.1,6.8,C,16.6,B,44.4,A,5.3,C,Proficient (2008-09),In Good Standing
31R046,31,P.S. 046 ALBERT V. MANISCALCO,Andrea Maffeo,ICI,ESMS,Elementary,38.47,B,66.8,12.3,A,12.4,C,39.8,B,2.3,B,Well Developed (2007-08),In Good Standing
31R047,31,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,Aimee Horowitz,ESO,HS,High School,2.82,A,86.3,9.9,B,22.9,A,48.5,A,5,,Proficient (2008-09),In Good Standing
31R048,31,P.S. 048 WILLIAM C. WILCOX,Jacqueline Mammolito,ESO,ESMS,Elementary,21.92,A,75.9,11.9,A,22.8,A,41.2,A,0,A,Well Developed (2007-08),In Good Standing
31R049,31,I.S. 49 BERTA A. DREYFUS,Linda Hill,KLSO,ESMS,Middle,3.04,A,70.5,7.3,C,18.3,A,41.1,A,3.8,B,Proficient (2007-08),Restructuring (Advanced) -  Focused
31R050,31,P.S. 050 FRANK HANKINSON,Sharon Fine,ICI,ESMS,Elementary,18.14,A,74.3,7.7,C,14,B,49.6,A,3,A,Proficient (2007-08),In Good Standing
31R051,31,I.S. 051 EDWIN MARKHAM,Emma Della Rocca,KLSO,ESMS,Middle,3.15,B,66.6,7.7,C,18,A,31.9,C,9,B,Proficient (2007-08),Restructuring (year 2) -  Focused
31R052,31,P.S. 052 JOHN C. THOMPSON,Ms. Evelyn Mastroianni,ICI,ESMS,Elementary,27.52,A,72.5,3.4,F,13.8,B,50.8,A,4.5,F,Proficient (2008-09),In Good Standing
31R053,31,P.S. 053 BAY TERRACE,Annette Esposito,ESO,ESMS,Elementary,14.92,A,76,10.9,A,18,A,46.3,A,0.8,B,Well Developed (2007-08),In Good Standing
31R054,31,P.S. 054 CHARLES W. LENG,Anna Castley,ESO,ESMS,Elementary,25.56,B,67.8,8,C,17.1,A,39.7,B,3,B,Well Developed (2007-08),In Good Standing
31R055,31,P.S. 055 HENRY M. BOEHM,Kathleen Schultz,ICI,ESMS,Elementary,12.12,B,62.7,7.3,C,17.1,A,36,B,2.3,B,Well Developed (2007-08),In Good Standing
31R056,31,P.S. 56 THE LOUIS DESARIO SCHOOL,Dean Scali,ICI,ESMS,Elementary,13.89,A,77.8,6.5,C,17.3,A,51.7,A,2.3,C,Proficient (2008-09),In Good Standing
31R057,31,P.S. 057 HUBERT H. HUMPHREY,Sandra Barnes,ICI,ESMS,Elementary,62.44,A,73.2,9,B,12.4,C,42,A,9.8,B,Proficient (2007-08),Improvement (year 1) -  Basic
31R058,31,SPACE SHUTTLE COLUMBIA SCHOOL,Roseann Mezzacappa,ICI,ESMS,Elementary,27.15,A,79.6,10.6,A,16.9,B,48.3,A,3.8,A,Well Developed (2007-08),In Good Standing
31R060,31,P.S. 060 ALICE AUSTEN,Bonnie Ferretti,ICI,ESMS,Elementary,33,A,71.7,10,B,16.3,B,43.1,A,2.3,B,Well Developed (2007-08),In Good Standing
31R061,31,I.S. 061 WILLIAM A MORRIS,Mr. Richard J. Gallo,ICI,ESMS,Middle,3.22,B,61.6,6.7,C,16.7,B,31.4,C,6.8,B,Well Developed (2007-08),In Good Standing
31R063,31,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,Jessica Jenkins-Milona,ESO,ESMS,Middle,3.32,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
31R064,31,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,Ms. Zeynep Ozkan,ESO,HS,High School,2.32,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,,Pending
31R069,31,P.S. 069 DANIEL D. TOMPKINS,Doreen Murphy,CEI-PEA,ESMS,Elementary,24.25,A,69.2,11.4,A,12.3,C,42.5,A,3,B,Well Developed (2007-08),In Good Standing
31R072,31,I.S. 072 ROCCO LAURIE,Peter Macellari,CEI-PEA,ESMS,Middle,3.26,A,81.4,9.3,B,20.3,A,42,A,9.8,B,Well Developed (2007-08),Corrective Action (year 2) -  Focused
31R075,31,I.S. 075 FRANK D. PAULO,Mark Cannizzaro,ICI,ESMS,Middle,3.5,B,67.1,10.2,A,20.6,A,34,B,2.3,B,Well Developed (2007-08),In Good Standing
31R080,31,THE MICHAEL J. PETRIDES SCHOOL,Joanne Buckheit,ESO,ESMS,K-8,23.22,B,57.8,8.3,B,14.8,B,28.7,C,6,B,Well Developed (2007-08),In Good Standing
31R080,31,THE MICHAEL J. PETRIDES SCHOOL,Joanne Buckheit,ESO,HS,High School,2.82,A,77.7,10.8,A,23.4,A,42.5,A,1,A,Well Developed (2007-08),In Good Standing
31R440,31,NEW DORP HIGH SCHOOL,Ms. Deirdre DeAngelis,New Visions,HS,High School,2.24,A,70.2,12.2,A,14.7,B,39.3,B,4,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
31R445,31,PORT RICHMOND HIGH SCHOOL,Timothy M. Gannon,New Visions,HS,High School,2.23,B,61.4,9,B,13.7,B,35.7,B,3,B,Proficient (2007-08),Restructuring (year 2) -  Focused
31R450,31,CURTIS HIGH SCHOOL,Aurelia Curtis,CLSO,HS,High School,2.33,B,68.8,9.7,B,19.1,A,36,B,4,B,Well Developed (2007-08),Restructuring (year 1) -  Focused
31R455,31,TOTTENVILLE HIGH SCHOOL,John P. Tuminaro,ESO,HS,High School,2.78,A,72.4,6.9,C,15.7,B,38.8,B,11,A,Well Developed (2007-08),Corrective Action (year 1) -  Focused
31R460,31,SUSAN E. WAGNER HIGH SCHOOL,Mr. Gary M. Giordano,ESO,HS,High School,2.51,B,67.1,7,C,15.3,B,38.8,B,6,A,Well Developed (2007-08),Restructuring (Advanced) -  Focused
31R470,31,CONCORD HIGH SCHOOL,Ron Gorsky,ESO,HS,Transfer School,2.2,A,79.5,12.3,A,14.3,B,50.4,A,2.5,A,Well Developed (2007-08),In Good Standing
31R600,31,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,SHARON ALICIA HENRY,ESO,HS,High School,1.91,A,79.5,10,B,20.4,A,43.1,A,6,A,Well Developed (2007-08),In Good Standing
31R605,31,STATEN ISLAND TECHNICAL HIGH SCHOOL,Vincent Maniscalco,ICI,HS,High School,3.91,A,85.8,11.4,A,24.7,A,49.7,A,0,A,Proficient (2007-08),In Good Standing
32K045,32,P.S. 045 HORACE E. GREENE,Tracey Lott-Davis,CLSO,ESMS,Elementary,62.94,A,91.2,11,A,21,A,51.7,A,7.5,A,Well Developed (2007-08),In Good Standing
32K075,32,P.S. 075 MAYDA CORTIELLA,Christopher Tricarico,CLSO,ESMS,Elementary,58.17,A,84.6,10.2,A,20.1,A,47.5,A,6.8,B,Well Developed (2007-08),In Good Standing
32K086,32,P.S. 086 THE IRVINGTON,Mabel Sarduy,CLSO,ESMS,Elementary,62.29,A,79.1,13.1,A,18.5,A,42.2,A,5.3,A,Well Developed (2007-08),In Good Standing
32K106,32,P.S. 106 EDWARD EVERETT HALE,Robert Flores,CLSO,ESMS,Elementary,65.59,A,71.1,11.3,A,19.5,A,34.3,B,6,A,Well Developed (2007-08),Corrective Action (year 1) -  Focused
32K116,32,P.S. 116 ELIZABETH L FARRELL,Anna Santiago,CLSO,ESMS,Elementary,64.1,A,88.4,10.4,A,19.9,A,52.8,A,5.3,A,Well Developed (2007-08),In Good Standing
32K123,32,P.S. 123 SUYDAM,Veronica Greene,CLSO,ESMS,Elementary,63.84,A,96.1,11.6,A,19.7,A,55.8,A,9,B,Proficient (2007-08),In Good Standing
32K145,32,P.S. 145 ANDREW JACKSON,Marilyn Torres,CLSO,ESMS,Elementary,64.07,A,69.2,10.8,A,16.6,B,40.3,B,1.5,B,Proficient (2007-08),Corrective Action (year 2) -  Focused
32K151,32,P.S. 151 LYNDON B. JOHNSON,Jeanette Sosa,CLSO,ESMS,Elementary,59.54,A,70,12.2,A,18.1,A,38.2,B,1.5,B,Proficient (2007-08),In Good Standing
32K162,32,J.H.S. 162 THE WILLOUGHBY,Barbara Demartino,ICI,ESMS,Middle,3.01,A,76.3,7.7,C,21.1,A,43.7,A,3.8,B,Proficient (2007-08),In Good Standing
32K274,32,P.S. 274 KOSCIUSKO,Maritza Ollivierra-Jones,CLSO,ESMS,Elementary,64.13,A,79.8,10,B,17.2,A,44.3,A,8.3,A,Well Developed (2007-08),Improvement (year 2) -  Basic
32K291,32,J.H.S. 291 ROLAND HAYES,Sean Walsh,ICI,ESMS,Middle,2.82,B,63.9,11,A,19.7,A,31.7,C,1.5,B,Proficient (2007-08),Restructuring (year 2) -  Focused
32K296,32,J.H.S. 296 THE HALSEY,Maria Barreto,ICI,ESMS,Middle,3.01,A,73.3,8.7,B,21,A,39.1,B,4.5,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
32K299,32,P.S. 299 THOMAS WARREN FIELD,Wilma Kanova Kirk,CLSO,ESMS,Elementary,60.11,B,62.4,7.4,C,12.9,C,39.8,B,2.3,B,Well Developed (2007-08),Corrective Action (year 1) -  Focused
32K347,32,I.S. 347 SCHOOL OF HUMANITIES,John Barbella,ICI,ESMS,Middle,2.93,A,91.3,10.2,A,24.9,A,44.9,A,11.3,C,Proficient (2008-09),In Good Standing
32K349,32,"I.S. 349 MATH, SCIENCE & TECH.",Rogelio Parris,CLSO,ESMS,Middle,2.98,A,98.4,10.5,A,24.9,A,51.7,A,11.3,B,Well Developed (2007-08),Restructuring (year 2) -  Focused
32K376,32,P.S. 376,Brenda Perez,CLSO,ESMS,Elementary,63.88,A,72.1,12.2,A,19.9,A,37.7,B,2.3,A,Well Developed (2007-08),In Good Standing
32K377,32,P.S. 377 ALEJANDRINA B. DE GAUTIER,Dominic Zagami,CLSO,ESMS,K-8,60.66,A,97.9,8.9,B,19.9,A,57.8,A,11.3,B,Well Developed (2007-08),In Good Standing
32K383,32,J.H.S. 383 PHILIPPA SCHUYLER,Barbara Sanders,CLSO,ESMS,Middle,3.77,B,64.6,6.5,C,18.7,A,33.4,B,6,B,Well Developed (2007-08),Improvement (year 2) -  Focused
32K384,32,P.S. /I.S. 384 FRANCES E. CARTER,Brunhilda Perez-Ortiz,ICI,ESMS,K-8,64.85,A,102.2,12.4,A,25,A,52.8,A,12,A,Well Developed (2007-08),In Good Standing
32K403,32,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,Nilda Gomez-Katz,New Visions,HS,High School,2.24,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3,,Underdeveloped with Proficient Features (2008-09),Pending
32K545,32,EBC HIGH SCHOOL FOR PUBLIC SERVICEÂ€“BUSHWICK,Barnaby Spring,ICI,HS,High School,2.36,C,44,7,C,13.6,B,22.4,D,1,B,Underdeveloped with Proficient Features (2008-09),Corrective Action (year 1) -  Comprehensive
32K549,32,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,Mark Rush,ESO,HS,High School,2.02,A,94.1,11.7,A,16.7,B,55.7,A,10,A,Well Developed (2007-08),Improvement (year 1) -  Comprehensive
32K551,32,NEW YORK HARBOR SCHOOL,Nathan Dudley,ESO,HS,High School,2.23,A,70.3,10.4,B,13.4,C,39.5,B,7,B,Proficient (2007-08),In Good Standing
32K552,32,ACADEMY OF URBAN PLANNING,Monique Darrisaw,ICI,HS,High School,2,B,59.2,8.6,B,13.8,B,34.8,B,2,B,Proficient (2007-08),In Good Standing
32K554,32,ALL CITY LEADERSHIP SECONDARY SCHOOL,Elvis Estevez,ICI,ESMS,Middle,3.45,A,68.5,13.6,A,21.4,A,33.5,B,0,A,Well Developed (2007-08),In Good Standing
32K554,32,ALL CITY LEADERSHIP SECONDARY SCHOOL,Elvis Estevez,ICI,HS,High School,2.6,A,82.5,15,A,19.8,A,45.7,A,2,A,Well Developed (2007-08),In Good Standing
32K556,32,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,Catherine Reilly,ICI,HS,High School,2.05,B,56.7,8,C,15.1,B,27.6,C,6,B,Well Developed (2007-08),In Good Standing
32K564,32,BUSHWICK COMMUNITY HIGH SCHOOL,Tira Randall,New Visions,HS,Transfer School,2.08,B,59.6,13,A,6,F,40.6,A,0,B,Proficient (2007-08),Restructuring (year 1) -  Comprehensive
84K355,84,WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,Julie Kennedy,Charter,ESMS,Middle,3.19,A,105.3,15,A,25,A,59.3,A,6,A,No QR in last two years,In Good Standing
84K356,84,ACHIEVEMENT FIRST- CROWN HEIGHTS CHARTER SCHOOL,Orpheus Williams\Mike Kerr,Charter,ESMS,K-8,48.95,A,78.9,13,A,20.3,A,42.6,A,3,A,No QR in last two years,In Good Standing
84K357,84,KIPP AMP (ALWAYS MENTALLY PREPARED) CHARTER SCHOOL,Jeff Li/Melissa Parry,Charter,ESMS,Middle,3.26,B,61,8,C,22.6,A,28.1,C,2.3,A,No QR in last two years,In Good Standing
84K358,84,ACHIEVEMENT FIRST EAST NEW YORK SCHOOL,Denniston Reid,Charter,ESMS,Elementary,42.89,A,89,15,A,22.5,A,51.5,A,0,,No QR in last two years,In Good Standing
84K359,84,THE UFT CHARTER SCHOOL,Michelle Bodden\Drew Goodman,Charter,ESMS,K-8,51.86,B,61.2,11.8,A,16.8,B,31.1,C,1.5,C,No QR in last two years,In Good Standing
84K362,84,HELLENIC CLASSICAL CHARTER SCHOOL,Christine Tettonis,Charter,ESMS,K-8,31.04,A,90.9,12.9,A,16.5,B,60,A,1.5,F,No QR in last two years,In Good Standing
84K473,84,WILLIAMSBURG CHARTER HIGH SCHOOL,Ethan Mitnick,Charter,HS,High School,2.66,C,45.8,11,A,10.4,D,22.4,D,2,B,,In Good Standing
84K508,84,ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,Eric Redwine,Charter,ESMS,Middle,3.05,A,95.5,11,A,25,A,55,A,4.5,A,No QR in last two years,In Good Standing
84K538,84,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,Lizette Suxo,Charter,ESMS,Elementary,48.45,A,91.1,13,A,18,A,55.6,A,4.5,,No QR in last two years,Subject to Charter School Law Provisions
84K593,84,EXCELLENCE CHARTER SCHOOL OF BEDFORD STUYVESANT,Jabali Sawicki And Tim Saintsing,Charter,ESMS,Elementary,42.39,A,75,15,A,23.2,A,36.8,B,0,A,No QR in last two years,In Good Standing
84K608,84,KINGS COLLEGIATE CHARTER SCHOOL,Lauren Harris And Laura Lee,Charter,ESMS,Middle,3.18,A,103,15,A,25,A,60,A,3,,No QR in last two years,In Good Standing
84K648,84,BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL,Mabel Lajes-Guiteras,Charter,ESMS,Middle,3.09,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
84K701,84,BROOKLYN CHARTER SCHOOL,Omigbade Escayg,Charter,ESMS,Elementary,45.42,C,51,8.6,B,16.3,B,26.1,C,0,A,No QR in last two years,In Good Standing
84K702,84,COMMUNITY PARTNERSHIP CHARTER,Melaine Bryon,Charter,ESMS,Elementary,50.72,A,88.2,12.9,A,21,A,50.5,A,3.8,B,No QR in last two years,In Good Standing
84K703,84,BEGINNING WITH CHILDREN CHARTER SCHOOL,Timothy Gembka,Charter,ESMS,K-8,50.47,B,57.7,8.4,B,16.6,B,28.9,C,3.8,B,No QR in last two years,In Good Standing
84K704,84,EXPLORE CHARTER SCHOOL,Morty Ballen/Kinnari Patel,Charter,ESMS,K-8,52.21,A,87.8,14.7,A,24.2,A,46.6,A,2.3,A,No QR in last two years,In Good Standing
84K731,84,BROOKLYN EXCELSIOR CHARTER,Tom Demarco,Charter,ESMS,K-8,57.69,A,95.2,11.6,A,25,A,52.6,A,6,A,No QR in last two years,In Good Standing
