DBN,DISTRICT,SCHOOL,PRINCIPAL,2008-09 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2007-08 PROGRESS REPORT GRADE,MOST RECENT QUALITY REVIEW SCORE,2008-09 STATE ACCOUNTABILITY STATUS
16K005,16,P.S. 005 DR. RONALD MCNAIR,Lena Gates,CLSO,ESMS,Elementary,58.6,A,76.4,7.1,C,20.9,A,44.6,A,3.8,A,Well Developed (2007-08),In Good Standing
16K021,16,P.S. 021 CRISPUS ATTUCKS,Harold Anderson,ESO,ESMS,Elementary,54.36,B,62.9,12.8,A,20.9,A,27.7,C,1.5,A,Well Developed (2007-08),In Good Standing
16K025,16,P.S. 025 EUBIE BLAKE SCHOOL,Anita Coley,CLSO,ESMS,Elementary,61.36,A,73.1,6.8,C,16.7,B,45.1,A,4.5,B,Proficient (2007-08),In Good Standing
16K026,16,P.S. 026 JESSE OWENS,Michele Ashley,CLSO,ESMS,Elementary,58.33,A,77,10.3,A,21.3,A,43.1,A,2.3,B,Well Developed (2007-08),In Good Standing
16K028,16,P.S. 028 THE WARREN PREP ACADEMY,Sadie Silver,CLSO,ESMS,Elementary,58.37,D,41.9,12.6,A,11.7,C,17.6,F,0,B,Proficient (2007-08),In Good Standing
16K035,16,M.S. 035 STEPHEN DECATUR,Jacklyn Charles-Marcus,CLSO,ESMS,Middle,2.8,A,76.8,11.3,A,25,A,36.7,B,3.8,A,Proficient (2007-08),In Good Standing
16K040,16,P.S. 040 GEORGE W. CARVER,Leonie Hibbert,CLSO,ESMS,Elementary,61.46,A,91.6,12.5,A,17.2,A,57.4,A,4.5,B,Well Developed (2007-08),In Good Standing
16K057,16,J.H.S. 057 WHITELAW REID,Celeste Douglas,CLSO,ESMS,Middle,2.79,A,72.4,13.2,A,22.6,A,34.3,B,2.3,B,Well Developed (2007-08),In Good Standing
16K081,16,P.S. 081 THADDEUS STEVENS,Cheryl Ault,CEI-PEA,ESMS,Elementary,60.34,A,68.5,11,A,17.6,A,37.6,B,2.3,A,Well Developed (2007-08),In Good Standing
16K243,16,P.S. 243K- THE WEEKSVILLE SCHOOL,Karen Hambright-Glover,CLSO,ESMS,Elementary,65.02,A,89.2,9.2,B,22,A,53.5,A,4.5,A,Proficient (2007-08),In Good Standing
16K262,16,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,Joeletha Ferguson,CLSO,ESMS,Elementary,60.73,A,102.1,11.1,A,25,A,60,A,6,A,Well Developed (2007-08),In Good Standing
16K267,16,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",Patricia King,CLSO,ESMS,Middle,2.82,A,77.1,9.3,B,24.5,A,36.5,B,6.8,A,Proficient (2007-08),Restructuring (year 1) -  Focused
16K308,16,P.S. 308 CLARA CARDWELL,Renata Clement,CLSO,ESMS,K-8,58.14,A,74.3,8.9,B,18.5,A,39.4,B,7.5,B,Well Developed (2007-08),In Good Standing
16K309,16,P.S. 309 GEORGE E. WIBECAN,Rebecca Fonville,CLSO,ESMS,Elementary,57.82,B,58.1,7.5,C,14.4,B,32.4,B,3.8,B,Proficient (2007-08),In Good Standing
16K335,16,P.S. 335 GRANVILLE T. WOODS,Laverne Nimmons,CLSO,ESMS,Elementary,61.89,A,100.7,9.7,B,25,A,60,A,6,A,Well Developed (2007-08),In Good Standing
16K385,16,"SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP",Glyn Marryshow,CLSO,ESMS,Middle,2.8,A,92.1,8.7,B,25,A,50.1,A,8.3,B,Proficient (2007-08),In Good Standing
16K393,16,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Marian Bowden,CLSO,ESMS,Middle,3.46,C,48,3.5,F,13.5,B,28,C,3,C,Underdeveloped (2008-09),In Good Standing
16K393,16,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Marian Bowden,CLSO,HS,High School,2.43,D,42.9,5,F,25,A,11.9,F,1,,Underdeveloped (2008-09),In Good Standing
16K455,16,BOYS AND GIRLS HIGH SCHOOL,Spencer Holder,CLSO,HS,High School,1.94,D,42.1,7.3,C,7.8,F,27,C,0,B,Proficient (2007-08),Restructuring (Advanced) -  Comprehensive
16K534,16,UPPER SCHOOL @ P.S. 25,William Cooper,CLSO,ESMS,Middle,2.69,B,65,7.2,C,21,A,33,B,3.8,C,Proficient (2008-09),In Good Standing
16K584,16,M.S. 584,Gilleyan J. Hargrove,CLSO,ESMS,Middle,2.9,A,83.3,10.3,A,23.5,A,46.5,A,3,B,Proficient (2007-08),In Good Standing
16K594,16,GOTHAM PROFESSIONAL ARTS ACADEMY,ALEXANDER WHITE,ESO,HS,High School,2.45,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,Proficient (2008-09),Pending
16K636,16,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORATION,Danika Lacroix,LLSO,ESMS,Elementary,66.16,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
17K002,17,M.S. 002,Adrienne Spencer,ICI,ESMS,Middle,2.78,A,80,11,A,23,A,37.7,B,8.3,A,Outstanding (2007-08),Restructuring (year 2) -  Focused
17K006,17,P.S. 006,Ellen Carlisle,ESO,ESMS,Elementary,61.48,A,70,11.9,A,18.2,A,34.6,B,5.3,A,Well Developed (2007-08),Improvement (year 1) -  Basic
17K012,17,P.S. 012,Nyree Dixon,ICI,ESMS,Elementary,63.42,A,88.5,6.9,C,18.6,A,60,A,3,D,Proficient (2008-09),In Good Standing
17K022,17,P.S. 022,Carlen Padmore,ESO,ESMS,Elementary,64.11,A,71.9,2.8,F,17.4,A,44.9,A,6.8,B,Proficient (2007-08),In Good Standing
17K061,17,M.S. 061 DR. GLADSTONE H. ATWELL,Sandra Taylor,ICI,ESMS,Middle,3.09,A,75.6,10.3,A,21.9,A,38.9,B,4.5,B,Well Developed (2007-08),Corrective Action (year 2) -  Focused
17K091,17,P.S. 091 THE ALBANY AVENUE SCHOOL,Mr. Solomon Long,CLSO,ESMS,Elementary,64.96,A,77.1,10.4,A,23.3,A,37.4,B,6,A,Well Developed (2007-08),In Good Standing
17K092,17,P.S. 092 ADRIAN HEGEMAN,Ms. Diana Rahmaan,ESO,ESMS,Elementary,58.32,A,72.9,9,B,14.9,B,45.2,A,3.8,B,Well Developed (2007-08),In Good Standing
17K138,17,P.S. 138 BROOKLYN,Ms. Marie Chauvet-Monchik,ICI,ESMS,K-8,59.72,A,85.3,10.7,A,20.8,A,45.5,A,8.3,A,Proficient (2007-08),In Good Standing
17K161,17,P.S. 161 THE CROWN,Ms. Deborah Barrett,ESO,ESMS,K-8,52.07,A,80.2,9.3,B,20.2,A,45.4,A,5.3,C,Proficient (2008-09),In Good Standing
17K167,17,P.S. 167 THE PARKWAY,Joan Palmer,KLSO,ESMS,Elementary,63.17,A,77.1,7.7,C,15.5,B,49.4,A,4.5,B,Proficient (2007-08),In Good Standing
17K181,17,P.S. 181 BROOKLYN,Lowell Coleman,ICI,ESMS,K-8,57.57,A,85.3,7.3,C,21.4,A,47.6,A,9,B,Well Developed (2007-08),In Good Standing
17K189,17,P.S. 189 LINCOLN TERRACE,Ms. Berthe G. Faustin,ESO,ESMS,K-8,59.24,A,97.5,12.6,A,25,A,50.1,A,9.8,A,Well Developed (2007-08),In Good Standing
17K191,17,P.S. 191 PAUL ROBESON,Mrs. Elsi Capolongo,CLSO,ESMS,Elementary,64.62,B,66.2,9.1,B,14.4,B,36.7,B,6,B,Well Developed (2007-08),Improvement (year 2) -  Basic
17K221,17,P.S. 221 TOUSSAINT L'OUVERTURE,Clara Moodie-Kirkland,CLSO,ESMS,Elementary,56.26,A,78.9,9.2,B,17.4,A,47.8,A,4.5,C,Well Developed (2008-09),In Good Standing
17K241,17,P.S. 241 EMMA L. JOHNSTON,Philip A. Dominique,ESO,ESMS,Elementary,61.61,A,90.5,9.7,B,24.9,A,49.9,A,6,A,Well Developed (2007-08),In Good Standing
17K246,17,M.S. 246 WALT WHITMAN,Bently Warrington,ICI,ESMS,Middle,2.81,A,70,10.2,A,18.9,A,35.6,B,5.3,B,Proficient (2007-08),Restructuring (Advanced) -  Focused
17K289,17,P.S. 289 GEORGE V. BROWER,Mr. Dennis O. Jeffers,ESO,ESMS,Elementary,59.38,B,57.6,8.2,B,18.8,A,26.8,C,3.8,A,Proficient (2007-08),In Good Standing
17K316,17,P.S. 316 ELIJAH STROUD,Elif Gure,ESO,ESMS,Elementary,62.84,A,81,7.2,C,16.7,B,51.8,A,5.3,B,Proficient (2008-09),In Good Standing
17K334,17,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,Kathleen Clarke-Glover,ESO,ESMS,Middle,2.68,C,53.2,7.9,C,16.4,B,28.9,C,0,C,Underdeveloped with Proficient Features (2008-09),Improvement (year 1) -  Comprehensive
17K340,17,I.S. 340,Mrs. Jean Williams,ICI,ESMS,Middle,3.63,B,54.9,9.1,B,15.4,B,27.4,C,3,F,Proficient (2008-09),In Good Standing
17K352,17,EBBETS FIELD MIDDLE SCHOOL,Margie Baker,CLSO,ESMS,Middle,2.73,A,90.5,9.3,B,21,A,48.2,A,12,B,Well Developed (2007-08),Corrective Action (year 1) -  Focused
17K353,17,ELIJAH STROUD MIDDLE SCHOOL,Claudette Essor,ESO,ESMS,Middle,2.9,A,74.8,9.3,B,21.6,A,41.6,A,2.3,A,Well Developed (2007-08),In Good Standing
17K354,17,THE SCHOOL OF INTEGRATED LEARNING,Monique Campbell,ESO,ESMS,Middle,2.65,A,94.9,10.4,A,25,A,50.5,A,9,B,Proficient (2007-08),In Good Standing
17K375,17,P.S. 375 JACKIE-ROBINSON SCHOOL,Ms. Marion Wilson,CLSO,ESMS,Elementary,61.88,A,100.3,12.8,A,16.6,B,59.6,A,11.3,B,Well Developed (2007-08),Corrective Action (year 1) -  Focused
17K382,17,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,Ditta Korbeogo,ESO,ESMS,Middle,3.16,C,52.3,5.2,D,19.7,A,27.4,C,0,A,Underdeveloped with Proficient Features (2008-09),In Good Standing
17K382,17,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,Ditta Korbeogo,ESO,HS,High School,2.46,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,Underdeveloped with Proficient Features (2008-09),In Good Standing
17K394,17,M.S. K394,Ms. Claudette Murray,CLSO,ESMS,K-8,60.71,A,71.8,12.6,A,23.7,A,32.5,B,3,A,Well Developed (2007-08),In Good Standing
17K397,17,P.S. 397 FOSTER-LAURIE,Nancy Colon,Fordham,ESMS,Elementary,55.77,A,75,10.4,A,16.6,B,46.5,A,1.5,B,Proficient (2007-08),In Good Standing
17K398,17,P.S. 398 WALTER WEAVER,Diane Danay-Caban,ICI,ESMS,Elementary,62.1,A,88.1,7.1,C,15,B,60,A,6,D,Proficient (2008-09),Corrective Action (year 1) -  Focused
17K399,17,P.S. 399 STANLEY EUGENE CLARK,Marion J. Brown,ESO,ESMS,Elementary,59.44,A,84.8,14.1,A,25,A,44.2,A,1.5,A,Well Developed (2007-08),In Good Standing
17K408,17,ACADEMY OF HOSPITALITY AND TOURISM,Adam Breier,New Visions,HS,High School,2.34,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,Proficient (2008-09),In Good Standing
17K484,17,RONALD EDMONDS LEARNING CENTER II,Herbert Daughtry,ESO,ESMS,Middle,2.76,A,77.7,11.2,A,25,A,38.5,B,3,A,Proficient (2007-08),In Good Standing
17K489,17,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,Catherine Hartnett,ESO,HS,Transfer School,2.34,B,54,7.7,C,14,B,32.3,C,0,B,Proficient (2007-08),Improvement (year 2) -  Comprehensive
17K524,17,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,Alexandra Anormaliza,ESO,HS,High School,2.18,A,77.1,14.9,A,15.3,B,36.9,B,10,A,Well Developed (2007-08),In Good Standing
17K528,17,"HIGH SCHOOL FOR GLOBAL CITIZENSHIP, THE",Steve Rau,New Visions,HS,High School,2.32,C,44.5,7,C,10.1,D,24.4,D,3,B,Proficient (2008-09),In Good Standing
17K531,17,"SCHOOL FOR HUMAN RIGHTS, THE",Michael Alexander,KLSO,ESMS,Middle,2.99,A,80.3,12.1,A,22.4,A,42.8,A,3,B,Proficient (2007-08),Improvement (year 1) -  Basic
17K531,17,"SCHOOL FOR HUMAN RIGHTS, THE",MICHAEL ALEXANDER,KLSO,HS,High School,2.18,A,76.3,11.9,A,15.7,B,45.7,A,3,B,Proficient (2007-08),Improvement (year 1) -  Basic
17K533,17,SCHOOL FOR DEMOCRACY AND LEADERSHIP,Rebecca Ostro,ESO,ESMS,Middle,3.06,B,61,8.3,B,14,B,34.2,B,4.5,C,Proficient (2008-09),In Good Standing
17K533,17,SCHOOL FOR DEMOCRACY AND LEADERSHIP,Rebecca Ostro,ESO,HS,High School,2.25,B,61.6,6.6,C,16.8,B,33.2,B,5,A,Proficient (2008-09),In Good Standing
17K537,17,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,Mary Prendergast,New Visions,HS,High School,2.06,C,51.4,8.7,B,8.1,F,32.6,B,2,B,Well Developed (2007-08),In Good Standing
17K539,17,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,Leonard Kassan,ICI,HS,High School,2.12,A,89.3,12,A,21,A,49.3,A,7,A,Well Developed (2007-08),In Good Standing
17K543,17,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",Dr. Eric L. Blake,CUNY,ESMS,Middle,3.43,B,59.8,9.7,B,20.6,A,29.5,C,0,A,Well Developed (2008-09),In Good Standing
17K543,17,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",Dr. Eric L. Blake,CUNY,HS,High School,3.19,A,81.7,7.5,C,18.6,A,55.6,A,0,A,Well Developed (2008-09),In Good Standing
17K544,17,INTERNATIONAL ARTS BUSINESS SCHOOL,Ms. Sheila Hanley,New Visions,HS,High School,2.4,D,41.1,9.8,B,10.4,D,20.9,F,0,B,Well Developed (2007-08),In Good Standing
17K546,17,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,Ben Shuldiner,ESO,HS,High School,2.89,A,88.1,10.8,A,19.7,A,53.6,A,4,A,Well Developed (2007-08),In Good Standing
17K547,17,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,Veronica Peterson,New Visions,HS,High School,2.48,C,52.9,5.9,D,15.1,B,29.9,C,2,B,Proficient (2007-08),In Good Standing
17K548,17,BROOKLYN SCHOOL FOR MUSIC & THEATRE,PAMELA RANDAZZO-DORCELY,New Visions,HS,High School,2.44,B,68.1,9.9,B,19.7,A,35.5,B,3,A,Proficient (2007-08),In Good Standing
17K568,17,BROWNSVILLE ACADEMY HIGH SCHOOL,Lashawn Robinson,ESO,HS,Transfer School,2.33,A,69.3,11.8,A,13.4,C,41.6,A,2.5,B,Well Developed (2008-09),In Good Standing
17K587,17,MIDDLE SCHOOL FOR THE ARTS,Susan Hobson-Ransom,ICI,ESMS,Middle,2.81,A,78.3,9.5,B,20.4,A,43.1,A,5.3,C,Underdeveloped with Proficient Features (2008-09),Improvement (year 2) -  Basic
17K590,17,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Dr. Michael A. Wiltshire,CUNY,ESMS,Middle,3.81,A,70.5,9.4,B,20.7,A,40.4,B,0,C,Proficient (2008-09),In Good Standing
17K590,17,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,Dr. Michael A. Wiltshire,CUNY,HS,High School,3.17,A,72.4,7.9,C,17.4,B,47.1,A,0,B,Proficient (2008-09),In Good Standing
17K600,17,CLARA BARTON HIGH SCHOOL,Dr. Richard A. Forman,ICI,HS,High School,2.51,B,54.2,7.8,C,12.9,C,30.5,C,3,B,Proficient (2007-08),In Good Standing
17K625,17,PAUL ROBESON HIGH SCHOOL,Mr. Ira C. Weston,CLSO,HS,High School,2.03,C,45.8,3.6,F,9.6,D,29.6,C,3,C,Proficient (2008-09),Restructuring (year 1) -  Comprehensive
18K066,18,P.S. 66,Joel Rubenfeld,ESO,ESMS,K-8,49.8,A,94.7,11,A,17.7,A,60,A,6,D,Well Developed (2008-09),In Good Standing
18K068,18,I.S. 068 ISAAC BILDERSEE,Alex Fralin,ICI,ESMS,Middle,2.94,A,85.5,9.1,B,23.5,A,46.9,A,6,B,Proficient (2007-08),Restructuring (Advanced) -  Focused
18K114,18,P.S. 114 RYDER ELEMENTARY,Anita Prashad,ICI,ESMS,Elementary,52.45,B,64.3,3.8,F,15.5,B,36.7,B,8.3,B,Underdeveloped (2008-09),In Good Standing
18K115,18,P.S. 115 DANIEL MUCATEL SCHOOL,Mitchell Pinsky,ESO,ESMS,Elementary,52.21,A,71.9,12.8,A,19.5,A,38.8,B,0.8,A,Well Developed (2007-08),In Good Standing
18K135,18,P.S. 135 SHELDON A. BROOKNER,Ms. Penny Grinage,KLSO,ESMS,Elementary,55.63,A,77.5,13.2,A,18.8,A,42.5,A,3,A,Well Developed (2007-08),In Good Standing
18K208,18,P.S. 208 ELSA EBELING,Ms. Kristy Parris,ESO,ESMS,Elementary,52.44,A,73.5,10.6,A,19.9,A,41.5,A,1.5,A,Proficient (2007-08),In Good Standing
18K211,18,I.S. 211 JOHN WILSON,Buffie Simmons-Peart,ESO,ESMS,Middle,2.89,A,93.4,13.4,A,25,A,45.2,A,9.8,A,Well Developed (2007-08),In Good Standing
18K219,18,P.S. 219 KENNEDY-KING,Ms. Winsome Smith,ESO,ESMS,Elementary,58.57,A,83.8,8.7,B,20.2,A,51.1,A,3.8,B,Well Developed (2007-08),In Good Standing
18K232,18,I.S. 232 THE WINTHROP,Ingrid Thomas-Clark,AED,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
18K233,18,P.S. 233 LANGSTON HUGHES,Denean Stephens-Spellman,CLSO,ESMS,Elementary,55.95,A,90.5,9.8,B,18.4,A,56.3,A,6,C,Proficient (2008-09),In Good Standing
18K235,18,P.S. 235 LENOX SCHOOL,Lisa Solitario,ESO,ESMS,K-8,43.3,A,70.8,10.8,A,22.6,A,34.4,B,3,B,Proficient (2007-08),In Good Standing
18K244,18,P.S. 244 RICHARD R. GREEN,Ms. Grace Alesia,ESO,ESMS,Elementary,53.98,A,87.5,11.9,A,20.1,A,50.2,A,5.3,A,Well Developed (2007-08),In Good Standing
18K252,18,I.S. 252 ARTHUR S. SOMERS,Ms. Mendis Brown,CLSO,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
18K268,18,P.S. 268 EMMA LAZARUS,Ms. Mosezetta Overby,ESO,ESMS,Elementary,56.7,A,94.8,10.6,A,18.3,A,59.9,A,6,B,Well Developed (2007-08),In Good Standing
18K272,18,P.S. 272 CURTIS ESTABROOK,Dakota Keyes,KLSO,ESMS,Elementary,56.95,A,71.7,6.3,D,15.4,B,49.2,A,0.8,A,Proficient (2007-08),In Good Standing
18K276,18,P.S. 276 LOUIS MARSHALL,Jonathan Straughn,KLSO,ESMS,Elementary,53.76,A,77.3,10.7,A,20.2,A,44.1,A,2.3,A,Well Developed (2007-08),In Good Standing
18K279,18,P.S. 279 HERMAN SCHREIBER,Lorenzo Chambers,CEI-PEA,ESMS,Elementary,48.85,A,73.6,6.8,C,17.2,A,43.6,A,6,B,Proficient (2007-08),In Good Standing
18K285,18,I.S. 285 MEYER LEVIN,Mr. Frederick A. Underwood,ICI,ESMS,Middle,3.18,B,63.6,7.4,C,17.1,A,32.3,C,6.8,B,Proficient (2008-09),In Good Standing
18K415,18,SAMUEL J. TILDEN HIGH SCHOOL,Livingstone Hilaire,ICI,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,,Restructuring (Advanced) -  Comprehensive
18K500,18,CANARSIE HIGH SCHOOL,Angelo Marra,CLSO,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Restructuring (Advanced) -  Comprehensive
18K515,18,SOUTH SHORE HIGH SCHOOL,Katherine Kefalas,CLSO,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Restructuring (Advanced) -  Comprehensive
18K563,18,IT TAKES A VILLAGE ACADEMY,MARINA VINITSKAYA,ICI,HS,High School,2.36,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6,,Proficient (2008-09),Pending
18K566,18,BROOKLYN GENERATION SCHOOL,TERRI LYNN GREY,CEI-PEA,HS,High School,2.18,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3,,Proficient (2008-09),Pending
18K567,18,BROOKLYN THEATRE ARTS HIGH SCHOOL,MARTIN COREN,ESO,HS,High School,2.35,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,Underdeveloped (2008-09),Pending
18K569,18,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,MATT BROWN,ESO,HS,High School,2.37,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,Proficient (2008-09),Pending
18K576,18,VICTORY COLLEGIATE HIGH SCHOOL,MARCEL DUANE DEANS,ESO,HS,High School,2.44,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,Proficient (2008-09),Pending
18K578,18,BROOKLYN BRIDGE ACADEMY,ADELE TAY FABRIKANT,New Visions,HS,Transfer School,2.22,C,45.5,5.9,D,9.3,F,30.3,C,0,,Well Developed (2008-09),In Good Standing
18K581,18,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,David Manning,ESO,ESMS,Middle,2.8,A,98.6,11.6,A,24.8,A,57.7,A,4.5,,Proficient (2008-09),In Good Standing
18K588,18,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,Andrew Buck,CLSO,ESMS,Middle,2.86,A,100.5,9.5,B,25,A,60,A,6,,Underdeveloped with Proficient Features (2008-09),In Good Standing
18K589,18,ARTS & MEDIA PREPARATORY ACADEMY,ROBERT HALL,ESO,HS,High School,2.04,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5,,Proficient (2008-09),Pending
18K598,18,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,Jameela Horton-Ball,ESO,ESMS,Middle,2.8,A,97.8,12.8,A,25,A,56.2,A,3.8,,Well Developed (2008-09),In Good Standing
18K617,18,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,Adaleza Michelena,New Visions,HS,High School,2.3,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Pending
18K629,18,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,Diane Varano,ICI,HS,High School,2.31,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Pending
18K633,18,HIGH SCHOOL FOR MEDICAL PROFESSIONS,Joseph Scarmato,ESO,HS,High School,2.69,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,,Pending
18K635,18,OLYMPUS ACADEMY,Seth Schoenfeld,New Visions,HS,Transfer School,2.34,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.5,,,In Good Standing
18K637,18,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,Michelle Ashkin,ESO,HS,High School,2.06,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,,Pending
18K642,18,URBAN ACTION ACADEMY,Abe Correa,ESO,HS,High School,2.44,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,,Pending
19K007,19,P.S. 007 ABRAHAM LINCOLN,Nydia Acevedo,KLSO,ESMS,Elementary,56.47,A,95.9,8.9,B,22.1,A,58.9,A,6,B,Well Developed (2007-08),In Good Standing
19K013,19,P.S. 013 ROBERTO CLEMENTE,Barbara Ashby,ESO,ESMS,Elementary,60.25,B,65.2,7.6,C,15.2,B,41.6,A,0.8,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
19K065,19,P.S. 065 - THE LITTLE RED SCHOOL HOUSE,Daysi Garcia,KLSO,ESMS,Elementary,56.74,A,92.7,11.3,A,22.5,A,52.9,A,6,B,Well Developed (2007-08),In Good Standing
19K072,19,P.S./I.S. 072 ANNETTE P GOLDMAN,Gena Lipscomb,KLSO,ESMS,K-8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,D,Proficient (2007-08),In Good Standing
19K089,19,P.S. 089 CYPRESS HILLS,Irene Leon,New Visions,ESMS,K-8,61.01,A,73.7,13.9,A,18,A,40.3,B,1.5,A,Well Developed (2007-08),In Good Standing
19K108,19,P.S. 108 SAL ABBRACCIAMENTO,Constance Hahn,KLSO,ESMS,Elementary,57.81,A,79.3,11.9,A,22.9,A,41.5,A,3,B,Well Developed (2007-08),In Good Standing
19K149,19,P.S. 149 DANNY KAYE,Enid Silvera,ESO,ESMS,Elementary,61.62,A,74,8.6,B,21,A,39.1,B,5.3,B,Well Developed (2007-08),In Good Standing
19K158,19,P.S. 158 WARWICK,Audrey Wilson,KLSO,ESMS,Elementary,58.96,A,85.5,11.1,A,18.5,A,46.1,A,9.8,B,Well Developed (2007-08),In Good Standing
19K159,19,P.S. 159 ISAAC PITKIN,Monica Duncan,KLSO,ESMS,Elementary,52.44,A,73.1,9.1,B,14.8,B,42.4,A,6.8,C,Proficient (2008-09),Improvement (year 1) -  Basic
19K166,19,J.H.S. 166 GEORGE GERSHWIN,Maria Ortega,KLSO,ESMS,Middle,2.74,B,62.1,6,D,18.6,A,33.7,B,3.8,B,Proficient (2007-08),Restructuring (year 1) -  Focused
19K171,19,I.S. 171 ABRAHAM LINCOLN,Yolanda Fustanio,KLSO,ESMS,Middle,3.13,B,63.5,8.7,B,15.8,B,35.2,B,3.8,C,Proficient (2008-09),In Good Standing
19K174,19,P.S. 174 DUMONT,Ingrid Mason,KLSO,ESMS,K-8,59.34,B,59.9,8,C,13,C,35.1,B,3.8,B,Well Developed (2007-08),In Good Standing
19K190,19,P.S. 190 SHEFFIELD,Stephaun Hill,KLSO,ESMS,Elementary,62.89,A,83.4,8.2,B,15.1,B,54.1,A,6,D,Proficient (2008-09),In Good Standing
19K202,19,P.S. 202 ERNEST S. JENKYNS,Pauline Smith-Gayle,KLSO,ESMS,K-8,60.66,A,83.1,10.8,A,22.4,A,43.1,A,6.8,C,Proficient (2008-09),In Good Standing
19K213,19,P.S. 213 NEW LOTS,Joan L. Webson,ESO,ESMS,Elementary,62.6,A,75.9,9,B,21.7,A,42.9,A,2.3,B,Well Developed (2007-08),In Good Standing
19K214,19,P.S. 214 MICHAEL FRIEDSAM,Patricia Tubridy,KLSO,ESMS,Elementary,49.34,A,88.8,9,B,15.2,B,51.8,A,12.8,C,Proficient (2008-09),Improvement (year 2) -  Basic
19K218,19,J.H.S. 218 JAMES P. SINNOTT,Joseph Costa,KLSO,ESMS,Middle,2.96,A,86.4,8.2,B,25,A,43.4,A,9.8,B,Proficient (2007-08),In Good Standing
19K224,19,P.S. 224 HALE A. WOODRUFF,George Andrews,KLSO,ESMS,Elementary,58.29,A,82.2,8.5,B,14.5,B,50.2,A,9,D,Proficient (2008-09),In Good Standing
19K260,19,P.S. 260 BREUCKELEN,Pierre Raymond,KLSO,ESMS,Elementary,55.49,B,55.6,5.3,D,12.6,C,36.2,B,1.5,F,Proficient (2008-09),In Good Standing
