DBN,DISTRICT,SCHOOL,SCHOOL SUPPORT ORGANIZATION/NETWORK,PROGRESS REPORT TYPE,SCHOOL LEVEL*, PEER INDEX* ,GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,PERFORMANCE CATEGORY SCORE,PROGRESS CATEGORY SCORE,ADDITIONAL CREDIT,QUALITY REVIEW SCORE
01M015,01,PS 015 ROBERTO CLEMENTE,ICI15,ESMS,Elementary School, 75.60 ,B,52.31,0.278,0.231,0.694,3,Undeveloped
01M019,01,PS 019 ASHER LEVY,ESO1,ESMS,Elementary School, 59.25 ,B,51.24,0.51,0.466,0.511,1.5,Proficient
01M020,01,PS 020 ANNA SILVER,ICI15,ESMS,Elementary School, 69.78 ,B,52.59,0.568,0.682,0.402,1.5,Well-Developed
01M034,01,PS 034 FRANKLIN D ROOSEVELT,ICI15,ESMS,K-8 School, 71.90 ,C,47.02,0.409,0.366,0.53,0.75,Proficient
01M063,01,PS 063 WILLIAM MCKINLEY,ICI15,ESMS,Elementary School, 62.17 ,C,44.66,0.199,0.511,0.479,0,Proficient
01M064,01,PS 064 ROBERT SIMON,ESO1,ESMS,Elementary School, 71.90 ,C,48.43,0.561,0.586,0.408,0,Well-Developed
01M110,01,PS 110 FLORENCE NIGHTINGALE,ESO1,ESMS,Elementary School, 54.96 ,B,51.17,0.818,0.644,0.315,2.25,Proficient
01M134,01,PS 134 HENRIETTA SZOLD,ICI15,ESMS,Elementary School, 66.49 ,B,54.21,0.338,0.55,0.566,1.5,Well-Developed
01M137,01,PS 137 JOHN L BERNSTEIN,ICI5,ESMS,Elementary School, 70.85 ,B,59.35,0.398,0.361,0.76,0.75,Undeveloped
01M140,01,PS 140 NATHAN STRAUS,ESO19,ESMS,K-8 School, 73.18 ,B,56.14,0.588,0.441,0.593,1.5,Proficient
01M142,01,PS 142 AMALIA CASTRO,ICI5,ESMS,Elementary School, 73.49 ,C,47.91,0.659,0.321,0.516,0,Proficient
01M184,01,PS 184M Shuang Wen,New Visions1,ESMS,K-8 School, 34.83 ,B,63.05,0.823,0.932,0.413,0,Proficient
01M188,01,PS 188 THE ISLAND SCHOOL,ESO1,ESMS,K-8 School, 79.05 ,A,81.07,0.439,0.477,0.944,8.25,Proficient
01M292,01,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,ESO5,ESMS,Middle School, 3.01 ,B,53.81,0.506,0.491,0.545,1.5,Proficient
01M301,01,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",ESO11,ESMS,Middle School, 3.11 ,B,59.35,0.469,0.642,0.519,4.5,Proficient
01M315,01,THE EAST VILLAGE COMMUNITY SCHOOL,ESO3,ESMS,Elementary School, 38.65 ,A,66,0.517,0.285,0.876,1.5,Undeveloped
01M332,01,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,ESO2,ESMS,Middle School, 3.01 ,C,48.93,0.421,0.462,0.468,3,Proficient
01M361,01,CHILDREN'S WORKSHOP SCHOOL,ICI15,ESMS,Elementary School, 39.10 ,B,56.81,0.508,0.462,0.615,1.5,Proficient
01M363,01,NEIGHBORHOOD SCHOOL,ESO3,ESMS,Elementary School, 37.76 ,B,53.08,0.821,0.429,0.507,0,Proficient
01M364,01,EARTH SCHOOL,ESO3,ESMS,Elementary School, 41.67 ,B,55.18,0.985,0.446,0.492,0,Well-Developed
01M448,01,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,CLSO2,HS,High School, 2.73 ,B,48.83,0.493,0.747,0.346,0,Proficient
01M450,01,EAST SIDE COMMUNITY HIGH SCHOOL,ESO11,ESMS,Middle School, 2.96 ,A,69.29,0.683,0.637,0.644,4.5,Well-Developed
01M450,01,EAST SIDE COMMUNITY HIGH SCHOOL,ESO11,HS,High School, 2.66 ,A,71.33,0.788,0.64,0.624,6,Well-Developed
01M509,01,MARTA VALLE SECONDARY SCHOOL,ICI10,ESMS,Middle School, 2.89 ,D,34.9,0.297,0.513,0.274,0,Undeveloped
01M509,01,MARTA VALLE SECONDARY SCHOOL,ICI10,HS,High School, 2.63 ,C,36.0,0.25,0.387,0.375,0,Undeveloped
01M539,01,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",ICI2,ESMS,K-8 School, 12.61 ,B,51.5,0.514,1.015,0.243,0,Undeveloped
01M539,01,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",ICI2,HS,High School, 3.62 ,A,84.74,0.611,1.021,0.817,0,Undeveloped
01M696,01,BARD HIGH SCHOOL EARLY COLLEGE,ESO12,HS,High School, 3.77 ,B,57.8,0.715,0.607,0.524,0,Well-Developed
01M839,01,TOMPKINS SQUARE MS EXTENSION,ESO11,ESMS,Middle School, 3.38 ,A,71.22,0.847,0.651,0.6,6,Well-Developed
02M001,02,PS 001 ALFRED E SMITH,ICI15,ESMS,Elementary School, 46.28 ,C,47.96,0.399,0.691,0.386,0,Well-Developed
02M002,02,PS 002 MEYER LONDON,ICI15,ESMS,Elementary School, 47.08 ,B,58.5,0.456,0.619,0.588,0.75,Well-Developed
02M003,02,PS 003 CHARRETTE SCHOOL,ICI15,ESMS,Elementary School, 18.47 ,B,55.51,0.655,0.459,0.58,0,Well-Developed
02M006,02,PS 006 LILLIE D. BLAKE,ESO2,ESMS,Elementary School, 8.71 ,B,63.31,0.509,0.684,0.585,3,Proficient
02M011,02,PS 011 WILLIAM T HARRIS,ICI15,ESMS,Elementary School, 51.23 ,C,43.9,0.657,0.477,0.345,0.75,Well-Developed
02M033,02,PS 033 CHELSEA PREP,ICI5,ESMS,Elementary School, 66.16 ,F,19.95,0.505,0.681,-0.146,0,Well-Developed
02M040,02,PS 040 AUGUSTUS ST-GAUDENS,ESO2,ESMS,Elementary School, 14.59 ,A,64.11,0.618,0.663,0.595,2.25,Well-Developed
02M041,02,PS 041 GREENWICH VILLAGE,ICI15,ESMS,Elementary School, 12.54 ,B,58.63,0.73,0.716,0.476,0,Well-Developed
02M042,02,PS 042 BENJAMIN ALTMAN,ICI5,ESMS,Elementary School, 43.44 ,B,50.21,0.743,0.771,0.29,0,Well-Developed
02M047,02,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,ESO4,ESMS,Middle School, 2.71 ,F,-0.447,0.412,0.262,-0.263,0,Proficient
02M047,02,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH DUAL LAN,ESO4,HS,High School, 2.24 ,F,24.53,0.462,-0.025,0.279,3,Proficient
02M051,02,PS 051 ELIAS HOWE,ICI5,ESMS,Elementary School, 57.73 ,B,63.14,0.812,0.608,0.581,0.75,Well-Developed
02M059,02,PS 059 BEEKMAN HILL INTL,ICI15,ESMS,Elementary School, 22.44 ,B,60.25,0.654,0.683,0.545,0,Well-Developed
02M077,02,PS 77 LOWER LAB SCHOOL,ESO2,ESMS,Elementary School, 12.97 ,A,74.08,0.564,0.894,0.706,0,Well-Developed
02M089,02,PS 89,ESO2,ESMS,Elementary School, 13.91 ,C,42.29,0.571,0.61,0.28,0,Well-Developed
02M104,02,JHS 104 SIMON BARUCH,ESO11,ESMS,Middle School, 3.55 ,B,53.42,0.434,0.611,0.451,3.75,Proficient
02M111,02,PS 111 ADOLPH S OCHS,ICI5,ESMS,K-8 School, 60.92 ,A,66.15,0.428,0.41,0.753,6,Proficient
02M114,02,EAST SIDE MIDDLE SCHOOL,ESO11,ESMS,Middle School, 3.92 ,A,68.97,0.791,0.922,0.522,0.75,Well-Developed
02M116,02,PS 116 MARY LINDLEY MURRAY,ICI15,ESMS,Elementary School, 23.39 ,A,73.96,0.75,0.91,0.644,0,Well-Developed
02M124,02,PS 124 YUNG WING,ICI15,ESMS,Elementary School, 30.40 ,A,65.44,0.698,0.844,0.525,0.75,Well-Developed
02M126,02,PS 126 JACOB AUGUST RIIS,ICI5,ESMS,K-8 School, 51.55 ,C,48.5,0.555,0.6,0.39,0.75,Proficient
02M130,02,PS 130 HERNANDO DESOTO,ESO9,ESMS,Elementary School, 32.61 ,A,71.04,0.809,0.733,0.631,2.25,Well-Developed
02M131,02,M S 131,ESO2,ESMS,Middle School, 3.30 ,B,55.96,0.632,0.52,0.534,1.5,Well-Developed
02M150,02,PS 150,ESO2,ESMS,Elementary School, 16.48 ,C,44.1,0.69,0.741,0.21,0,Well-Developed
02M158,02,PS 158 BAYARD TAYLOR,ICI15,ESMS,Elementary School, 20.33 ,B,59.15,0.47,0.697,0.512,3,Well-Developed
02M167,02,JHS 167 ROBERT F WAGNER,ESO11,ESMS,Middle School, 3.58 ,C,49.83,0.44,0.555,0.429,3,Well-Developed
02M183,02,PS 183 ROBERT L STEVENSON,ESO3,ESMS,Elementary School, 17.94 ,A,64.65,0.558,0.45,0.764,0.75,Proficient
02M198,02,PS 198 ISADOR E IDA STRAUS,ICI5,ESMS,Elementary School, 47.19 ,C,45.45,0.134,0.386,0.525,3,Proficient
02M212,02,PS 212 MIDTOWN WEST,ICI5,ESMS,Elementary School, 30.20 ,A,65.2,0.951,0.392,0.603,6,Well-Developed
02M217,02,PS 217/IS 217 ROOSEVELT IS.,ESO2,ESMS,K-8 School, 43.59 ,B,58.95,0.558,0.486,0.586,3.75,Undeveloped
02M225,02,ELLA BAKER SCHOOL,ESO3,ESMS,K-8 School, 50.95 ,B,59.69,0.846,0.246,0.693,1.5,Proficient
02M234,02,PS 234 INDEPENDENCE SCHOOL,ICI5,ESMS,Elementary School, 8.87 ,B,52.73,0.702,0.75,0.359,0,Proficient
02M255,02,MS 255 SALK SCHOOL OF SCIENCE,ESO11,ESMS,Middle School, 3.89 ,C,46.02,0.712,0.799,0.206,0,Well-Developed
02M260,02,MS 260 CLINTON SCHL WRITERS &,ESO11,ESMS,Middle School, 3.53 ,A,79.63,0.639,0.93,0.684,4.5,Undeveloped
02M289,02,IS 289,ESO11,ESMS,Middle School, 3.71 ,D,35.05,0.604,0.664,0.11,0,Proficient
02M290,02,PS 290 MANHATTAN NEW SCHOOL,ICI15,ESMS,Elementary School, 12.21 ,A,73.01,0.753,0.727,0.671,3,Well-Developed
02M312,02,NYC LAB MS FOR COLLABORATIVE STUDIES,ESO2,ESMS,Middle School, 4.03 ,A,69.8,0.598,0.921,0.604,0,Proficient
02M347,02,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,ESO2,ESMS,Elementary School, 58.68 ,C,45.55,0.31,-0.1,0.785,0.75,Well-Developed
02M400,02,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,ICI2,HS,High School, 2.90 ,B,63.04,0.469,0.594,0.667,1.5,Well-Developed
02M407,02,INSTITUTE FOR COLLABORATIVE EDUCATION,ESO3,ESMS,Middle School, 3.63 ,B,52.47,0.752,0.397,0.505,1.5,Well-Developed
02M407,02,INSTITUTE FOR COLLABORATIVE EDUCATION,ESO3,HS,High School, 2.83 ,B,64.5,0.887,0.493,0.662,0,Well-Developed
02M408,02,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,CLSO2,ESMS,Middle School, 3.81 ,B,55.06,0.628,0.641,0.48,0,Proficient
02M408,02,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,CLSO2,HS,High School, 3.25 ,B,57.89,0.709,0.612,0.526,0,Proficient
02M409,02,COALITION SCHOOL FOR SOCIAL CHANGE,CLSO2,HS,High School, 2.50 ,C,43.47,0.45,0.664,0.278,1.5,Proficient
02M411,02,BARUCH COLLEGE CAMPUS HIGH SCHOOL,ESO11,HS,High School, 3.52 ,A,81.2,0.741,1.015,0.721,0,Proficient
02M412,02,NYC LAB SCHOOL FOR COLLABORATIVE STUDIES,ESO2,HS,High School, 3.61 ,A,72.36,0.576,0.896,0.616,3,Proficient
02M413,02,SCHOOL OF THE FUTURE HIGH SCHOOL,CLSO4,ESMS,Middle School, 3.55 ,B,59.73,0.762,0.616,0.501,2.25,Well-Developed
02M413,02,SCHOOL OF THE FUTURE HIGH SCHOOL,CLSO4,HS,High School, 3.06 ,B,62.55,0.781,0.898,0.38,3,Well-Developed
02M414,02,NYC MUSEUM SCHOOL,ICI10,HS,High School, 2.93 ,A,72.74,0.437,0.826,0.644,6,Proficient
02M416,02,ELEANOR ROOSEVELT HIGH SCHOOL,ESO11,HS,High School, 3.52 ,A,86.41,0.863,1.049,0.763,0,Proficient
02M418,02,MILLENNIUM HIGH SCHOOL,New Visions1,HS,High School, 3.33 ,B,66.69,0.821,0.685,0.56,3,Proficient
02M419,02,LANDMARK HIGH SCHOOL,ESO11,HS,High School, 2.53 ,A,70.7,0.705,0.489,0.662,9,Proficient
02M420,02,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,CLSO2,HS,High School, 2.96 ,C,44.76,0.326,0.467,0.443,1.5,Proficient
02M425,02,HIGH SCHOOL FOR LEADERSHIP AND PUBLIC SERVICE,ESO17,HS,High School, 2.73 ,F,27.79,0.269,0.361,0.235,0,Proficient
02M429,02,LEGACY SCHOOL FOR INTEGRATED STUDIES,ICI10,HS,High School, 2.46 ,F,26,0.421,0.145,0.279,0,Undeveloped
02M439,02,MANHATTAN VILLAGE ACADEMY,CLSO2,HS,High School, 2.94 ,A,82.9,0.8,0.696,0.8,6,Well-Developed
02M440,02,BAYARD RUSTIN EDUCATIONAL COMPLEX,ESO20,HS,High School, 2.51 ,Under Review,Under Review,Under Review,Under Review,Under Review,Under Review,Proficient
02M442,02,BALLET TECH / NYC PUBLIC SCHOOL FOR DANCE,CLSO2,ESMS,Elementary School, 45.98 ,A,64.3,0.66,0.793,0.556,0,Proficient
02M449,02,VANGUARD HIGH SCHOOL,ESO3,HS,High School, 2.47 ,B,66.42,0.857,0.523,0.471,12,Well-Developed
02M459,02,MANHATTAN INTERNATIONAL HIGH SCHOOL,ESO13,HS,High School, 2.75 ,B,62.82,0.823,0.397,0.674,1.5,Proficient
02M460,02,WASHINGTON IRVING HIGH SCHOOL,ESO6,HS,High School, 2.50 ,F,25.66,0.183,0.276,0.266,0,Proficient
02M475,02,STUYVESANT HIGH SCHOOL,ICI2,HS,High School, 4.06 ,A,75.1,0.52,0.907,0.583,8,Proficient
02M489,02,HIGH SCHOOL OF ECONOMICS AND FINANCE,CLSO2,HS,High School, 2.99 ,B,50.61,0.361,0.604,0.411,4.5,Well-Developed
02M500,02,UNITY CENTER FOR URBAN TECHNOLOGIES,CLSO4,HS,High School, 2.41 ,C,46.08,0.511,0.471,0.442,0,Proficient
02M519,02,TALENT UNLIMITED HIGH SCHOOL,ESO17,HS,High School, 3.11 ,B,63,0.500,0.697,0.630,0,Well-Developed
02M520,02,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,CLSO2,HS,High School, 2.75 ,C,47,0.280,0.527,0.491,0,Proficient
02M529,02,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,CLSO2,HS,High School, 2.74 ,C,38.07,0.254,0.516,0.342,0,Proficient
02M531,02,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,ESO5,HS,High School, 2.71 ,B,62.66,0.666,0.53,0.641,1.5,Proficient
02M542,02,MANHATTAN BRIDGES HIGH SCHOOL,New Visions1,HS,High School, 2.16 ,A,104.4,0.82,0.764,1.148,6,Well-Developed
02M543,02,NEW DESIGN HIGH SCHOOL,ESO17,HS,High School, 2.66 ,B,60.69,0.719,0.601,0.416,9,Proficient
02M545,02,HIGH SCHOOL FOR DUAL LANGUAGE & ASIAN STUDIES,ESO6,HS,High School, 3.40 ,A,70.66,0.624,0.499,0.788,3,Well-Developed
02M565,02,URBAN ACADEMY LABORATORY HIGH SCHOOL,ESO3,HS,Transfer School, NA ,A,92.78,1.026,1.135,0.760,1.5,Well-Developed
02M570,02,SATELLITE ACADEMY HIGH SCHOOL,ESO,HS,Transfer School, NA ,B,44.10,0.661,0.431,0.373,0.75,Proficient
02M575,02,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,ESO13,HS,Transfer School, NA ,B,44.42,0.470,0.492,0.411,0,Well-Developed
02M580,02,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,CLSO2,HS,High School, 2.62 ,B,49.33,0.398,0.558,0.457,1.5,Proficient
02M586,02,HARVEY MILK HIGH SCHOOL,ESO4,HS,Transfer School, NA ,B,54.04,0.731,0.443,0.528,0.75,Proficient
02M600,02,THE HIGH SCHOOL OF FASHION INDUSTRIES,ICI10,HS,High School, 2.87 ,A,81.99,0.514,0.675,0.764,12,Well-Developed
02M605,02,Humanities Preparatory Academy,ESO3,HS,Transfer School, NA ,A,62.28,0.386,1.061,0.448,0,Proficient
02M615,02,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,ESO12,HS,High School, 2.51 ,F,20.88,0.146,0.131,0.268,0,Undeveloped
02M620,02,NORMAN THOMAS HIGH SCHOOL,CLSO2,HS,High School, 2.49 ,D,33.44,0.289,0.288,0.372,0,Proficient
02M625,02,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,ICI10,HS,High School, 2.41 ,C,35.33,0.239,0.244,0.417,1.5,Proficient
02M630,02,ART AND DESIGN HIGH SCHOOL,ICI2,HS,High School, 2.86 ,B,51.98,0.313,0.473,0.438,9,Proficient
02M655,02,LIFE SCIENCES SECONDARY SCHOOL,ICI2,ESMS,Middle School, 3.41 ,D,38.81,0.432,0.412,0.363,0,Proficient
02M655,02,LIFE SCIENCES SECONDARY SCHOOL,ICI2,HS,High School, 2.71 ,B,58.47,0.401,0.659,0.54,3,Proficient
02M896,02,GREENWICH VILLAGE,ESO11,ESMS,Middle School, 3.22 ,A,81.8,0.568,0.774,0.761,8.25,Proficient
03M009,03,PS 009 SARAH ANDERSON,ESO9,ESMS,Elementary School, 30.68 ,A,83.36,0.639,0.786,0.899,0.75,Well-Developed
03M044,03,JHS 044 WILLIAM J O'SHEA,LLSO1,ESMS,Middle School, 2.87 ,B,61.84,0.242,0.482,0.741,3,Undeveloped
03M054,03,JHS 054 B00KER T.WASHINGTON,ESO2,ESMS,Middle School, 3.58 ,A,72.12,0.391,0.678,0.657,9.75,Proficient
03M075,03,PS 075 EMILY DICKINSON,ESO9,ESMS,Elementary School, 56.91 ,B,61.23,0.407,0.532,0.617,5.25,Proficient
03M076,03,PS 076 A. PHILIP RANDOLPH,CLSO8,ESMS,Elementary School, 73.53 ,C,42.53,0.24,0.308,0.54,0,Undeveloped
03M084,03,PS 084 LILLIAN WEBER,ESO1,ESMS,Elementary School, 68.37 ,C,42.78,0.336,0.463,0.42,0.75,Proficient
03M087,03,PS 087 WILLIAM SHERMAN,ESO2,ESMS,Elementary School, 25.05 ,B,52.79,0.389,0.606,0.523,0,Proficient
03M145,03,"PS 145, THE BLOOMINGDALE SCHOOL",CLSO8,ESMS,Elementary School, 71.38 ,B,55.54,0.365,0.316,0.724,0.75,Proficient
03M149,03,PS 149 SOJOURNER TRUTH,ESO9,ESMS,K-8 School, 73.02 ,C,46.99,0.555,0.215,0.518,3.75,Proficient
03M163,03,PS 163 ALFRED E SMITH,ESO1,ESMS,Elementary School, 52.64 ,B,50.82,0.294,0.445,0.546,3,Well-Developed
03M165,03,PS 165 ROBERT E SIMON,ESO9,ESMS,Elementary School, 69.67 ,A,72.5,0.311,0.458,0.874,6,Proficient
03M166,03,PS 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND,ESO1,ESMS,Elementary School, 32.35 ,C,48.4,0.348,0.55,0.471,0.75,Well-Developed
03M180,03,PS 180 HUGO NEWMAN,ESO9,ESMS,Elementary School, 70.64 ,A,72.45,0.819,0.657,0.681,3,Well-Developed
03M191,03,PS 191 AMSTERDAM,ESO1,ESMS,K-8 School, 63.09 ,A,72.17,0.615,0.522,0.723,7.5,Well-Developed
03M199,03,PS 199 JESSIE ISADOR STRAUS,ESO2,ESMS,Elementary School, 13.80 ,A,72.93,0.613,0.706,0.733,2.25,Well-Developed
03M208,03,PS 208 ALAIN L LOCKE,ICI19,ESMS,Elementary School, 76.04 ,B,54.27,0.412,0.325,0.67,1.5,Proficient
03M241,03,PS 241 FAMILY ACADEMY,ESO18,ESMS,K-8 School, 69.90 ,B,63.1,0.426,0.197,0.841,4.5,Proficient
03M242,03,PS242M G. P. BROWN COMP. SCHL.,ESO18,ESMS,Elementary School, 73.89 ,C,44.87,0.565,0.282,0.508,0,Well-Developed
03M243,03,MS 243 CENTER SCHOOL,ESO2,ESMS,Middle School, 3.83 ,D,38.37,0.745,0.694,0.116,0,Well-Developed
03M245,03,MS 245M THE COMPUTER SCHOOL,ESO2,ESMS,Middle School, 3.54 ,B,61.43,0.868,0.586,0.519,2.25,Well-Developed
03M246,03,MS 246M CROSSROADS SCHOOL,LLSO5,ESMS,Middle School, 3.01 ,C,48.83,0.317,0.57,0.491,0,Undeveloped
03M247,03,MS 247M DUAL LANGUAGE MID. SCH,ESO2,ESMS,Middle School, 2.95 ,A,68.24,0.867,0.708,0.618,0,Well-Developed
03M250,03,MS 250 WEST SIDE COLLAB. M.S.,ESO11,ESMS,Middle School, 3.07 ,A,82.19,0.83,0.838,0.688,6.75,Well-Developed
03M256,03,MS 256 ACAD. & ATHL. EXCELLENC,ESO1,ESMS,Middle School, 2.98 ,A,87.2,0.539,0.688,0.995,3.75,Proficient
03M258,03,MS 258 COMMUNITY ACTION SCHL.,ESO2,ESMS,Middle School, 3.02 ,A,92.44,0.796,0.748,0.933,6.75,Proficient
03M333,03,PS 333 MANHATTAN SCHOOL FOR CHILDREN,CEIPEA2,ESMS,K-8 School, 27.14 ,A,74.32,0.7,0.579,0.708,7.5,Proficient
03M334,03,THE ANDERSON SCHOOL,ESO1,ESMS,K-8 School, 10.20 ,A,64.74,0.867,1.052,0.367,0,Well-Developed
03M415,03,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,ESO6,ESMS,Middle School, 2.87 ,B,64.5,0.477,0.606,0.657,3,Proficient
03M415,03,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,ESO6,HS,High School, 2.42 ,A,78.77,0.497,0.715,0.743,9,Proficient
03M470,03,LOUIS D. BRANDEIS HIGH SCHOOL,ESO6,HS,High School, 2.39 ,C,35.19,0.194,0.293,0.427,0,Well-Developed
03M479,03,BEACON HIGH SCHOOL,ESO2,HS,High School, 3.44 ,B,62.72,0.827,0.602,0.532,3,Well-Developed
03M485,03,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART A,ESO6,HS,High School, 3.62 ,A,73.88,0.533,0.923,0.695,0,Well-Developed
03M492,03,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",LLSO1,HS,High School, 2.53 ,C,35.15,0.316,0.276,0.321,4.5,Proficient
03M494,03,HIGH SCHOOL OF ARTS AND TECHNOLOGY,ESO6,HS,High School, 2.58 ,B,57.92,0.288,0.309,0.615,10.5,Proficient
03M505,03,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,ESO,HS,Transfer School, NA ,B,43.55,0.390,0.730,0.260,1.5,Proficient
03M541,03,MANHATTAN/HUNTER SCIENCE HIGH SCHOOL,CUNY1,HS,High School, 3.24 ,A,69.65,0.658,0.736,0.685,0,Proficient
03M860,03,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,New Visions1,ESMS,Middle School, 3.26 ,C,49.83,0.343,0.533,0.508,0.75,Proficient
03M860,03,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,New Visions1,HS,High School, 2.78 ,B,58.69,0.34,0.828,0.523,0,Proficient
03M862,03,MOTT HALL II,ESO2,ESMS,Middle School, 3.60 ,C,50.15,0.817,0.718,0.297,0,Well-Developed
04M007,04,PS 007 SAMUEL STERN,ICI5,ESMS,K-8 School, 77.54 ,F,29.35,0.612,0.467,0.112,0,Proficient
04M012,04,TAG YOUNG SCHOLARS,CEIPEA1,ESMS,K-8 School, 56.07 ,B,58.96,0.725,0.953,0.355,0,Proficient
04M013,04,JHS 013 JACKIE ROBINSON,CLSO2,ESMS,Middle School, 2.86 ,F,26.71,0.186,0.288,0.278,0,Undeveloped
04M037,04,RIVER EAST ELEMENTARY,ICI5,ESMS,Elementary School, 64.28 ,B,55.32,0.259,0.175,0.84,0,Proficient
04M038,04,PS 38 ROBERTO CLEMENTE,LLSO5,ESMS,Elementary School, 71.97 ,C,42.68,0.119,0.269,0.583,0.75,Proficient
04M045,04,JHS 045 JOHN S ROBERTS,ESO11,ESMS,Middle School, 2.82 ,F,29.27,0.412,0.316,0.247,0,Proficient
04M050,04,PS 050 VITO MARCANTONIO,ESO19,ESMS,K-8 School, 75.56 ,C,41.01,0.325,0.199,0.535,0.75,Undeveloped
04M057,04,JAMES WELDON JOHNSON,ESO9,ESMS,K-8 School, 74.18 ,B,55.52,0.852,0.691,0.386,0.75,Proficient
04M072,04,PS 072,ESO9,ESMS,Elementary School, 79.03 ,C,41.76,0.727,0.64,0.185,1.5,Proficient
04M083,04,PS 083 LUIS MUNOZ RIVERA,ESO9,ESMS,Elementary School, 75.47 ,B,51.52,0.695,0.928,0.227,0.75,Well-Developed
04M096,04,PS 096 JOSEPH LANZETTA,ESO9,ESMS,K-8 School, 80.27 ,B,59.62,0.559,0.59,0.583,1.5,Proficient
04M101,04,PS 101 ANDREW DRAPER,KNLSO7,ESMS,K-8 School, 75.48 ,F,21.61,0.157,0.092,0.3,0,Proficient
04M102,04,PS 102 JACQUES CARTIER,LLSO5,ESMS,Elementary School, 79.90 ,C,44.36,0.723,0.617,0.273,0,Proficient
04M108,04,PS 108 ASSMBLY ANGELO DEL TORO,ESO9,ESMS,K-8 School, 77.21 ,A,77.64,0.78,0.799,0.572,10.5,Well-Developed
04M117,04,TITO PUENTE EDUCATION COMPLEX,ICI18,ESMS,Middle School, 2.87 ,D,32.54,0.239,0.382,0.291,1.5,Undeveloped
04M146,04,PS 146 ANN M SHORT,ICI5,ESMS,Elementary School, 81.63 ,C,43.16,0.382,0.397,0.464,0,Proficient
04M155,04,PS 155 WILLIAM PACA,LLSO5,ESMS,Elementary School, 85.16 ,A,66.25,0.633,0.522,0.693,3,Well-Developed
04M171,04,PS 171 PATRICK HENRY,ESO9,ESMS,K-8 School, 71.57 ,A,67.95,0.63,0.849,0.492,6,Well-Developed
04M182,04,THE BILINGUAL BICULTURAL SCHL,ESO9,ESMS,Elementary School, 81.66 ,A,67.53,0.869,1.054,0.348,3.75,Well-Developed
04M206,04,PS 206 JOSE CELSO BABOSA,ICI5,ESMS,Elementary School, 79.63 ,D,37.38,0.325,0.47,0.335,0,Proficient
04M224,04,MS 224 MANH. E.SCHOOL. ARTS&ACAD,CEIPEA1,ESMS,Middle School, 3.65 ,C,46.4,0.446,0.581,0.405,0,Proficient
04M435,04,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,ESO11,HS,High School, 3.23 ,A,67.6,0.461,0.501,0.639,10.5,Proficient
04M495,04,PARK EAST HIGH SCHOOL,ESO20,HS,High School, 2.44 ,B,62.57,0.491,0.698,0.541,4.5,Proficient
04M497,04,CENTRAL PARK EAST I,ESO3,ESMS,Elementary School, 49.80 ,D,36.77,0.695,-0.109,0.538,0,Proficient
04M555,04,CENTRAL PARK EAST SECONDARY HIGH SCHOOL,CLSO2,HS,High School, 2.35 ,B,49.02,0.483,0.39,0.438,6,Proficient
04M610,04,YOUNG WOMEN'S LEADERSHIP SCHOOL,New Visions1,ESMS,Middle School, 3.46 ,B,51.07,0.822,0.736,0.303,0,Well-Developed
04M610,04,YOUNG WOMEN'S LEADERSHIP SCHOOL,New Visions1,HS,High School, 3.03 ,A,70.05,0.822,0.828,0.598,0,Well-Developed
04M635,04,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,ESO11,ESMS,Middle School, 3.02 ,F,21.61,0.17,0.35,0.156,0,Undeveloped
