DBN,DISTRICT,SCHOOL,SCHOOL SUPPORT ORGANIZATION/NETWORK,PROGRESS REPORT TYPE,SCHOOL LEVEL*, PEER INDEX* ,GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,PERFORMANCE CATEGORY SCORE,PROGRESS CATEGORY SCORE,ADDITIONAL CREDIT,QUALITY REVIEW SCORE
19K158,19,PS 158 WARWICK,KNLSO7,ESMS,Elementary School, 74.39 ,C,47.14,0.527,0.581,0.342,3,Proficient
19K159,19,PS 159 ISAAC PITKIN,KNLSO7,ESMS,Elementary School, 66.24 ,B,63.36,0.431,0.531,0.676,3.75,Proficient
19K166,19,JHS 166 GEORGE GERSHWIN,KNLSO2,ESMS,Middle School, 2.75 ,D,32.89,0.257,0.466,0.26,0.75,Proficient
19K171,19,I S 171 ABRAHAM LINCOLN,KNLSO2,ESMS,Middle School, 3.07 ,B,55.74,0.305,0.587,0.528,4.5,Well-Developed
19K174,19,PS 174 DUMONT,KNLSO7,ESMS,K-8 School, 72.98 ,C,43.3,0.59,0.287,0.456,0.75,Well-Developed
19K190,19,PS 190 SHEFFIELD,KNLSO7,ESMS,Elementary School, 73.62 ,D,32.01,0.502,0.457,0.182,0.75,Proficient
19K202,19,PS 202 ERNEST S JENKYNS,KNLSO4,ESMS,K-8 School, 77.40 ,A,65.76,0.214,0.64,0.665,6.75,Proficient
19K213,19,PS 213 NEW LOTS,ESO8,ESMS,Elementary School, 73.67 ,B,51.38,0.522,0.502,0.491,1.5,Proficient
19K214,19,PS 214 MICHAEL FRIEDSAM,KNLSO4,ESMS,Elementary School, 59.97 ,C,39.02,0.345,0.314,0.431,0.75,Proficient
19K218,19,JHS 218 JAMES P SINNOTT,KNLSO2,ESMS,Middle School, 2.93 ,A,71.92,0.448,0.74,0.632,8.25,Proficient
19K224,19,PS 224 HALE A WOODRUFF,KNLSO7,ESMS,Elementary School, 73.73 ,C,45.57,0.245,0.307,0.581,0.75,Proficient
19K260,19,PS 260 BREUCKELEN,KNLSO1,ESMS,Elementary School, 69.89 ,C,44.62,0.307,0.486,0.435,1.5,Proficient
19K273,19,PS 273 WORTMAN,ESO9,ESMS,Elementary School, 69.97 ,D,32.69,0.63,0.397,0.206,0,Proficient
19K290,19,PS 290 JUAN MOREL CAMPOS,KNLSO7,ESMS,Elementary School, 72.55 ,B,54.22,0.56,0.612,0.458,2.25,Well-Developed
19K292,19,JHS 292 MARGARET S DOUGLAS,KNLSO7,ESMS,Middle School, 3.00 ,B,51.45,0.357,0.62,0.418,4.5,Well-Developed
19K302,19,JHS 302 RAFAEL CORDERO,KNLSO2,ESMS,Middle School, 2.98 ,C,46.61,0.259,0.451,0.463,3.75,Proficient
19K306,19,PS 306 ETHAN ALLEN,KNLSO4,ESMS,K-8 School, 73.98 ,C,45.97,0.269,0.422,0.505,1.5,Proficient
19K311,19,ESSENCE SCHOOL,ESO9,ESMS,Middle School, 3.17 ,C,38.86,0.62,0.52,0.254,0,Proficient
19K328,19,PS 328 PHYLLIS WHEATLEY,KNLSO7,ESMS,K-8 School, 81.21 ,C,47.11,0.14,0.433,0.487,5.25,Proficient
19K345,19,PS 345 PATROLMAN ROBERT BOLDEN,KNLSO5,ESMS,Elementary School, 77.99 ,C,47.53,0.313,0.772,0.317,2.25,Proficient
19K346,19,PS 346 ABE STARK,KNLSO5,ESMS,Elementary School, 66.59 ,B,63.88,0.445,0.692,0.635,1.5,Proficient
19K364,19,I S 364 GATEWAY,KNLSO2,ESMS,Middle School, 3.14 ,B,55.53,0.619,0.677,0.417,3,Proficient
19K409,19,EAST NEW YORK FAMILY ACADEMY,ESO9,ESMS,Middle School, 3.49 ,A,65.67,0.706,0.85,0.538,0,Well-Developed
19K409,19,EAST NEW YORK FAMILY ACADEMY,ESO9,HS,High School, 2.92 ,C,40.89,0.545,0.301,0.431,0,Well-Developed
19K420,19,FRANKLIN K LANE HIGH SCHOOL,ESO7,HS,High School, 2.32 ,D,29.61,0.113,0.157,0.422,0,Proficient
19K615,19,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,KNLSO3,HS,High School, 2.74 ,B,61.76,0.429,0.641,0.575,4.5,Well-Developed
19K660,19,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,KNLSO3,HS,High School, 2.40 ,F,22.77,0.247,0.175,0.251,0,Proficient
20K030,20,IS 30 MARY WHITE OVINGTON,ICI7,ESMS,Middle School, 3.39 ,B,55.8,0.589,0.596,0.488,2.25,Proficient
20K048,20,PS 048 MAPELTON,ESO22,ESMS,Elementary School, 41.26 ,B,52.68,0.685,0.758,0.357,0,Well-Developed
20K062,20,JHS 062 THE DITMAS,CEIPEA3,ESMS,Middle School, 2.99 ,B,60.47,0.628,0.543,0.523,6,Well-Developed
20K069,20,PS 69 Vincent D. Grippo School,ICI1,ESMS,Elementary School, 44.84 ,B,51.39,0.761,0.518,0.403,2.25,Well-Developed
20K102,20,PS 102 THE BAYVIEW,ESO22,ESMS,Elementary School, 40.33 ,B,58.67,0.687,0.578,0.523,2.25,Well-Developed
20K104,20,PS / IS 104 THE FORT HAMILTON SCHOOL,ESO22,ESMS,K-8 School, 32.31 ,C,48.79,0.454,0.571,0.397,3,Well-Developed
20K105,20,PS 105 THE BLYTHEBOURNE,ESO1,ESMS,Elementary School, 41.06 ,B,51.18,0.57,0.702,0.378,0.75,Well-Developed
20K112,20,PS 112 LEFFERTS PARK,ESO22,ESMS,Elementary School, 37.90 ,B,56.32,0.638,0.728,0.453,0,Well-Developed
20K127,20,PS 127 MCKINLEY PARK,ESO18,ESMS,Elementary School, 38.39 ,A,64.75,0.607,0.657,0.613,2.25,Proficient
20K160,20,PS 160 William T. Sampson,ESO18,ESMS,Elementary School, 47.67 ,C,42.21,0.647,0.636,0.244,0,Well-Developed
20K163,20,PS 163 BATH BEACH,ICI17,ESMS,Elementary School, 37.65 ,C,45.54,0.691,0.568,0.33,0,Well-Developed
20K164,20,PS 164 CAESAR RODNEY,ESO22,ESMS,Elementary School, 63.65 ,A,72.77,0.807,0.648,0.668,4.5,Well-Developed
20K170,20,PS 170 LEXINGTON,ICI17,ESMS,Elementary School, 43.01 ,C,41.73,0.6,0.407,0.373,0,Well-Developed
20K176,20,PS 176 OVINGTON,ICI17,ESMS,Elementary School, 39.69 ,B,54.51,0.614,0.638,0.421,3,Well-Developed
20K179,20,PS 179 KENSINGTON,ESO18,ESMS,Elementary School, 54.16 ,C,49.31,0.296,0.328,0.582,3,Proficient
20K180,20,PS 180 HOMEWOOD,ESO22,ESMS,Elementary School, 33.96 ,C,39.69,0.53,0.472,0.306,0.75,Proficient
20K185,20,PS 185 WALTER KASSENBROCK,ICI17,ESMS,Elementary School, 21.39 ,C,40.92,0.696,0.61,0.221,0,Well-Developed
20K186,20,PS 186 DR. IRVING A GLADSTONE,ICI7,ESMS,Elementary School, 37.73 ,B,53.04,0.46,0.511,0.533,1.5,Well-Developed
20K187,20,I S 187,ICI7,ESMS,Middle School, 4.04 ,A,69.76,0.78,0.927,0.55,0,Well-Developed
20K192,20,PS 192 BROOKLYN,ESO22,ESMS,Elementary School, 59.54 ,B,50.73,0.565,0.388,0.53,1.5,Well-Developed
20K200,20,PS 200 BENSON SCHOOL,ICI17,ESMS,Elementary School, 35.13 ,B,59.97,0.514,0.674,0.487,5.25,Well-Developed
20K201,20,JHS 201 THE DYKER HEIGHTS,ICI17,ESMS,Middle School, 3.57 ,B,58.78,0.462,0.697,0.521,2.25,Well-Developed
20K204,20,PS 204 VINCE LOMBARDI,ICI17,ESMS,Elementary School, 31.65 ,B,54.73,0.707,0.63,0.432,1.5,Well-Developed
20K205,20,PS 205 CLARION,ESO22,ESMS,Elementary School, 43.20 ,C,40.28,0.415,0.544,0.295,1.5,Proficient
20K220,20,JHS 220 JOHN J PERSHING,ICI13,ESMS,Middle School, 3.10 ,C,48.87,0.504,0.502,0.477,0,Proficient
20K223,20,JHS 223 THE MONTAUK,ICI17,ESMS,Middle School, 2.94 ,A,67.29,0.602,0.599,0.624,6,Proficient
20K227,20,JHS 227 EDWARD B SHALLOW,CLSO5,ESMS,Middle School, 3.13 ,C,46.01,0.352,0.579,0.411,0.75,Undeveloped
20K229,20,PS 229 DYKER,ESO18,ESMS,Elementary School, 22.72 ,B,55.66,0.763,0.813,0.361,0,Well-Developed
20K247,20,PS 247 BROOKLYN,ESO22,ESMS,Elementary School, 34.09 ,B,55.4,0.538,0.67,0.495,0,Well-Developed
20K259,20,JHS 259 WILLIAM MCKINLEY,ICI7,ESMS,Middle School, 3.34 ,C,49.26,0.597,0.564,0.412,0.75,Well-Developed
20K445,20,NEW UTRECHT HIGH SCHOOL,CLSO2,HS,High School, 2.73 ,A,70.19,0.551,0.464,0.818,3,Well-Developed
20K485,20,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,New Visions1,HS,High School, 2.89 ,A,69.82,0.656,0.627,0.585,9,Proficient
20K490,20,FORT HAMILTON HIGH SCHOOL,ESO6,HS,High School, 2.78 ,B,56.63,0.491,0.341,0.683,1.5,Well-Developed
20K505,20,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,KNLSO3,HS,High School, 2.64 ,A,67.63,0.353,0.336,0.95,0,Well-Developed
21K090,21,PS 90 EDNA COHEN SCHOOL,ICI1,ESMS,Elementary School, 64.29 ,C,39.27,0.681,0.324,0.338,0.75,Well-Developed
21K095,21,PS 095 THE GRAVESEND,ESO22,ESMS,K-8 School, 44.40 ,B,58.92,0.322,0.503,0.586,6.75,Proficient
21K096,21,IS 096 SETH LOW,ESO12,ESMS,Middle School, 3.24 ,C,40.85,0.489,0.414,0.315,3.75,Undeveloped
21K097,21,PS 97 The Highlawn,ICI1,ESMS,Elementary School, 32.90 ,B,62.18,0.593,0.649,0.601,0.75,Well-Developed
21K098,21,IS 98 BAY ACADEMY,ESO6,ESMS,Middle School, 3.81 ,A,66,0.412,0.802,0.596,3,Proficient
21K099,21,PS 099 ISAAC ASIMOV,ESO22,ESMS,K-8 School, 49.24 ,B,56.22,0.333,0.361,0.639,5.25,Well-Developed
21K100,21,PS 100 THE CONEY ISLAND SCHOOL,ICI1,ESMS,Elementary School, 34.63 ,B,51.28,0.386,0.559,0.522,0,Well-Developed
21K101,21,PS 101 THE VERRAZANO,ICI1,ESMS,Elementary School, 34.23 ,C,41.86,0.618,0.558,0.288,0,Well-Developed
21K121,21,PS 121 NELSON A ROCKEFELLER,ESO22,ESMS,K-8 School, 48.70 ,B,61.91,0.695,0.433,0.7,0,Proficient
21K128,21,PS 128 BENSONHURST,ICI1,ESMS,Elementary School, 37.48 ,B,51.05,0.458,0.463,0.551,0,Proficient
21K153,21,PS 153 HOMECREST,ICI1,ESMS,Elementary School, 42.05 ,C,39.9,0.36,0.63,0.283,0,Proficient
21K177,21,PS 177 THE MARLBORO,ESO22,ESMS,Elementary School, 43.20 ,C,39.38,0.437,0.62,0.245,0.75,Well-Developed
21K188,21,PS 188 MICHAEL E BERDY,ICI1,ESMS,Elementary School, 65.60 ,C,44.75,0.654,0.471,0.379,0,Well-Developed
21K199,21,PS 199 FREDERICK WACHTEL,ESO1,ESMS,Elementary School, 38.97 ,C,43.74,0.513,0.669,0.263,1.5,Well-Developed
21K209,21,PS 209 MARGARET MEAD,ICI1,ESMS,K-8 School, 37.22 ,C,48.94,0.392,0.553,0.482,0,Well-Developed
21K212,21,PS 212 LADY DEBORAH MOODY,ICI1,ESMS,Elementary School, 50.25 ,B,56.88,0.29,0.516,0.592,4.5,Well-Developed
21K215,21,P.S.  215  MORRIS H.  WEISS,ESO1,ESMS,Elementary School, 34.86 ,C,45.36,0.418,0.739,0.28,1.5,Well-Developed
21K216,21,PS 216 ARTURO TOSCANINI,ICI1,ESMS,Elementary School, 38.60 ,C,44.79,0.315,0.581,0.412,0,Well-Developed
21K225,21,P.S. 225   THE EILEEN E ZAGLIN,ESO12,ESMS,K-8 School, 44.96 ,D,37.28,0.237,0.365,0.414,0,Proficient
21K226,21,PS 226 ALFRED DE B.MASON,ICI1,ESMS,K-8 School, 44.24 ,B,61.82,0.42,0.523,0.628,5.25,Proficient
21K228,21,IS 228 DAVID A BOODY,CEIPEA3,ESMS,Middle School, 3.44 ,D,36.33,0.244,0.44,0.327,1.5,Proficient
21K238,21,PS 238 Anne Sullivan,ICI1,ESMS,K-8 School, 57.70 ,F,22.4,0.367,0.506,0.031,0,Well-Developed
21K239,21,Mark Twain I.S. 239 for the Gifted & Talented,ESO6,ESMS,Middle School, 3.94 ,B,55.65,0.657,0.862,0.348,0.75,Well-Developed
21K253,21,PS 253,ICI1,ESMS,Elementary School, 59.21 ,A,75.91,0.753,0.4,0.847,6,Well-Developed
21K281,21,IS 281 JOSEPH B CAVALLARO,ESO12,ESMS,Middle School, 3.33 ,B,58.85,0.58,0.655,0.5,3,Well-Developed
21K288,21,PS 288 THE SHIRLEY TANYHILL,ESO4,ESMS,K-8 School, 75.42 ,C,48.93,0.39,0.369,0.555,1.5,Undeveloped
21K303,21,IS 303 Herbert S. Eisenberg,ICI1,ESMS,Middle School, 3.32 ,A,65.43,0.55,0.785,0.516,5.25,Well-Developed
21K329,21,PS 329 SURFSIDE,ICI18,ESMS,Elementary School, 66.82 ,C,46.86,0.512,0.279,0.506,3,Proficient
21K410,21,ABRAHAM LINCOLN HIGH SCHOOL,CLSO2,HS,High School, 2.69 ,C,44.25,0.301,0.373,0.491,1.5,Proficient
21K525,21,EDWARD R. MURROW HIGH SCHOOL,ESO6,HS,High School, 3.06 ,B,49.1,0.587,0.357,0.547,0,Well-Developed
21K540,21,JOHN DEWEY HIGH SCHOOL,CLSO2,HS,High School, 2.85 ,B,56.26,0.434,0.492,0.636,0,Well-Developed
21K620,21,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HI,CLSO7,HS,High School, 2.48 ,C,43.12,0.357,0.391,0.474,0,Proficient
21K690,21,BROOKLYN STUDIO SECONDARY SCHOOL,CLSO2,ESMS,Middle School, 3.16 ,B,54.93,0.531,0.667,0.49,0,Well-Developed
21K690,21,BROOKLYN STUDIO SECONDARY SCHOOL,CLSO2,HS,High School, 2.74 ,B,58.47,0.47,0.562,0.628,0,Well-Developed
22K014,22,JHS 014 SHELL BANK,ICI3,ESMS,Middle School, 3.09 ,C,42.91,0.547,0.466,0.322,3,Undeveloped
22K052,22,PS 052 SHEEPSHEAD BAY,ESO1,ESMS,Elementary School, 44.27 ,B,51.73,0.501,0.517,0.508,0.75,Well-Developed
22K078,22,JHS 078 ROY H MANN,ICI3,ESMS,Middle School, 3.28 ,C,42.66,0.306,0.462,0.44,0,Undeveloped
22K109,22,PS 109,ICI9,ESMS,K-8 School, 75.85 ,B,62.59,0.499,0.523,0.607,6,Well-Developed
22K119,22,PS 119 AMERSFORT,ICI9,ESMS,Elementary School, 62.45 ,B,53.65,0.76,0.694,0.362,1.5,Proficient
22K134,22,K134,ICI3,ESMS,Elementary School, 72.80 ,B,56.19,0.727,0.794,0.39,0,Well-Developed
22K139,22,PS 139 ALEXINE A. FENTY,CEIPEA3,ESMS,Elementary School, 64.09 ,B,54.86,0.539,0.467,0.527,3.75,Proficient
22K152,22,SCHOOL OF SCIENCE & TECHNOLOGY,ESO21,ESMS,Elementary School, 65.32 ,B,51.49,0.668,0.548,0.455,0,Well-Developed
22K193,22,PS 193 GIL HODGES,ESO1,ESMS,Elementary School, 53.66 ,A,66.09,0.66,0.703,0.584,3,Undeveloped
22K194,22,PS 194 RAOUL WALLENBERG,KNLSO1,ESMS,Elementary School, 67.65 ,C,48.2,0.609,0.55,0.41,0,Well-Developed
22K195,22,PS 195 MANHATTAN BEACH,ICI3,ESMS,Elementary School, 11.93 ,B,51.3,0.509,0.733,0.394,0,Well-Developed
22K197,22,PS 197 BROOKLYN,ICI3,ESMS,Elementary School, 45.75 ,C,44.27,0.639,0.578,0.316,0,Well-Developed
22K198,22,PS 198 BROOKLYN,ICI3,ESMS,Elementary School, 64.64 ,B,61.42,0.591,0.516,0.633,2.25,Proficient
22K203,22,PS 203 FLOYD BENNETT,KNLSO1,ESMS,Elementary School, 68.18 ,A,71.05,0.649,0.676,0.651,5.25,Well-Developed
22K206,22,PS 206 JOSEPH F LAMB,ICI9,ESMS,K-8 School, 34.46 ,B,53.35,0.687,0.797,0.335,0.75,Well-Developed
22K207,22,PS 207 ELIZABETH G. LEARY,ICI9,ESMS,K-8 School, 33.95 ,B,51.97,0.769,0.791,0.304,0,Well-Developed
22K217,22,PS 217 COLONEL DAVID MARCUS SCHOOL,ICI3,ESMS,Elementary School, 51.71 ,B,52.2,0.552,0.51,0.466,3,Well-Developed
22K222,22,PS 222 KATHERINE R SNYDER,ICI9,ESMS,Elementary School, 32.31 ,B,58.28,0.63,0.78,0.462,0,Well-Developed
22K234,22,JHS 234 ARTHUR W CUNNINGHAM,ESO1,ESMS,Middle School, 3.64 ,B,52.21,0.477,0.607,0.42,3.75,Well-Developed
22K236,22,PS 236 MILL BASIN,ICI3,ESMS,Elementary School, 24.18 ,A,74.84,0.598,0.789,0.672,5.25,Well-Developed
22K240,22,ANDRIES HUDDE,ICI3,ESMS,Middle School, 3.47 ,B,55.17,0.296,0.416,0.532,9,Undeveloped
22K245,22,PS 245,ESO21,ESMS,Elementary School, 61.94 ,D,36.51,0.511,0.551,0.224,0,Proficient
22K251,22,PS 251 PAEDERGAT,ICI3,ESMS,Elementary School, 68.66 ,C,40.97,0.396,0.581,0.279,2.25,Well-Developed
22K254,22,PS 254 DAG HAMMARSKJOLD,ICI9,ESMS,Elementary School, 36.90 ,B,50.88,0.403,0.821,0.367,0,Well-Developed
22K255,22,PS 255 BARBARA REING SCHOOL,ICI3,ESMS,Elementary School, 39.11 ,A,69.86,0.796,0.731,0.586,3.75,Well-Developed
22K269,22,PS 269 NOSTRAND,ICI9,ESMS,Elementary School, 74.18 ,B,56.2,0.707,0.432,0.566,1.5,Well-Developed
22K277,22,PS 277 GERRITSEN BEACH,ICI9,ESMS,Elementary School, 22.77 ,C,42.29,0.651,0.845,0.131,0,Well-Developed
22K278,22,JHS 278 MARINE PARK,ICI3,ESMS,Middle School, 3.34 ,C,40.19,0.466,0.401,0.358,1.5,Well-Developed
22K312,22,PS 312 BERGEN BEACH,ICI3,ESMS,Elementary School, 32.00 ,C,48.4,0.752,0.734,0.275,0,Well-Developed
22K315,22,P.S. 315 DIST 22.,ESO1,ESMS,Elementary School, 74.21 ,B,61.7,0.622,0.717,0.534,1.5,Well-Developed
22K381,22,I. S. 381,ICI3,ESMS,Middle School, 3.45 ,D,35.19,0.471,0.364,0.299,0.75,Well-Developed
22K405,22,MIDWOOD HIGH SCHOOL,ESO6,HS,High School, 3.28 ,B,55.53,0.421,0.648,0.542,0,Well-Developed
22K425,22,JAMES MADISON HIGH SCHOOL,ESO6,HS,High School, 2.93 ,B,50.09,0.457,0.437,0.548,0,Well-Developed
22K495,22,SHEEPSHEAD BAY HIGH SCHOOL,ICI9,HS,High School, 2.53 ,C,38.71,0.315,0.425,0.386,0,Proficient
22K535,22,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,ESO6,HS,High School, 3.43 ,B,56.43,0.61,0.45,0.56,3,Proficient
22K555,22,BROOKLYN COLLEGE ACADEMY,ESO13,ESMS,Middle School, 3.19 ,D,32.09,0.784,0.301,0.206,0,Well-Developed
22K555,22,BROOKLYN COLLEGE ACADEMY,ESO13,HS,High School, 3.14 ,B,66.76,0.681,0.687,0.653,0,Well-Developed
23K041,23,PS 041 FRANCIS WHITE,KNLSO6,ESMS,K-8 School, 75.65 ,C,38.59,0.22,0.404,0.394,1.5,Proficient
23K073,23,PS 073 THOMAS S. BOYLAND,KNLSO6,ESMS,K-8 School, 75.15 ,C,45.52,0.317,0.419,0.499,0.75,Proficient
23K137,23,PS 137 RACHEL JEAN MITCHELL,KNLSO1,ESMS,K-8 School, 76.94 ,F,22.09,0.147,0.482,0.099,0,Undeveloped
23K150,23,PS 150 CHRISTOPHER,KNLSO2,ESMS,K-8 School, 80.51 ,D,30.08,0.106,0.324,0.341,0,Proficient
23K155,23,PS 155 NICHOLAS HERKIMER,KNLSO6,ESMS,K-8 School, 78.92 ,B,60.02,0.524,0.496,0.65,1.5,Proficient
23K156,23,PS 156 WAVERLY,KNLSO7,ESMS,Elementary School, 77.24 ,C,46.18,0.6,0.592,0.353,0,Proficient
23K165,23,PS 165 IDA POSNER,KNLSO6,ESMS,K-8 School, 73.42 ,D,32.14,0.219,0.507,0.248,0,Proficient
23K178,23,PS 178 ST.CLAIR MCKELWAY,ESO9,ESMS,K-8 School, 74.90 ,D,37.69,0.443,0.797,0.102,1.5,Proficient
23K183,23,PS 183 DANIEL CHAPPIE JAMES,KNLSO1,ESMS,K-8 School, 71.31 ,F,18.39,0.027,0.233,0.2,0,Proficient
23K184,23,PS 184 NEWPORT,KNLSO6,ESMS,K-8 School, 75.49 ,B,54.39,0.206,0.422,0.648,3,Undeveloped
23K284,23,PS 284 LEW WALLACE,KNLSO6,ESMS,K-8 School, 71.72 ,C,44.18,0.419,0.306,0.508,0.75,Proficient
23K298,23,PS 298 DR. BETTY SHABAZZ,KNLSO6,ESMS,K-8 School, 81.22 ,C,46.12,0.36,0.484,0.463,0.75,Proficient
23K323,23,PS/IS 323,KNLSO4,ESMS,K-8 School, 77.75 ,D,31.63,0.447,0.573,0.1,2.25,Proficient
23K327,23,PS 327 DR. ROSE B. ENGLISH,KNLSO4,ESMS,K-8 School, 76.33 ,B,52.69,0.504,0.587,0.377,6.75,Well-Developed
23K332,23,PS 332 CHARLES H HOUSTON,KNLSO2,ESMS,K-8 School, 73.10 ,C,44.84,0.383,0.454,0.449,0.75,Proficient
23K392,23,IS 392,KNLSO7,ESMS,Middle School, 3.82 ,A,74.59,0.606,0.937,0.68,0,Proficient
23K493,23,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,KNLSO3,ESMS,Middle School, 3.41 ,D,32.61,0.284,0.49,0.221,1.5,Proficient
23K518,23,KAPPA V,KNLSO1,ESMS,Middle School, 3.17 ,C,45.59,0.609,0.645,0.298,0.75,Proficient
23K522,23,MOTT HALL IV,KNLSO2,ESMS,Middle School, 3.41 ,C,42.66,0.646,0.509,0.309,0.75,Proficient
23K645,23,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY & LAW,ESO4,HS,High School, 2.44 ,D,30.58,0.165,0.313,0.313,1.5,Undeveloped
23K697,23,TEACHERS PREPARATORY HIGH SCHOOL,KNLSO3,ESMS,Middle School, 3.31 ,B,61.15,0.424,0.659,0.609,1.5,Well-Developed
23K697,23,TEACHERS PREPARATORY HIGH SCHOOL,KNLSO3,HS,High School, 2.72 ,B,64.16,0.48,0.623,0.641,3,Well-Developed
24Q005,24,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,ICI13,ESMS,Middle School, 3.24 ,B,58.41,0.562,0.657,0.55,0,Well-Developed
24Q012,24,PS 012 JAMES B COLGATE,ICI12,ESMS,Elementary School, 49.33 ,B,56.75,0.669,0.644,0.498,0,Well-Developed
24Q013,24,PS 013 CLEMENT C MOORE,ICI12,ESMS,Elementary School, 53.42 ,A,67.27,0.528,0.584,0.679,4.5,Proficient
24Q014,24,PS 014 FAIRVIEW,ESO7,ESMS,Elementary School, 70.54 ,A,66.11,0.73,0.685,0.602,1.5,Proficient
24Q016,24,P.S.16Q,ICI12,ESMS,Elementary School, 71.05 ,B,57.35,0.68,0.815,0.413,0,Well-Developed
24Q019,24,PS 019 MARINO JEANTET,ICI12,ESMS,Elementary School, 72.57 ,A,64.16,0.573,0.608,0.651,1.5,Proficient
24Q049,24,PS 049 DOROTHY BONAWIT KOLE,ESO1,ESMS,Elementary School, 28.63 ,B,59.94,0.649,0.714,0.523,0,Well-Developed
24Q058,24,PS 58 - SCHOOL OF HEROES,ICI4,ESMS,Elementary School, 35.09 ,C,42.98,0.446,0.572,0.334,0.75,Well-Developed
24Q061,24,IS 061 LEONARDO DA VINCI,ICI13,ESMS,Middle School, 3.05 ,B,52.09,0.379,0.428,0.542,3.75,Well-Developed
24Q068,24,PS 068 CAMBRIDGE,ICI12,ESMS,Elementary School, 65.60 ,B,50.88,0.606,0.702,0.349,1.5,Proficient
24Q071,24,PS 071 FOREST,ICI12,ESMS,Elementary School, 47.05 ,C,47.92,0.243,0.384,0.514,4.5,Proficient
24Q073,24,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,ICI13,ESMS,Middle School, 3.27 ,B,58.93,0.305,0.584,0.588,4.5,Undeveloped
24Q077,24,IS 077,ICI13,ESMS,Middle School, 3.14 ,B,61.57,0.546,0.628,0.506,6.75,Well-Developed
24Q081,24,PS 081 JEAN PAUL RICHTER,ICI18,ESMS,Elementary School, 67.75 ,B,60.95,0.65,0.619,0.539,3,Proficient
24Q087,24,PS 087 MIDDLE VILLAGE,KNLSO1,ESMS,K-8 School, 41.01 ,C,40.31,0.276,0.449,0.386,1.5,Proficient
24Q088,24,PS 088 SENECA,ICI12,ESMS,Elementary School, 48.22 ,B,54.75,0.508,0.485,0.524,3.75,Proficient
24Q089,24,PS 089 ELMHURST,ESO18,ESMS,Elementary School, 67.83 ,A,67.23,0.631,0.554,0.666,4.5,Well-Developed
24Q091,24,PS 091 RICHARD ARKWRIGHT,ICI12,ESMS,Elementary School, 41.91 ,C,46,0.387,0.496,0.46,0,Proficient
24Q093,24,IS 093 RIDGEWOOD,ESO1,ESMS,Middle School, 3.15 ,A,70.61,0.528,0.675,0.676,5.25,Well-Developed
24Q102,24,PS 102 BAYVIEW,ICI12,ESMS,Elementary School, 42.92 ,B,62.94,0.512,0.616,0.627,2.25,Proficient
24Q113,24,PS 113 ISAAC CHAUNCEY,ICI11,ESMS,Elementary School, 33.66 ,B,59.95,0.782,0.874,0.4,0,Proficient
24Q119,24,IS 119 THE GLENDALE,ICI13,ESMS,Middle School, 3.48 ,D,35.01,0.327,0.524,0.262,0,Proficient
24Q125,24,IS 125 THOM J MCCANN WOODSIDE,ESO1,ESMS,Middle School, 3.27 ,B,55.19,0.542,0.656,0.47,1.5,Proficient
24Q128,24,PS 128 JUNIPER VALLEY,ESO1,ESMS,Elementary School, 14.67 ,C,45.45,0.84,0.762,0.182,0,Well-Developed
24Q143,24,PS 143 LOUIS ARMSTRONG,ICI12,ESMS,Elementary School, 79.14 ,A,64.89,0.586,0.754,0.541,3.75,Proficient
24Q153,24,PS 153 MASPETH ELEM,ICI12,ESMS,Elementary School, 39.49 ,A,67.77,0.474,0.515,0.726,5.25,Well-Developed
24Q199,24,PS 199 MAURICE A FITZGERALD,ICI12,ESMS,Elementary School, 58.20 ,A,74.64,0.653,0.68,0.781,1.5,Well-Developed
24Q229,24,PS 229 EMANUEL KAPLAN,ICI12,ESMS,Elementary School, 40.16 ,B,53.82,0.558,0.634,0.467,0.75,Well-Developed
24Q239,24,P.S. 239,ICI12,ESMS,Elementary School, 69.97 ,B,57.35,0.694,0.417,0.599,1.5,Proficient
24Q455,24,NEWTOWN HIGH SCHOOL,ICI2,HS,High School, 2.50 ,C,44.7,0.367,0.396,0.497,0,Proficient
24Q485,24,GROVER CLEVELAND HIGH SCHOOL,ICI2,HS,High School, 2.60 ,C,43.12,0.288,0.376,0.5,0,Proficient
24Q520,24,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY,ESO13,HS,High School, 2.73 ,C,35.2,0.686,0.204,0.26,4.5,Proficient
24Q530,24,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY C,ESO13,HS,High School, 2.68 ,B,56.43,0.867,0.260,0.485,9,Well-Developed
