MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-01496-7501,444-R1,30 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,92,1987,152249,5940000,39,29800001,196,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8088043,33.4,38700000,160,0.6,1-01560-0001,1540 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.7
1-01497-7501,825-R1,1049 5 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,54,1928,140295,5620000,40.1,28200001,201,1-01492-0015,1058 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,72,1938,104209,4148141,39.8,20800000,200,0.25,1-01565-0035,430 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,133,1931,205967,5445403,26.4,23600000,115,0.7
1-01497-7501,825-R2,1049 5 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,12,1928,3812,152000,39.9,761998,200,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,46,1926,127395,5302783,41.6,26600000,209,0.25,1-01565-0035,430 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,133,1931,205967,5445403,26.4,23600000,115,0.7
1-01498-7501,164-R1,55 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,46,1924,97767,3120000,31.9,14900002,152,1-01517-0043,16O EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,51,1938,64272,1587802,24.7,6890000,107,0.2,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,4223193,37.4,21200000,188,0.1
1-01499-7501,343-R1,60 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,18,1986,60288,2410000,40,12100000,201,1-01518-0033,1588 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,100,1980,81837,2691252,32.9,12900000,158,0.2,1-01510-0020,1195 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,61,1987,78874,5155062,65,25900000,328,0.35
1-01501-7501,810-R1,1239 MADISON AVENUE,UPPER EAST SIDE (79-96),R9-CONDOPS,251,1969,487413,14620000,30,66900000,137,1-01577-0001,1520 YORK AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,272,1972,281902,11189071,39.7,56100000,199,0.85,1-01488-0045,500 EAST 77 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,427,1964,530809,11373875,21.43,49400000,93,1
1-01505-7501,28-R1,55 EAST 93 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,29,1980,23232,840000,36.2,4210003,181,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,812258,39.2,4070000,196,0.45,1-01530-0009,219 EAST 84 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,54,1974,28150,904595,32.1,4330000,154,0.55
1-01505-7502,100-R1,40 EAST 94 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,215,1984,299069,12500000,41.8,62699995,210,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8088043,33.4,38700000,160,0.2,1-01527-0045,200 EAST 82 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,246,1980,205261,8968163,43.7,45000000,219,0.65
1-01507-7501,232-R1,14 EAST 96 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,17,1985,25633,905000,35.3,4340003,169,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1222539,36.6,6130000,183,0.3,1-01530-0019,245 EAST 84 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,83,1986,69000,2206620,32,10600000,154,0.7
1-01510-7501,1698-R1,1438 3 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,1985,138096,5700000,41.3,28576758,207,1-01560-0001,1540 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.4,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.3
1-01511-7501,522-R1,129 EAST 82 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,32,1916,48138,1400000,29.1,6410000,133,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,1931,87639,3075590,35.1,14700000,168,0.3,1-01517-0043,16O EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,51,1938,64272,1587802,24.7,6890000,107,0.3
1-01512-7502,1824-R1,1474 3 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,33,1981,59931,2150000,35.9,10299992,172,1-01518-0033,1588 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,100,1980,81837,2691252,32.9,12900000,158,0.3,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1222539,36.6,6130000,183,0.4
1-01513-7501,318-R1,171 EAST 84 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,219,1987,285668,10850000,38,54399998,190,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.5,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.15
1-01513-7502,1308-R1,150 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,102,1986,82637,3385000,41,17000000,206,1-01531-0035,228 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,111,1986,81100,3222573,39.7,16200000,200,0.15,1-01439-0023,1185 1 AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,61,1996,50225,2215646,44.1,11100000,221,1.05
1-01514-7501,611-R1,120 EAST 86 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,16,1920,15101,440000,29.1,2010000,133,1-01487-0001,1414 YORK AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,30,1910,17787,508340,28.6,2430000,137,0.8,1-01512-0016,131 EAST 83 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,50,1925,27700,1514699,55,7600000,274,0.1
1-01515-7501,264-R1,108 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,65,1939,60335,1870000,31,8960000,149,1-01472-0034,440 EAST 78 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,47,1936,44856,1271765,28.4,6090000,136,0.65,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,1931,87639,3075590,35.1,14700000,168,0.2
1-01515-7502,782-R1,120 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,221,1981,346269,14550000,42,73000015,211,1-01527-0045,200 EAST 82 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,246,1980,205261,8968163,43.7,45000000,219,0.35,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,0.2
1-01515-7503,842-R1,170 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,241,1991,343000,14000000,40.8,70199994,205,1-01560-0001,1540 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.5,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.1
1-01516-7501,422-R1,153 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,42,1928,50156,1560000,31.1,7469998,149,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,1931,87639,3075590,35.1,14700000,168,0.3,1-01517-0050,1329 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,2414297,30,11600000,144,0.05
1-01516-7502,1260-R1,115 EAST 87 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,198,1972,295573,9200000,31.1,42100000,142,1-01560-0001,1540 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.6,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,0.2
1-01517-7501,454-R1,111 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,59,1929,71863,2000000,27.8,9580000,133,1-01499-0061,12 EAST 88 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,69,1931,87639,3075590,35.1,14700000,168,0.2,,,,,,,,,,,,
1-01518-7501,170-R1,1354 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,104,1962,88510,2830000,32,13600003,154,1-01530-0034,230 EAST 85 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,55,1946,50852,1496374,29.4,7170000,141,0.35,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2607460,31.3,12500000,150,1
1-01519-7501,1358-R1,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,2003,199437,8750000,43.9,43899995,220,1-01553-0027,1749 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,165,2002,164384,6090584,37.1,30500000,186,0.25,1-01560-0001,1540 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.65
1-01521-7501,742-R1,134 EAST 93 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,30,1989,43060,1785000,41.5,8949996,208,1-01471-0013,425 EAST 76 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,66,1981,35573,1573635,44.2,7890000,222,0.95,1-01530-0009,219 EAST 84 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,54,1974,28150,904595,32.1,4330000,154,0.45
1-01524-7501,526-R1,1235 PARK AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,59,1928,95534,2675000,28,12800002,134,1-01517-0050,1329 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,2414297,30,11600000,144,0.35,1-01490-0122,555 EAST 78 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2771467,36.5,13900000,183,1.05
1-01524-7502,929-R1,108 EAST 96 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,112,1985,104951,3780000,36,18000000,172,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8088043,33.4,38700000,160,0.1,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,0.5
1-01526-7501,895-R1,201 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,100,1926,194747,8570000,44,43000001,221,1-01424-0001,201 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,309,1927,316500,14966601,47.3,75100000,237,0.55,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,46,1926,127395,5302783,41.6,26600000,209,0.45
1-01526-7502,1242-R1,215 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,147,1963,175375,5000000,28.5,23999986,137,1-01558-0040,306 EAST 96 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,159,1962,149485,3406819,22.79,14800000,99,0.75,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1958,117340,5132369,43.7,25700000,219,0.5
1-01527-7501,172-R1,1441 3 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,61,1985,99039,3665000,37,18399996,186,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,0.25,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8088043,33.4,38700000,160,0.65
1-01527-7502,1886-R1,215 EAST 81 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,40,1974,28559,900000,31.5,4310000,151,1-01560-0010,425 EAST 80 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1925,23568,696241,29.5,3340000,142,0.3,1-01509-0020,151 EAST 80 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,52,1922,57666,2937735,51,14700000,255,0.15
1-01532-7501,706-R1,225 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,60,1981,59228,2280000,38.5,11400001,192,1-01563-0020,449 EAST 83 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,74,1985,53130,1631400,30.7,7810000,147,0.3,1-01531-0035,228 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,111,1986,81100,3222573,39.7,16200000,200,0.05
1-01534-7501,404-R1,200 EAST 89 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,253,1987,235069,9170000,39,45999994,196,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.3,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.1
1-01534-7502,1738-R1,237 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,19,1920,8600,340000,39.5,1710004,199,1-01527-0013,227 EAST 81 STREET,UPPER EAST SIDE (79-96),C7-WALK-UP,15,1910,10110,420007,41.5,2110000,209,0.35,1-01530-0036,224 EAST 85 STREET,UPPER EAST SIDE (79-96),C4-WALK-UP,20,1910,9820,327564,33.4,1570000,160,0.2
1-01536-7501,1277-R1,1601 3 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,1258,1975,1496819,54630000,36.5,274000010,183,1-01541-0021,1849 2 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,1097,1986,968264,34069221,35.2,163000000,168,0.2,1-01533-0001,201 EAST 87 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,419,1975,510305,20513536,40.2,103000000,202,0.2
1-01539-7501,234-R1,1801 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,290,1985,391767,14180000,36.2,71099988,181,1-01523-0034,1680 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,253,1980,242157,8088043,33.4,38700000,160,0.15,1-01541-0001,1695 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,387,1985,329850,12355459,37.5,62000000,188,0.1
1-01540-7501,1767-R1,206 EAST 95 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,43,1989,43065,1590000,36.9,7970004,185,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1222539,36.6,6130000,183,0.25,1-01513-0059,128 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1985,20736,812258,39.2,4070000,196,0.55
1-01542-7501,250-R1,301 EAST 79 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,538,1974,433154,15680000,36.2,78600040,181,1-01533-0001,201 EAST 87 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,419,1975,510305,20513536,40.2,103000000,202,0.45,1-01560-0001,1540 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.15
1-01543-7501,726-R1,345 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,328,1973,331552,9950000,30,47699995,144,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.55,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,0.35
1-01544-7501,1586-R1,350 EAST 82 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,149,1998,213419,8750000,41,43895164,206,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.5,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.3
1-01547-7501,1346-R1,1628 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,14,1915,7921,240000,30.3,1149997,145,1-01512-0030,16S EAST 83 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1929,22990,884130,38.5,4430000,193,0.25,1-01560-0010,425 EAST 80 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,40,1925,23568,696241,29.5,3340000,142,0.25
1-01548-7501,585-R1,320 EAST 86 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,27,1925,16350,460000,28.1,2110000,129,1-01553-0024,1743 1 AVENUE,UPPER EAST SIDE (79-96),D9-ELEVATOR,24,1920,23148,650296,28.1,3110000,134,0.25,1-01530-0013,229 EAST 84 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,30,1920,19464,784768,40.3,3940000,202,0.15
1-01550-7501,768-R1,360 EAST 88 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,163,1988,273330,10100000,37,50699992,185,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.2,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.15
1-01551-7501,500-R1,348 EAST 89 STREET,UPPER EAST SIDE (79-96),R2-WALK-UP,14,1915,8345,295000,35.4,1410002,169,1-01540-0021,245 EAST 94 STREET,UPPER EAST SIDE (79-96),C5-WALK-UP,20,1910,8048,293699,36.5,1470000,183,0.35,1-01526-0035,226 EAST 81 STREET,UPPER EAST SIDE (79-96),C4-WALK-UP,20,1920,9895,525041,53,2630000,266,0.45
1-01552-7501,322-R1,1724 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,26,1910,13796,410000,29.7,1960002,142,1-01505-0005,1 EAST 93 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,15,1925,9431,316768,33.6,1520000,161,0.55,1-01517-0043,16O EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,51,1938,64272,1587802,24.7,6890000,107,0.25
1-01552-7502,507-R1,1730 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,31,1987,25593,910000,35.6,4359999,170,1-01554-0011,317 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,35,1987,20134,720457,35.8,3450000,171,0.1,1-01520-0033,169 EAST 91 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,53,1985,33443,1222539,36.6,6130000,183,0.35
1-01554-7501,2006-R1,1760 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,154,2000,181821,7730000,42.5,38800003,213,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.3,1-01560-0001,1540 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.55
1-01555-7501,524-R1,1776 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,221,1987,220209,7930000,36,39800002,181,1-01557-0025,345 EAST 94 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,212,1998,207037,6967238,33.7,33400000,161,0.1,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.15
1-01557-7501,483-R1,1838 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,18,1987,17550,630000,35.9,3020000,172,1-01570-0015,423 EAST 90 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,47,1987,30866,951118,30.8,4560000,148,0.25,1-01582-0045,516 EAST 86 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,24,1978,13550,548437,40.5,2750000,203,0.55
1-01562-7501,1539-R1,450 EAST 83 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,120,2005,180466,6590000,36.5,32999995,183,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.35,1-01553-0027,1749 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,165,2002,164384,6090584,37.1,30500000,186,0.45
1-01564-7502,396-R1,401 EAST 84 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,88,1986,105768,4130000,39,20699992,196,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.3,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.3
1-01565-7501,942-R1,420 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,45,1935,51750,1450000,28,6949998,134,1-01518-0009,115 EAST 89 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,45,1924,52848,2341969,44.3,11700000,221,0.5,1-01576-0049,1510 YORK AVENUE,UPPER EAST SIDE (79-96),D1-ELEVATOR,26,1937,22902,618847,27,2960000,129,0.35
1-01566-7501,440-R1,455 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,142,1986,167332,6700000,40,33599999,201,1-01570-0021,1731 YORK AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,267,1986,279945,11689713,41.8,58600000,209,0.2,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.25
1-01566-7502,1482-R1,451 EAST 86 STREET,UPPER EAST SIDE (79-96),R2-WALK-UP,39,1920,7225,200000,27.7,958000,133,1-01603-0034,69 EAST 97 STREET,UPPER EAST SIDE (96-110),C1-WALK-UP,24,1950,14862,233798,15.73,925000,62,0.8,,,,,,,,,,,,
1-01569-7501,117-R1,402 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,82,1910,109500,3390000,31,16200002,148,1-01496-0021,1125 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,41,1922,113052,4223193,37.4,21200000,188,0.65,1-01517-0050,1329 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,2414297,30,11600000,144,0.4
1-01569-7502,605-R1,401 EAST 89 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,197,1963,163567,4830000,29.5,23100011,141,1-01558-0040,306 EAST 96 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,159,1962,149485,3406819,22.79,14800000,99,0.3,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1958,117340,5132369,43.7,25700000,219,0.6
1-01569-7503,1701-R1,400 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,128,1999,112798,4180000,37.1,21000015,186,1-01553-0027,1749 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,165,2002,164384,6090584,37.1,30500000,186,0.15,1-01532-0001,203 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,257,1986,256810,8828871,34.4,42300000,165,0.3
1-01576-7501,277-R1,510 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,91,1986,81223,2685000,33.1,12900002,159,1-01518-0033,1588 3 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,100,1980,81837,2691252,32.9,12900000,158,0.7,1-01531-0035,228 EAST 86 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,111,1986,81100,3222573,39.7,16200000,200,0.5
1-01577-7501,33-R1,520 EAST 81 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,163,1964,103108,3040000,29.5,14600003,142,1-01558-0040,306 EAST 96 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,159,1962,149485,3406819,22.79,14800000,99,0.8,1-01500-0053,1227 MADISON AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1958,117340,5132369,43.7,25700000,219,0.8
1-01577-7502,45-R1,525 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,68,1981,137403,5150000,37.5,25800000,188,1-01553-0027,1749 1 AVENUE,UPPER EAST SIDE (79-96),D6-ELEVATOR,165,2002,164384,6090584,37.1,30500000,186,0.55,1-01532-0016,241 EAST 86 STREET,UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,0.5
1-01577-7503,207-R1,507 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,16,1981,18290,625000,34.2,2989997,163,1-01582-0045,516 EAST 86 STREET,UPPER EAST SIDE (79-96),D9-ELEVATOR,24,1978,13550,548437,40.5,2750000,203,0.25,1-01548-0009,315 EAST 85 STREET,UPPER EAST SIDE (79-96),D1-ELEVATOR,22,1985,13000,439433,33.8,2100000,162,0.35
