Borough,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
QUEENS,3,2009,ELL,3818,679,66,1.7,382,10,2821,73.9,549,14.4,3370,88.3
QUEENS,3,2009,EP,16220,699,113,0.7,689,4.2,9864,60.8,5554,34.2,15418,95.1
QUEENS,3,2010,ELL,3965,683,620,15.6,1604,40.5,1214,30.6,527,13.3,1741,43.9
QUEENS,3,2010,EP,16118,699,1069,6.6,4534,28.1,5627,34.9,4888,30.3,10515,65.2
QUEENS,3,2011,ELL,3935,678,602,15.3,1765,44.9,1421,36.1,147,3.7,1568,39.8
QUEENS,3,2011,EP,16807,691,980,5.8,4594,27.3,8248,49.1,2985,17.8,11233,66.8
QUEENS,3,2012,ELL,3418,679,545,15.9,1393,40.8,1332,39,148,4.3,1480,43.3
QUEENS,3,2012,EP,17525,692,964,5.5,4412,25.2,8937,51,3212,18.3,12149,69.3
QUEENS,4,2006,ELL,2578,651,481,18.7,690,26.8,1189,46.1,218,8.5,1407,54.6
QUEENS,4,2006,EP,16681,684,751,4.5,2054,12.3,8503,51,5373,32.2,13876,83.2
QUEENS,4,2007,ELL,3195,659,427,13.4,786,24.6,1652,51.7,330,10.3,1982,62
QUEENS,4,2007,EP,15873,689,604,3.8,1701,10.7,7825,49.3,5743,36.2,13568,85.5
QUEENS,4,2008,ELL,3082,663,308,10,678,22,1739,56.4,357,11.6,2096,68
QUEENS,4,2008,EP,16192,691,544,3.4,1369,8.5,8186,50.6,6093,37.6,14279,88.2
QUEENS,4,2009,ELL,3065,673,216,7,447,14.6,1826,59.6,576,18.8,2402,78.4
QUEENS,4,2009,EP,16129,700,377,2.3,1013,6.3,7396,45.9,7343,45.5,14739,91.4
QUEENS,4,2010,ELL,3532,670,407,11.5,1580,44.7,1174,33.2,371,10.5,1545,43.7
QUEENS,4,2010,EP,16861,695,645,3.8,4383,26,6053,35.9,5780,34.3,11833,70.2
QUEENS,4,2011,ELL,3420,675,358,10.5,1336,39.1,1277,37.3,449,13.1,1726,50.5
