Borough Name,Community Board,BIN,House Number,Street Name,Complaint Number,Date Complaint Received,DOBRunDate
Queens,414,4860594,807         ,SEAGIRT BOULEVARD               ,4507275,2012-02-14 00:00:00,2013-02-27 00:00:00
Queens,412,4864169,178-06      ,  90 AVENUE                     ,4455778,2010-08-24 00:00:00,2013-02-27 00:00:00
Queens,412,4826171,178-02      ,HILLSIDE AVENUE                 ,4506888,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4857449,136         ,BEACH 5 STREET                  ,4506912,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4861003,510         ,SEAGIRT AVENUE                  ,4506904,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4832128,712         ,SEAGIRT AVENUE                  ,4506890,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4858415,4518        ,NORTON AVENUE                   ,4402422,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,414,4857447,132         ,BEACH 5 STREET                  ,4506910,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,410,4864667,102-15      ,BURLINGAME COURT                ,4402440,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,407,4863964,139-30      ,34 AVENUE                       ,4528663,2012-09-26 00:00:00,2013-02-27 00:00:00
Queens,407,4113208,146-10      ,35 AVENUE                       ,4508322,2012-02-27 00:00:00,2013-02-27 00:00:00
Queens,412,4273211,193-20      , 120 AVENUE                     ,4452886,2010-07-29 00:00:00,2013-02-27 00:00:00
Queens,404,4032037,72-38       ,43 AVENUE                       ,4541525,2013-02-21 00:00:00,2013-02-27 00:00:00
Queens,412,4831645,141-10      ,ROCKAWAY BOULEVARD              ,4462231,2010-10-22 00:00:00,2013-02-27 00:00:00
Queens,402,4028107,53-29       ,WOODSIDE AVENUE                 ,4541956,2013-02-26 00:00:00,2013-02-27 00:00:00
Queens,405,4864311,61-78       ,DRY HARBOR ROAD                 ,4415509,2009-09-16 00:00:00,2013-02-27 00:00:00
Queens,414,4861000,518         ,SEAGIRT AVENUE                  ,4506901,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4864536,130         ,BEACH   91 STREET               ,4402399,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,414,4857026,603         ,BARBADOES DRIVE                 ,4402404,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,402,4847278,65-15       ,QUEENS BOULEVARD                ,4415499,2009-09-16 00:00:00,2013-02-27 00:00:00
Queens,414,4860627,716         ,SEAGIRT AVENUE                  ,4506896,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,407,4862020,133-47      ,  39 AVENUE                     ,4415519,2009-09-16 00:00:00,2013-02-27 00:00:00
Queens,413,4863309,94-33       , 222 STREET                     ,4402751,2009-06-03 00:00:00,2013-02-27 00:00:00
Queens,409,4197055,95-17       ,102 STREET                      ,4541387,2013-02-20 00:00:00,2013-02-27 00:00:00
Queens,409,4540003,75-09       ,JAMAICA AVENUE                  ,4506885,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4860998,602         ,SEAGIRT AVENUE                  ,4506898,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4858414,4520        ,NORTON AVENUE                   ,4402423,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,402,4000662,21-16       ,  44 DRIVE                      ,4415497,2009-09-16 00:00:00,2013-02-27 00:00:00
Queens,414,4860999,520         ,SEAGIRT AVENUE                  ,4506899,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,412,4273317,121-11      , 195 STREET                     ,4402538,2009-06-03 00:00:00,2013-02-27 00:00:00
Queens,405,4054849,65-61       ,HULL AVENUE                     ,4416279,2009-09-22 00:00:00,2013-02-27 00:00:00
Queens,414,4463799,615         ,BARBADOES DRIVE                 ,4402407,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,409,4198273,97-30       , 116 STREET                     ,4437273,2010-03-16 00:00:00,2013-02-27 00:00:00
Queens,414,4861002,514         ,SEAGIRT AVENUE                  ,4506903,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4861005,508         ,SEAGIRT AVENUE                  ,4506905,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4862963,9306        ,SHORE FRONT PARKWAY             ,4506915,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,407,4104287,163-05      ,CROSS ISLAND PARKWAY            ,4395284,2009-04-02 00:00:00,2013-02-27 00:00:00
Queens,414,4864768,24-31       ,BEACH CHANNEL DRIVE             ,4395299,2009-04-02 00:00:00,2013-02-27 00:00:00
Queens,414,4860623,706         ,SEAGIRT AVENUE                  ,4506892,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,408,4142257,70-38       , 136 STREET                     ,4456623,2010-08-31 00:00:00,2013-02-27 00:00:00
Queens,411,4540418,251-20      ,HAND ROAD                       ,4541380,2013-02-20 00:00:00,2013-02-27 00:00:00
Queens,4  ,4859760,4-21        ,  44 AVENUE                     ,4402439,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,412,4280286,137-52      ,BENNETT STREET                  ,4402552,2009-06-03 00:00:00,2013-02-27 00:00:00
Queens,412,4268806,115-44      , 175 STREET                     ,4407773,2009-07-14 00:00:00,2013-02-27 00:00:00
Queens,412,4863796,178-41      ,ANDERSON ROAD                   ,4402581,2009-06-03 00:00:00,2013-02-27 00:00:00
Queens,414,4862401,24-37       ,BEACH CHANNEL DRIVE             ,4401943,2009-05-29 00:00:00,2013-02-27 00:00:00
Queens,411,4168810,240-17      ,  42 AVENUE                     ,4442591,2010-04-29 00:00:00,2013-02-27 00:00:00
Queens,412,4864229,108-04      ,FERN PLACE                      ,4402445,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,414,4861006,506         ,SEAGIRT AVENUE                  ,4506907,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4860624,708         ,SEAGIRT AVENUE                  ,4506893,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4862217,461         ,BEACH 62 STREET                 ,4506914,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4857756,311         ,BEACH 65 STREET                 ,4506913,2012-02-09 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3173438,1453        ,WEST    5 STREET                ,3393715,2011-10-21 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3397091,340         ,   4 AVENUE                     ,3300741,2009-04-07 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3057475,70          ,HANSON PLACE                    ,3404453,2012-02-27 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3061986,205         ,NORTH    7 STREET               ,3350267,2010-08-03 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3336871,214         ,  25 STREET                     ,3301022,2009-04-09 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3854615,106         ,KINGS HIGHWAY                   ,3308598,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3854102,220         ,DAHILL ROAD                     ,3436889,2013-02-21 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3841492,1640        ,  48 STREET                     ,3325183,2009-11-23 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3063589,298         ,RODNEY STREET                   ,3300212,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3007911,85          ,   3 STREET                     ,3341514,2010-05-10 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3062670,241         ,GRAND STREET                    ,3427131,2012-10-17 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3063589,294         ,RODNEY STREET                   ,3300208,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3001442,340         ,DEAN STREET                     ,3404457,2012-02-27 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3181567,1472        ,EAST   19 STREET                ,3388130,2011-08-23 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3170044,2300        ,CROPSEY AVENUE                  ,3308132,2009-06-12 00:00:00,2013-02-27 00:00:00
Brooklyn,313,3397041,2929        ,BRIGHTON 5 STREET               ,3405910,2012-03-14 00:00:00,2013-02-27 00:00:00
Brooklyn,310,3397213,9907        ,THIRD AVENUE                    ,3308782,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3059855,167         ,CLYMER STREET                   ,3356388,2010-09-29 00:00:00,2013-02-27 00:00:00
Brooklyn,309,3397193,393         ,LEFFERTS AVENUE                 ,3300178,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3848354,386         ,MARCY AVENUE                    ,3410440,2012-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3852978,35          ,SOUTH    9 STREET               ,3313394,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3117433,527         ,CONEY ISLAND AVENUE             ,3421141,2012-08-14 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3128126,733         ,OCEAN PARKWAY                   ,3421144,2012-08-14 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3181786,1545        ,EAST 13 STREET                  ,3421147,2012-08-14 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3060794,163         ,RUTLEDGE STREET                 ,3349616,2010-07-28 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3037398,1526        ,LINCOLN PLACE                   ,3315885,2009-08-18 00:00:00,2013-02-27 00:00:00
Brooklyn,317,3117795,944         ,ROGERS AVENUE                   ,3398623,2011-12-16 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3395438,2481        ,OCEAN AVENUE                    ,3302046,2009-04-20 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3855779,305         ,CALYER STREET                   ,3313361,2009-07-27 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3017244,325         ,  20 STREET                     ,3300221,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3335871,53          ,BRIDGE STREET                   ,3363326,2010-12-09 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3049319,633         ,MARCY AVENUE                    ,3318674,2009-09-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3397186,150         ,NORTH   12 STREET               ,3300206,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,309,3106768,559         ,BROOKLYN AVENUE                 ,3350144,2010-08-02 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3016234,244         ,  59 STREET                     ,3342389,2010-05-18 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3016236,5902        ,   3 AVENUE                     ,3346016,2010-06-23 00:00:00,2013-02-27 00:00:00
Brooklyn,310,3149329,577         ,  77 STREET                     ,3304968,2009-05-15 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3846325,212         ,NORTH    9 STREET               ,3300740,2009-04-07 00:00:00,2013-02-27 00:00:00
Brooklyn,309,3034225,410         ,CROWN STREET                    ,3311279,2009-07-09 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3192043,623         ,AVENUE U                        ,3335645,2010-03-16 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,46          ,SOUTH    8 STREET               ,3308576,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3055900,432         ,CLERMONT AVENUE                 ,3374270,2011-04-15 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3248646,2433        ,KNAPP STREET                    ,3318680,2009-09-16 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3319559,178         ,CENTRAL AVENUE                  ,3431541,2012-12-10 00:00:00,2013-02-27 00:00:00
Brooklyn,318,3229180,1088        ,EAST   92 STREET                ,3302048,2009-04-20 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3338446,120         ,JEFFERSON STREET                ,3432195,2012-12-18 00:00:00,2013-02-27 00:00:00
Brooklyn,313,3849364,2856        ,WEST 15 STREET                  ,3429775,2012-11-19 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3118167,248         ,STRATFORD ROAD                  ,3410042,2012-04-26 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3397506,320         ,  19 STREET                     ,3319406,2009-09-23 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3057466,1189        ,FULTON STREET                   ,3322342,2009-10-22 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3182052,1595        ,EAST   19 STREET                ,3302593,2009-04-23 00:00:00,2013-02-27 00:00:00
Brooklyn,318,3219648,4422        ,AVENUE M                        ,3414403,2012-06-07 00:00:00,2013-02-27 00:00:00
Bronx,209,2830715,1358        ,ODELL STREET                    ,2178436,2012-10-17 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3855504,820         ,BERGEN STREET                   ,3358959,2010-10-26 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3396753,335         ,GREENE AVENUE                   ,3328507,2009-12-30 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3396741,42          ,SOUTH    8 STREET               ,3308574,2009-06-16 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3394428,107         ,WAVERLY AVENUE                  ,3315779,2009-08-17 00:00:00,2013-02-27 00:00:00
Bronx,207,2832029,2184        ,CEDAR AVENUE                    ,2145017,2010-05-10 00:00:00,2013-02-27 00:00:00
Bronx,204,2002425,288         ,EAST 169 STREET                 ,2179906,2012-12-06 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3029361,314         ,ST JOHN PLACE                   ,3400427,2012-01-09 00:00:00,2013-02-27 00:00:00
Bronx,208,2015615,3103        ,SEDGEWICK AVENUE                ,2129394,2009-04-23 00:00:00,2013-02-27 00:00:00
Bronx,208,2083421,3198        ,CAMBRIDGE AVENUE                ,2129416,2009-04-23 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3000210,52          ,DUFFIELD STREET                 ,3355270,2010-09-18 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3853771,565         ,FLUSHING AVENUE                 ,3314490,2009-08-05 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3852978,35          ,SOUTH    9 STREET               ,3362005,2010-11-24 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3171520,1504        ,CONEY ISLAND AVENUE             ,3379099,2011-05-31 00:00:00,2013-02-27 00:00:00
Bronx,210,2091406,1027        ,CLARENCE AVENUE                 ,2145553,2010-05-21 00:00:00,2013-02-27 00:00:00
Bronx,203,2806499,463         ,EAST 173 STREET                 ,2177821,2012-09-26 00:00:00,2013-02-27 00:00:00
Bronx,212,2056900,3331        ,WHITE PLAINS ROAD               ,2177464,2012-09-17 00:00:00,2013-02-27 00:00:00
Brooklyn,313,3187432,2849        ,CROPSEY AVENUE                  ,3415594,2012-06-18 00:00:00,2013-02-27 00:00:00
Brooklyn,304,3074547,142         ,WYCKOFF AVENUE                  ,3340136,2010-04-27 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3327677,4324        ,12 AVENUE                       ,3424470,2012-09-17 00:00:00,2013-02-27 00:00:00
Brooklyn,309,3397404,382         ,LEFFERTS AVENUE                 ,3407230,2012-03-27 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3829508,701         ,UNION STREET                    ,3346339,2010-06-25 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3817428,424         ,HALSEY STREET                   ,3352628,2010-08-24 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3182903,1769        ,EAST   13 STREET                ,3308749,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3855100,1442        ,  67 STREET                     ,3328581,2009-12-31 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3811246,49          ,DUFFIELD STREET                 ,3387174,2011-08-15 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3001031,113         ,BOERUM PLACE                    ,3328023,2009-12-23 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3182574,2131        ,OCEAN AVENUE                    ,3355812,2010-09-23 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3063589,302         ,RODNEY STREET                   ,3435833,2013-02-05 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3063395,349         ,KENT AVENUE                     ,3354921,2010-09-15 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3392888,17          ,HARRISON AVENUE                 ,3406451,2012-03-20 00:00:00,2013-02-27 00:00:00
Brooklyn,305,3252609,444         ,MILLER AVENUE                   ,3352914,2010-08-26 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3397868,2758        ,OCEAN AVENUE                    ,3347208,2010-07-05 00:00:00,2013-02-27 00:00:00
Brooklyn,313,3244657,52          ,BRIGHTON 1 PLACE                ,3420628,2012-08-09 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3397894,78          ,MIDDLETON STREET                ,3404446,2012-02-27 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3019555,708A        ,DEGRAW STREET                   ,3407387,2012-03-29 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3127351,900         ,CONEY ISLAND AVENUE             ,3307171,2009-06-04 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3398487,45          ,THROOP AVENUE                   ,3357010,2010-10-05 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3056030,476         ,WASHINGTON AVENUE               ,3353362,2010-08-31 00:00:00,2013-02-27 00:00:00
Brooklyn,309,3107007,550         ,KINGSTON AVENUE                 ,3308692,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,305,3855134,491         ,MILFORD STREET                  ,3302093,2009-04-20 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3130807,1517        ,  57 STREET                     ,3326883,2009-12-10 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3057563,538         ,WASHINGTON AVENUE               ,3308691,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,316,3825643,400         ,ROCKAWAY AVENUE                 ,3404448,2012-02-27 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3128805,4714        ,16 AVENUE                       ,3405079,2012-03-05 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3809161,66          ,CLERMONT AVENUE                 ,3404450,2012-02-27 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3046374,354         ,LEWIS AVENUE                    ,3340335,2010-04-28 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3126727,597         ,EAST    3 STREET                ,3359772,2010-11-03 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3330501,108         ,   5 AVENUE                     ,3356149,2010-09-27 00:00:00,2013-02-27 00:00:00
Brooklyn,303,3825077,292         ,QUINCY STREET                   ,3311100,2009-07-08 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3000521,33          ,NEVINS STREET                   ,3369510,2011-02-25 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3017244,325         ,  20 STREET                     ,3371948,2011-03-24 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3329430,174         ,NASSAU STREET                   ,3329025,2010-01-06 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3117142,571         ,OCEAN AVENUE                    ,3336429,2010-03-23 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3816882,622         ,GRAND AVENUE                    ,3351880,2010-08-17 00:00:00,2013-02-27 00:00:00
Brooklyn,309,3820653,322         ,LINCOLN ROAD                    ,3303029,2009-04-28 00:00:00,2013-02-27 00:00:00
Brooklyn,314,3182101,2025        ,OCEAN AVENUE                    ,3335302,2010-03-12 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3060945,51          ,HEYWARD STREET                  ,3340594,2010-04-30 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3059929,540         ,BEDFORD AVENUE                  ,3425099,2012-09-25 00:00:00,2013-02-27 00:00:00
Brooklyn,313,3244326,37          ,BRIGHTON 2 PLACE                ,3414876,2012-06-12 00:00:00,2013-02-27 00:00:00
Brooklyn,302,3855957,319         ,SCHERMERHORN STREET             ,3321425,2009-10-15 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3064380,32          ,INDIA STREET                    ,3303071,2009-04-28 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3388089,187         ,  20 STREET                     ,3300292,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,315,3248877,1           ,OPAL COURT                      ,3317627,2009-09-04 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3066348,98          ,DIAMOND STREET                  ,3382226,2011-06-27 00:00:00,2013-02-27 00:00:00
Brooklyn,308,3036661,279         ,ALBANY AVENUE                   ,3353023,2010-08-27 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3068368,630         ,LORIMER STREET                  ,3339663,2010-04-22 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3059917,176         ,DIVISION AVENUE                 ,3356312,2010-09-28 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3336085,232         ,SMITH STREET                    ,3341842,2010-05-12 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3830952,174         ,WEST STREET                     ,3321372,2009-10-14 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3064106,164         ,WEST STREET                     ,3321376,2009-10-14 00:00:00,2013-02-27 00:00:00
Brooklyn,311,3167839,8746        ,  20 AVENUE                     ,3319264,2009-09-22 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3010209,227         ,  34 STREET                     ,3300381,2009-04-03 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3127255,716         ,DITMAS AVENUE                   ,3308697,2009-06-17 00:00:00,2013-02-27 00:00:00
Brooklyn,306,3023718,308         ,  14 STREET                     ,3302042,2009-04-20 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3126618,220         ,CORTELYOU ROAD                  ,3423335,2012-09-05 00:00:00,2013-02-27 00:00:00
Brooklyn,316,3041658,190         ,MAC DOUGAL STREET               ,3404070,2012-02-22 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3397465,1663        ,  60 STREET                     ,3369486,2011-02-24 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3068239,538         ,UNION AVENUE                    ,3300238,2009-04-02 00:00:00,2013-02-27 00:00:00
Brooklyn,312,3398698,1520        ,  49 STREET                     ,3390106,2011-09-13 00:00:00,2013-02-27 00:00:00
Brooklyn,307,3800255,683         ,   4 AVENUE                     ,3320519,2009-10-05 00:00:00,2013-02-27 00:00:00
Brooklyn,301,3060187,109         ,LEE AVENUE                      ,3331498,2010-02-02 00:00:00,2013-02-27 00:00:00
Queens,414,4857445,128         ,BEACH 5 STREET                  ,4506908,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4861001,516         ,SEAGIRT AVENUE                  ,4506902,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,407,4463562,22-42       , 123 STREET                     ,4429317,2009-12-23 00:00:00,2013-02-27 00:00:00
Queens,406,4050960,99-39       ,66 AVENUE                       ,4508317,2012-02-27 00:00:00,2013-02-27 00:00:00
Queens,413,4230257,94-35       , 222 STREET                     ,4453188,2010-08-02 00:00:00,2013-02-27 00:00:00
Queens,407,4458632,140-15      ,CHERRY AVENUE                   ,4508319,2012-02-27 00:00:00,2013-02-27 00:00:00
Queens,406,4839214,105-35      ,68 ROAD                         ,4508323,2012-02-27 00:00:00,2013-02-27 00:00:00
Queens,401,4011668,32-34       ,  43 STREET                     ,4402636,2009-06-03 00:00:00,2013-02-27 00:00:00
Queens,412,4863037,176-08      , 108 ROAD                       ,4442598,2010-04-29 00:00:00,2013-02-27 00:00:00
Queens,414,4300945,24-49       ,BEACH CHANNEL DRIVE             ,4395294,2009-04-02 00:00:00,2013-02-27 00:00:00
Queens,414,4861004,512         ,SEAGIRT AVENUE                  ,4506906,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4859288,617         ,BARBADOES DRIVE                 ,4402408,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,414,4857025,611         ,BARBADOES DRIVE                 ,4402406,2009-06-02 00:00:00,2013-02-27 00:00:00
Queens,414,4857448,134         ,BEACH 5 STREET                  ,4506911,2012-02-09 00:00:00,2013-02-27 00:00:00
Queens,414,4860605,801         ,SEAGIRT BOULEVARD               ,4507279,2012-02-14 00:00:00,2013-02-27 00:00:00
Queens,412,4862246,169-07      , 107 AVENUE                     ,4433860,2010-02-09 00:00:00,2013-02-27 00:00:00
Queens,406,4072592,64-64       ,WETHEROLE STREET                ,4516760,2012-05-25 00:00:00,2013-02-27 00:00:00
Queens,402,4000550,45-45       ,  21 STREET                     ,4448661,2010-06-21 00:00:00,2013-02-27 00:00:00
Queens,409,4864358,97-46       ,  85 STREET                     ,4402753,2009-06-03 00:00:00,2013-02-27 00:00:00
Queens,402,4028053,37-05       ,68 STREET                       ,4514154,2012-05-01 00:00:00,2013-02-27 00:00:00
Queens,408,4146997,71-74       ,PARSONS BOULEVARD               ,4428275,2009-12-12 00:00:00,2013-02-27 00:00:00
Queens,401,4004873,29-37       ,  41 AVENUE                     ,4462871,2010-10-27 00:00:00,2013-02-27 00:00:00
Queens,408,4857117,179-16      ,GRAND CENTRAL PARKWAY           ,4453719,2010-08-06 00:00:00,2013-02-27 00:00:00
Queens,409,4080124,80-15       ,LEFFERTS BOULEVARD              ,4427526,2009-12-07 00:00:00,2013-02-27 00:00:00
Queens,408,4211161,172-28      ,83 AVENUE                       ,4505609,2012-01-25 00:00:00,2013-02-27 00:00:00
