Year of birth,GENDER,ETHNICITY,CHILD FIRST NAME,COUNT,RANK
2009,MALE,BLACK NON HISPANIC,TROY,11,59
2009,MALE,BLACK NON HISPANIC,VICTOR,11,59
2009,MALE,BLACK NON HISPANIC,AADEN,10,60
2009,MALE,BLACK NON HISPANIC,BOUBACAR,10,60
2009,MALE,BLACK NON HISPANIC,BRADLEY,10,60
2009,MALE,BLACK NON HISPANIC,CALVIN,10,60
2009,MALE,BLACK NON HISPANIC,DAMARI,10,60
2009,MALE,BLACK NON HISPANIC,DARNELL,10,60
2009,MALE,BLACK NON HISPANIC,DEANDRE,10,60
2009,MALE,BLACK NON HISPANIC,DERRICK,10,60
2009,MALE,BLACK NON HISPANIC,DESHAWN,10,60
2009,MALE,BLACK NON HISPANIC,DESMOND,10,60
2009,MALE,BLACK NON HISPANIC,DOMINIC,10,60
2009,MALE,BLACK NON HISPANIC,JELANI,10,60
2009,MALE,BLACK NON HISPANIC,JESSE,10,60
2009,MALE,BLACK NON HISPANIC,JUSTICE,10,60
2009,MALE,BLACK NON HISPANIC,KAMERON,10,60
2009,MALE,BLACK NON HISPANIC,MAXWELL,10,60
2009,MALE,BLACK NON HISPANIC,MICHEAL,10,60
2009,MALE,BLACK NON HISPANIC,MOUSSA,10,60
2009,MALE,BLACK NON HISPANIC,OUSMANE,10,60
2009,MALE,BLACK NON HISPANIC,QUENTIN,10,60
2009,MALE,BLACK NON HISPANIC,RILEY,10,60
2009,MALE,BLACK NON HISPANIC,SETH,10,60
2009,MALE,BLACK NON HISPANIC,YOUSSOUF,10,60
