DBN,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
84Q704,All Grades,2008,All Students,266,,3,1.1,36,13.5,156,58.6,71,26.7,227,85.3
84Q704,All Grades,2009,All Students,261,,0,0,5,1.9,138,52.9,118,45.2,256,98.1
84Q704,All Grades,2010,All Students,262,,5,1.9,76,29,126,48.1,55,21,181,69.1
84Q704,All Grades,2011,All Students,266,681,15,5.6,99,37.2,115,43.2,37,13.9,152,57.1
84Q704,All Grades,2012,All Students,263,692,6,2.3,66,25.1,135,51.3,56,21.3,191,72.6
84Q705,3,2011,All Students,25,685,3,12,8,32,12,48,2,8,14,56
84Q705,3,2012,All Students,25,699,0,0,3,12,16,64,6,24,22,88
84Q705,4,2011,All Students,26,685,0,0,12,46.2,7,26.9,7,26.9,14,53.8
84Q705,4,2012,All Students,26,693,0,0,6,23.1,12,46.2,8,30.8,20,76.9
84Q705,5,2011,All Students,54,709,1,1.9,2,3.7,25,46.3,26,48.1,51,94.4
84Q705,5,2012,All Students,54,690,2,3.7,17,31.5,19,35.2,16,29.6,35,64.8
84Q705,6,2011,All Students,53,696,1,1.9,11,20.8,21,39.6,20,37.7,41,77.4
84Q705,6,2012,All Students,54,706,0,0,6,11.1,17,31.5,31,57.4,48,88.9
84Q705,7,2011,All Students,54,685,0,0,13,24.1,25,46.3,16,29.6,41,75.9
84Q705,7,2012,All Students,53,698,0,0,7,13.2,21,39.6,25,47.2,46,86.8
84Q705,8,2011,All Students,53,686,1,1.9,17,32.1,23,43.4,12,22.6,35,66
84Q705,8,2012,All Students,56,683,3,5.4,10,17.9,35,62.5,8,14.3,43,76.8
84Q705,All Grades,2011,All Students,265,692,6,2.3,63,23.8,113,42.6,83,31.3,196,74
84Q705,All Grades,2012,All Students,268,695,5,1.9,49,18.3,120,44.8,94,35.1,214,79.9
84Q706,3,2006,All Students,97,674,1,1,17,17.5,67,69.1,12,12.4,79,81.4
84Q706,3,2007,All Students,91,682,3,3.3,11,12.1,54,59.3,23,25.3,77,84.6
84Q706,3,2008,All Students,73,692,0,0,7,9.6,44,60.3,22,30.1,66,90.4
84Q706,3,2009,All Students,74,686,0,0,0,0,65,87.8,9,12.2,74,100
84Q706,3,2010,All Students,73,689,4,5.5,22,30.1,30,41.1,17,23.3,47,64.4
