BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,CORE SUBJECT(9-12 ONLY),CORE COURSE(9-12 ONLY),SERVICE CATEGORY(K-9 ONLY),NUMBER OF CLASSES,TOTAL REGISTER(as of 1-23-08),AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS(as of 1-23-08),SIZE OF LARGEST CLASS(as of 1-23-08)
Q,29,Q208,P.S. / I.S. 208,07,GEN ED,-,-,-,3,85,28.3,26,31
Q,29,Q208,P.S. / I.S. 208,08,GEN ED,-,-,-,3,77,25.7,23,29
Q,29,Q208,P.S. / I.S. 208,0K-09,SPEC ED,-,-,12:1:1,1,5,5,5,5
Q,29,Q231,I.S. 231 MAGNETECH 2000,07,GEN ED,-,-,-,13,310,23.8,21,27
Q,29,Q231,I.S. 231 MAGNETECH 2000,07,CTT,-,-,-,1,22,22,22,22
Q,29,Q231,I.S. 231 MAGNETECH 2000,08,GEN ED,-,-,-,13,378,29.1,26,33
Q,29,Q231,I.S. 231 MAGNETECH 2000,08,CTT,-,-,-,1,17,17,17,17
Q,29,Q231,I.S. 231 MAGNETECH 2000,0K-09,SPEC ED,-,-,12:1,4,31,7.8,2,11
Q,29,Q231,I.S. 231 MAGNETECH 2000,0K-09,SPEC ED,-,-,12:1:1,1,7,7,7,7
Q,29,Q238,I.S. 238 SUSAN B ANTHONY,06,GEN ED,-,-,-,16,448,28,7,32
Q,29,Q238,I.S. 238 SUSAN B ANTHONY,06,CTT,-,-,-,1,24,24,24,24
Q,29,Q238,I.S. 238 SUSAN B ANTHONY,07,GEN ED,-,-,-,16,443,27.7,5,32
Q,29,Q238,I.S. 238 SUSAN B ANTHONY,08,GEN ED,-,-,-,14,423,30.2,17,35
Q,29,Q238,I.S. 238 SUSAN B ANTHONY,08,CTT,-,-,-,1,29,29,29,29
Q,29,Q238,I.S. 238 SUSAN B ANTHONY,0K-09,SPEC ED,-,-,12:1,3,32,10.7,8,13
Q,29,Q238,I.S. 238 SUSAN B ANTHONY,0K-09,SPEC ED,-,-,12:1:1,3,34,11.3,11,12
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 9,,4,82,20.5,18,22
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 10,,4,94,23.5,22,25
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 11,,3,85,28.3,26,30
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,ENGLISH,OTHER,,4,89,22.3,18,26
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,7,169,24.1,18,31
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT & ECONOMICS,,4,94,23.5,22,25
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,5,109,21.8,17,25
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,SCIENCE,CHEMISTRY,,3,69,23,22,24
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,MATH,MATH A,,3,70,23.3,22,25
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,MATH,MATH B,,5,109,21.8,15,30
Q,29,Q248,QUEENS PREPARATORY ACADEMY,09-12,GEN ED,MATH,ALGEBRA,,4,83,20.8,17,23
Q,29,Q251,P.S. 251 QUEENS,0K,GEN ED,-,-,-,4,82,20.5,18,22
Q,29,Q251,P.S. 251 QUEENS,01,GEN ED,-,-,-,5,116,23.2,20,25
Q,29,Q251,P.S. 251 QUEENS,02,GEN ED,-,-,-,4,88,22,21,24
Q,29,Q251,P.S. 251 QUEENS,03,GEN ED,-,-,-,4,88,22,18,24
Q,29,Q251,P.S. 251 QUEENS,0K-09,SPEC ED,-,-,12:1:1,3,33,11,10,12
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,06,GEN ED,-,-,-,4,80,20,19,21
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,07,GEN ED,-,-,-,3,60,20,18,21
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,07,CTT,-,-,-,1,28,28,28,28
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,08,GEN ED,-,-,-,2,39,19.5,19,20
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,09-12,GEN ED,ENGLISH,OTHER,,8,208,26,23,32
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,09-12,GEN ED,SOCIAL STUDIES,OTHER,,8,208,26,23,32
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,3,84,28,27,30
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,09-12,GEN ED,SCIENCE,OTHER,,8,205,25.6,23,30
Q,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A C,09-12,GEN ED,MATH,OTHER,,8,208,26,23,32
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,,4,81,20.3,16,25
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,4,97,24.3,18,29
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,4,88,22,19,29
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,,4,85,21.3,12,28
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,4,85,21.3,16,27
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,4,82,20.5,12,27
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,4,94,23.5,15,30
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,4,105,26.3,19,29
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,8,174,21.8,12,27
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,,6,148,24.7,22,29
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,,1,18,18,18,18
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,,8,188,23.5,12,32
Q,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,,7,147,21,10,29
Q,29,Q268,P.S. 268,0K,GEN ED,-,-,-,2,41,20.5,20,21
Q,29,Q268,P.S. 268,01,GEN ED,-,-,-,3,51,17,16,18
Q,29,Q268,P.S. 268,02,GEN ED,-,-,-,2,35,17.5,17,18
Q,29,Q268,P.S. 268,02,CTT,-,-,-,1,18,18,18,18
Q,29,Q268,P.S. 268,03,GEN ED,-,-,-,2,40,20,20,20
Q,29,Q268,P.S. 268,03,CTT,-,-,-,1,21,21,21,21
Q,29,Q268,P.S. 268,04,GEN ED,-,-,-,2,46,23,23,23
Q,29,Q268,P.S. 268,04,CTT,-,-,-,1,21,21,21,21
Q,29,Q268,P.S. 268,05,GEN ED,-,-,-,2,51,25.5,25,26
Q,29,Q268,P.S. 268,06,GEN ED,-,-,-,3,64,21.3,21,22
Q,29,Q268,P.S. 268,07,GEN ED,-,-,-,2,42,21,21,21
Q,29,Q268,P.S. 268,08,GEN ED,-,-,-,2,49,24.5,24,25
Q,29,Q268,P.S. 268,0K-09,SPEC ED,-,-,12:1:1,2,19,9.5,8,11
Q,29,Q270,P.S. / I.S. Q270,0K,GEN ED,-,-,-,1,25,25,25,25
Q,29,Q270,P.S. / I.S. Q270,0K,CTT,-,-,-,1,25,25,25,25
Q,29,Q270,P.S. / I.S. Q270,01,GEN ED,-,-,-,1,28,28,28,28
Q,29,Q270,P.S. / I.S. Q270,01,CTT,-,-,-,1,24,24,24,24
Q,29,Q270,P.S. / I.S. Q270,02,GEN ED,-,-,-,2,54,27,27,27
Q,29,Q270,P.S. / I.S. Q270,03,GEN ED,-,-,-,3,76,25.3,25,26
Q,29,Q270,P.S. / I.S. Q270,04,GEN ED,-,-,-,4,107,26.8,26,27
Q,29,Q270,P.S. / I.S. Q270,05,GEN ED,-,-,-,3,77,25.7,25,27
Q,29,Q270,P.S. / I.S. Q270,06,GEN ED,-,-,-,2,55,27.5,27,28
Q,29,Q270,P.S. / I.S. Q270,07,GEN ED,-,-,-,3,83,27.7,26,29
Q,29,Q270,P.S. / I.S. Q270,08,GEN ED,-,-,-,2,54,27,27,27
Q,29,Q270,P.S. / I.S. Q270,0K-09,SPEC ED,-,-,12:1:1,1,11,11,11,11
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,ENGLISH,ENGLISH 9,,4,117,29.3,28,31
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,ENGLISH,ENGLISH 10,,4,117,29.3,27,32
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,ENGLISH,ENGLISH 11,,3,87,29,26,33
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,ENGLISH,ENGLISH 12,,2,62,31,31,31
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,4,119,29.8,26,33
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,2,63,31.5,31,32
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,3,86,28.7,21,34
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,2,64,32,32,32
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SOCIAL STUDIES,OTHER,,1,36,36,36,36
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,3,103,34.3,32,37
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SCIENCE,CHEMISTRY,,2,61,30.5,28,33
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SCIENCE,PHYSICS,,1,35,35,35,35
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,SCIENCE,OTHER,,5,152,30.4,25,34
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,MATH,ALGEBRA,,5,151,30.2,25,34
Q,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,09-12,GEN ED,MATH,OTHER,,8,236,29.5,18,34
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,06,GEN ED,-,-,-,1,28,28,28,28
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,07,GEN ED,-,-,-,1,28,28,28,28
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,08,GEN ED,-,-,-,2,38,19,17,21
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,0K-09,SPEC ED,-,-,12:1,1,6,6,6,6
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,ENGLISH,ENGLISH 9,,2,53,26.5,25,28
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,ENGLISH,ENGLISH 10,,2,43,21.5,19,24
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,ENGLISH,OTHER,,4,95,23.8,19,26
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,3,64,21.3,12,26
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,2,46,23,23,23
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,2,55,27.5,26,29
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,4,77,19.3,10,27
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,SCIENCE,OTHER,,3,55,18.3,11,29
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,MATH,ALGEBRA,,2,54,27,25,29
Q,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLE,09-12,GEN ED,MATH,OTHER,,2,43,21.5,17,26
Q,29,Q295,P.S./I.S. 295,0K,GEN ED,-,-,-,2,34,17,17,17
Q,29,Q295,P.S./I.S. 295,01,GEN ED,-,-,-,1,22,22,22,22
Q,29,Q295,P.S./I.S. 295,02,GEN ED,-,-,-,1,27,27,27,27
Q,29,Q295,P.S./I.S. 295,06,GEN ED,-,-,-,2,62,31,30,32
Q,29,Q295,P.S./I.S. 295,0K-09,SPEC ED,-,-,12:1:1,1,10,10,10,10
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,ENGLISH,ENGLISH 9,,7,143,20.4,13,27
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,ENGLISH,ENGLISH 10,,4,127,31.8,30,34
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,ENGLISH,ENGLISH 11,,4,118,29.5,26,34
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,ENGLISH,ENGLISH 12,,3,89,29.7,28,32
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,10,268,26.8,16,32
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,4,113,28.3,19,34
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,1,26,26,26,26
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,4,98,24.5,11,33
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,8,202,25.3,20,31
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SCIENCE,EARTH SCIENCE,,4,129,32.3,30,34
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SCIENCE,CHEMISTRY,,2,64,32,32,32
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,SCIENCE,PHYSICS,,1,31,31,31,31
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,MATH,MATH A,,5,144,28.8,20,34
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,MATH,MATH B,,5,166,33.2,29,39
Q,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",09-12,GEN ED,MATH,ALGEBRA,,9,219,24.3,17,33
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,ENGLISH,ENGLISH 9,,6,158,26.3,17,30
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,ENGLISH,ENGLISH 10,,5,137,27.4,23,32
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,ENGLISH,ENGLISH 11,,4,114,28.5,22,36
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,ENGLISH,ENGLISH 12,,3,68,22.7,13,28
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,SPEC ED,ENGLISH,ENGLISH 10,,2,14,7,6,8
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,6,160,26.7,19,34
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,6,149,24.8,12,35
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,4,116,29,26,32
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,,1,37,37,37,37
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,SPEC ED,SOCIAL STUDIES,OTHER,,4,25,6.3,5,9
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SCIENCE,EARTH SCIENCE,,4,111,27.8,22,33
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SCIENCE,CHEMISTRY,,2,61,30.5,30,31
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SCIENCE,PHYSICS,,1,30,30,30,30
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,SCIENCE,OTHER,,10,280,28,18,33
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,,2,13,6.5,5,8
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,MATH,MATH B,,1,33,33,33,33
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,GEN ED,MATH,OTHER,,16,438,27.4,14,33
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,SPEC ED,MATH,MATH A,,2,11,5.5,5,6
Q,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",09-12,SPEC ED,MATH,ALGEBRA,,2,14,7,6,8
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,ENGLISH,ENGLISH 9,,7,144,20.6,14,26
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,ENGLISH,ENGLISH 10,,4,133,33.3,26,38
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,ENGLISH,ENGLISH 11,,3,103,34.3,33,35
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,ENGLISH,ENGLISH 12,,3,62,20.7,16,26
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,SPEC ED,ENGLISH,ENGLISH 10,,2,11,5.5,5,6
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,6,162,27,21,35
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,4,131,32.8,30,35
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,3,100,33.3,33,34
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,3,86,28.7,20,33
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,SPEC ED,SOCIAL STUDIES,OTHER,,2,14,7,5,9
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,6,169,28.2,24,32
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,SCIENCE,EARTH SCIENCE,,7,205,29.3,20,35
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,SCIENCE,CHEMISTRY,,1,34,34,34,34
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,,3,15,5,5,5
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,SPEC ED,SCIENCE,EARTH SCIENCE,,1,6,6,6,6
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,MATH,MATH A,,6,162,27,19,35
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,MATH,MATH B,,4,113,28.3,22,37
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,GEN ED,MATH,ALGEBRA,,8,171,21.4,14,26
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,SPEC ED,MATH,MATH A,,2,11,5.5,5,6
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,SPEC ED,MATH,MATH B,,1,5,5,5,5
Q,29,Q496,"BUSINESS, COMPUTER APPLICATIONS AND ENTREPRENEURSH",09-12,SPEC ED,MATH,ALGEBRA,,1,5,5,5,5
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,,5,131,26.2,23,31
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,,3,76,25.3,21,33
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,,4,117,29.3,26,33
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,,3,89,29.7,26,34
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,,5,152,30.4,27,33
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,,5,145,29,23,34
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,,3,75,25,14,31
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,OTHER,,1,5,5,5,5
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,,5,148,29.6,28,32
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,,4,111,27.8,23,32
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,,5,157,31.4,30,34
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,,7,181,25.9,13,34
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,,2,48,24,16,32
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,,6,156,26,23,28
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,SPEC ED,MATH,MATH A,,1,5,5,5,5
Q,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,,1,7,7,7,7
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,0K,GEN ED,-,-,-,4,91,22.8,20,24
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,01,GEN ED,-,-,-,4,83,20.8,19,22
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,01,CTT,-,-,-,1,22,22,22,22
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,02,GEN ED,-,-,-,4,99,24.8,22,26
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,03,GEN ED,-,-,-,5,104,20.8,19,23
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,04,GEN ED,-,-,-,4,93,23.3,21,25
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,05,GEN ED,-,-,-,4,89,22.3,15,25
Q,30,Q002,P.S. 002 ALFRED ZIMBERG,0K-09,SPEC ED,-,-,12:1:1,4,45,11.3,10,12
Q,30,Q010,I.S. 010 HORACE GREELEY,06,GEN ED,-,-,-,10,263,26.3,13,31
Q,30,Q010,I.S. 010 HORACE GREELEY,06,CTT,-,-,-,1,27,27,27,27
Q,30,Q010,I.S. 010 HORACE GREELEY,07,GEN ED,-,-,-,10,249,24.9,14,30
Q,30,Q010,I.S. 010 HORACE GREELEY,07,CTT,-,-,-,1,25,25,25,25
Q,30,Q010,I.S. 010 HORACE GREELEY,08,GEN ED,-,-,-,9,260,28.9,22,31
Q,30,Q010,I.S. 010 HORACE GREELEY,08,CTT,-,-,-,1,22,22,22,22
Q,30,Q010,I.S. 010 HORACE GREELEY,0K-09,SPEC ED,-,-,12:1,1,8,8,8,8
