BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-02263-7505,2015-R1,463 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2006,19823,434520,21.92,1890000,95,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.85,3-02421-0035,247 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,21744,454364,20.9,963000,44.3,0.8
3-02263-7506,2016-R1,461 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2006,24214,530770,21.92,2300004,95,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,0.95,3-02408-0007,226 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,21,1912,23400,517085,22.1,1100000,47,0.9
3-02264-7504,699-R1,254 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,19,1931,40294,669686,16.62,2270004,56,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,434132,16.83,1130000,43.8,0.6,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,400572,17.42,849000,36.9,0.7
3-02264-7507,878-R1,248 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2001,38600,808284,20.94,3510004,91,3-02408-0007,226 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,21,1912,23400,517085,22.1,1100000,47,0.9,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,28800,547883,19.02,1160000,40.3,0.7
3-02264-7508,939-R1,547 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,338895,20.37,1469998,88,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.85,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7509,940-R1,543 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2001,16637,338895,20.37,1470002,88,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.85,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7510,941-R1,551 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2003,16637,338895,20.37,1470000,88,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.85,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7511,942-R1,555 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,0,16648,339119,20.37,1470000,88,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.85,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7512,949-R1,559 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2002,14000,285180,20.37,1240001,89,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.85,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7513,1284-R1,282 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2003,45000,916650,20.37,3979997,88,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,1.05,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.9
3-02264-7514,1283-R1,274 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2005,32854,687962,20.94,2990000,91,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,1.05,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7515,1313-R1,298 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,20,2005,32291,676173,20.94,2940000,91,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,1.05,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7518,1287-R1,268 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2005,32523,681031,20.94,2840000,87,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,1.05,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7520,1337-R1,593 FLUSHING AVENUE,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2005,17940,365437,20.37,1590000,89,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.85,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02264-7521,1336-R1,290 WALLABOUT STREET,WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2005,38717,810733,20.94,3519998,91,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,1.05,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7
3-02267-7501,807-R1,111 GERRY STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,25,2001,43571,697136,16,2759995,63,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.85,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.6
3-02267-7502,983-R1,59 THROOP AVENUE,WILLIAMSBURG-EAST,R4-ELEVATOR,15,2002,21000,373170,17.77,1399996,67,3-02409-0011,264 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,15836,304835,19.25,646000,40.8,0.8,3-02433-0018,228 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D1-ELEVATOR,30,1920,19422,348814,17.96,1300000,67,0.85
3-02267-7503,1027-R1,49 THROOP AVENUE,WILLIAMSBURG-EAST,R4-ELEVATOR,26,2000,40232,765212,19.02,3030001,75,3-02421-0018,286 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,36,1910,26532,531148,20.02,1990000,75,0.8,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,28800,547883,19.02,1160000,40.3,0.65
3-02276-7501,1998-R1,721 FLUSHING AVENUE,WILLIAMSBURG-EAST,R4-ELEVATOR,14,2006,14400,279360,19.4,1210000,84,3-02409-0009,262 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,15836,328416,20.74,696000,44,1,3-02412-0033,355 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1919,19104,400572,20.97,849000,44.4,0.8
3-02297-7501,1426-R1,55 BERRY STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,45,1900,51213,870621,17,3449999,67,3-02183-0058,189 ROSS STREET,WILLIAMSBURG-CENTRAL,D9-ELEVATOR,35,1925,25800,434132,16.83,1130000,43.8,0.95,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,28800,547883,19.02,1160000,40.3,0.7
3-02297-7502,2341-R1,125 NORTH 10 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,86,2007,85905,1796273,20.91,6720002,78,3-02305-0018,193 NORTH 9 STREET,WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,3527222,33.4,16400000,155,0.1,,,,,,,,,,,,
3-02298-7501,1935-R1,170 WEST 11 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,28,2006,24885,527562,21.2,2290004,92,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.85,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.3
3-02298-7502,2234-R1,165 NORTH 10 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,13,2007,11576,231520,20,1010000,87,3-02409-0009,262 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,15836,328416,20.74,696000,44,0.55,3-02412-0033,355 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1919,19104,400572,20.97,849000,44.4,0.65
3-02303-7501,2440-R1,72 BERRY STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,26,1910,35801,624000,17.43,2330003,65,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,0.8,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,28800,547883,19.02,1160000,40.3,0.75
3-02309-7501,1983-R1,47 NORTH 8 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,40,2007,40773,803400,19.7,3489995,86,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.6,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,1.1
3-02313-7501,2053-R1,234 NORTH 9 STREET,WILLIAMSBURG-NORTH,R2-WALK-UP,11,0,11383,212520,18.67,795001,70,3-02368-0029,94 HAVEMEYER STREET,WILLIAMSBURG-NORTH,D1-ELEVATOR,29,1916,21380,402352,18.82,1500000,70,0.25,3-02396-0027,279 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1910,16250,278262,17.12,590000,36.3,0.35
3-02319-7501,2533-R1,144 NORTH 8 STREET,WILLIAMSBURG-NORTH,R9-CONDOPS,41,2009,50445,0,0,1624702,32.2,3-00407-0026,126 4 AVENUE,GOWANUS,D1-ELEVATOR,49,2006,62292,1029439,16.53,3480000,56,2.9,3-02658-0026,101 SUTTON STREET,GREENPOINT,C1-WALK-UP,37,1931,57927,1017756,17.57,3810000,66,1.05
3-02321-7501,1552-R1,230 NORTH 8 STREET,WILLIAMSBURG-NORTH,R2-WALK-UP,36,2004,52477,1036800,19.76,4500001,86,3-01892-0061,98 GRAND AVENUE,CLINTON HILL,C1-WALK-UP,26,1946,25000,557973,22.32,2310000,92,1.6,,,,,,,,,,,,
3-02324-7501,1753-R1,27 NORTH 6 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,96,2007,85701,2015687,23.52,7607587,89,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,1.1,3-02305-0018,193 NORTH 9 STREET,WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,3527222,33.4,16400000,155,0.45
3-02326-7501,2138-R1,120 NORTH 7 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,27,2007,30567,648000,21.2,2828000,93,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,0.7,3-02437-0003,350 KEAP STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1912,20430,454364,22.24,963000,47.1,0.75
3-02332-7501,1754-R1,34 NORTH 6 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,347,2007,216485,5091727,23.52,12899690,60,3-02305-0018,193 NORTH 9 STREET,WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,3527222,33.4,16400000,155,0.45,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,2.5
3-02334-7501,2415-R1,101 NORTH 5 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,40,2009,35169,684000,19.45,2590074,74,3-02368-0029,94 HAVEMEYER STREET,WILLIAMSBURG-NORTH,D1-ELEVATOR,29,1916,21380,402352,18.82,1500000,70,0.35,3-02412-0027,367 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,25,1920,28800,547883,19.02,1160000,40.3,0.7
3-02340-7501,1979-R1,1 NORTH PIER,WILLIAMSBURG-NORTH,R4-ELEVATOR,181,2007,206621,4344000,21.02,18900022,91,3-02305-0018,193 NORTH 9 STREET,WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,3527222,33.4,16400000,155,0.5,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,2.45
3-02340-7502,2374-R1,20 NORTH 5 STREET,WILLIAMSBURG-NORTH,R9-CONDOPS,114,2007,112265,2611283,23.26,10800000,96,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.65,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,1.25
3-02342-7501,2539-R1,90 NORTH 5 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,34,2007,30712,612000,19.93,2290000,75,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.65,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,0.9
3-02344-7501,2111-R1,161 NORTH 4 STREET,WILLIAMSBURG-NORTH,R2-WALK-UP,37,2007,29317,534448,18.23,2000002,68,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,1.3,3-02420-0043,209 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,20,1910,23700,517085,21.82,1100000,46.4,0.3
3-02344-7502,2402-R1,150 NORTH 5 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,31,1910,47500,930000,19.58,3480000,73,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,0.55,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.3
3-02344-7503,2679-R1,155 NORTH 4 STREET,WILLIAMSBURG-NORTH,R9-CONDOPS,20,1960,30000,0,0,809531,27,3-02408-0038,233 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,11,1907,13412,284396,21.2,603000,45,0.25,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.3
3-02346-7502,2188-R1,349 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,35,2007,29315,616787,21.04,2680002,91,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,0.6,3-02408-0007,226 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,21,1912,23400,517085,22.1,1100000,47,0.2
3-02350-7501,1782-R1,85 NORTH 3 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,63,1910,105657,2457320,23.26,10200002,97,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.45,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,1.05
3-02358-7501,2197-R1,100 NORTH 3 STREET,WILLIAMSBURG-NORTH,R4-ELEVATOR,24,2007,30010,636212,21.2,2759999,92,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,0.5,3-02437-0003,350 KEAP STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1912,20430,454364,22.24,963000,47.1,0.7
3-02358-7502,2358-R1,129 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,12,2008,11679,237600,20.34,983999,84,3-02357-0029,61 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,C1-WALK-UP,15,1950,9400,295428,31.4,1380000,147,0.1,3-02430-0021,350 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,C1-WALK-UP,16,1910,8400,173897,20.7,650000,77,0.3
3-02363-7501,2404-R1,80 METROPOLITAN AVENUE,WILLIAMSBURG-NORTH,R4-ELEVATOR,152,2008,138830,2901547,20.9,10800001,78,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.55,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,1.2
3-02383-7501,934-R1,98 HAVEMEYER STREET,WILLIAMSBURG-NORTH,R2-WALK-UP,24,0,28440,518400,18.23,2050001,72,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,1.5,3-02420-0043,209 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,20,1910,23700,517085,21.82,1100000,46.4,0.15
3-02403-7501,861-R1,330 WYTHE AVENUE,WILLIAMSBURG-SOUTH,R4-ELEVATOR,74,1914,126785,1927132,15.2,7629997,60,3-03303-0001,415 BLEECKER STREET,WYCKOFF HEIGHTS,D9-ELEVATOR,150,1986,107000,1839904,17.2,3900000,36.4,2.85,3-03168-0001,1226 FLUSHING AVENUE,WYCKOFF HEIGHTS,D1-ELEVATOR,99,1931,65402,1132999,17.32,4240000,65,2.3
3-02406-7501,1098-R1,299 BEDFORD AVENUE,WILLIAMSBURG-SOUTH,R4-ELEVATOR,32,2003,36768,646013,17.57,2560001,70,3-02413-0031,385 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,22,1915,20295,367193,18.09,778000,38.3,0.55,3-02424-0016,370 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,23000,400572,17.42,849000,36.9,0.5
3-02408-7501,1047-R1,236 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,R4-ELEVATOR,16,2002,17766,364800,20.53,1580001,89,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.1,3-02412-0033,355 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1919,19104,400572,20.97,849000,44.4,0.3
3-02408-7502,1382-R1,241 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,R4-ELEVATOR,15,0,15000,270000,18,1169999,78,3-02433-0018,228 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D1-ELEVATOR,30,1920,19422,348814,17.96,1300000,67,0.1,3-02409-0008,260 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,15836,328416,20.74,696000,44,0.1
3-02408-7503,1821-R1,242 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,R2-WALK-UP,23,1911,24306,496800,20.44,2160001,89,3-02409-0003,252 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,23,1920,6000,142000,23.67,588000,98,0.1,3-02322-0006,65 ROEBLING STREET,WILLIAMSBURG-NORTH,C7-WALK-UP,27,1920,32000,663278,20.73,2480000,78,0.35
3-02417-7501,1383-R1,120 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,R4-ELEVATOR,17,2004,23760,510000,21.46,2209998,93,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.55,3-02408-0007,226 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,21,1912,23400,517085,22.1,1100000,47,0.25
3-02446-7501,1389-R1,180 SOUTH 4 STREET,WILLIAMSBURG-SOUTH,R2-WALK-UP,11,0,17235,355041,20.6,1540003,89,3-02434-0006,242 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,C7-WALK-UP,30,1912,19890,458866,23.07,1900000,96,0.15,3-02432-0040,171 SOUTH 4 STREET,WILLIAMSBURG-SOUTH,C7-WALK-UP,24,1914,14763,289927,19.64,1080000,73,0.1
3-02469-7501,1544-R1,24 DUNHAM PLACE,WILLIAMSBURG-SOUTH,R4-ELEVATOR,14,0,13881,298025,21.47,1289999,93,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.7,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,0.1
3-02511-7501,1345-R1,61 GREEN STREET,GREENPOINT,R2-WALK-UP,15,2005,27666,513204,18.55,2029997,73,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,0.1,3-02658-0026,101 SUTTON STREET,GREENPOINT,C1-WALK-UP,37,1931,57927,1017756,17.57,3810000,66,1.05
3-02521-7501,1144-R1,"82 ,84,86,88 GREEN STREET",GREENPOINT,R2-WALK-UP,16,2001,19238,391349,20.34,1700000,88,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,0.15,3-02558-0066,107 GREENPOINT AVENUE,GREENPOINT,C1-WALK-UP,20,1930,13000,328977,25.3,1360000,105,0.25
3-02522-7501,2247-R1,143 HURON STREET,GREENPOINT,R4-ELEVATOR,30,2007,25240,666000,26.4,2760002,109,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,1.45,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,1.1
3-02563-7501,2231-R1,118 GREENPOINT AVENUE,GREENPOINT,R2-WALK-UP,15,1931,14110,0,0,1300002,92,3-02073-0033,158 ADELPHI STREET,FORT GREENE,C1-WALK-UP,16,1915,14604,252841,17.31,945000,65,2.7,3-02073-0035,162 ADELPHI STREET,FORT GREENE,C1-WALK-UP,16,1915,14604,252841,17.31,945000,65,2.7
3-02618-7501,379-R1,86 MESEROLE AVENUE,GREENPOINT,R2-WALK-UP,15,1910,13686,244979,17.9,969999,71,3-02495-0042,1085 MANHATTAN AVENUE,GREENPOINT,C1-WALK-UP,12,1931,13250,237257,17.91,503000,38,0.7,3-02436-0026,313 SOUTH 4 STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,12,1915,6000,137551,22.93,570000,95,1.15
3-02697-7501,1652-R1,297 DRIGGS AVENUE,GREENPOINT,R4-ELEVATOR,14,2007,9084,201600,22.19,834999,92,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.3,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.8
3-02697-7502,2168-R1,285 DRIGGS AVENUE,GREENPOINT,R4-ELEVATOR,12,2004,12806,284165,22.19,1180000,92,3-02715-0007,536 GRAHAM AVENUE,GREENPOINT,C1-WALK-UP,16,1920,12672,213056,16.81,797000,63,0.15,3-02558-0066,107 GREENPOINT AVENUE,GREENPOINT,C1-WALK-UP,20,1930,13000,328977,25.3,1360000,105,0.7
3-02698-7501,1455-R1,49 ENGERT AVENUE,GREENPOINT,R2-WALK-UP,24,2005,30886,634398,20.54,2749996,89,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,1.05,3-02488-0001,1092 MANHATTAN AVENUE,GREENPOINT,C1-WALK-UP,26,1931,19500,523557,26.8,2170000,111,1.05
