BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-05468-7502,129-R1,1850 52 STREET,BOROUGH PARK,R2-WALK-UP,48,1927,105996,1366288,12.89,4989999,47.1,3-05707-0059,843 60 STREET,BOROUGH PARK,C1-WALK-UP,27,1927,20160,267800,13.28,834000,41.4,1.55,,,,,,,,,,,,
3-05468-7502,129-R2,1865 52 STREET,BOROUGH PARK,R2-WALK-UP,24,1926,52998,683144,12.89,2489998,47,3-05707-0059,843 60 STREET,BOROUGH PARK,C1-WALK-UP,27,1927,20160,267800,13.28,834000,41.4,1.55,,,,,,,,,,,,
3-05468-7503,629-R1,5120 19 AVENUE,BOROUGH PARK,R4-ELEVATOR,28,0,60000,951600,15.86,3770005,63,3-05595-0014,922 42 STREET,BOROUGH PARK,C1-WALK-UP,27,1924,32000,492984,15.41,1050000,32.8,1.4,3-05595-0034,970 42 STREET,BOROUGH PARK,C1-WALK-UP,40,1923,44800,730349,16.3,1550000,34.6,1.4
3-05495-7501,904-R1,2131 57 STREET,BOROUGH PARK,R2-WALK-UP,24,2001,52632,857902,16.3,3399999,65,3-05595-0034,970 42 STREET,BOROUGH PARK,C1-WALK-UP,40,1923,44800,730349,16.3,1550000,34.6,1.9,,,,,,,,,,,,
3-05550-7501,2075-R1,6410 BAY PARKWAY,BOROUGH PARK,R4-ELEVATOR,14,2006,15300,474300,31,2270006,148,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1052908,18.02,2230000,38.2,6.5,3-01789-0033,640 LAFAYETTE AVENUE,BEDFORD STUYVESANT,C1-WALK-UP,16,1931,7150,211376,29.6,985000,138,5.4
3-05583-7501,1745-R1,929 40 STREET,BOROUGH PARK,R2-WALK-UP,20,2006,28060,796343,28.4,3810002,136,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,2.95,,,,,,,,,,,,
3-05584-7501,276-R1,1012 39 STREET,BOROUGH PARK,R2-WALK-UP,16,1989,10556,162985,15.44,644999,61,3-00925-0021,838 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.35,3-00925-0027,850 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,127588,9.04,303000,21.47,0.35
3-05590-7502,1663-R1,970 41 STREET,BOROUGH PARK,R4-ELEVATOR,50,2005,52818,0,0,449996,8.52,3-05437-0050,4624 17 AVENUE,BOROUGH PARK,D3-ELEVATOR,51,1992,41131,744473,18.1,1580000,38.4,1.1,,,,,,,,,,,,
3-05604-7506,2205-R1,1227 44 STREET,BOROUGH PARK,R2-WALK-UP,12,2007,11375,241036,21.19,998000,88,3-00920-0011,814 40 STREET,BOROUGH PARK,C7-WALK-UP,12,2004,10516,231794,22.04,960000,91,0.6,3-00879-0001,655 5 AVENUE,SUNSET PARK,C7-WALK-UP,11,1931,11144,226657,20.34,848000,76,1.6
3-05608-7501,180-R1,1025 45 STREET,BOROUGH PARK,R2-WALK-UP,26,1923,25868,254541,9.84,726000,28.1,3-05861-0053,6820 RIDGE BOULEVARD,BAY RIDGE,C1-WALK-UP,24,1916,26700,262702,9.84,625000,23.41,1.85,,,,,,,,,,,,
3-05617-7502,1026-R1,1317 46 STREET,BOROUGH PARK,R4-ELEVATOR,24,2002,46000,805000,17.5,3089999,67,3-05351-0008,58 CHURCH AVENUE,BOROUGH PARK,C1-WALK-UP,20,1930,13500,235785,17.47,882000,65,0.55,3-05608-0051,1005 45 STREET,BOROUGH PARK,C1-WALK-UP,23,1924,15000,258750,17.25,968000,65,0.45
3-05619-7501,114-R1,4608 10 AVENUE,BOROUGH PARK,R2-WALK-UP,16,1922,35200,564960,16.05,2236000,64,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,0.8,,,,,,,,,,,,
3-05634-7501,12-R1,1225 49 STREET,BOROUGH PARK,R4-ELEVATOR,16,1929,20044,0,0,1035001,52,3-00925-0021,838 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.65,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.65
3-05637-7501,1309-R1,863 50 STREET,BOROUGH PARK,R4-ELEVATOR,14,2004,11478,302101,26.3,1309998,114,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,5.1,3-01979-0024,92 GATES AVENUE,CLINTON HILL,D1-ELEVATOR,45,1931,35820,846687,23.64,3510000,98,3.55
3-05667-7501,432-R1,1077 54 STREET,BOROUGH PARK,R4-ELEVATOR,14,1983,17040,263098,15.44,1040003,61,3-00925-0021,838 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.65,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.65
3-05672-7501,1585-R1,858 54 STREET,BOROUGH PARK,R2-WALK-UP,12,2006,9628,212201,22.04,921001,96,3-00920-0011,814 40 STREET,BOROUGH PARK,C7-WALK-UP,12,2004,10516,231794,22.04,960000,91,0.7,,,,,,,,,,,,
3-05703-7502,687-R1,5823 11 AVENUE,BOROUGH PARK,R2-WALK-UP,12,0,29346,453102,15.44,1790000,61,3-00925-0021,838 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.9,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.9
3-05710-7502,443-R1,1178 59 STREET,BOROUGH PARK,R4-ELEVATOR,31,1985,5484,0,0,750000,137,3-00879-0001,655 5 AVENUE,SUNSET PARK,C7-WALK-UP,11,1931,11144,226657,20.34,848000,76,2.2,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.95
3-05714-7501,830-R1,880 60 STREET,BOROUGH PARK,R4-ELEVATOR,12,2000,9999,238038,23.81,985999,99,3-05545-0047,1691 65 STREET,BOROUGH PARK,C7-WALK-UP,48,1931,43200,645086,14.93,2180000,50,1.2,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,0.9
3-05750-7501,1323-R1,6511 FT HAMILTON PARKWAY,DYKER HEIGHTS,R4-ELEVATOR,17,2004,20727,332668,16.05,1319998,64,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,1.45,,,,,,,,,,,,
3-05818-7501,324-R1,420 64 STREET,SUNSET PARK,R4-ELEVATOR,76,1990,64313,1752529,27.2,8389999,130,3-00791-0038,5002 5 AVENUE,SUNSET PARK,C7-WALK-UP,11,1931,7400,209638,28.3,868000,117,0.7,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1870768,26.2,7750000,108,4.25
3-05868-7502,954-R1,6911 SHORE ROAD,BAY RIDGE,R4-ELEVATOR,16,2002,30510,647117,21.21,2810000,92,3-05942-0007,7501 5 AVENUE,BAY RIDGE,C7-WALK-UP,17,1930,20630,695261,33.7,3240000,157,1,3-06034-0070,333 86 STREET,BAY RIDGE,C7-WALK-UP,49,1925,43900,383010,8.72,812000,18.5,1.05
3-05891-7502,265-R1,7123 3 AVENUE,BAY RIDGE,R9-CONDOPS,18,0,16737,164692,9.84,471000,28.1,3-05861-0053,6820 RIDGE BOULEVARD,BAY RIDGE,C1-WALK-UP,24,1916,26700,262702,9.84,625000,23.41,0.35,,,,,,,,,,,,
3-06092-7501,231-R1,106 BATTERY AVENUE,BAY RIDGE,R2-WALK-UP,11,1988,8088,186024,23,808000,100,3-06085-0047,9124 3 AVENUE,BAY RIDGE,C7-WALK-UP,11,1925,7200,146334,20.32,547000,76,0.55,3-06102-0047,9224 3 AVENUE,BAY RIDGE,C7-WALK-UP,17,1927,8100,216356,26.7,896000,111,0.55
3-06092-7503,1331-R1,118 BATTERY AVENUE,BAY RIDGE,R2-WALK-UP,12,2004,22160,309132,13.95,1130000,51,3-06115-0151,125 95 STREET,BAY RIDGE,C1-WALK-UP,14,2002,16500,230152,13.95,717000,43.5,0.65,,,,,,,,,,,,
3-06099-7501,846-R1,52 92 STREET,BAY RIDGE,R4-ELEVATOR,30,2001,34103,0,0,3095001,91,3-05942-0007,7501 5 AVENUE,BAY RIDGE,C7-WALK-UP,17,1930,20630,695261,33.7,3240000,157,1.1,3-06034-0070,333 86 STREET,BAY RIDGE,C7-WALK-UP,49,1925,43900,383010,8.72,812000,18.5,0.55
3-06120-7501,800-R1,115 96 STREET,BAY RIDGE,R4-ELEVATOR,14,1988,18432,294912,16,1170000,63,3-06107-0033,378 93 STREET,BAY RIDGE,D1-ELEVATOR,12,2003,10555,213949,20.27,800000,76,0.3,,,,,,,,,,,,
3-06133-7501,1125-R1,9935 SHORE ROAD,BAY RIDGE,R4-ELEVATOR,24,2004,30793,494228,16.05,1960000,64,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,3.05,3-05942-0007,7501 5 AVENUE,BAY RIDGE,C7-WALK-UP,17,1930,20630,695261,33.7,3240000,157,1.25
3-06134-7501,273-R1,336 99 STREET,BAY RIDGE,R2-WALK-UP,15,1983,10971,148328,13.52,512002,46.7,3-06093-0029,92 PARROTT PLACE,BAY RIDGE,C1-WALK-UP,12,1978,9369,126708,13.52,395000,42.2,0.6,,,,,,,,,,,,
3-06135-7501,118-R1,9921 4 AVENUE,BAY RIDGE,R4-ELEVATOR,52,1987,47420,663880,14,2420002,51,3-08688-0079,3094 BRIGHTON 5 STREET,BRIGHTON BEACH,D1-ELEVATOR,43,1929,52200,683800,13.1,2130000,40.8,4.45,3-01169-0009,381 FLATBUSH AVENUE,PROSPECT HEIGHTS,C7-WALK-UP,50,1924,35700,584734,16.38,1980000,55,5.4
3-06137-7502,2173-R1,10002 4 AVENUE,BAY RIDGE,R4-ELEVATOR,18,2008,20790,436590,21,1840000,89,3-06107-0033,378 93 STREET,BAY RIDGE,D1-ELEVATOR,12,2003,10555,213949,20.27,800000,76,0.35,3-05743-0021,6402 FT HAMILTON PARKWAY,BOROUGH PARK,C7-WALK-UP,14,1931,8008,164284,20.51,614000,77,1.85
3-06241-7501,2225-R1,7620 BAY PARKWAY,BENSONHURST,R4-ELEVATOR,21,2005,28750,0,0,1830002,64,3-05570-0001,6713 19 AVENUE,BENSONHURST,C7-WALK-UP,41,1928,34000,392927,11.56,1100000,32.4,0.55,3-01892-0061,98 GRAND AVENUE,CLINTON HILL,C1-WALK-UP,26,1946,25000,557973,22.32,2310000,92,6.1
3-06251-7501,293-R1,2080 77 STREET,BENSONHURST,R2-WALK-UP,28,1920,28800,328608,11.41,1129999,39.2,3-05573-0001,1501 BAY RIDGE AVENUE,BENSONHURST,C1-WALK-UP,25,1927,21240,253336,11.93,712000,33.5,0.9,,,,,,,,,,,,
3-06253-7501,36-R1,10 AVENUE P,BENSONHURST,R4-ELEVATOR,65,1939,64800,697896,10.77,2408009,37.2,3-05578-0001,6801 19 AVENUE,BENSONHURST,D1-ELEVATOR,95,1931,89772,1128467,12.57,3170000,35.3,0.6,,,,,,,,,,,,
3-06253-7502,1215-R1,105 KINGS HIGHWAY,BENSONHURST,R4-ELEVATOR,19,2003,35700,731136,20.48,3169999,89,3-05570-0001,6713 19 AVENUE,BENSONHURST,C7-WALK-UP,41,1928,34000,392927,11.56,1100000,32.4,0.65,3-01892-0061,98 GRAND AVENUE,CLINTON HILL,C1-WALK-UP,26,1946,25000,557973,22.32,2310000,92,6.2
3-06269-7501,948-R1,7902 15 AVENUE,BENSONHURST,R2-WALK-UP,23,2002,12559,356424,28.4,1710000,136,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,4.95,,,,,,,,,,,,
3-06322-7501,174-R1,8405 13 AVENUE,DYKER HEIGHTS,R2-WALK-UP,12,1987,9626,214852,22.32,933000,97,3-01892-0061,98 GRAND AVENUE,CLINTON HILL,C1-WALK-UP,26,1946,25000,557973,22.32,2310000,92,6.1,,,,,,,,,,,,
3-06405-7501,18-R1,147 BAY 20 STREET,BATH BEACH,R4-ELEVATOR,16,1985,14462,0,0,939999,65,3-07058-0013,2920 WEST 21 STREET,CONEY ISLAND,D1-ELEVATOR,224,1975,230836,3662004,15.86,7760000,33.6,2.1,,,,,,,,,,,,
3-06411-7501,7-R1,153/-59 BAY 26 STREET,BATH BEACH,R9-CONDOPS,28,1922,18964,0,0,599000,31.6,3-06446-0001,2137 CROPSEY AVENUE,BATH BEACH,C1-WALK-UP,41,1921,43600,429596,9.85,1020000,23.39,0.15,3-06463-0012,225 BAY 17 STREET,BATH BEACH,C9-WALK-UP,84,1951,78063,732134,9.38,1740000,22.29,0.5
3-06414-7501,2116-R1,8686 BAY PARKWAY,BATH BEACH,R4-ELEVATOR,32,2007,78042,792907,10.16,2460000,31.5,3-06434-0021,8785 BAY 16 STREET,BATH BEACH,C1-WALK-UP,34,1927,29336,272232,9.28,647000,22.05,0.65,,,,,,,,,,,,
3-06425-7501,1374-R1,1428 BATH AVENUE,BATH BEACH,R2-WALK-UP,12,2001,15224,245148,16.1,970000,64,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,3,,,,,,,,,,,,
3-06439-7501,311-R1,182 BAY 22 STREET,BATH BEACH,R2-WALK-UP,16,1933,14115,145385,10.3,452003,32,3-06447-0018,195 BAY 29 STREET,BATH BEACH,C1-WALK-UP,14,1931,13230,162188,12.26,386000,29.2,0.4,3-06410-0027,107 BAY 25 STREET,BATH BEACH,C1-WALK-UP,12,1929,12600,135495,10.75,351000,27.9,0.25
3-06494-7501,2209-R1,622 FOSTER AVENUE,OCEAN PARKWAY-NORTH,R4-ELEVATOR,35,2006,52645,1158190,22,4800000,91,3-06107-0033,378 93 STREET,BAY RIDGE,D1-ELEVATOR,12,2003,10555,213949,20.27,800000,76,3.35,,,,,,,,,,,,
3-06532-7501,2365-R1,1189 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-ELEVATOR,13,2007,25685,924660,36,4310000,168,3-06523-0023,1320 CONEY ISLAND AVENUE,OCEAN PARKWAY-NORTH,C7-WALK-UP,36,1926,23400,400172,17.1,1350000,58,0.4,,,,,,,,,,,,
3-06552-7501,1654-R1,2231 64 STREET,BOROUGH PARK,R2-WALK-UP,12,2006,11427,205686,18,814004,71,3-05545-0047,1691 65 STREET,BOROUGH PARK,C7-WALK-UP,48,1931,43200,645086,14.93,2180000,50,0.9,,,,,,,,,,,,
3-06557-7502,1904-R1,6214 24 AVENUE,BOROUGH PARK,R4-ELEVATOR,22,0,29596,403098,13.62,1470000,49.7,3-00923-0050,859 42 STREET,BOROUGH PARK,C1-WALK-UP,31,1927,22296,303631,13.62,946000,42.4,2.45,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,2.45
3-06562-7501,1184-R1,2469 65 STREET,BOROUGH PARK,R4-ELEVATOR,13,0,16153,204000,12.63,886004,55,3-05743-0021,6402 FT HAMILTON PARKWAY,BOROUGH PARK,C7-WALK-UP,14,1931,8008,164284,20.51,614000,77,2.3,,,,,,,,,,,,
3-06579-7501,1070-R1,1460 WEST 5 STREET,GRAVESEND,R4-ELEVATOR,23,2003,13257,247243,18.65,767999,58,3-06602-0045,267 AVENUE P,GRAVESEND,D1-ELEVATOR,12,2006,19300,485200,25.1,2010000,104,0.2,,,,,,,,,,,,
3-06579-7502,1916-R1,143 AVENUE O,GRAVESEND,R4-ELEVATOR,11,2005,25487,407792,16,1610000,63,3-01148-0020,802 BERGEN STREET,CROWN HEIGHTS,D1-ELEVATOR,32,2001,28912,400427,13.85,1250000,43.2,4.65,3-01380-0074,1515 ST JOHN'S PLACE,CROWN HEIGHTS,D1-ELEVATOR,20,1914,14400,265661,18.45,993000,69,4.95
3-06590-7501,219-R1,1489 EAST 8 STREET,OCEAN PARKWAY-NORTH,R2-WALK-UP,16,1926,11800,144786,12.27,500001,42.4,3-05360-0082,285 EAST 8 STREET,OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1930,11000,107491,9.77,256000,23.27,2,3-05355-0012,392 EAST 4 STREET,OCEAN PARKWAY-NORTH,C1-WALK-UP,28,1928,22176,348855,15.73,1180000,53,2.05
3-06600-7501,1463-R1,1569 WEST 7 STREET,GRAVESEND,R4-ELEVATOR,19,2005,23777,381621,16.05,1509999,64,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,3.2,,,,,,,,,,,,
3-06600-7502,1991-R1,1562 WEST 6 STREET,GRAVESEND,R4-ELEVATOR,24,2006,22602,519846,23,2260000,100,3-01043-0001,549 6 AVENUE,PARK SLOPE SOUTH,C1-WALK-UP,16,1931,10508,239133,22.76,991000,94,3.8,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,4.85
3-06608-7501,19-R1,1620 EAST 2 STREET,OCEAN PARKWAY-NORTH,R4-ELEVATOR,64,1941,60600,705144,11.64,1830005,30.2,3-01422-0001,675 EMPIRE BOULEVARD,CROWN HEIGHTS,D7-ELEVATOR,77,1928,77847,973210,12.5,2730000,35.1,4.15,,,,,,,,,,,,
3-06622-7501,1303-R1,1642 WEST 9 STREET,GRAVESEND,R4-ELEVATOR,21,2004,18571,402062,21.65,1749999,94,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,614007,21.65,2540000,90,6.6,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,5
3-06625-7501,2613-R1,214 AVENUE P,GRAVESEND,R4-ELEVATOR,14,2005,29084,841110,28.9,3724278,128,3-03031-0018,391 LORIMER STREET,WILLIAMSBURG-EAST,C9-WALK-UP,167,1984,102695,2774913,27,5880000,57,7.2,3-05053-0010,148 PARKSIDE AVENUE,FLATBUSH-CENTRAL,C1-WALK-UP,23,1916,23641,294150,12.44,827000,35,3.35
3-06651-7501,1149-R1,202 QUENTIN ROAD,GRAVESEND,R4-ELEVATOR,14,2002,11525,258852,22.46,1119998,97,3-01043-0001,549 6 AVENUE,PARK SLOPE SOUTH,C1-WALK-UP,16,1931,10508,239133,22.76,991000,94,4.05,,,,,,,,,,,,
3-06653-7501,1494-R1,355 KINGS HIGHWAY,GRAVESEND,R4-ELEVATOR,28,2003,54201,1029819,19,4080003,75,3-06911-0006,2629 CROPSEY AVENUE,GRAVESEND,D1-ELEVATOR,106,1987,75586,1436419,19,3050000,40.4,1.25,,,,,,,,,,,,
3-06699-7501,454-R1,860 EAST 16 STREET,MIDWOOD,R2-WALK-UP,18,0,33133,387656,11.7,1340005,40.4,3-01464-0043,1631 EASTERN PARKWAY EXT,OCEAN HILL,C7-WALK-UP,13,1910,12000,134444,11.2,349000,29.1,3.85,3-06707-0014,918 EAST 15 STREET,MIDWOOD,C1-WALK-UP,20,1925,14080,171585,12.19,482000,34.2,0.15
3-06721-7501,2011-R1,1494 OCEAN AVENUE,MIDWOOD,R2-WALK-UP,44,1922,44400,880000,19.82,3820002,86,3-06703-0073,1362 OCEAN AVENUE,MIDWOOD,C1-WALK-UP,48,1923,42420,449841,10.6,1170000,27.6,0.35,3-06721-0070,1554 OCEAN AVENUE,MIDWOOD,C1-WALK-UP,73,1926,65980,631390,9.57,1500000,22.73,0
3-06742-7501,2041-R1,1322 EAST 14 STREET,MIDWOOD,R4-ELEVATOR,13,2008,21927,504321,23,2190000,100,3-00177-0034,397 ATLANTIC AVENUE,BOERUM HILL,C1-WALK-UP,13,2004,14800,466050,31.5,2170000,147,5.1,3-06767-0080,2011 OCEAN AVENUE,MIDWOOD,D7-ELEVATOR,76,1948,61000,992538,16.27,3360000,55,0.5
3-06761-7501,1859-R1,1530 EAST 15 STREET,MIDWOOD,R2-WALK-UP,12,2005,16000,211200,13.2,771001,48.2,3-06683-0052,1965 EAST 7 STREET,OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.6,,,,,,,,,,,,
3-06766-7501,1232-R1,2072 OCEAN AVENUE,MIDWOOD,R4-ELEVATOR,13,2003,20340,488160,24,2120000,104,3-06767-0080,2011 OCEAN AVENUE,MIDWOOD,D7-ELEVATOR,76,1948,61000,992538,16.27,3360000,55,0.05,3-00177-0034,397 ATLANTIC AVENUE,BOERUM HILL,C1-WALK-UP,13,2004,14800,466050,31.5,2170000,147,5.5
3-06801-7503,1717-R1,1764 EAST 19 STREET,MADISON,R4-ELEVATOR,16,2007,24696,396371,16.05,1569998,64,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,4.05,,,,,,,,,,,,
3-06802-7501,2073-R1,1765 EAST 19 STREET,MADISON,R4-ELEVATOR,11,2006,17080,286090,16.75,1129998,66,3-06115-0151,125 95 STREET,BAY RIDGE,C1-WALK-UP,14,2002,16500,230152,13.95,717000,43.5,4.45,3-01116-0063,577 PROSPECT AVENUE,WINDSOR TERRACE,C7-WALK-UP,13,2001,18105,357615,19.75,1340000,74,3.65
3-06819-7501,1359-R1,1833 EAST 13 STREET,MADISON,R2-WALK-UP,12,2004,19600,235200,12,810998,41.4,3-01909-0011,139 EMERSON PLACE,CLINTON HILL,C1-WALK-UP,50,1946,45670,891813,19.53,3330000,73,6.1,3-06792-0015,2992 NOSTRAND AVENUE,MADISON,C1-WALK-UP,48,1954,47000,537805,11.44,1390000,29.6,0.9
3-06940-7501,13-R1,2121 SHORE PARKWAY SR NOR,GRAVESEND,R4-ELEVATOR,110,1965,109200,1357356,12.43,4217036,38.6,3-06604-0001,2402 65 STREET,GRAVESEND,D7-ELEVATOR,95,1931,81120,1008720,12.43,2830000,34.9,1.8,3-06621-0042,1684 WEST 10 STREET,GRAVESEND,D7-ELEVATOR,91,1928,75000,987448,13.17,3070000,40.9,1.45
3-07103-7501,2467-R1,279 LAKE STREET,GRAVESEND,R2-WALK-UP,12,2007,9750,273000,28,1129974,116,3-01043-0001,549 6 AVENUE,PARK SLOPE SOUTH,C1-WALK-UP,16,1931,10508,239133,22.76,991000,94,4.6,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,5.5
3-07242-7501,358-R1,611 BANNER AVENUE,BRIGHTON BEACH,R9-CONDOPS,101,1989,87134,0,0,2500000,28.7,3-05448-0058,1673 49 STREET,BOROUGH PARK,D7-ELEVATOR,37,1931,38880,328947,8.46,697000,17.93,3.45,,,,,,,,,,,,
3-07260-7501,1267-R1,2827 OCEAN PARKWAY,BRIGHTON BEACH,R4-ELEVATOR,12,2001,18063,289911,16.05,1150002,64,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,5.2,,,,,,,,,,,,
3-07298-7502,2051-R1,2408 OCEAN AVENUE,MADISON,R4-ELEVATOR,21,2006,25009,662739,26.5,2880002,115,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,5.1,,,,,,,,,,,,
3-07298-7503,2055-R1,2388 OCEAN AVENUE,MADISON,R4-ELEVATOR,21,0,23679,615654,26,2670002,113,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,5.1,,,,,,,,,,,,
3-07299-7501,1407-R1,2421 OCEAN AVENUE,MADISON,R4-ELEVATOR,12,0,17388,333312,19.17,1450000,83,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,5.1,,,,,,,,,,,,
3-07299-7502,1816-R1,2381 OCEAN AVENUE,MADISON,R4-ELEVATOR,22,2006,28967,434505,15,1589998,55,3-07319-0033,2066 EAST 15 STREET,MADISON,C1-WALK-UP,16,1927,12640,155100,12.27,436000,34.5,0.35,,,,,,,,,,,,
3-07325-7501,1495-R1,2511 OCEAN AVENUE,MADISON,R4-ELEVATOR,25,2005,43876,501941,11.44,1730003,39.4,3-06792-0015,2992 NOSTRAND AVENUE,MADISON,C1-WALK-UP,48,1954,47000,537805,11.44,1390000,29.6,0.8,,,,,,,,,,,,
3-07325-7504,2028-R1,2523 OCEAN AVENUE,MADISON,R4-ELEVATOR,15,2005,17109,337218,19.71,1460000,85,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173106,28.4,717000,118,5.3,,,,,,,,,,,,
3-07353-7501,1846-R1,2569 OCEAN AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,27,2007,65764,1119303,17.02,4430000,67,3-07372-0037,2276 HOMECREST AVENUE,SHEEPSHEAD BAY,C1-WALK-UP,16,1947,11800,207411,17.58,776000,66,0.5,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,262937,16.15,889000,55,0.75
3-07404-7502,1749-R1,2736 OCEAN AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,14,2005,21306,354745,16.65,1400000,66,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,262937,16.15,889000,55,0.45,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,178182,17.16,666000,64,0.7
