DBN,School Name,Cohort Year,Demographic,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),2007,English Language Learner,8,6,s,s,s
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),2006,English Language Proficient,129,114,36,27.90%,31.60%
10X141,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),2007,English Language Proficient,152,132,45,29.60%,34.10%
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2006,English Language Learner,10,6,s,s,s
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2007,English Language Learner,11,6,s,s,s
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2006,English Language Proficient,63,49,11,17.50%,22.40%
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,2007,English Language Proficient,86,57,10,11.60%,17.50%
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2006,English Language Learner,1,1,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2007,English Language Learner,7,5,s,s,s
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2006,English Language Proficient,61,57,12,19.70%,21.10%
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,2007,English Language Proficient,78,67,23,29.50%,34.30%
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2006,English Language Learner,7,3,s,s,s
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2007,English Language Learner,12,6,s,s,s
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2006,English Language Proficient,60,46,1,1.70%,2.20%
10X237,"MARIE CURIE HIGH SCH-NURSING, MEDICINE & APPLIED H",2007,English Language Proficient,67,38,2,3.00%,5.30%
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2006,English Language Learner,8,4,s,s,s
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2007,English Language Learner,9,1,s,s,s
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2006,English Language Proficient,64,31,5,7.80%,16.10%
10X243,WEST BRONX ACADEMY FOR THE FUTURE,2007,English Language Proficient,63,38,6,9.50%,15.80%
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2006,English Language Learner,105,59,2,1.90%,3.40%
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2007,English Language Learner,119,66,6,5.00%,9.10%
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2006,English Language Proficient,13,8,s,s,s
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,2007,English Language Proficient,16,10,s,s,s
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,English Language Learner,5,1,s,s,s
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,English Language Learner,6,2,s,s,s
10X284,BRONX SCHOOL OF LAW AND FINANCE,2006,English Language Proficient,94,57,8,8.50%,14.00%
10X284,BRONX SCHOOL OF LAW AND FINANCE,2007,English Language Proficient,92,58,11,12.00%,19.00%
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,English Language Learner,5,0,s,s,s
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,English Language Learner,6,1,s,s,s
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2006,English Language Proficient,108,24,1,0.90%,4.20%
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,2007,English Language Proficient,86,17,s,s,s
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,English Language Learner,74,41,6,8.10%,14.60%
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,English Language Learner,76,38,2,2.60%,5.30%
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2006,English Language Proficient,9,8,s,s,s
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,2007,English Language Proficient,23,19,s,s,s
10X368,IN TECH ACADEMY (MS/HS 368),2006,English Language Learner,16,6,s,s,s
10X368,IN TECH ACADEMY (MS/HS 368),2007,English Language Learner,6,1,s,s,s
10X368,IN TECH ACADEMY (MS/HS 368),2006,English Language Proficient,99,66,16,16.20%,24.20%
10X368,IN TECH ACADEMY (MS/HS 368),2007,English Language Proficient,112,78,23,20.50%,29.50%
10X374,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIG,2006,English Language Learner,1,0,s,s,s
10X374,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIG,2007,English Language Learner,1,1,s,s,s
10X374,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIG,2006,English Language Proficient,1,0,s,s,s
10X374,KNOWLEDGE AND POWER PREP ACADEMY INTERNATIONAL HIG,2007,English Language Proficient,113,104,34,30.10%,32.70%
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,2006,English Language Learner,3,0,s,s,s
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,2007,English Language Learner,9,0,s,s,s
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,2006,English Language Learner,24,13,s,s,s
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,2007,English Language Learner,10,5,s,s,s
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,2006,English Language Proficient,110,75,5,4.50%,6.70%
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,2007,English Language Proficient,110,79,22,20.00%,27.80%
10X434,BELMONT PREP HIGH SCHOOL,2006,English Language Learner,18,7,s,s,s
10X434,BELMONT PREP HIGH SCHOOL,2007,English Language Learner,11,6,s,s,s
10X434,BELMONT PREP HIGH SCHOOL,2006,English Language Proficient,78,54,3,3.80%,5.60%
10X434,BELMONT PREP HIGH SCHOOL,2007,English Language Proficient,63,44,2,3.20%,4.50%
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,2006,English Language Learner,2,1,s,s,s
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,2007,English Language Learner,5,4,s,s,s
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,2006,English Language Proficient,80,59,5,6.30%,8.50%
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,2007,English Language Proficient,64,53,2,3.10%,3.80%
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO,2006,English Language Learner,18,8,s,s,s
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO,2007,English Language Learner,24,9,s,s,s
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO,2006,English Language Proficient,126,66,11,8.70%,16.70%
10X438,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS & TECHNOLO,2007,English Language Proficient,105,50,6,5.70%,12.00%
10X439,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES,2006,English Language Learner,20,6,s,s,s
10X439,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES,2007,English Language Learner,9,2,s,s,s
10X439,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES,2006,English Language Proficient,95,40,9,9.50%,22.50%
10X439,BRONX HIGH SCHOOL-LAW AND COMMUNITY SERVICES,2007,English Language Proficient,86,41,3,3.50%,7.30%
10X440,DEWITT CLINTON HIGH SCHOOL,2006,English Language Learner,221,69,1,0.50%,1.40%
10X440,DEWITT CLINTON HIGH SCHOOL,2007,English Language Learner,210,51,1,0.50%,2.00%
10X440,DEWITT CLINTON HIGH SCHOOL,2006,English Language Proficient,792,503,157,19.80%,31.20%
10X440,DEWITT CLINTON HIGH SCHOOL,2007,English Language Proficient,832,474,96,11.50%,20.30%
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,2006,English Language Learner,3,1,s,s,s
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,2007,English Language Learner,3,2,s,s,s
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,2006,English Language Proficient,79,60,16,20.30%,26.70%
10X442,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,2007,English Language Proficient,82,58,3,3.70%,5.20%
10X445,BRONX HIGH SCHOOL OF SCIENCE,2006,English Language Proficient,668,657,650,97.30%,98.90%
10X445,BRONX HIGH SCHOOL OF SCIENCE,2007,English Language Proficient,728,724,719,98.80%,99.30%
10X475,JOHN F KENNEDY HIGH SCHOOL,2006,English Language Learner,150,46,1,0.70%,2.20%
10X475,JOHN F KENNEDY HIGH SCHOOL,2007,English Language Learner,99,22,0,0.00%,0.00%
10X475,JOHN F KENNEDY HIGH SCHOOL,2006,English Language Proficient,352,133,13,3.70%,9.80%
10X475,JOHN F KENNEDY HIGH SCHOOL,2007,English Language Proficient,280,111,4,1.40%,3.60%
10X477,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,2006,English Language Learner,36,28,6,16.70%,21.40%
10X477,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,2007,English Language Learner,23,13,s,s,s
10X477,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,2006,English Language Proficient,71,67,37,52.10%,55.20%
10X477,MARBLE HILL HIGH SCHOOL OF INTERNATIONAL STUDIES,2007,English Language Proficient,71,62,20,28.20%,32.30%
10X546,BRONX THEATRE HIGH SCHOOL,2006,English Language Learner,8,2,s,s,s
10X546,BRONX THEATRE HIGH SCHOOL,2007,English Language Learner,11,1,s,s,s
10X546,BRONX THEATRE HIGH SCHOOL,2006,English Language Proficient,100,54,9,9.00%,16.70%
10X546,BRONX THEATRE HIGH SCHOOL,2007,English Language Proficient,94,55,5,5.30%,9.10%
10X549,DISCOVERY HIGH SCHOOL,2006,English Language Learner,18,6,s,s,s
10X549,DISCOVERY HIGH SCHOOL,2007,English Language Learner,25,14,s,s,s
10X549,DISCOVERY HIGH SCHOOL,2006,English Language Proficient,78,56,5,6.40%,8.90%
10X549,DISCOVERY HIGH SCHOOL,2007,English Language Proficient,95,59,10,10.50%,16.90%
10X660,GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Learner,61,15,s,s,s
10X660,GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Learner,58,14,s,s,s
10X660,GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Proficient,301,137,16,5.30%,11.70%
10X660,GRACE H DODGE CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Proficient,294,92,5,1.70%,5.40%
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2006,English Language Proficient,78,76,74,94.90%,97.40%
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,2007,English Language Proficient,84,82,81,96.40%,98.80%
11X113,RICHARD R. GREEN SCHOOL,2006,English Language Proficient,1,0,s,s,s
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2006,English Language Learner,5,4,s,s,s
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2007,English Language Learner,2,1,s,s,s
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2006,English Language Proficient,53,52,2,3.80%,3.80%
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,2007,English Language Proficient,56,54,6,10.70%,11.10%
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,2006,English Language Learner,8,4,s,s,s
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,2007,English Language Learner,11,6,s,s,s
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,2006,English Language Proficient,110,75,9,8.20%,12.00%
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,2007,English Language Proficient,105,59,3,2.90%,5.10%
11X265,BRONX LAB SCHOOL,2006,English Language Learner,9,7,s,s,s
11X265,BRONX LAB SCHOOL,2007,English Language Learner,7,2,s,s,s
11X265,BRONX LAB SCHOOL,2006,English Language Proficient,85,52,5,5.90%,9.60%
11X265,BRONX LAB SCHOOL,2007,English Language Proficient,83,52,5,6.00%,9.60%
11X270,ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP,2006,English Language Learner,4,1,s,s,s
11X270,ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP,2007,English Language Learner,4,1,s,s,s
11X270,ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP,2006,English Language Proficient,61,42,4,6.60%,9.50%
11X270,ACADEMY FOR SCHOLARSHIP AND ENTRENEURSHIP,2007,English Language Proficient,81,41,2,2.50%,4.90%
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2006,English Language Learner,11,6,s,s,s
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2007,English Language Learner,6,2,s,s,s
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2006,English Language Proficient,79,68,11,13.90%,16.20%
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,2007,English Language Proficient,123,95,14,11.40%,14.70%
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2006,English Language Learner,7,2,s,s,s
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2007,English Language Learner,1,1,s,s,s
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2006,English Language Proficient,114,88,36,31.60%,40.90%
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,2007,English Language Proficient,102,82,36,35.30%,43.90%
11X290,BRONX ACADEMY OF HEALTH CAREERS,2006,English Language Learner,9,3,s,s,s
11X290,BRONX ACADEMY OF HEALTH CAREERS,2007,English Language Learner,4,3,s,s,s
11X290,BRONX ACADEMY OF HEALTH CAREERS,2006,English Language Proficient,90,59,8,8.90%,13.60%
11X290,BRONX ACADEMY OF HEALTH CAREERS,2007,English Language Proficient,111,77,10,9.00%,13.00%
11X299,ASTOR COLLEGIATE ACADEMY,2006,English Language Learner,9,2,s,s,s
11X299,ASTOR COLLEGIATE ACADEMY,2007,English Language Learner,13,2,s,s,s
11X299,ASTOR COLLEGIATE ACADEMY,2006,English Language Proficient,102,70,4,3.90%,5.70%
11X299,ASTOR COLLEGIATE ACADEMY,2007,English Language Proficient,104,66,7,6.70%,10.60%
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,2006,English Language Learner,80,26,1,1.30%,3.80%
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,2007,English Language Learner,59,15,s,s,s
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,2006,English Language Proficient,302,133,14,4.60%,10.50%
11X415,CHRISTOPHER COLUMBUS HIGH SCHOOL,2007,English Language Proficient,338,143,10,3.00%,7.00%
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2006,English Language Learner,5,2,s,s,s
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2007,English Language Learner,3,0,s,s,s
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2006,English Language Proficient,90,57,13,14.40%,22.80%
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,2007,English Language Proficient,56,31,6,10.70%,19.40%
11X425,EVANDER CHILDS HIGH SCHOOL,2006,English Language Proficient,1,0,s,s,s
11X455,HARRY S TRUMAN HIGH SCHOOL,2006,English Language Learner,42,19,s,s,s
11X455,HARRY S TRUMAN HIGH SCHOOL,2007,English Language Learner,43,11,s,s,s
11X455,HARRY S TRUMAN HIGH SCHOOL,2006,English Language Proficient,523,319,49,9.40%,15.40%
11X455,HARRY S TRUMAN HIGH SCHOOL,2007,English Language Proficient,575,345,31,5.40%,9.00%
11X513,NEW WORLD HIGH SCHOOL,2006,English Language Learner,44,30,3,6.80%,10.00%
11X513,NEW WORLD HIGH SCHOOL,2007,English Language Learner,42,14,s,s,s
11X513,NEW WORLD HIGH SCHOOL,2006,English Language Proficient,18,16,s,s,s
11X513,NEW WORLD HIGH SCHOOL,2007,English Language Proficient,14,13,s,s,s
11X514,THE BRONX PREPARATORY ACADEMY,2006,English Language Learner,4,0,s,s,s
11X514,THE BRONX PREPARATORY ACADEMY,2007,English Language Learner,9,1,s,s,s
11X514,THE BRONX PREPARATORY ACADEMY,2006,English Language Proficient,62,33,2,3.20%,6.10%
11X514,THE BRONX PREPARATORY ACADEMY,2007,English Language Proficient,59,25,0,0.00%,0.00%
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,2006,English Language Learner,12,1,s,s,s
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,2007,English Language Learner,15,6,s,s,s
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,2006,English Language Proficient,104,58,7,6.70%,12.10%
11X541,GLOBAL ENTERPRISE HIGH SCHOOL,2007,English Language Proficient,88,52,5,5.70%,9.60%
11X542,PELHAM PREPARATORY ACADEMY,2006,English Language Learner,3,1,s,s,s
11X542,PELHAM PREPARATORY ACADEMY,2007,English Language Learner,3,2,s,s,s
11X542,PELHAM PREPARATORY ACADEMY,2006,English Language Proficient,108,98,29,26.90%,29.60%
11X542,PELHAM PREPARATORY ACADEMY,2007,English Language Proficient,103,95,22,21.40%,23.20%
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,2006,English Language Learner,9,8,s,s,s
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,2007,English Language Learner,11,5,s,s,s
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,2006,English Language Proficient,109,63,6,5.50%,9.50%
11X544,HIGH SCHOOL OF CONTEMPORARY ARTS,2007,English Language Proficient,96,59,24,25.00%,40.70%
11X545,BRONX AEROSPACE HIGH SCHOOL,2006,English Language Learner,6,5,s,s,s
11X545,BRONX AEROSPACE HIGH SCHOOL,2007,English Language Learner,8,4,s,s,s
11X545,BRONX AEROSPACE HIGH SCHOOL,2006,English Language Proficient,64,57,6,9.40%,10.50%
11X545,BRONX AEROSPACE HIGH SCHOOL,2007,English Language Proficient,73,59,3,4.10%,5.10%
12X158,THEODORE ROOSEVELT GATHINGS MIDDLE SCHOOL,2007,English Language Proficient,1,0,s,s,s
12X248,METROPOLITAN HIGH SCHOOL (THE),2006,English Language Learner,18,12,s,s,s
12X248,METROPOLITAN HIGH SCHOOL (THE),2007,English Language Learner,17,11,s,s,s
12X248,METROPOLITAN HIGH SCHOOL (THE),2006,English Language Proficient,86,62,4,4.70%,6.50%
12X248,METROPOLITAN HIGH SCHOOL (THE),2007,English Language Proficient,64,44,3,4.70%,6.80%
12X251,EXPLORATIONS ACADEMY,2006,English Language Learner,4,2,s,s,s
12X251,EXPLORATIONS ACADEMY,2007,English Language Learner,14,8,s,s,s
12X251,EXPLORATIONS ACADEMY,2006,English Language Proficient,65,48,0,0.00%,0.00%
12X251,EXPLORATIONS ACADEMY,2007,English Language Proficient,94,58,3,3.20%,5.20%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,English Language Learner,9,3,s,s,s
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2007,English Language Learner,10,1,s,s,s
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2006,English Language Proficient,104,48,1,1.00%,2.10%
12X262,PERFORMANCE CONSERVATORY HIGH SCHOOL,2007,English Language Proficient,85,10,s,s,s
12X267,BRONX LATIN SCHOOL,2006,English Language Proficient,2,0,s,s,s
12X267,BRONX LATIN SCHOOL,2007,English Language Proficient,40,31,6,15.00%,19.40%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,English Language Learner,7,2,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2007,English Language Learner,5,1,s,s,s
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2006,English Language Proficient,67,48,1,1.50%,2.10%
12X271,EAST BRONX ACADEMY FOR THE FUTURE,2007,English Language Proficient,85,62,5,5.90%,8.10%
12X278,PEACE AND DIVERSITY ACADEMY,2006,English Language Learner,6,1,s,s,s
12X278,PEACE AND DIVERSITY ACADEMY,2007,English Language Learner,10,1,s,s,s
12X278,PEACE AND DIVERSITY ACADEMY,2006,English Language Proficient,90,46,4,4.40%,8.70%
12X278,PEACE AND DIVERSITY ACADEMY,2007,English Language Proficient,60,29,5,8.30%,17.20%
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,2007,English Language Learner,4,0,s,s,s
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2007,English Language Learner,3,0,s,s,s
12X446,ARTURO SCHOMBURG SATELLITE ACADEMY-BRONX,2007,English Language Proficient,133,4,s,s,s
12X480,BRONX REGIONAL HIGH SCHOOL,2006,English Language Learner,9,1,s,s,s
12X480,BRONX REGIONAL HIGH SCHOOL,2007,English Language Learner,13,1,s,s,s
12X480,BRONX REGIONAL HIGH SCHOOL,2006,English Language Proficient,98,27,2,2.00%,7.40%
12X480,BRONX REGIONAL HIGH SCHOOL,2007,English Language Proficient,145,28,5,3.40%,17.90%
12X550,HIGH SCHOOL OF WORLD CULTURES,2006,English Language Learner,47,32,1,2.10%,3.10%
12X550,HIGH SCHOOL OF WORLD CULTURES,2007,English Language Learner,86,43,1,1.20%,2.30%
12X550,HIGH SCHOOL OF WORLD CULTURES,2006,English Language Proficient,5,4,s,s,s
12X550,HIGH SCHOOL OF WORLD CULTURES,2007,English Language Proficient,11,8,s,s,s
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,English Language Learner,6,1,s,s,s
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,English Language Learner,6,3,s,s,s
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2006,English Language Proficient,93,49,2,2.20%,4.10%
12X680,BRONX COALITION COMMUNITY HIGH SCHOOL,2007,English Language Proficient,53,32,1,1.90%,3.10%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,2006,English Language Learner,15,1,s,s,s
12X690,MONROE ACADEMY FOR BUSINESS/LAW,2007,English Language Learner,17,5,s,s,s
12X690,MONROE ACADEMY FOR BUSINESS/LAW,2006,English Language Proficient,122,64,7,5.70%,10.90%
12X690,MONROE ACADEMY FOR BUSINESS/LAW,2007,English Language Proficient,100,34,2,2.00%,5.90%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,English Language Learner,26,12,s,s,s
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2007,English Language Learner,38,8,s,s,s
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2006,English Language Proficient,86,41,2,2.30%,4.90%
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,2007,English Language Proficient,69,33,6,8.70%,18.20%
13K258,DAVID RUGGLES SCHOOL,2006,English Language Proficient,3,0,s,s,s
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,English Language Learner,1,0,s,s,s
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2006,English Language Proficient,80,66,5,6.30%,7.60%
13K265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,2007,English Language Proficient,72,56,8,11.10%,14.30%
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,2007,English Language Proficient,1,0,s,s,s
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2007,English Language Learner,4,1,s,s,s
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2006,English Language Proficient,96,69,6,6.30%,8.70%
13K350,THE URBAN ASSEMBLY SCHOOL OF MUSIC AND ART AT WATE,2007,English Language Proficient,83,42,4,4.80%,9.50%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,English Language Learner,2,2,s,s,s
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2007,English Language Learner,3,1,s,s,s
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2006,English Language Proficient,76,37,1,1.30%,2.70%
13K412,"BROOKLYN COMMUNITY HIGH SCH-COMMUNICATION, ARTS &",2007,English Language Proficient,101,59,7,6.90%,11.90%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,English Language Learner,6,2,s,s,s
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2007,English Language Learner,16,9,s,s,s
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2006,English Language Proficient,225,135,22,9.80%,16.30%
13K419,SCIENCE SKILLS CENTER HIGH SCHOOL AT WATERS EDGE,2007,English Language Proficient,218,159,29,13.30%,18.20%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2006,English Language Proficient,"1,097","1,003",967,88.10%,96.40%
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,2007,English Language Proficient,"1,126","1,045","1,020",90.60%,97.60%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,English Language Learner,2,0,s,s,s
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2006,English Language Proficient,109,92,29,26.60%,31.50%
13K483,URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,2007,English Language Proficient,86,76,21,24.40%,27.60%
13K499,ACORN COMMUNITY HIGH SCHOOL,2006,English Language Learner,5,4,s,s,s
13K499,ACORN COMMUNITY HIGH SCHOOL,2007,English Language Learner,8,4,s,s,s
13K499,ACORN COMMUNITY HIGH SCHOOL,2006,English Language Proficient,164,120,6,3.70%,5.00%
13K499,ACORN COMMUNITY HIGH SCHOOL,2007,English Language Proficient,166,111,4,2.40%,3.60%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,English Language Learner,3,1,s,s,s
13K509,FREEDOM ACADEMY HIGH SCHOOL,2006,English Language Proficient,55,35,11,20.00%,31.40%
13K509,FREEDOM ACADEMY HIGH SCHOOL,2007,English Language Proficient,57,27,1,1.80%,3.70%
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2006,English Language Proficient,55,9,s,s,s
13K553,BROOKLYN ACADEMY HIGH SCHOOL,2007,English Language Proficient,87,12,s,s,s
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2006,English Language Proficient,51,15,s,s,s
13K575,BEDFORD STUYVESANT PREP HIGH SCHOOL,2007,English Language Proficient,68,7,s,s,s
13K595,BEDFORD ACADEMY HIGH SCHOOL,2006,English Language Proficient,76,70,35,46.10%,50.00%
13K595,BEDFORD ACADEMY HIGH SCHOOL,2007,English Language Proficient,90,87,36,40.00%,41.40%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2006,English Language Learner,6,0,s,s,s
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2007,English Language Learner,4,0,s,s,s
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2006,English Language Proficient,240,128,4,1.70%,3.10%
13K605,GEORGE WESTINGHOUSE CAREER & TECHNICAL ED HIGH SCH,2007,English Language Proficient,142,78,4,2.80%,5.10%
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2006,English Language Learner,1,1,s,s,s
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2007,English Language Learner,1,0,s,s,s
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2006,English Language Proficient,87,6,s,s,s
