DBN,School Name,Cohort Year,Demographic,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2006,English Language Proficient,117,109,67,57.30%,61.50%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2007,English Language Proficient,98,94,69,70.40%,73.40%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,2006,English Language Proficient,107,102,100,93.50%,98.00%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,2007,English Language Proficient,87,84,73,83.90%,86.90%
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2006,English Language Learner,1,0,s,s,s
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2007,English Language Learner,2,1,s,s,s
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2006,English Language Proficient,125,96,16,12.80%,16.70%
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2007,English Language Proficient,127,98,4,3.10%,4.10%
28Q896,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,2007,English Language Proficient,57,51,16,28.10%,31.40%
29Q248,QUEENS PREPARATORY ACADEMY,2006,English Language Learner,5,1,s,s,s
29Q248,QUEENS PREPARATORY ACADEMY,2007,English Language Learner,2,0,s,s,s
29Q248,QUEENS PREPARATORY ACADEMY,2006,English Language Proficient,90,67,8,8.90%,11.90%
29Q248,QUEENS PREPARATORY ACADEMY,2007,English Language Proficient,92,60,12,13.00%,20.00%
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,2006,English Language Learner,1,1,s,s,s
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,2007,English Language Learner,1,0,s,s,s
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,2006,English Language Proficient,63,51,2,3.20%,3.90%
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,2007,English Language Proficient,59,43,1,1.70%,2.30%
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2006,English Language Learner,5,1,s,s,s
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2007,English Language Learner,3,3,s,s,s
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2006,English Language Proficient,86,54,5,5.80%,9.30%
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2007,English Language Proficient,111,75,7,6.30%,9.30%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,2006,English Language Learner,1,0,s,s,s
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,2007,English Language Learner,2,1,s,s,s
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,2006,English Language Proficient,102,81,28,27.50%,34.60%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,2007,English Language Proficient,109,80,6,5.50%,7.50%
29Q283,PREPARATORY ACADEMY FOR WRITERS,2006,English Language Learner,1,1,s,s,s
29Q283,PREPARATORY ACADEMY FOR WRITERS,2007,English Language Learner,3,1,s,s,s
29Q283,PREPARATORY ACADEMY FOR WRITERS,2006,English Language Proficient,35,27,0,0.00%,0.00%
29Q283,PREPARATORY ACADEMY FOR WRITERS,2007,English Language Proficient,52,33,2,3.80%,6.10%
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2006,English Language Learner,4,2,s,s,s
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2007,English Language Learner,4,2,s,s,s
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2006,English Language Proficient,104,71,22,21.20%,31.00%
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2007,English Language Proficient,121,86,28,23.10%,32.60%
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",2006,English Language Learner,3,0,s,s,s
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",2007,English Language Learner,1,0,s,s,s
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",2006,English Language Proficient,122,72,14,11.50%,19.40%
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",2007,English Language Proficient,119,62,8,6.70%,12.90%
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,2006,English Language Learner,3,2,s,s,s
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,2007,English Language Learner,8,2,s,s,s
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,2006,English Language Proficient,113,50,1,0.90%,2.00%
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,2007,English Language Proficient,111,55,4,3.60%,7.30%
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2007,English Language Learner,1,0,s,s,s
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2006,English Language Proficient,93,72,7,7.50%,9.70%
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2007,English Language Proficient,106,77,4,3.80%,5.20%
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2006,English Language Learner,161,61,8,5.00%,13.10%
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2007,English Language Learner,156,41,10,6.40%,24.40%
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2006,English Language Proficient,649,388,187,28.80%,48.20%
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2007,English Language Proficient,592,358,179,30.20%,50.00%
30Q450,LONG ISLAND CITY HIGH SCHOOL,2006,English Language Learner,115,37,3,2.60%,8.10%
30Q450,LONG ISLAND CITY HIGH SCHOOL,2007,English Language Learner,126,50,7,5.60%,14.00%
30Q450,LONG ISLAND CITY HIGH SCHOOL,2006,English Language Proficient,603,383,124,20.60%,32.40%
30Q450,LONG ISLAND CITY HIGH SCHOOL,2007,English Language Proficient,705,461,138,19.60%,29.90%
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2006,English Language Proficient,170,162,85,50.00%,52.50%
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2007,English Language Proficient,138,123,46,33.30%,37.40%
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2006,English Language Learner,22,8,s,s,s
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2007,English Language Learner,14,6,s,s,s
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2006,English Language Proficient,245,172,46,18.80%,26.70%
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2007,English Language Proficient,234,164,35,15.00%,21.30%
30Q555,NEWCOMERS HIGH SCHOOL,2006,English Language Learner,191,120,25,13.10%,20.80%
30Q555,NEWCOMERS HIGH SCHOOL,2007,English Language Learner,223,150,52,23.30%,34.70%
30Q555,NEWCOMERS HIGH SCHOOL,2006,English Language Proficient,23,22,13,56.50%,59.10%
30Q555,NEWCOMERS HIGH SCHOOL,2007,English Language Proficient,24,23,12,50.00%,52.20%
30Q575,ACADEMY OF AMERICAN STUDIES,2006,English Language Learner,4,2,s,s,s
30Q575,ACADEMY OF AMERICAN STUDIES,2007,English Language Learner,6,4,s,s,s
30Q575,ACADEMY OF AMERICAN STUDIES,2006,English Language Proficient,151,123,83,55.00%,67.50%
30Q575,ACADEMY OF AMERICAN STUDIES,2007,English Language Proficient,149,127,70,47.00%,55.10%
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2006,English Language Learner,2,2,s,s,s
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2006,English Language Proficient,70,69,56,80.00%,81.20%
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2007,English Language Proficient,64,63,52,81.30%,82.50%
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,2006,English Language Proficient,80,76,19,23.80%,25.00%
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,2007,English Language Proficient,102,96,30,29.40%,31.30%
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,2007,English Language Proficient,1,0,s,s,s
31R080,THE MICHAEL J PETRIDES SCHOOL,2007,English Language Learner,1,1,s,s,s
31R080,THE MICHAEL J PETRIDES SCHOOL,2006,English Language Proficient,113,100,45,39.80%,45.00%
31R080,THE MICHAEL J PETRIDES SCHOOL,2007,English Language Proficient,126,108,36,28.60%,33.30%
31R440,NEW DORP HIGH SCHOOL,2006,English Language Learner,24,10,s,s,s
31R440,NEW DORP HIGH SCHOOL,2007,English Language Learner,29,13,s,s,s
31R440,NEW DORP HIGH SCHOOL,2006,English Language Proficient,485,365,100,20.60%,27.40%
31R440,NEW DORP HIGH SCHOOL,2007,English Language Proficient,549,405,95,17.30%,23.50%
31R445,PORT RICHMOND HIGH SCHOOL,2006,English Language Learner,25,10,s,s,s
31R445,PORT RICHMOND HIGH SCHOOL,2007,English Language Learner,27,6,s,s,s
31R445,PORT RICHMOND HIGH SCHOOL,2006,English Language Proficient,494,320,80,16.20%,25.00%
31R445,PORT RICHMOND HIGH SCHOOL,2007,English Language Proficient,571,372,82,14.40%,22.00%
31R450,CURTIS HIGH SCHOOL,2006,English Language Learner,44,25,3,6.80%,12.00%
31R450,CURTIS HIGH SCHOOL,2007,English Language Learner,42,9,s,s,s
31R450,CURTIS HIGH SCHOOL,2006,English Language Proficient,605,424,129,21.30%,30.40%
31R450,CURTIS HIGH SCHOOL,2007,English Language Proficient,649,466,97,14.90%,20.80%
31R455,TOTTENVILLE HIGH SCHOOL,2006,English Language Learner,17,12,s,s,s
31R455,TOTTENVILLE HIGH SCHOOL,2007,English Language Learner,11,7,s,s,s
31R455,TOTTENVILLE HIGH SCHOOL,2006,English Language Proficient,"1,052",865,331,31.50%,38.30%
31R455,TOTTENVILLE HIGH SCHOOL,2007,English Language Proficient,993,802,333,33.50%,41.50%
31R460,SUSAN E WAGNER HIGH SCHOOL,2006,English Language Learner,32,16,s,s,s
31R460,SUSAN E WAGNER HIGH SCHOOL,2007,English Language Learner,18,9,s,s,s
31R460,SUSAN E WAGNER HIGH SCHOOL,2006,English Language Proficient,880,676,285,32.40%,42.20%
31R460,SUSAN E WAGNER HIGH SCHOOL,2007,English Language Proficient,743,594,232,31.20%,39.10%
31R470,CONCORD HIGH SCHOOL,2007,English Language Learner,1,0,s,s,s
31R470,CONCORD HIGH SCHOOL,2006,English Language Proficient,52,18,s,s,s
31R470,CONCORD HIGH SCHOOL,2007,English Language Proficient,82,23,0,0.00%,0.00%
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Learner,5,1,s,s,s
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Learner,7,0,s,s,s
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,2006,English Language Proficient,170,96,16,9.40%,16.70%
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,2007,English Language Proficient,161,101,21,13.00%,20.80%
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2006,English Language Proficient,288,287,282,97.90%,98.30%
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2007,English Language Proficient,210,210,205,97.60%,97.60%
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2006,English Language Learner,9,4,s,s,s
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2007,English Language Learner,30,18,s,s,s
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2006,English Language Proficient,90,62,6,6.70%,9.70%
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2007,English Language Proficient,73,48,2,2.70%,4.20%
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,2006,English Language Learner,14,4,s,s,s
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,2007,English Language Learner,21,2,s,s,s
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,2006,English Language Proficient,147,97,15,10.20%,15.50%
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,2007,English Language Proficient,148,96,18,12.20%,18.80%
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2006,English Language Learner,8,8,s,s,s
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2007,English Language Learner,12,4,s,s,s
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2006,English Language Proficient,89,66,6,6.70%,9.10%
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2007,English Language Proficient,91,65,6,6.60%,9.20%
32K552,ACADEMY OF URBAN PLANNING,2006,English Language Learner,10,6,s,s,s
32K552,ACADEMY OF URBAN PLANNING,2007,English Language Learner,20,12,s,s,s
32K552,ACADEMY OF URBAN PLANNING,2006,English Language Proficient,105,49,4,3.80%,8.20%
32K552,ACADEMY OF URBAN PLANNING,2007,English Language Proficient,103,59,10,9.70%,16.90%
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2006,English Language Learner,1,1,s,s,s
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2007,English Language Learner,3,3,s,s,s
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2006,English Language Proficient,42,35,9,21.40%,25.70%
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2007,English Language Proficient,32,32,6,18.80%,18.80%
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,2006,English Language Learner,30,14,s,s,s
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,2007,English Language Learner,29,11,s,s,s
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,2006,English Language Proficient,87,51,7,8.00%,13.70%
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,2007,English Language Proficient,109,55,5,4.60%,9.10%
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2006,English Language Learner,2,0,s,s,s
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2007,English Language Learner,5,1,s,s,s
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2006,English Language Proficient,126,10,s,s,s
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2007,English Language Proficient,144,5,s,s,s
