District,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
14,8,2008,Not SWD,1295,662,72,5.6,402,31,657,50.7,164,12.7,821,63.4
14,8,2008,SWD,184,610,91,49.5,74,40.2,19,10.3,0,0,19,10.3
14,8,2009,Not SWD,1248,668,26,2.1,280,22.4,804,64.4,138,11.1,942,75.5
14,8,2009,SWD,177,632,43,24.3,80,45.2,54,30.5,0,0,54,30.5
14,8,2010,Not SWD,1202,674,102,8.5,527,43.8,417,34.7,156,13,573,47.7
14,8,2010,SWD,210,641,91,43.3,101,48.1,11,5.2,7,3.3,18,8.6
14,8,2011,Not SWD,1135,674,89,7.8,503,44.3,385,33.9,158,13.9,543,47.8
14,8,2011,SWD,234,638,90,38.5,119,50.9,24,10.3,1,0.4,25,10.7
14,8,2012,Not SWD,1122,679,54,4.8,399,35.6,461,41.1,208,18.5,669,59.6
14,8,2012,SWD,220,647,76,34.5,99,45,42,19.1,3,1.4,45,20.5
14,All Grades,2006,Not SWD,7770,655,1064,13.7,2389,30.7,3344,43,973,12.5,4317,55.6
14,All Grades,2006,SWD,1306,613,645,49.4,407,31.2,229,17.5,25,1.9,254,19.4
14,All Grades,2007,Not SWD,7495,666,567,7.6,1906,25.4,3775,50.4,1247,16.6,5022,67
14,All Grades,2007,SWD,1180,628,406,34.4,443,37.5,292,24.7,39,3.3,331,28.1
14,All Grades,2008,Not SWD,7090,674,264,3.7,1321,18.6,4037,56.9,1468,20.7,5505,77.6
14,All Grades,2008,SWD,1212,636,321,26.5,424,35,430,35.5,37,3.1,467,38.5
14,All Grades,2009,Not SWD,6811,681,119,1.7,878,12.9,4131,60.7,1683,24.7,5814,85.4
14,All Grades,2009,SWD,1220,649,173,14.2,432,35.4,547,44.8,68,5.6,615,50.4
14,All Grades,2010,Not SWD,6669,680,508,7.6,2503,37.5,2345,35.2,1313,19.7,3658,54.9
14,All Grades,2010,SWD,1406,652,462,32.9,623,44.3,252,17.9,69,4.9,321,22.8
