QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-03055-7502,169-R1,71-57 METROPOLITAN AVENUE,MIDDLE VILLAGE,R2-WALK-UP,49,1987,50670,747382,14.75,2530004,49.9,4-03156-0133,98-05 67 AVENUE,REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,1.65,4-02324-0035,44-20 63 STREET,WOODSIDE,D9-ELEVATOR,78,1982,58000,1335483,23.03,2830000,48.8,2.1
4-03057-7501,204-R1,72-29 METROPOLITAN AVENUE,MIDDLE VILLAGE,R4-ELEVATOR,28,1987,31080,512820,16.5,1729993,56,4-02098-0018,63-36 98 PLACE,REGO PARK,D1-ELEVATOR,66,1980,66962,1104553,16.5,3730000,56,1.75,4-03322-0043,83-33 118 STREET,KEW GARDENS,D1-ELEVATOR,79,1979,72147,1257395,17.43,4700000,65,2.55
4-03068-7501,163-R1,66-70 79 STREET,MIDDLE VILLAGE,R2-WALK-UP,18,1987,18696,308484,16.5,1040004,56,4-02886-0019,60-16 86 STREET,MIDDLE VILLAGE,C7-WALK-UP,12,1982,7331,141608,19.32,530000,72,1.1,4-03050-0019,69-16 66 DRIVE,MIDDLE VILLAGE,C1-WALK-UP,16,1971,11209,158400,14.13,493000,44,0.6
4-03081-7501,404-R1,63-47 BOOTH STREET,REGO PARK,R4-ELEVATOR,21,2001,40000,860000,21.5,3560000,89,4-03155-0019,66-02 AUSTIN STREET,REGO PARK,D1-ELEVATOR,66,1998,57600,1271409,22.07,5270000,91,0.5,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,0.65
4-03096-7501,137-R1,63-80 WETHEROLE STREET,REGO PARK,R4-ELEVATOR,42,1960,26118,398299,15.25,1350009,52,4-03321-0111,83-96 118 STREET,KEW GARDENS,D1-ELEVATOR,44,1960,30900,482266,15.61,1630000,53,2.15,4-03117-0017,89-10 63 DRIVE,REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.2
4-03097-7503,236-R1,64-49 WETHEROLE STREET,REGO PARK,R4-ELEVATOR,56,1961,39840,577680,14.5,1949997,48.9,4-03087-0021,65-62 SAUNDERS STREET,REGO PARK,D3-ELEVATOR,38,1954,26400,373860,14.16,1160000,43.9,0.15,4-03117-0017,89-10 63 DRIVE,REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.3
4-03097-7504,288-R1,65-04 BOOTH STREET,REGO PARK,R9-CONDOPS,68,1961,23531,352965,15,1190000,51,4-03087-0021,65-62 SAUNDERS STREET,REGO PARK,D3-ELEVATOR,38,1954,26400,373860,14.16,1160000,43.9,0.15,4-03117-0017,89-10 63 DRIVE,REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.3
4-03097-7505,337-R1,65-20 BOOTH STREET,REGO PARK,R4-ELEVATOR,67,1941,63693,898071,14.1,2800007,44,4-03078-0110,93-54 QUEENS BOULEVARD,REGO PARK,D7-ELEVATOR,65,1939,64935,909584,14.01,2830000,43.6,0.4,4-03086-0002,65-41 SAUNDERS STREET,REGO PARK,D1-ELEVATOR,61,1940,60000,835237,13.92,2600000,43.3,0.15
4-03097-7506,547-R1,64-48 BOOTH STREET,REGO PARK,R4-ELEVATOR,36,1955,23172,347580,15,1180005,51,4-03097-0038,64-85 WETHEROLE STREET,REGO PARK,D1-ELEVATOR,56,1952,50400,708197,14.05,2210000,43.8,0,4-03117-0017,89-10 63 DRIVE,REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.3
4-03100-7501,56-R1,65-36 WETHEROLE STREET,REGO PARK,R4-ELEVATOR,64,1941,66324,928536,14,2890006,43.6,4-03078-0110,93-54 QUEENS BOULEVARD,REGO PARK,D7-ELEVATOR,65,1939,64935,909584,14.01,2830000,43.6,0.55,4-03086-0002,65-41 SAUNDERS STREET,REGO PARK,D1-ELEVATOR,61,1940,60000,835237,13.92,2600000,43.3,0.15
4-03102-7501,262-R1,87 62 AVENUE,REGO PARK,R4-ELEVATOR,78,1988,67502,1221786,18.1,4570002,68,4-02098-0018,63-36 98 PLACE,REGO PARK,D1-ELEVATOR,66,1980,66962,1104553,16.5,3730000,56,0.55,4-03104-0108,65-90 AUSTIN STREET,REGO PARK,D1-ELEVATOR,66,1998,57600,1289329,22.38,5340000,93,0.4
4-03115-7501,72-R1,63-85 WOODHAVEN BOULEVARD,REGO PARK,R4-ELEVATOR,164,1952,149558,2258325,15.1,7639985,51,4-03155-0027,98-01 67 AVENUE,REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,0.5,4-03085-0008,64-20 SAUNDERS STREET,REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,0.5
4-03159-7501,259-R1,98-76 QUEENS BOULEVARD,REGO PARK,R4-ELEVATOR,66,1939,63000,913500,14.5,3090004,49,4-03080-0001,63-07 SAUNDERS STREET,REGO PARK,D1-ELEVATOR,60,1939,62400,858571,13.76,2670000,42.8,0.5,4-03080-0006,95-08 QUEENS BOULEVARD,REGO PARK,D1-ELEVATOR,60,1941,62400,909617,14.58,2830000,45.4,0.5
4-03169-7501,356-R1,99-34 67 ROAD,REGO PARK,R4-ELEVATOR,67,1941,63998,927971,14.5,3140003,49.1,4-03155-0027,98-01 67 AVENUE,REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,0.2,4-03080-0006,95-08 QUEENS BOULEVARD,REGO PARK,D1-ELEVATOR,60,1941,62400,909617,14.58,2830000,45.4,0.65
4-03171-7501,68-R1,100-10 67 ROAD,REGO PARK,R4-ELEVATOR,64,1941,71316,1034082,14.5,3499995,49.1,4-02214-0040,107-19 70 AVENUE,FOREST HILLS,D1-ELEVATOR,67,1938,61700,858219,13.91,2670000,43.3,0.4,4-02225-0006,109-05 QUEENS BOULEVARD,FOREST HILLS,D1-ELEVATOR,65,1936,72800,1052751,14.46,3560000,48.9,0.65
4-03171-7502,419-R1,101-18 QUEENS BOULEVARD,REGO PARK,R9-CONDOPS,31,1964,26930,417415,15.5,1410000,52,4-03171-0001,101-01 BOOTH STREET,REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,0,4-03083-0079,95-11 64 ROAD,REGO PARK,C1-WALK-UP,32,1993,27907,498000,17.84,1860000,67,0.55
4-03173-7501,330-R1,102-30 QUEENS BOULEVARD,REGO PARK,R9-CONDOPS,98,1991,145717,2185755,15,7390000,51,4-03156-0133,98-05 67 AVENUE,REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.25,4-03100-0014,65-50 WETHEROLE STREET,REGO PARK,D1-ELEVATOR,144,1963,144444,2419441,16.75,9050000,63,0.4
4-03173-7502,576-R1,102-10 QUEENS BOULEVARD,REGO PARK,R4-ELEVATOR,33,2007,22930,687900,30,3200001,140,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,0.15,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,2.85
4-03239-7501,201-R1,107 QUEENS BOULEVARD,FOREST HILLS,R9-CONDOPS,162,1965,181853,2909648,16,9840000,54,4-03161-0001,66-22 FLEET STREET,FOREST HILLS,D1-ELEVATOR,130,1962,112800,1933460,17.14,7230000,64,0.6,4-03234-0051,68-09 BURNS STREET,FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.2
4-03255-7501,118-R1,72-34 AUSTIN STREET,FOREST HILLS,R4-ELEVATOR,58,1932,38582,626957,16.25,2480001,64,4-03255-0028,71-50 AUSTIN STREET,FOREST HILLS,D7-ELEVATOR,53,1932,40398,840366,20.8,3140000,78,0,4-03258-0023,72-25 AUSTIN STREET,FOREST HILLS,D7-ELEVATOR,50,1920,48000,801480,16.7,2710000,56,0.1
4-03257-7501,450-R1,108-24 71 ROAD,FOREST HILLS,R4-ELEVATOR,95,2004,108788,2719700,25,11299998,104,4-00021-0060,47-05 CENTER BOULEVARD,LONG ISLAND CITY,D8-ELEVATOR,395,2007,466000,11898889,25.5,25200000,54,6.3,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,2.5
4-03292-7501,293-R1,110-31 73 ROAD,FOREST HILLS,R9-CONDOPS,69,1938,71210,1032545,14.5,3490000,49,4-02153-0025,66-20 108 STREET,FOREST HILLS,D1-ELEVATOR,71,1939,75084,1190193,15.85,4020000,54,0.9,4-02225-0006,109-05 QUEENS BOULEVARD,FOREST HILLS,D1-ELEVATOR,65,1936,72800,1052751,14.46,3560000,48.9,0.2
4-03293-7501,194-R1,110 73 ROAD,FOREST HILLS,R9-CONDOPS,66,1942,93800,1360100,14.5,4600000,49,4-02122-0028,102-50 62 ROAD,FOREST HILLS,D1-ELEVATOR,102,1956,99350,1390954,14,4330000,43.6,1.45,4-02225-0006,109-05 QUEENS BOULEVARD,FOREST HILLS,D1-ELEVATOR,65,1936,72800,1052751,14.46,3560000,48.9,0.25
4-03321-7501,88-R1,83-85 116 STREET,KEW GARDENS,R4-ELEVATOR,75,1956,65990,956855,14.5,4340021,66,4-03321-0061,83-31 116 STREET,KEW GARDENS,D1-ELEVATOR,180,1950,140196,2157939,15.39,7300000,52,0.15,4-03321-0037,83-46 118 STREET,KEW GARDENS,D1-ELEVATOR,84,1931,70059,937091,13.38,2920000,41.7,0.15
4-03321-7502,455-R1,83-75 117 STREET,KEW GARDENS,R4-ELEVATOR,39,2004,42795,748912,17.5,2800002,65,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,1.7,4-03359-0011,123-20 82 AVENUE,KEW GARDENS,D7-ELEVATOR,18,1996,12905,229810,17.81,859000,67,0.65
4-03321-7503,435-R1,83-71 116 STREET,KEW GARDENS,R4-ELEVATOR,30,2001,38000,722000,19,2700002,71,4-03322-0043,83-33 118 STREET,KEW GARDENS,D1-ELEVATOR,79,1979,72147,1257395,17.43,4700000,65,0.15,4-03359-0011,123-20 82 AVENUE,KEW GARDENS,D7-ELEVATOR,18,1996,12905,229810,17.81,859000,67,0.65
4-03321-7504,461-R1,116-24 GROSVENOR LANE,KEW GARDENS,R4-ELEVATOR,59,2005,52033,1248792,24,5170003,99,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,3.9,4-03155-0019,66-02 AUSTIN STREET,REGO PARK,D1-ELEVATOR,66,1998,57600,1271409,22.07,5270000,91,1.7
4-03322-7501,410-R1,118-82 METROPOLITAN AVENU,KEW GARDENS,R4-ELEVATOR,41,2002,35180,765165,21.75,3170008,90,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,3.95,4-03155-0019,66-02 AUSTIN STREET,REGO PARK,D1-ELEVATOR,66,1998,57600,1271409,22.07,5270000,91,1.8
4-03339-7501,305-R1,111-50 70 AVENUE,FOREST HILLS,R9-CONDOPS,88,1987,115082,1783771,15.5,6030000,52,4-02265-0067,75-23 113 STREET,FOREST HILLS,D9-ELEVATOR,54,1974,41920,817946,19.51,3060000,73,0.15,4-03342-0022,111-46 76 DRIVE,FOREST HILLS,D1-ELEVATOR,24,1966,21396,313237,14.64,1060000,49.5,0.15
4-03340-7501,63-R1,111-14 76 AVENUE,FOREST HILLS,R4-ELEVATOR,95,1938,84954,1359264,16,4599981,54,4-02222-0001,70-11 108 STREET,FOREST HILLS,D7-ELEVATOR,78,1939,73020,1336592,18.3,5000000,68,0.55,4-02225-0006,109-05 QUEENS BOULEVARD,FOREST HILLS,D1-ELEVATOR,65,1936,72800,1052751,14.46,3560000,48.9,0.45
4-03342-7501,289-R1,111-56 76 DRIVE,FOREST HILLS,R4-ELEVATOR,39,1939,31511,456909,14.5,1540001,48.9,4-03341-0001,111-10 76 ROAD,FOREST HILLS,D1-ELEVATOR,60,1937,56636,879625,15.53,2970000,52,0.05,4-03340-0052,111-09 76 ROAD,FOREST HILLS,D1-ELEVATOR,60,1939,53455,856699,16.03,2900000,54,0.1
4-03347-7501,193-R1,119-45 UNION TURNPIKE,FOREST HILLS,R4-ELEVATOR,59,1971,51376,796328,15.5,2689997,52,4-03335-0008,80-15 GRENFELL STREET,KEW GARDENS,D1-ELEVATOR,128,1930,82091,1487668,18.12,5560000,68,0.2,4-03322-0043,83-33 118 STREET,KEW GARDENS,D1-ELEVATOR,79,1979,72147,1257395,17.43,4700000,65,0.6
4-03354-7501,585-R1,83-09 TALBOT STREET,KEW GARDENS,R4-ELEVATOR,83,1923,104492,1358396,13,4230008,40.5,4-03353-0001,82-67 AUSTIN STREET,KEW GARDENS,D3-ELEVATOR,144,1927,124343,1863102,14.98,6300000,51,0.05,4-03358-0052,41 KEW GARDENS ROAD,KEW GARDENS,D1-ELEVATOR,48,1936,49636,711618,14.34,2410000,48.6,0.2
4-03358-7501,202-R1,123-25 82 AVENUE,KEW GARDENS,R9-CONDOPS,108,1951,66880,936320,14,2920000,43.7,4-03321-0018,83-10 118 STREET,KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0.55,4-03322-0014,118-40 METROPOLITAN AVENU,KEW GARDENS,D1-ELEVATOR,84,1928,83727,1164386,13.91,3630000,43.4,0.55
4-03360-7501,144-R1,125-10 QUEENS BOULEVARD,KEW GARDENS,R9-CONDOPS,377,1960,419528,6502684,15.5,22000000,52,4-05137-0084,43-32 KISSENA BOULEVARD,FLUSHING-NORTH,D3-ELEVATOR,287,1962,267554,4040352,15.1,13700000,51,2.9,4-05137-0093,43-44 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,287,1962,267554,4019225,15.02,13600000,51,2.9
4-03371-7501,382-R1,2116 GREENE AVENUE,RIDGEWOOD,R2-WALK-UP,44,0,59400,801900,13.5,2500005,42.1,4-03631-0001,62-02 CATALPA AVENUE,RIDGEWOOD,C1-WALK-UP,81,1928,57716,792607,13.73,2470000,42.8,0.8,4-03545-0001,1605 PUTNAM AVENUE,RIDGEWOOD,C7-WALK-UP,49,1927,49530,558053,11.27,1450000,29.3,0.75
4-03456-7501,411-R1,714 SENECA AVENUE,RIDGEWOOD,R4-ELEVATOR,17,2002,12607,267898,21.25,1110003,88,4-00573-0046,27-10 ASTORIA BOULEVARD,ASTORIA,D7-ELEVATOR,27,2004,25920,519388,20.04,1940000,75,4.75,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,3.25
4-03494-7501,130-R1,5926 BLEECKER STREET,RIDGEWOOD,R2-WALK-UP,12,1987,10021,160336,16,542000,54,4-05005-0042,35-14 149 STREET,FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,175000,16.67,592000,56,5.9,4-01606-0052,40-37 97 STREET,CORONA,C1-WALK-UP,16,1990,12304,175895,14.3,595000,48.4,3.2
4-03637-7501,350-R1,71-05 FRESH POND ROAD,GLENDALE,R4-ELEVATOR,64,0,58586,1025255,17.5,3830001,65,4-03874-0078,89-15 73 AVENUE,GLENDALE,C9-WALK-UP,52,1950,45040,782575,17.38,2930000,65,1.85,4-03873-0028,89-17 72 AVENUE,GLENDALE,C9-WALK-UP,52,1950,44928,812838,18.09,3040000,68,1.85
4-03667-7501,226-R1,72-52 METROPOLITAN AVENUE,GLENDALE,R2-WALK-UP,12,1988,9969,159504,16,539000,54,4-00619-0033,31-20 28 ROAD,ASTORIA,C1-WALK-UP,12,1987,9053,136528,15.08,462000,51,4.45,4-01606-0052,40-37 97 STREET,CORONA,C1-WALK-UP,16,1990,12304,175895,14.3,595000,48.4,2.9
4-03706-7501,449-R1,76-18 69 PLACE,GLENDALE,R4-ELEVATOR,50,1903,54954,824310,15,2789994,51,4-06797-0079,71-61 159 STREET,FLUSHING-SOUTH,D3-ELEVATOR,204,2000,165906,3467465,20.9,13000000,78,4.25,4-09712-0146,141-24 84 DRIVE,BRIARWOOD,D1-ELEVATOR,49,2003,53580,915622,17.09,3420000,64,3.6
4-03727-7501,378-R1,56-07 CLOVER PLACE,GLENDALE,R2-WALK-UP,28,0,20320,262128,12.9,957002,47.1,4-03683-0036,71-56 69 STREET,GLENDALE,C1-WALK-UP,12,1928,9300,98617,10.6,256000,27.5,1,4-03703-0026,72-06 69 STREET,GLENDALE,C7-WALK-UP,28,1928,23300,364276,15.63,1230000,53,0.95
4-04044-7501,534-R1,14-34 110 STREET,COLLEGE POINT,R4-ELEVATOR,33,2002,30185,633885,21,2640005,87,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,2.15,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,2.7
4-04259-7501,91-R1,122-15 25 ROAD,COLLEGE POINT,R2-WALK-UP,15,1983,11076,157833,14.25,533998,48.2,4-04256-0030,25-60 COLLEGE POINT BOULE,COLLEGE POINT,C1-WALK-UP,15,1964,11196,178363,15.93,603000,54,0.1,4-04292-0060,119-58 27 AVENUE,COLLEGE POINT,C1-WALK-UP,30,1966,17493,226320,12.94,705000,40.3,0.2
4-04410-7501,370-R1,137-11 32 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,23,1990,22528,371712,16.5,1260000,56,4-02098-0018,63-36 98 PLACE,REGO PARK,D1-ELEVATOR,66,1980,66962,1104553,16.5,3730000,56,3,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1352211,20.09,5060000,75,0.45
4-04414-7501,476-R1,31-22 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,20,2006,18668,485368,26,2009998,108,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,3.4,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.65
4-04414-7502,517-R1,140-24 31 DRIVE,FLUSHING-NORTH,R4-ELEVATOR,20,2005,15422,385550,25,1600004,104,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.45,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,3.4
4-04414-7504,579-R1,31-32 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,32,2007,40800,1020000,25,4220001,103,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.45,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.65
4-04516-7501,563-R1,150-31 12 AVENUE,WHITESTONE,R2-WALK-UP,49,2006,39140,821940,21,3400002,87,4-00531-0060,31-64 21 STREET,ASTORIA,D1-ELEVATOR,52,2002,46333,1176751,25.4,4870000,105,6.5,4-05285-0010,163-02 CROCHERON AVENUE,FLUSHING-NORTH,C7-WALK-UP,15,1964,11866,224163,18.89,838000,71,2.1
4-04672-7501,74-R1,149-47 22 AVENUE,WHITESTONE,R2-WALK-UP,20,1947,14950,209300,14,652000,43.6,4-04677-0005,149-15 25 AVENUE,FLUSHING-NORTH,C9-WALK-UP,25,1951,19188,226495,11.8,637000,33.2,0.2,4-05005-0001,35-33 147 STREET,FLUSHING-NORTH,C1-WALK-UP,38,1924,33000,474740,14.39,1610000,48.8,0.95
4-04952-7501,423-R1,32-05 LINDEN PLACE,FLUSHING-NORTH,R2-WALK-UP,18,2002,16915,325613,19.25,1220005,72,4-00659-0073,30-62 38 STREET,ASTORIA,C1-WALK-UP,16,2005,14818,275137,18.57,1030000,70,4.55,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.9
4-04954-7501,621-R1,32-36 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,23,2007,26228,708156,27,2930005,112,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.4,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.6
4-04956-7501,222-R1,35-45 LEAVITT STREET,FLUSHING-NORTH,R4-ELEVATOR,24,1987,23100,325710,14.1,1009999,43.7,4-04954-0131,32-08 UNION STREET,FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,445365,12.69,1390000,39.6,0.15,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.15
4-04958-7501,431-R1,134-38 35 AVENUE,FLUSHING-NORTH,R2-WALK-UP,12,1996,8730,139680,16,471999,54,4-09231-0020,119-50 METROPOLITAN AVENU,KEW GARDENS,C7-WALK-UP,22,1974,16232,288000,17.74,1080000,67,4.05,4-03101-0016,85-82 ELIOT AVENUE,REGO PARK,C1-WALK-UP,15,1974,9264,165612,17.88,619000,67,3.1
4-04960-7501,549-R1,35-06 LEAVITT STREET,FLUSHING-NORTH,R4-ELEVATOR,54,2004,60665,1349796,22.25,3080003,51,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.15,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1352211,20.09,5060000,75,0.15
4-04960-7502,521-R1,136-16 35 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,28,2007,25777,721756,28,2990004,116,4-00531-0060,31-64 21 STREET,ASTORIA,D1-ELEVATOR,52,2002,46333,1176751,25.4,4870000,105,5.4,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.15
4-04970-7501,511-R1,59-05 MAIN STREET,FLUSHING-NORTH,R4-ELEVATOR,47,2003,48785,1268410,26,5250001,108,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.25,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.25
4-04971-7501,446-R1,135-37 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,20,2004,14250,299250,21,1240002,87,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,2.8,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.15
4-04977-7501,71-R1,136-75 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,80,1983,87612,1489404,17,5570010,64,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.55,4-05050-0039,144-90 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,101,1972,85602,1307168,15.27,4420000,52,0.55
4-04981-7501,10-R1,140-55 34 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,11,1967,12655,189825,15,642000,51,4-04981-0050,33-14 PARSONS BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,114,1963,99162,1469514,14.82,4970000,50,0,4-05021-0001,142-01 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,106,1963,102023,1548352,15.18,5240000,51,0.5
4-04981-7501,10-R4,140-55 34 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,80,1967,97877,1468155,15,4960006,51,4-04981-0050,33-14 PARSONS BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,114,1963,99162,1469514,14.82,4970000,50,0,4-05021-0001,142-01 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,106,1963,102023,1548352,15.18,5240000,51,0.5
4-04994-7501,85-R1,139-35 35 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,36,1984,34314,566181,16.5,1909988,56,4-05046-0045,142-09 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,550735,14.25,1860000,48.1,0.5,4-05013-0038,37-14 PARSONS BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,173,1972,113522,2128510,18.75,7960000,70,0.25
4-04994-7502,103-R1,140-44 34 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,15,1985,10668,181356,17,677995,64,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0,4-05046-0045,142-09 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,550735,14.25,1860000,48.1,0.5
4-04994-7503,220-R1,140-40 34 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,16,1988,16140,270345,16.75,1009998,63,4-05046-0045,142-09 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,550735,14.25,1860000,48.1,0.5,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0
4-04994-7504,398-R1,139-87 35 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,19,1997,16164,324896,20.1,1209997,75,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.7,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1352211,20.09,5060000,75,0.3
