DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
30Q501,30,Frank Sinatra School of the Arts High School,Donna Finn,HS,High School,3.35,B,68.2,5.9,F,21.1,A,41.2,B,,A
30Q502,30,Information Technology High School,Dr. Nancy E. Casella,HS,High School,2.27,B,64.3,9.2,B,14.7,B,36.4,B,4.0,A
30Q555,30,Newcomers High School,Orlando Sarmiento,HS,High School,2.18,A,75.4,11.5,A,19.7,A,42.2,A,2.0,A
30Q575,30,Academy of American Studies,Ellen Sherman,HS,High School,2.99,B,68.7,8.1,C,17.1,B,38.5,B,5.0,A
30Q580,30,Baccalaureate School for Global Education,Kelly Joan Johnson,EMS,Middle,3.96,B,53.4,8.8,A,21.4,A,23.2,C,0.0,B
30Q580,30,Baccalaureate School for Global Education,Kelly Joan Johnson,HS,High School,3.58,B,68.4,9.2,B,19.5,A,39.7,B,,A
31R001,31,P.S. 001 Tottenville,Diane Gordin,EMS,Elementary,18.63,B,49.9,8.4,B,11.0,B,25.0,B,5.5,B
31R002,31,I.S. R002 George L. Egbert,Adrienne Stallone,EMS,Middle,2.59,C,37.0,5.1,C,9.7,C,20.7,C,1.5,C
31R003,31,P.S. 003 The Margaret Gioiosa School,Judith Wilson,EMS,Elementary,12.85,C,28.3,3.7,D,6.7,C,15.4,C,2.5,C
31R004,31,P.S. 004 Maurice Wollin,Mr. Marc A. Harris,EMS,Elementary,21.79,C,31.7,4.1,C,3.3,D,20.8,C,3.5,C
31R005,31,P.S. 005 Huguenot,Lisa Arcuri,EMS,Elementary,11.61,C,35.5,11.8,A,10.4,B,13.2,D,0.0,C
31R006,31,P.S. 6 Corporal Allan F. Kivlehan School,Cynthia Difolco,EMS,Elementary,18.59,C,26.8,6.6,B,7.1,C,8.0,F,5.0,C
31R007,31,I.S. 007 Elias Bernstein,Dr. Nora De Rosa-Karby,EMS,Middle,3.11,B,50.6,6.5,B,13.0,B,23.0,C,8.0,B
31R008,31,P.S. 8 Shirlee Solomon,Lisa Esposito,EMS,Elementary,22.81,A,82.1,11.0,A,15.6,A,48.5,A,7.0,A
31R011,31,P.S. 11 Thomas Dongan School,Erica Mattera,EMS,Elementary,42.18,C,36.3,7.3,B,2.6,D,23.9,C,2.5,B
31R013,31,P.S. 013 M. L. Lindemeyer,Paul Martuccio,EMS,Elementary,43.95,B,43.1,6.2,B,11.8,B,22.6,C,2.5,C
31R014,31,P.S. 014 Cornelius Vanderbilt,Nancy Hargett,EMS,Elementary,59.62,D,21.2,4.6,C,1.3,F,14.3,D,1.0,C
31R016,31,P.S. 016 John J. Driscoll,Vincenza Gallassio,EMS,Elementary,61.09,C,39.9,3.6,D,2.9,D,30.9,B,2.5,C
31R018,31,P.S. 018 John G. Whittier,Robert Rodriguez,EMS,Elementary,62.00,C,34.0,4.7,C,7.5,C,18.8,C,3.0,B
31R019,31,P.S. 019 The Curtis School,Mary Petrone,EMS,Elementary,53.45,A,67.6,8.2,B,10.7,B,40.7,A,8.0,B
31R020,31,P.S. 020 Port Richmond,Marie Munoz,EMS,Elementary,63.97,C,32.2,11.5,A,8.0,C,10.7,F,2.0,C
31R021,31,P.S. 21 Margaret Emery-Elm Park,Gina Moreno,EMS,Elementary,55.70,C,38.9,9.9,A,6.8,C,22.2,C,0.0,A
31R022,31,P.S. 022 Graniteville,Melissa Lamb Donath,EMS,Elementary,50.31,C,39.8,4.0,C,9.5,C,26.2,B,0.0,B
31R023,31,P.S. 023 Richmondtown,Frank Campagna,EMS,Elementary,19.18,A,65.4,8.4,B,10.9,B,38.6,A,7.5,B
31R024,31,I.S. 024 Myra S. Barnes,Lenny Santamaria,EMS,Middle,2.99,B,44.4,5.3,C,11.4,B,21.2,C,6.5,C
31R026,31,P.S. 026 The Carteret School,Laura Kump/Joanne Mecane,EMS,Elementary,37.68,B,47.4,7.5,B,9.2,C,29.6,B,1.0,C
31R027,31,I.S. 027 Anning S. Prall,Tracey Kornish,EMS,Middle,2.54,C,38.8,6.3,B,9.0,C,21.5,C,2.0,C
31R029,31,P.S. 029 Bardwell,Mrs. Linda Manfredi,EMS,Elementary,24.11,B,45.8,12.0,A,9.4,C,20.9,C,3.5,C
31R030,31,P.S. 030 Westerleigh,Mrs. Denise N. Spina,EMS,Elementary,23.04,B,51.9,3.8,C,8.4,C,33.7,B,6.0,C
31R031,31,P.S. 031 William T. Davis,Patricia Covington,EMS,Elementary,59.22,B,41.3,7.8,B,4.6,D,27.4,B,1.5,B
31R032,31,P.S. 032 The Gifford School,Nancy Spataro,EMS,Elementary,17.06,B,53.4,4.0,C,6.6,C,35.3,A,7.5,B
31R034,31,I.S. 034 Tottenville,Jeff Preston,EMS,Middle,2.92,C,38.6,9.9,A,12.4,B,10.2,D,6.0,A
31R035,31,P.S. 35 The Clove Valley School,Melissa Garofalo,EMS,Elementary,25.22,C,36.2,6.7,B,9.7,C,17.8,C,2.0,C
31R036,31,P.S. 036 J. C. Drumgoole,Barbara Bellafatto,EMS,Elementary,13.77,B,47.9,2.1,F,6.2,C,35.1,A,4.5,C
31R038,31,P.S. 038 George Cromwell,Everlidys Robles,EMS,Elementary,35.19,C,35.4,6.2,B,10.3,B,14.9,D,4.0,B
31R039,31,P.S. 39 Francis J. Murphy Jr.,Tracey Wright,EMS,Elementary,31.04,C,39.3,7.4,B,9.5,C,19.4,C,3.0,C
31R041,31,P.S. 041 New Dorp,Elise Feldman,EMS,Elementary,31.68,C,35.5,3.4,D,9.5,C,16.6,C,6.0,C
31R042,31,P.S. 042 Eltingville,Brian Sharkey,EMS,Elementary,18.30,B,45.0,9.1,A,7.1,C,24.3,B,4.5,C
31R044,31,P.S. 044 Thomas C. Brown,Joseph Miller,EMS,Elementary,62.54,C,38.4,5.4,C,3.9,D,24.6,B,4.5,C
31R045,31,P.S. 045 John Tyler,Christine Chavez,EMS,Elementary,40.00,B,49.1,5.7,C,7.3,C,31.6,B,4.5,C
31R046,31,P.S. 046 Albert V. Maniscalco,Andrea Maffeo,EMS,Elementary,43.04,B,51.8,9.5,A,6.8,C,31.0,B,4.5,D
31R047,31,CSI High School for International Studies,Joseph Canale,HS,High School,2.73,A,83.4,9.6,B,22.5,A,46.3,A,5.0,A
31R048,31,P.S. 048 William C. Wilcox,Jacqueline Mammolito,EMS,Elementary,20.51,B,43.1,9.9,A,13.2,B,17.4,C,2.5,B
31R049,31,I.S. 49 Berta A. Dreyfus,Linda Hill,EMS,Middle,2.15,B,46.9,5.1,C,7.6,C,29.7,B,4.5,B
31R050,31,P.S. 050 Frank Hankinson,Sharon Fine,EMS,Elementary,17.14,B,52.5,6.1,B,10.0,C,33.4,B,3.0,B
31R051,31,I.S. 051 Edwin Markham,Nicholas Mele,EMS,Middle,2.43,B,43.4,6.1,C,8.7,C,26.1,B,2.5,B
31R052,31,P.S. 052 John C. Thompson,Jane Mccord,EMS,Elementary,25.31,D,23.1,5.6,C,3.2,D,13.3,D,1.0,C
31R053,31,P.S. 053 Bay Terrace,Annette Esposito,EMS,Elementary,17.93,B,55.6,10.3,A,7.5,C,31.3,B,6.5,B
31R054,31,P.S. 054 Charles W. Leng,Anna Castley,EMS,Elementary,30.49,D,18.6,5.9,C,6.5,C,5.7,F,0.5,C
31R055,31,P.S. 055 Henry M. Boehm,Sharon Fishman,EMS,Elementary,13.97,C,34.8,6.2,B,6.4,C,18.7,C,3.5,C
31R056,31,P.S. 56 The Louis Desario School,Dean Scali,EMS,Elementary,16.71,C,14.9,3.7,D,6.2,C,4.0,F,1.0,C
31R057,31,P.S. 057 Hubert H. Humphrey,Sandra Barnes,EMS,Elementary,62.15,C,27.8,3.3,D,4.3,D,18.2,C,2.0,A
31R058,31,Space Shuttle Columbia School,Roseann Mezzacappa,EMS,Elementary,29.35,B,44.0,7.9,B,7.5,C,24.1,C,4.5,C
31R060,31,P.S. 060 Alice Austen,Bonnie Ferretti,EMS,Elementary,32.35,D,21.0,7.4,B,5.4,D,6.7,F,1.5,C
31R061,31,I.S. 061 William A Morris,Mr. Richard J. Gallo,EMS,Middle,2.42,C,33.0,5.0,C,7.9,C,18.1,C,2.0,C
31R063,31,Marsh Avenue School for Expeditionary Learning,Jessica Jenkins-Milona,EMS,Middle,2.83,B,47.9,12.7,A,11.8,B,18.3,C,5.0,B
31R064,31,Gaynor McCown Expeditionary Learning School,Traci Frey,HS,High School,2.22,,,,,,,,,,
31R065,31,P.S. 65 The Academy of Innovative Learning,Sophie Scamardella,EC,K-3,43.37,B,36.9,12.4,A,15.3,A,9.2,C,0.0,
31R069,31,P.S. 069 Daniel D. Tompkins,Doreen Murphy,EMS,Elementary,25.01,C,31.5,10.1,A,4.6,D,15.8,C,1.0,C
31R072,31,I.S. 072 Rocco Laurie,Peter Macellari,EMS,Middle,2.59,B,54.6,5.8,C,12.1,B,32.1,B,4.5,B
31R075,31,I.S. 075 Frank D. Paulo,Mark Cannizzaro,EMS,Middle,3.01,B,45.7,8.0,B,11.6,B,19.6,C,6.5,B
31R080,31,The Michael J. Petrides School,Joanne Buckheit,EMS,K-8,25.75,C,14.9,5.0,C,5.7,D,2.7,F,1.5,C
31R080,31,The Michael J. Petrides School,Joanne Buckheit,HS,High School,2.43,A,74.4,9.1,B,22.5,A,38.8,B,4.0,A
31R440,31,New Dorp High School,Ms. Deirdre Deangelis,HS,High School,2.18,A,73.9,10.3,B,16.7,B,38.9,B,8.0,A
31R445,31,Port Richmond High School,Timothy M. Gannon,HS,High School,1.96,C,53.2,7.4,C,12.2,C,32.6,C,1.0,B
31R450,31,Curtis High School,Aurelia Curtis,HS,High School,2.17,B,62.0,8.3,C,17.5,A,32.2,C,4.0,B
31R455,31,Tottenville High School,John P. Tuminaro,HS,High School,2.68,B,67.7,9.0,B,17.2,B,35.5,B,6.0,B
31R460,31,Susan E. Wagner High School,Mr. Gary M. Giordano,HS,High School,2.33,A,75.0,10.0,B,17.3,B,42.7,A,5.0,A
31R470,31,Concord High School,Ron Gorsky,HST,Transfer High School,1.88,A,80.2,12.1,A,23.1,A,40.0,B,5.0,A
31R600,31,Ralph R. McKee Career and Technical Education High School,Sharon Alicia Henry,HS,High School,1.70,B,66.4,8.3,C,18.4,A,38.7,B,1.0,A
31R605,31,Staten Island Technical High School,Vincent Maniscalco,HS,High School,3.91,A,79.6,12.3,A,23.1,A,44.1,A,,A
31R607,31,Staten Island Yabc,Joann Calabro,YABC,YABC,,B,67.3,10.5,B,17.8,B,36,B,3.0,C
31R861,31,Staten Island School of Civic Leadership,Rose Kerr,EMS,Middle,2.62,A,97.2,12.8,A,18.1,A,56.8,A,9.5,
32K045,32,P.S. 045 Horace E. Greene,Tracey Lott-Davis,EMS,Elementary,62.00,B,46.9,8.6,A,9.6,C,24.7,B,4.0,A
32K075,32,P.S. 075 Mayda Cortiella,Christopher Tricarico,EMS,Elementary,59.15,B,43.0,7.5,B,8.6,C,21.9,C,5.0,C
32K086,32,P.S. 086 The Irvington,Mabel Sarduy,EMS,Elementary,63.78,B,42.5,11.7,A,10.1,B,19.1,C,1.5,C
32K106,32,P.S. 106 Edward Everett Hale,Robert Flores,EMS,Elementary,64.99,C,26.3,7.0,B,7.4,C,10.9,D,1.0,B
32K116,32,P.S. 116 Elizabeth L Farrell,Seiw Kong,EMS,Elementary,65.47,A,76.7,7.8,B,10.7,B,49.2,A,9.0,A
32K123,32,P.S. 123 Suydam,Veronica Greene,EMS,Elementary,64.61,B,53.9,9.3,A,11.9,B,26.7,B,6.0,C
32K145,32,P.S. 145 Andrew Jackson,Marilyn Torres,EMS,Elementary,64.20,C,40.3,7.5,B,6.2,C,25.6,B,1.0,B
32K151,32,P.S. 151 Lyndon B. Johnson,Maria Anaya,EMS,Elementary,64.47,D,24.7,6.1,B,6.3,C,11.8,D,0.5,C
32K162,32,J.H.S. 162 The Willoughby,Barbara Demartino,EMS,Middle,2.29,C,25.3,4.3,C,5.3,D,15.7,C,0.0,C
32K274,32,P.S. 274 Kosciusko,Maritza Ollivierra-Jones,EMS,Elementary,63.71,C,30.7,7.6,B,6.6,C,15.5,C,1.0,A
32K291,32,J.H.S. 291 Roland Hayes,Sean Walsh,EMS,Middle,2.34,C,27.1,2.3,D,3.9,D,19.9,C,1.0,C
32K296,32,J.H.S. 296 The Halsey School,Maria Barreto,EMS,Middle,2.40,F,12.0,1.4,F,2.2,F,6.9,F,1.5,C
32K299,32,P.S. 299 Thomas Warren Field,Wilma Kanova Kirk,EMS,Elementary,60.65,D,24.1,5.1,C,5.2,D,11.3,D,2.5,B
32K347,32,I.S. 347 School of Humanities,John Barbella,EMS,Middle,2.40,C,34.2,7.0,B,7.2,C,18.9,C,1.0,C
32K349,32,"I.S. 349 Math, Science & Tech.",Rogelio Parris,EMS,Middle,2.47,C,38.5,5.6,C,6.2,D,24.7,C,2.0,C
32K376,32,P.S. 376,Maria Vera,EMS,Elementary,64.58,C,31.2,12.4,A,12.1,B,6.1,F,0.5,B
32K377,32,P.S. 377 Alejandrina B. De Gautier,Dominic Zagami,EMS,K-8,59.61,F,4.6,1.8,F,2.8,F,0.0,F,0.0,B
32K383,32,J.H.S. 383 Philippa Schuyler,Barbara Sanders,EMS,Middle,3.61,B,41.9,3.8,C,8.8,C,23.8,C,5.5,C
32K384,32,P.S. /I.S. 384 Frances E. Carter,Brunhilda Perez,EMS,K-8,60.55,B,46.2,12.3,A,8.5,C,23.9,C,1.5,A
32K403,32,Academy for Environmental Leadership,Nilda Gomez-Katz,HS,High School,1.64,A,75.4,7.7,C,20.4,A,45.3,A,2.0,A
32K545,32,EBC High School for Public Service - Bushwick,Barnaby Spring,HS,High School,2.17,F,38.3,2.4,F,10.1,D,23.8,F,2.0,C
32K549,32,Bushwick School for Social Justice,Mark Rush,HS,High School,1.80,A,75.5,9.5,B,14.4,C,45.6,A,6.0,A
32K552,32,Academy of Urban Planning,Rodney Orji,HS,High School,1.59,B,66.8,7.7,C,17.9,A,34.2,C,7.0,B
32K554,32,All City Leadership Secondary School,Elvis Estevez,EMS,Middle,3.27,A,61.8,12.6,A,13.5,B,35.7,A,0.0,C
32K554,32,All City Leadership Secondary School,Elvis Estevez,HS,High School,2.67,A,82.3,13.5,A,20.0,A,48.8,A,,A
32K556,32,Bushwick Leaders High School for Academic Excellence,Catherine Reilly,HS,High School,1.70,C,52.5,9.6,B,13.0,C,29.9,C,,B
32K564,32,Bushwick Community High School,Tira Randall,HST,Transfer High School,1.99,C,55.5,9.9,B,6.1,F,36.5,B,3.0,B
75K036,75,P.S. 36,Johanna Schneider,D75,Middle,,A,64.9,10.9,A,9.1,C,41.8,A,3.0,C
75K053,75,P.S. K053,Heather Leykam,D75,Middle,,A,75.3,14.8,A,14.7,B,41.3,A,4.5,B
75K140,75,P.S. K140,Michelle Carpenter,D75,K-8,,F,32.4,2.3,F,10.7,C,17.9,D,1.5,D
75K141,75,P.S. K141,Michele Thornton Mannix,D75,Middle,,C,40.4,2.4,F,9.5,C,28.5,C,0.0,B
75K231,75,P.S. K231,Christina Foti,D75,Elementary,,B,45.3,10.4,B,11.9,B,21.5,C,1.5,C
75K368,75,P.S. 368,Joycelyn Nedd,D75,Middle,,B,51.9,4.8,F,8.8,D,35.3,B,3.0,D
75K369,75,P.S. K369 - Coy L. Cox School,Rudy Giuliani,D75,K-8,,B,49.4,10.2,A,8.6,C,27.6,C,3.0,B
75K372,75,P.S. 372 -The Children's School,Arthur Mattia,D75,Elementary,,A,79.2,14.0,A,23.3,A,37.4,A,4.5,A
75K771,75,P.S. K771,Denise D'Anna,D75,K-8,,B,51.9,12.2,A,12.1,B,27.5,C,0.0,A
75M094,75,P.S. M094,Ronnie Shuster,D75,Elementary,,D,32.6,11.3,A,7.6,F,10.7,F,3.0,C
75M169,75,P.S. M169 - Robert F. Kennedy,Susan Finn,D75,Middle,,B,61.0,6.0,D,6.7,F,43.8,A,4.5,D
75M811,75,P.S. M811 - Mickey Mantle School,Barry Daub,D75,Elementary,,C,36.3,9.4,D,10.1,C,15.3,D,1.5,F
75Q004,75,P.S. Q004,Marcy Berger,D75,Elementary,,A,63.8,12.0,A,13.4,B,32.4,B,6.0,A
75Q009,75,P.S. 009,Robert Wojnarowski,D75,K-8,,A,53.9,8.9,C,8.5,D,32.0,B,4.5,B
75Q023,75,P.S. Q023 @ Queens Children Center,Jacqueline Jones,D75,K-8,,B,47.6,9.1,B,9.1,C,21.9,C,7.5,B
75Q075,75,Robert E. Peary School,Brenda Gallashaw,D75,K-8,,A,53.8,10.0,A,11.1,C,31.2,B,1.5,C
75Q224,75,P.S. Q224,Desmond Park,D75,Elementary,,B,51.6,10.7,A,12.4,B,28.5,B,0.0,B
75Q256,75,P.S. Q256,Oswaldo Roman,D75,Middle,,A,77.0,10.7,A,13.3,B,48.5,A,4.5,A
75R025,75,South Richmond High School I.S./P.S. 25,James Mckeon,D75,Middle,,C,45.3,7.5,B,5.0,F,28.3,C,4.5,B
75R373,75,P.S. R373,Ilene Goldstein- Harn,D75,Elementary,,A,58.2,9.8,C,11.1,C,32.8,B,4.5,B
75X010,75,P.S. X010,Barbara Hanson,D75,Elementary,,B,54.5,10.7,A,13.4,B,30.4,B,0.0,A
75X017,75,P.S. X017,Robin Cohen,D75,K-8,,A,65.6,9.3,A,12.2,B,38.1,A,6.0,A
75X168,75,P.S. 168,Rosa Nieves Greene,D75,K-8,,C,41.4,11.9,A,10.1,C,19.4,C,0.0,D
75X186,75,P186X Walter J. Damrosch School,Ava Cara Kaplan,D75,K-8,,C,39.9,13.7,A,9.7,C,13.5,F,3.0,F
75X188,75,P.S. X188,Shanie Johnson,D75,Middle,,D,40.0,6.8,C,9.0,C,22.7,D,1.5,C
75X352,75,The Vida Bogart School for All Children,Lourdes Mendez,D75,Elementary,,C,41.5,3.5,F,9.3,C,21.2,C,7.5,B
75X723,75,P.S. 723,Christine Walsh,D75,Middle,,B,52.0,10.4,A,10.0,C,28.6,C,3.0,C
84K355,84,Williamsburg Collegiate Charter School,J.T. Leaird,EMS,Middle,2.72,A,83.0,14.5,A,18.2,A,43.8,A,6.5,A
84K355,84,Williamsburg Collegiate Charter School,J.T. Leaird,HS,High School,3.54,,,,,,,,,,
84K356,84,Achievement First- Crown Heights Charter School,Camilla Lopez/Wells Blanchard,EMS,K-8,51.76,A,64.8,9.2,A,14.1,B,38.0,A,3.5,C
84K356,84,Achievement First- Crown Heights Charter School,Paul Adler,HS,High School,2.77,,,,,,,,,,
84K357,84,KIPP AMP Charter School,Ky Adderley/Natalie Webb,EMS,Middle,2.45,B,53.5,8.4,B,10.3,B,28.8,B,6.0,C
84K358,84,Achievement First East New York School,Hilary Cymrot/David Hardy,EMS,Elementary,54.71,A,56.8,10.4,A,13.1,B,31.3,B,2.0,C
84K359,84,The Uft Charter School,Michelle Bodden-White,EMS,K-8,54.63,C,25.3,5.3,C,5.1,D,12.9,D,2.0,D
84K359,84,The Uft Charter School,Michelle Bodden-White,HS,High School,2.58,,,,,,,,,,
84K362,84,Hellenic Classical Charter School,Christina Tettonis,EMS,K-8,41.41,B,42.9,12.5,A,12.6,B,15.8,C,2.0,C
84K473,84,Williamsburg Charter High School,Marsha Spampinato,HS,High School,2.38,C,55.1,7.1,C,14.7,B,29.2,C,4.0,D
84K508,84,Achievement First Endeavor Charter School,Tom Kaiser/Paul Adler,EMS,Middle,2.58,A,76.7,11.0,A,12.8,B,45.9,A,7.0,C
84K517,84,Leadership Prep Bedford Stuyvesant Charter School,Sultanna Noormuhammad,EMS,Elementary,51.25,B,54.1,13.7,A,16.0,A,23.4,C,1.0,B
84K536,84,Community Roots Charter School,Allison Keil/Sara Stone,EMS,Elementary,30.17,C,31.5,12.7,A,8.7,C,8.6,F,1.5,F
84K538,84,Achievement First Bushwick Charter School,Amy D'Angelo,EMS,K-8,54.60,A,74.9,12.6,A,13.5,B,40.8,A,8.0,B
84K593,84,Excellence Charter School of Bedford Stuyvesant,Jabali Sawicki/,EMS,K-8,49.25,A,62.2,11.3,A,16.9,A,33.0,B,1.0,C
84K608,84,Kings Collegiate Charter School,Scott Schuster,EMS,Middle,2.82,B,46.7,10.4,A,13.1,B,21.2,C,2.0,A
84K626,84,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,Gina Ribeiro,EC,K-3,53.16,B,39.6,11.6,A,14.6,A,11.4,B,2.0,
84K648,84,Bedford Stuyvesant Collegiate Charter School,Mabel Lajes-Guiteras,EMS,Middle,2.66,A,61.5,14.2,A,14.2,B,29.6,B,3.5,A
84K649,84,La Cima Charter School,Andrea Zayas,EC,K-3,54.63,D,14.8,3.8,F,6.1,C,4.9,C,0.0,
84K651,84,PAVE Academy Charter School,Spencer Robertson/Ashley Ferguson,EC,K-3,48.64,C,25.1,9.4,A,8.2,B,7.5,C,0.0,
84K652,84,Brooklyn Ascend Charter School,Keisha Sykes/Brandon Sorlie,EMS,Elementary,51.35,C,36.7,8.1,B,9.2,C,19.3,C,0.0,B
84K693,84,Believe Northside Charter High School,Reshma Baig,HS,High School,2.45,,,,,,,,,,
84K694,84,Believe Southside Charter High School,Shannon Browne,HS,High School,2.35,,,,,,,,,,
84K701,84,Brooklyn Charter School,Omigbade Escayg,EMS,Elementary,51.89,A,58.2,12.5,A,9.7,C,35.4,A,0.5,D
84K702,84,Community Partnership Charter,Melaine Bryon,EMS,Elementary,50.23,B,47.6,5.9,C,11.3,B,27.3,B,3.0,B
84K703,84,Beginning With Children Charter School,Timothy Gembka,EMS,K-8,53.58,C,32.9,8.8,A,6.3,C,16.8,C,1.0,C
84K704,84,Explore Charter School,Tracy Rebe/,EMS,K-8,52.40,C,33.7,9.7,A,9.7,C,13.8,D,0.5,B
84K707,84,Brooklyn Prospect Charter School,Lanolia Omowanile,EMS,Middle,2.97,A,62.9,11.2,A,13.6,B,30.6,B,7.5,
84K710,84,Brownsville Collegiate Charter School,Jessica Simmons,EMS,Middle,2.54,A,59.8,13.3,A,13.6,B,29.4,B,3.5,
84K726,84,Fahari Academy Charter School,Catina Venning,EMS,Middle,2.67,D,21.5,7.4,B,5.1,D,8.0,F,1.0,
84K730,84,Summit Academy Charter School,Shahara Jackson,EMS,Middle,2.23,C,37.5,12.2,A,8.5,C,15.8,C,1.0,
84K731,84,Brooklyn Excelsior Charter,Tom Demarco,EMS,K-8,57.86,B,42.9,8.3,B,15.0,A,16.0,C,3.5,A
84K740,84,Brooklyn Scholars Charter School,Desiree Kirton,EMS,Elementary,53.45,B,45.6,11.9,A,9.6,C,24.1,C,0.0,
84K742,84,Explore Empower Charter School,Beth Doyle,EC,K-3,55.95,B,30.8,9.9,A,10.7,B,9.1,C,1.0,
84K744,84,Coney Island Preparatory Public Charter School,Jacob Mnookin,EMS,Middle,2.53,A,80.8,12.9,A,16.0,A,43.9,A,8.0,
84K777,84,Ocean Hill Collegiate Charter School,Hannah Soloman,EMS,Middle,2.61,,,,,,,,,,
84K780,84,Brooklyn East Collegiate Charter School,Eric Green,EMS,Middle,2.53,,,,,,,,,,
84K782,84,Bedford Stuyvesant New Beginnings Charter School,Joshua Morales/Karen Jones,EC,K-3,54.84,,,,,,,,,,
84K791,84,Brooklyn Dreams Charter School,Yvette Wilds,EC,K-3,54.89,,,,,,,,,,
84M279,84,The Opportunity Charter School,Marya Baker,EMS,Middle,1.50,B,44.9,6.0,C,4.7,D,31.7,B,2.5,C
84M279,84,The Opportunity Charter School,Marya Baker,HS,High School,1.00,,,,,,,,,,
84M284,84,Harlem Children's Zone/Promise Academy Charter Sch,Tonya White/Dennis Mckesey,EMS,K-8,56.50,C,41.0,10.7,A,10.9,B,15.9,C,3.5,B
84M284,84,Harlem Children's Zone/Promise Academy Charter School,Tonya White/Dennis Mckesey,HS,High School,2.51,,,,,,,,,,
84M320,84,Manhattan Charter School,Genie Depolo,EMS,Elementary,50.57,A,57.7,8.4,B,15.4,A,33.9,B,0.0,B
84M329,84,Harlem Link Charter School,Steven Evangelista/Margaret Ryan,EMS,Elementary,55.94,C,30.8,5.4,C,7.8,C,17.6,C,0.0,D
84M330,84,Girls Preparatory Charter School of New York,Anne Lackritz/Ian Rowe,EMS,Elementary,40.06,C,32.6,4.4,C,11.5,B,14.7,D,2.0,C
84M335,84,Harlem Village Academies Leadership Charter School,Sam Fragomeni,EMS,Middle,2.82,A,64.9,14.7,A,14.2,B,33.0,B,3.0,A
84M335,84,Harlem Village Academies Leadership Charter School,Sam Fragomeni,HS,High School,3.39,,,,,,,,,,
84M336,84,KIPP Infinity Charter School,Joseph Negron,EMS,Middle,2.43,A,70.5,13.7,A,15.6,A,32.2,B,9.0,A
84M341,84,Harlem Children's Zone/Promise Academy II,Kathleen Fernald/Sheryl Ragland,EMS,Elementary,55.52,B,46.6,6.7,B,14.7,A,25.1,B,0.0,C
84M350,84,Democracy Preparatory Charter School,Lisa Friscia/Elizabeth Raji,EMS,Middle,2.44,A,65.0,11.7,A,13.6,B,32.1,B,7.5,A
84M350,84,Democracy Preparatory Charter School,Lisa Friscia/Elizabeth Raji,HS,High School,2.96,,,,,,,,,,
84M351,84,Harlem Success Academy 1 Charter School,Jackie Albers,EMS,Elementary,53.32,A,71.7,11.4,A,21.7,A,36.6,A,2.0,A
84M353,84,New Heights Academy Charter School,Lisa Hackett/Kaye Houlihan,EMS,Middle,2.52,B,51.5,7.5,B,8.1,C,29.9,B,6.0,C
84M353,84,New Heights Academy Charter School,Lisa Hackett/Kaye Houlihan,HS,High School,2.27,A,78.4,9.1,B,18.1,A,45.2,A,6.0,A
84M355,84,Ross Global Academy Charter School, Cristina Alvarez,EMS,K-8,49.39,,,,,,,,,,C
84M382,84,DREAM Charter School,Eve Colavito,EC,K-3,57.85,C,20.5,11.1,A,3.6,D,3.8,F,2.0,
84M384,84,Harlem Success Academy 2 Charter School,Jim Manly,EC,K-3,55.13,A,52.9,11.8,A,18.0,A,19.1,A,4.0,
84M385,84,Harlem Success Academy 3 Charter School,Emily Rodriguez,EC,K-3,53.30,A,51.5,12.8,A,18.1,A,16.6,A,4.0,
84M386,84,Harlem Success Academy 4 Charter School,Danique Loving,EC,K-3,54.82,A,57.5,11.8,A,20.7,A,21.0,A,4.0,
84M388,84,St. HOPE Leadership Academy Charter School,Ventura Rodriguez,EMS,Middle,2.17,C,26.9,8.4,B,7.6,C,9.9,D,1.0,B
84M430,84,The Equity Project Charter School (TEP),Zeke Vanderhoek,EMS,Middle,2.49,B,53.8,14.3,A,7.5,C,26.5,B,5.5,
84M433,84,The Renaissance Charter High School for Innovation,Nicholas Tishuk,HS,High School,1.37,,,,,,,,,,
84M478,84,Inwood Academy for Leadership Charter School,Christina Reyes,EMS,Middle,2.63,,,,,,,,,,
84M481,84,Democracy Preparatory Harlem Charter School,Emmanuel George,EMS,Middle,2.39,,,,,,,,,,
84M702,84,The Sisulu-Walker Charter School of Harlem,Dawn Cejas,EMS,Elementary,55.08,C,38.4,6.1,B,9.3,C,22.0,C,1.0,C
84M704,84,Harbor Sciences and Arts Charter School,Joanne Hunt,EMS,K-8,50.21,B,44.4,10.1,A,12.4,B,18.9,C,3.0,C
84M705,84,Amber Charter School,Vasthi Acosta,EMS,Elementary,53.38,B,55.5,6.6,B,13.4,B,35.5,A,0.0,C
84M707,84,John V. Lindsay Wildcat Academy Charter School,Ron Tabano/Marc Donald,HST,Transfer High School,1.59,B,56.2,7.2,C,8.4,F,36.6,B,4.0,A
