ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
1743,X184,07X379,Jill Chaifetz Transfer High School,X379,778 FOREST AVENUE,BRONX,7,204,778 FOREST AVENUE CONSOLIDATED LOCATION,4,South Bronx Academy for Applied Media | Academy of Public Relations | Jill Chaifetz Transfer High School | P.S. X017 | 778 FOREST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1744,X184,07X298,Academy of Public Relations,X298,778 FOREST AVENUE,BRONX,7,247,778 FOREST AVENUE CONSOLIDATED LOCATION,4,South Bronx Academy for Applied Media | Academy of Public Relations | Jill Chaifetz Transfer High School | P.S. X017 | 778 FOREST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1745,X184,07X296,South Bronx Academy for Applied Media,X296,778 FOREST AVENUE,BRONX,7,272,778 FOREST AVENUE CONSOLIDATED LOCATION,4,South Bronx Academy for Applied Media | Academy of Public Relations | Jill Chaifetz Transfer High School | P.S. X017 | 778 FOREST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1746,X184,75X017,P.S. X017,X017,778 FOREST AVENUE,BRONX,7,332,778 FOREST AVENUE CONSOLIDATED LOCATION,4,South Bronx Academy for Applied Media | Academy of Public Relations | Jill Chaifetz Transfer High School | P.S. X017 | 778 FOREST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1747,X184,,778 FOREST AVENUE CONSOLIDATED LOCATION,,778 FOREST AVENUE,BRONX,7,1055,778 FOREST AVENUE CONSOLIDATED LOCATION,4,South Bronx Academy for Applied Media | Academy of Public Relations | Jill Chaifetz Transfer High School | P.S. X017 | 778 FOREST AVENUE CONSOLIDATED LOCATION,3,2,17,2,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1748,X189,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,X462,3441 STEENWICK AVENUE,BRONX,11,215,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,Cornerstone Academy for Social Action | CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO | 3441 STEENWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1749,X189,11X189,Cornerstone Academy for Social Action,X189,3441 STEENWICK AVENUE,BRONX,11,399,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,Cornerstone Academy for Social Action | CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO | 3441 STEENWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1750,X189,,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,,3441 STEENWICK AVENUE,BRONX,11,614,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,Cornerstone Academy for Social Action | CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO | 3441 STEENWICK AVENUE CONSOLIDATED LOCATION,1,2,0,0,1,4C,501-750,0.41,1.54,2.05,0.22,0.19
1751,X192,08X467,MOTT HALL COMMUNITY SCHOOL,X467,650 HOLLYWOOD AVENUE,BRONX,8,166,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement | Urban Institute of Mathematics | MOTT HALL COMMUNITY SCHOOL | 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1752,X192,08X371,Urban Institute of Mathematics,X371,650 HOLLYWOOD AVENUE,BRONX,8,346,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement | Urban Institute of Mathematics | MOTT HALL COMMUNITY SCHOOL | 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1753,X192,08X366,Urban Assembly Academy of Civic Engagement,X366,650 HOLLYWOOD AVENUE,BRONX,8,352,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement | Urban Institute of Mathematics | MOTT HALL COMMUNITY SCHOOL | 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1754,X192,,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,,650 HOLLYWOOD AVENUE,BRONX,8,864,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement | Urban Institute of Mathematics | MOTT HALL COMMUNITY SCHOOL | 650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,0,2,2,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1755,X193,12X318,"I.S. X318 Math, Science & Technology Through Arts",X318,1919 PROSPECT AVENUE,BRONX,12,378,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,2,"P.S. 211 | I.S. X318 Math, Science & Technology Through Arts | 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1756,X193,12X211,P.S. 211,X211,1919 PROSPECT AVENUE,BRONX,12,681,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,2,"P.S. 211 | I.S. X318 Math, Science & Technology Through Arts | 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1757,X193,,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,,1919 PROSPECT AVENUE,BRONX,12,1059,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,2,"P.S. 211 | I.S. X318 Math, Science & Technology Through Arts | 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",2,8,6,1,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1758,X194,11X194,PS/MS  194,X194,2365 WATERBURY AVE,BRONX,11,1362,,1,PS/MS  194,1,1,3,0,1,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1759,X198,12X198,P.S. 198,X198,1180 TINTON AVENUE,BRONX,12,110,1180 TINTON AVENUE CONSOLIDATED LOCATION,3,P.S. 198 | P.S. 212 | URBAN SCHOLARS COMMUNITY SCHOOL | 1180 TINTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1760,X198,12X463,URBAN SCHOLARS COMMUNITY SCHOOL,X463,1180 TINTON AVENUE,BRONX,12,241,1180 TINTON AVENUE CONSOLIDATED LOCATION,3,P.S. 198 | P.S. 212 | URBAN SCHOLARS COMMUNITY SCHOOL | 1180 TINTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1761,X198,12X212,P.S. 212,X212,1180 TINTON AVENUE,BRONX,12,382,1180 TINTON AVENUE CONSOLIDATED LOCATION,3,P.S. 198 | P.S. 212 | URBAN SCHOLARS COMMUNITY SCHOOL | 1180 TINTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1762,X198,,1180 TINTON AVENUE CONSOLIDATED LOCATION,,1180 TINTON AVENUE,BRONX,12,733,1180 TINTON AVENUE CONSOLIDATED LOCATION,3,P.S. 198 | P.S. 212 | URBAN SCHOLARS COMMUNITY SCHOOL | 1180 TINTON AVENUE CONSOLIDATED LOCATION,1,1,0,1,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1763,X205,10X205,P.S. 205 Fiorello Laguardia,X205,2475 SOUTHERN BOULEVARD,BRONX,10,997,,1,P.S. 205 Fiorello Laguardia,0,1,0,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1764,X206,10X206,I.S. 206 Ann Mersereau,X206,2280 AQUEDUCT AVENUE,BRONX,10,393,,1,I.S. 206 Ann Mersereau,1,2,1,0,1,3C,251-500,0.37,1.2,1.51,0.22,0.15
1765,X209,10X209,P.S. 209,X209,313 EAST 183RD STREET,BRONX,10,254,,1,P.S. 209,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1766,X211,10X319,Providing Urban Learners Success In Education High,X319,560 EAST 179 STREET,BRONX,10,204,,1,Providing Urban Learners Success In Education High,N/A,N/A,N/A,N/A,N/A,2C,1-250,0.29,0.94,1.17,0.17,0.12
1767,X229,09X229,I.S. 229 Roland Patterson,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,9,232,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,2,I.S. 229 Roland Patterson | P.S. 230 Dr Roland N. Patterson | 275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1768,X229,09X230,P.S. 230 Dr Roland N. Patterson,X230,275 HARLEM RIVER PARK BRIDGE,BRONX,9,470,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,2,I.S. 229 Roland Patterson | P.S. 230 Dr Roland N. Patterson | 275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1769,X229,,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,,275 HARLEM RIVER PARK BRIDGE,BRONX,9,702,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,2,I.S. 229 Roland Patterson | P.S. 230 Dr Roland N. Patterson | 275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,0,2,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1770,X234,12X300,The School of Science and Applied Learning,X300,2050 PROSPECT AVENUE,BRONX,12,599,,1,The School of Science and Applied Learning,0,1,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1771,X235,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,X218,1220 GERARD AVENUE,BRONX,9,814,,1,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,0,0,1,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1772,X236,09X236,P.S. 236 Langston Hughes,X236,499 EAST 175 STREET,BRONX,9,400,,1,P.S. 236 Langston Hughes,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1773,X254,10X254,I.S. 254,X254,2452 WASHINGTON AVENUE,BRONX,10,452,,1,I.S. 254,1,1,2,0,1,3C,251-500,0.37,1.2,1.51,0.22,0.15
1774,X279,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",X279,2100 WALTON AVENUE,BRONX,10,989,,1,"P.S. 279 Captain Manuel Rivera, Jr.",2,2,1,2,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1775,X283,10X228,Jonas Bronck Academy,X228,400 EAST FORDHAM ROAD,BRONX,10,239,,1,Jonas Bronck Academy,0,1,0,0,0,2C,1-250,0.29,0.94,1.17,0.17,0.12
1776,X306,10X331,The Bronx School of Science Inquiry and Investigat,X331,40 WEST TREMONT AVENUE,BRONX,10,372,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 306 | The Bronx School of Science Inquiry and Investigat | 40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1777,X306,10X306,P.S. 306,X306,40 WEST TREMONT AVENUE,BRONX,10,764,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 306 | The Bronx School of Science Inquiry and Investigat | 40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1778,X306,,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,,40 WEST TREMONT AVENUE,BRONX,10,1136,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 306 | The Bronx School of Science Inquiry and Investigat | 40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,1,3,1,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1779,X338,09X204,P.S. 204 Morris Heights,X204,1780 DR. MARTIN LUTHER KING JR. BLVD,BRONX,9,403,,1,P.S. 204 Morris Heights,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1780,X340,10X340,P.S. 340,X340,25 WEST 195 STREET,BRONX,10,578,,1,P.S. 340,0,1,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1781,X360,10X360,P.S. 360,X360,2880 KINGSBRIDGE TERRACE,BRONX,10,480,,1,P.S. 360,N/A,N/A,N/A,N/A,N/A,3C,251-500,0.37,1.2,1.51,0.22,0.15
1782,X362,11X514,The Bronxwood Preparatory Academy,X514,921 EAST 228TH STREET,BRONX,11,361,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co | New World High School | The Bronxwood Preparatory Academy | 921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1783,X362,11X513,New World High School,X513,921 EAST 228TH STREET,BRONX,11,368,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co | New World High School | The Bronxwood Preparatory Academy | 921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1784,X362,11X270,Academy for Scholarship and Entrepreneurship: A Co,X270,921 EAST 228TH STREET,BRONX,11,602,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co | New World High School | The Bronxwood Preparatory Academy | 921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1785,X362,,921 EAST 228TH STREET CONSOLIDATED LOCATION,,921 EAST 228TH STREET,BRONX,11,1331,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co | New World High School | The Bronxwood Preparatory Academy | 921 EAST 228TH STREET CONSOLIDATED LOCATION,4,9,25,0,4,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1786,X368,10X368,In-Tech Academy (M.S. / High School 368),X368,2975 TIBBETT AVENUE,BRONX,10,1118,,1,In-Tech Academy (M.S. / High School 368),0,4,4,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1787,X392,08X269,Bronx Studio School for Writers and Artists,X269,928 SIMPSON STREET,BRONX,8,394,,1,Bronx Studio School for Writers and Artists,0,0,2,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
1788,X400,09X543,High School for Violin and Dance,X543,1110 BOSTON ROAD,BRONX,9,256,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies | Bronx International High School | School for Excellence | High School for Violin and Dance | 1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1789,X400,09X403,Bronx International High School,X403,1110 BOSTON ROAD,BRONX,9,400,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies | Bronx International High School | School for Excellence | High School for Violin and Dance | 1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1790,X400,09X404,School for Excellence,X404,1110 BOSTON ROAD,BRONX,9,425,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies | Bronx International High School | School for Excellence | High School for Violin and Dance | 1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1791,X400,09X297,Morris Academy for Collaborative Studies,X297,1110 BOSTON ROAD,BRONX,9,431,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies | Bronx International High School | School for Excellence | High School for Violin and Dance | 1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1792,X400,,1110 BOSTON ROAD CONSOLIDATED LOCATION,,1110 BOSTON ROAD,BRONX,9,1512,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies | Bronx International High School | School for Excellence | High School for Violin and Dance | 1110 BOSTON ROAD CONSOLIDATED LOCATION,3,12,8,2,1,8C,1501-1750,1.11,6.11,10.78,0.5,0.61
1793,X401,12X446,Arturo A. Schomburg Satellite Academy Bronx,X446,1010 REV. J. A. POLITE AVENUE,BRONX,12,292,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,2,Arturo A. Schomburg Satellite Academy Bronx | Bronx Regional High School | 1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1794,X401,12X480,Bronx Regional High School,X480,1010 REV. J. A. POLITE AVENUE,BRONX,12,335,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,2,Arturo A. Schomburg Satellite Academy Bronx | Bronx Regional High School | 1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1795,X401,,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,,1010 REV. J. A. POLITE AVENUE,BRONX,12,627,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,2,Arturo A. Schomburg Satellite Academy Bronx | Bronx Regional High School | 1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,2,9,5,1,1,4C,501-750,0.41,1.54,2.05,0.22,0.19
1796,X405,08X408,Herbert H. Lehman Yabc,X408,3000 EAST TREMONT AVENUE,BRONX,8,264,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,3,Renaissance High School for Musical Theater & Tech | Herbert H. Lehman High School | Herbert H. Lehman Yabc | 3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1797,X405,08X293,Renaissance High School for Musical Theater & Tech,X293,3000 EAST TREMONT AVENUE,BRONX,8,459,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,3,Renaissance High School for Musical Theater & Tech | Herbert H. Lehman High School | Herbert H. Lehman Yabc | 3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1798,X405,08X405,Herbert H. Lehman High School,X405,3000 EAST TREMONT AVENUE,BRONX,8,3925,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,3,Renaissance High School for Musical Theater & Tech | Herbert H. Lehman High School | Herbert H. Lehman Yabc | 3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,12C,3001-4000,N/A,N/A,N/A,N/A,N/A
1799,X405,,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,,3000 EAST TREMONT AVENUE,BRONX,8,4648,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,3,Renaissance High School for Musical Theater & Tech | Herbert H. Lehman High School | Herbert H. Lehman Yabc | 3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,9,23,111,4,5,13C,4000+,5.71,13.57,42.86,2.43,3.29
1800,X410,09X239,Urban Assembly Academy for History and Citizenship,X239,240 EAST 172 STREET,BRONX,9,227,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Expeditionary Learning High School | Urban Assembly Academy for History and Citizenship | DreamYard Preparatory School | Bronx High School of Business | Bronx High School for Medical Science | Jonathan Levin High School for Media and Communica | 240 EAST 172 STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1801,X410,09X329,DreamYard Preparatory School,X329,240 EAST 172 STREET,BRONX,9,348,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Expeditionary Learning High School | Urban Assembly Academy for History and Citizenship | DreamYard Preparatory School | Bronx High School of Business | Bronx High School for Medical Science | Jonathan Levin High School for Media and Communica | 240 EAST 172 STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1802,X410,09X227,Bronx Expeditionary Learning High School,X227,240 EAST 172 STREET,BRONX,9,360,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Expeditionary Learning High School | Urban Assembly Academy for History and Citizenship | DreamYard Preparatory School | Bronx High School of Business | Bronx High School for Medical Science | Jonathan Levin High School for Media and Communica | 240 EAST 172 STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1803,X410,09X414,Jonathan Levin High School for Media and Communica,X414,240 EAST 172 STREET,BRONX,9,413,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Expeditionary Learning High School | Urban Assembly Academy for History and Citizenship | DreamYard Preparatory School | Bronx High School of Business | Bronx High School for Medical Science | Jonathan Levin High School for Media and Communica | 240 EAST 172 STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1804,X410,09X413,Bronx High School for Medical Science,X413,240 EAST 172 STREET,BRONX,9,434,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Expeditionary Learning High School | Urban Assembly Academy for History and Citizenship | DreamYard Preparatory School | Bronx High School of Business | Bronx High School for Medical Science | Jonathan Levin High School for Media and Communica | 240 EAST 172 STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1805,X410,09X412,Bronx High School of Business,X412,240 EAST 172 STREET,BRONX,9,439,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Expeditionary Learning High School | Urban Assembly Academy for History and Citizenship | DreamYard Preparatory School | Bronx High School of Business | Bronx High School for Medical Science | Jonathan Levin High School for Media and Communica | 240 EAST 172 STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1806,X410,,240 EAST 172 STREET CONSOLIDATED LOCATION,,240 EAST 172 STREET,BRONX,9,2221,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Expeditionary Learning High School | Urban Assembly Academy for History and Citizenship | DreamYard Preparatory School | Bronx High School of Business | Bronx High School for Medical Science | Jonathan Levin High School for Media and Communica | 240 EAST 172 STREET CONSOLIDATED LOCATION ,7,25,34,1,6,10C,2001-2500,3.39,10.94,22.5,1.28,2.11
1807,X415,11X416,C Columbus Hs Ged,X416,925 ASTOR AVENUE,BRONX,11,0,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
1808,X415,11X417,C Columbus Hs Yabc,X417,925 ASTOR AVENUE,BRONX,11,243,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1809,X415,11X541,Global Enterprise High School,X541,925 ASTOR AVENUE,BRONX,11,385,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1810,X415,11X299,Astor Collegiate Academy,X299,925 ASTOR AVENUE,BRONX,11,480,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1811,X415,11X542,Pelham Preparatory Academy,X542,925 ASTOR AVENUE,BRONX,11,501,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1812,X415,11X288,Collegiate Institute for Math and Science,X288,925 ASTOR AVENUE,BRONX,11,503,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1813,X415,11X415,Christopher Columbus High School,X415,925 ASTOR AVENUE,BRONX,11,1155,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A
1814,X415,,925 ASTOR AVENUE CONSOLIDATED LOCATION,,925 ASTOR AVENUE,BRONX,11,2764,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science | Astor Collegiate Academy | Christopher Columbus High School | C Columbus Hs Ged | C Columbus Hs Yabc | Global Enterprise High School | Pelham Preparatory Academy | 925 ASTOR AVENUE CONSOLIDATED LOCATION,3,13,86,1,2,11C,2501-3000,2.93,11.4,37.4,1.13,1.8
