QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-04747-0038,"157 58 17 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,11,1961,3496,41952,12,145000,41.5,4-05005-0042,"35 14 149 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,1.4,4-05430-0048,"45 35 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,20,1927,15600,172373,11.05,608000,39,1.95
4-04754-0001,"160 01 16 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,132,1951,118024,1416288,12,4990000,42.3,4-05005-0042,"35 14 149 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,1.6,4-05430-0048,"45 35 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,20,1927,15600,172373,11.05,608000,39,2.15
4-04756-0001,"16 37 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,176,1951,158640,2022660,12.75,7600000,47.9,4-05005-0042,"35 14 149 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,1.55,4-05430-0048,"45 35 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,20,1927,15600,172373,11.05,608000,39,2.05
4-04758-0010,"18 09 160 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,140,1951,123221,1478652,12,5210000,42.3,4-05005-0042,"35 14 149 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,1.45,4-05430-0048,"45 35 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,20,1927,15600,172373,11.05,608000,39,1.95
4-04767-0001,"16 31 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WHITESTONE,C6-WALK-UP,32,1951,26272,315264,12,1110000,42.3,4-05005-0042,"35 14 149 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,1.55,4-05430-0048,"45 35 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,20,1927,15600,172373,11.05,608000,39,2.05
4-04769-0001,"25 11 UNION STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,192,1954,201824,2401705,11.9,8470000,42,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,1.7,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,1.7
4-04772-0001,"26 21 UNION STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,384,1954,382016,4545990,11.9,16000000,41.9,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,1.55,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,1.55
4-04781-0001,"26 15 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,48,1954,51745,651987,12.6,2450000,47.3,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.9,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.9
4-04782-0001,"27 05 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,48,1954,51538,618456,12,2180000,42.3,4-05013-0031,"37 04 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1957,43000,453667,10.55,1530000,35.6,0.7,4-05022-0018,"143 18 38 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1325330,16.52,5390000,67,0.8
4-04788-0008,"30 11 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,105,1952,122514,1580430,12.9,5940000,48.5,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,1.3,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,1.3
4-04981-0060,"33 38 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,53,1937,52200,579420,11.1,2040000,39.1,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0.25,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.9
4-04981-0078,"140 33 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,108,1960,118746,1632757,13.75,6470000,54,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.45,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.5
4-04994-0051,"34 20 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,141,1962,130500,1924875,14.75,7630000,58,4-05015-0006,"37 15 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,413000,15.57,1680000,63,0.3,4-05024-0080,"144 25 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,158,1962,121901,1576250,12.93,5930000,48.6,0.35
4-04995-0058,"144 63 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,74,1967,72000,1008000,14,4000000,56,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.4,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.35
4-04999-0033,"149 43 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,70,1962,59300,681950,11.5,2400000,40.5,4-05013-0031,"37 04 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1957,43000,453667,10.55,1530000,35.6,0.5,4-05022-0008,"38 15 BOWNE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,62,1962,48786,607904,12.46,2290000,46.9,0.55
4-05001-0001,"34 25 150 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,76,1962,65850,757275,11.5,2670000,40.5,4-05013-0031,"37 04 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1957,43000,453667,10.55,1530000,35.6,0.6,4-05022-0008,"38 15 BOWNE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,62,1962,48786,607904,12.46,2290000,46.9,0.6
4-05002-0042,"139 50 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,126,1959,117420,1350330,11.5,4760000,40.5,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,1,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,1
4-05002-0087,"141 25 NORTHERN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,175,1937,151000,1676100,11.1,5910000,39.1,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0.2,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.75
4-05003-0011,"35 05 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,54,1938,39700,440670,11.1,1550000,39,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.9
4-05003-0015,"144 16 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,42,1938,35880,398268,11.1,1400000,39,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.9
4-05007-0001,"149 35 NORTHERN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,146,1959,135480,1490280,11,5250000,38.8,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,1.05,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,1.05
4-05007-0022,"35 10 150 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,119,1963,102140,1123540,11,3960000,38.8,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,1.05,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,1.05
4-05012-0051,"36 20 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,42,1931,37650,417915,11.1,1470000,39,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0.15,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.7
4-05015-0012,"144 24 37 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,86,1967,75558,982254,13,3690000,48.8,4-05015-0006,"37 15 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,413000,15.57,1680000,63,0,4-05024-0080,"144 25 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,158,1962,121901,1576250,12.93,5930000,48.6,0.05
4-05016-0007,"147 31 38 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,216,1951,200466,2656174,13.25,9980000,49.8,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.35,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.25
4-05019-0101,"136 39 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,59,1928,44962,499078,11.1,1760000,39.1,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0.5,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.35
4-05020-0001,"142 05 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,235,1965,246203,2732853,11.1,9630000,39.1,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,0.75,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,0.75
4-05023-0018,"143 30 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,91,1961,87147,1176484,13.5,4420000,51,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.15
4-05023-0024,"143 40 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,91,1962,89776,1211976,13.5,4560000,51,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.15
4-05023-0035,"14 35 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,78,1963,55603,778442,14,3090000,56,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.15
4-05023-0039,"143 43 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,76,1960,72901,984163,13.5,3700000,51,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.15
4-05024-0001,"38 25 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,113,1962,103710,1503795,14.5,5960000,57,4-05015-0006,"37 15 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,413000,15.57,1680000,63,0.05,4-05024-0080,"144 25 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,158,1962,121901,1576250,12.93,5930000,48.6,0
4-05024-0024,"144 40 38 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,168,1950,151084,2190718,14.5,8680000,57,4-05015-0006,"37 15 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,413000,15.57,1680000,63,0.05,4-05024-0080,"144 25 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,158,1962,121901,1576250,12.93,5930000,48.6,0
4-05025-0020,"144 30 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,99,1962,86576,1168776,13.5,4390000,51,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.15,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0
4-05026-0007,"138 11 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C6-WALK-UP,48,1940,50021,700294,14,2780000,56,4-05013-0001,"143 15 BOWNE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C7-WALK-UP,57,1928,31680,527997,16.67,2150000,68,0.35,4-05331-0020,"41 05 158 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,31,1926,20645,309619,15,1230000,60,0.55
4-05028-0007,"38 15 149 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,108,1955,114151,1255661,11,4430000,38.8,4-05146-0036,"37 60 45 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,256,1955,261919,2691386,10.28,9090000,34.7,0.95,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1556000,11.86,5480000,41.8,0.95
4-05040-0032,"41 34 FRAME PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,65,1963,51480,707850,13.75,2810000,55,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.6,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.75
4-05042-0023,"133 27 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,35,1952,36362,463615,12.75,1740000,47.9,4-05042-0066,"133 21 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1963,68257,886397,12.99,3330000,48.8,0,4-05053-0011,"147 25 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,73649,735017,9.98,2480000,33.7,0.75
4-05042-0057,"133 33 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,47,1935,49532,643916,13,2420000,48.9,4-05042-0066,"133 21 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1963,68257,886397,12.99,3330000,48.8,0,4-05053-0011,"147 25 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,73649,735017,9.98,2480000,33.7,0.75
4-05046-0010,"142 20 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,63,1958,65922,906427,13.75,3590000,54,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.15,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.3
4-05048-0019,"143 40 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,74,1962,65781,888043,13.5,3340000,51,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.05,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.2
4-05049-0001,"143 07 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,80,1940,77205,984363,12.75,3700000,47.9,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0.45,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.55
4-05049-0019,"143 36 BARCLAY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,55,1957,52520,577720,11,2040000,38.8,4-05003-0023,"144 32 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,58,1929,59100,648977,10.98,2290000,38.7,0.45,4-05101-0033,"132 70 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,78,1925,67652,751599,11.11,2650000,39.2,0.55
4-05049-0023,"143 50 BARCLAY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,48,1986,33600,514080,15.3,2090000,62,4-05015-0006,"37 15 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,413000,15.57,1680000,63,0.35,4-05024-0080,"144 25 ROOSEVELT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,158,1962,121901,1576250,12.93,5930000,48.6,0.25
4-05050-0020,"144 44 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D4-ELEVATOR,97,1951,78622,1061397,13.5,3990000,51,4-05023-0001,"143 01 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,88,1962,74032,932434,12.6,3510000,47.4,0.2,4-05025-0070,"144 31 41 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,100,1961,93546,1339570,14.32,5310000,57,0.05
