Citywide Theme,Agency Name,Agency,Indicator Name,Sub-Indicator,Desired Direction,Additive,Reporting Period,Frequency,Reporting Lag Time (Weeks),MMR Indicator,Zero Tolerance,Month,Month Value,YTD Value
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,11
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,9
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,9
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,16
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,17
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,18
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,18
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,21
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,22
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,24
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,25
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,8
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,8
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,13
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,15
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,16
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,17
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,22
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,24
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,26
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,8
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,9
