Citywide Theme,Agency Name,Agency,Indicator Name,Sub-Indicator,Desired Direction,Additive,Reporting Period,Frequency,Reporting Lag Time (Weeks),MMR Indicator,Zero Tolerance,Month,Month Value,YTD Value
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,14
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,15
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,18
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,18
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,19
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,20
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,26
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,27
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,31
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,4
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,8
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,9
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,11
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,13
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,13
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,14
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,16
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 78th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,9
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,11
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 79th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,12
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 7th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,0
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,1
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,2
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,8
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,10
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,11
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 81st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,11
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 83rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 83rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,3
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 83rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 83rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,5
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 83rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,6
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 83rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,7
Public Safety,New York City Police Department,NYPD,Murder and non-negligent manslaughter *,Murder and non-negligent manslaughter - 83rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,7
