DBN,DISTRICT,SCHOOL,PRINCIPAL,2007-08 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2006-07 PROGRESS REPORT GRADE,2007-08 QUALITY REVIEW SCORE,2006-07 FEDERAL ACCOUNTABILITY STATUS
09X004,09,P.S./M.S. 004 CROTONA PARK WEST,Vincent Resto,ESO,ESMS,K-8,67.52,A,76.2,7.8,B,13.9,B,47,A,7.5,C,Well Developed,Restructuring - Year 3
09X011,09,P.S. 011 HIGHBRIDGE,Elizabeth Hachar,ICI,ESMS,Elementary School,63.85,C,44,3.3,F,12.9,B,26.3,B,1.5,D,Well Developed,In Good Standing
09X022,09,J.H.S. 022 JORDAN L. MOTT,Shimon  Waronker,ESO,ESMS,Middle School,2.79,C,42.8,9.3,B,12.2,C,18.3,C,3,A,Well Developed,Restructuring - Year 3
09X028,09,P.S. 028 MOUNT HOPE,Edvige Mancuso,ESO,ESMS,Elementary School,68.37,B,58.5,8.2,B,15.6,B,32.4,B,2.25,B,Well Developed,Restructuring - Year 1
09X035,09,P.S. 035 FRANZ SIEGEL,Graciela Navarro,ESO,ESMS,Elementary School,63.28,B,53.4,9.4,A,18.5,A,24,B,1.5,C,Well Developed,In Good Standing
09X042,09,P.S. 042 CLAREMONT,Camille Wallin,ESO,ESMS,Elementary School,65.79,A,74.9,11.5,A,16.9,A,42.7,A,3.75,B,Well Developed,Restructuring - Year 2
09X053,09,P.S. 053 BASHEER QUISIM,Collin Wolfe,ICI,ESMS,Elementary School,59.53,C,44.6,6.4,C,13,B,22.9,C,2.25,B,Well Developed,Restructuring - Year 3
09X055,09,P.S. 055 BENJAMIN FRANKLIN,Luis Torres,ICI,ESMS,Elementary School,67.19,B,50,8.6,B,12.7,B,23.4,B,5.25,C,Proficient,Restructuring - Year 3
09X058,09,P.S. 058,Velma Gunn,CEI-PEA,ESMS,Elementary School,65.94,B,46.8,4.7,C,13.7,B,24.6,B,3.75,B,Well Developed,In Good Standing
09X063,09,P.S. 063 AUTHOR'S ACADEMY,Reinaldo Diaz-Lens,ICI,ESMS,Elementary School,65.68,A,88.4,8.9,B,23.9,A,45.8,A,9.75,B,Well Developed,In Good Standing
09X064,09,P.S. 064 PURA BELPRE,Beverly Harrigan,ICI,ESMS,Elementary School,68.51,C,44.4,6.2,C,11.2,C,24.7,B,2.25,D,Proficient,Restructuring - Year 4
09X070,09,P.S. 070 MAX SCHOENFELD,Kerry Castellano,ICI,ESMS,Elementary School,61.41,B,46.8,6.9,B,11.2,C,27.2,B,1.5,C,Proficient,Restructuring - Year 3
09X073,09,P.S. 073 BRONX,Jean Mirvil,ICI,ESMS,Elementary School,63.34,C,39.4,8.7,B,6.3,D,22.9,C,1.5,B,Proficient,Restructuring - Year 4
09X090,09,P.S. 090 GEORGE MEANY,Patricia West,ICI,ESMS,Elementary School,50.19,F,24.2,8.5,B,6.2,D,8,F,1.5,D,Underdeveloped with Proficient Features,Restructuring - Year 3
09X109,09,P.S. 109 SEDGWICK,Amanda Blatter,ICI,ESMS,Elementary School,65.24,B,49,10.6,A,16.7,A,21.7,C,0,B,Well Developed,In Good Standing
09X110,09,P.S. 110 THEODORE SCHOENFELD,Daisy Perez,ESO,ESMS,Elementary School,69.68,A,73.9,8.9,B,17.4,A,40.1,A,7.5,D,Well Developed,In Good Standing
09X114,09,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,Olivia Frances-Webber,ESO,ESMS,Elementary School,64.40,D,29,8.4,B,11,C,9.6,F,0,B,Proficient,Restructuring - Year 1
09X117,09,I.S. 117 JOSEPH H. WADE,Delise Jones,Fordham,ESMS,Middle School,2.88,B,51.3,6.3,C,13.8,B,30.4,B,0.75,B,Proficient,Restructuring - Year 4
09X126,09,P.S. 126 DR MARJORIE H DUNBAR,Nadine Kee-Foster,ICI,ESMS,Elementary School,65.24,B,50.4,4.6,D,11.2,C,31.6,B,3,A,Proficient,In Good Standing
09X128,09,MOTT HALL III,Jorisis Stupart,CEI-PEA,ESMS,Middle School,3.43,B,54.7,7.2,B,17.6,B,26.9,B,3,A,Well Developed,In Good Standing
09X132,09,P.S. 132 GARRET A. MORGAN,Anissa Chalmers,ICI,ESMS,Elementary School,66.59,C,42,6.7,B,9.5,C,22,C,3.75,D,Proficient,Restructuring - Year 2
09X145,09,J.H.S. 145 ARTURO TOSCANINNI,Robert Hannibal,ESO,ESMS,Middle School,2.79,B,59.5,11,A,17,B,27.7,B,3.75,B,Proficient,Restructuring - Year 4
09X163,09,P.S. 163 ARTHUR A. SCHOMBURG,Dilsia Rivera-Martinez,ESO,ESMS,Elementary School,66.79,B,59.5,6.5,B,16.3,A,36.7,A,0,D,Proficient,In Good Standing
09X166,09,J.H.S. 166 ROBERTO CLEMENTE,Lauren Reiss,AED,ESMS,Middle School,2.93,D,33,4,D,10.6,D,17.6,D,0.75,C,Proficient,Restructuring - Year 3
09X199,09,P.S. 199X - THE SHAKESPEARE SCHOOL,Lilia Navarrete,CEI-PEA,ESMS,Elementary School,65.24,C,33,8.2,B,11.9,B,10.6,D,2.25,B,Well Developed,In Corrective Action
09X204,09,P.S. 204 MORRIS HEIGHTS,Marcy Glattstein,CEI-PEA,ESMS,Elementary School,64.70,A,66.1,11,A,23.3,A,31,B,0.75,B,Well Developed,In Good Standing
09X215,09,KAPPA,Sheri Warren,CEI-PEA,ESMS,Middle School,3.25,A,70.9,11.6,A,18.9,A,37.4,A,3,A,Well Developed,In Good Standing
09X218,09,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,Leticia Rosario,ICI,ESMS,K-8,59.87,C,47.7,9.2,B,18.5,A,18.5,C,1.5,A,Well Developed,In Good Standing
09X219,09,I.S. 219 NEW VENTURE SCHOOL,Dominic Cipollone,CEI-PEA,ESMS,Middle School,2.73,D,34.1,6.8,B,13.9,B,13.4,D,0,B,Proficient,Restructuring - Year 1
09X227,09,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,Talana Bradley,ESO,HS,High School,1.87,B,47.8,6.4,B,11.6,B,24.8,B,5,,Proficient,In Good Standing
09X229,09,I.S. 229 ROLAND PATTERSON,Ezra Matthias,AED,ESMS,Middle School,2.77,B,52.1,5.7,C,15.7,B,26.2,B,4.5,A,Proficient,In Corrective Action
09X230,09,P.S. 230 DR ROLAND N. PATTERSON,Rowena Penn-Jackson,ESO,ESMS,Elementary School,61.76,F,9.6,5.4,C,3.9,F,0.3,F,0,C,Proficient,In Good Standing
09X231,09,EAGLE ACADEMY FOR YOUNG MEN,David Banks,New Visions,HS,High School,2.34,B,52.9,8.6,B,9.6,C,30.7,B,4,,Proficient,In Good Standing
09X232,09,I.S. 232,Neifi Acosta,CEI-PEA,ESMS,Middle School,2.82,C,44.7,7.1,B,12.8,C,24.8,C,0,C,Proficient,Planning for Restructuring
09X239,09,"URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",Jonathan Foy,ESO,HS,High School,1.87,B,48.6,9.7,A,11.6,B,27.3,B,0,,Well Developed,In Good Standing
09X250,09,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,Tammy Smith,ESO,ESMS,Middle School,3.34,F,11.1,1.3,F,9,F,0,F,0.75,B,Well Developed,In Good Standing
09X250,09,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,Tammy Smith,ESO,HS,High School,2.42,,,,,,,,,0,,Well Developed,In Good Standing
09X251,09,EXPLORATIONS ACADEMY,Susana Hernandez,ESO,HS,High School,2.01,,,,,,,,,1,,Underdeveloped with Proficient Features,In Good Standing
09X252,09,MOTT HALL BRONX HIGH SCHOOL,David Tinagero,"Replications, Inc.",HS,High School,2.57,,,,,,,,,10,,Well Developed,In Good Standing
09X260,09,BRONX CENTER FOR SCIENCE AND MATHEMATICS,Edward Tom,New Visions,HS,High School,2.86,,,,,,,,,0,,Well Developed,In Good Standing
09X263,09,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,Brady  Smith,ESO,HS,High School,2.10,,,,,,,,,8,,Well Developed,In Good Standing
09X303,09,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,Patricia Bentley,CEI-PEA,ESMS,Middle School,3.11,B,52.5,12,A,12.4,C,23.6,C,4.5,A,Well Developed,In Need of Improvement - Year 1
09X313,09,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,Lauren Wilkins,AED,ESMS,Middle School,2.83,D,33.7,6.7,B,10.5,D,15.7,D,0.75,C,Proficient,Restructuring - Year 1
09X323,09,BRONX WRITING ACADEMY,Nick Marinacci,ESO,ESMS,Middle School,2.82,A,73.2,7.2,B,19.4,A,38.3,A,8.25,A,Well Developed,In Need of Improvement - Year 2
09X325,09,URBAN SCIENCE ACADEMY,Patrick Kelly,ESO,ESMS,Middle School,2.68,B,54.6,8.7,B,15.5,B,26.6,B,3.75,A,Well Developed,In Need of Improvement - Year 2
09X327,09,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,Manuel Ramirez,CEI-PEA,ESMS,Middle School,3.15,A,81.3,11.8,A,21.2,A,42.3,A,6,A,Well Developed,In Good Standing
09X328,09,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,Dorald Bastian,CEI-PEA,ESMS,Middle School,2.72,D,30.9,3.2,F,12.8,C,12.6,D,2.25,B,Proficient,In Need of Improvement - Year 1
09X329,09,DREAMYARD PREPARATORY SCHOOL,Rod Bowen,ESO,HS,High School,2.08,,,,,,,,,1,,Proficient,In Good Standing
09X339,09,I.S. 339,Jason Levy,ESO,ESMS,Middle School,2.77,B,52.1,5.4,C,14.5,B,29.2,B,3,C,Proficient,Restructuring - Year 1
09X365,09,ACADEMY FOR LANGUAGE AND TECHNOLOGY,Arisleyda Urena,LLSO,HS,High School,2.00,,,,,,,,,5,,,In Good Standing
09X505,09,BRONX SCHOOL FOR LAW GOVERNMENT AND JUSTICE,Meisha Ross-Porter,ESO,ESMS,Middle School,3.38,C,47.2,7.2,B,13.7,C,26.3,B,0,F,Proficient,In Good Standing
09X505,09,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",Meisha Ross-Porter,ESO,HS,High School,2.41,B,56.9,8.1,B,11.4,B,34.4,B,3,C,Proficient,In Good Standing
09X517,09,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Rahesha Amon,"Replications, Inc.",ESMS,Middle School,3.08,D,32.4,7.7,B,14.4,B,8.8,F,1.5,B,Well Developed,In Good Standing
09X517,09,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Rahesha Amon,"Replications, Inc.",HS,High School,2.45,A,68.4,9.7,A,22.7,A,33,B,3,,Well Developed,In Good Standing
09X525,09,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,"Kenneth Gaskins,Jr.",ESO,HS,High School,2.25,B,56,9.8,A,14.5,B,29.7,B,2,B,Proficient,In Good Standing
10X003,10,P.S. 3 RAUL JULIA MICRO SOCIETY,Denise Brown,ESO,ESMS,K-8,58.11,B,51,8.6,B,14.6,B,26.3,B,1.5,A,Well Developed,In Good Standing
10X007,10,P.S. 007 KINGSBRIDGE,Renée Cloutier,ESO,ESMS,Elementary School,59.55,C,42.2,9,B,13.8,B,19.4,C,0,A,Well Developed,In Corrective Action
10X008,10,P.S. 008 ISSAC VARIAN,Rosa Maria Peralta,ESO,ESMS,Elementary School,55.58,B,59.4,10.3,A,13.8,B,30.8,B,4.5,B,Well Developed,In Need of Improvement - Year 2
10X009,10,RYER AVENUE ELEMENTARY SCHOOL,Denise Eggleston,ICI,ESMS,Elementary School,65.54,A,65,7.1,B,16.9,A,36.5,A,4.5,B,Well Developed,Restructuring - Year 2
10X015,10,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,Eddice Mebane-Griffin,ESO,ESMS,K-8,60.77,A,81,13.6,A,21.4,A,39.2,A,6.75,A,Well Developed,In Good Standing
10X020,10,P.S. 20 P.O.GEORGE J. WERDAN III,Carol Carlsen,ESO,ESMS,K-8,58.58,B,65.8,9,B,14.3,B,34.2,B,8.25,C,Well Developed,In Good Standing
10X024,10,P.S. 024 SPUYTEN DUYVIL,Philip Thayer Scharper,ESO,ESMS,Elementary School,26.47,A,61.3,7.1,B,15.5,B,36.4,A,2.25,B,Well Developed,In Good Standing
10X032,10,P.S. 032 BELMONT,Esther Schwartz,CEI-PEA,ESMS,Elementary School,64.16,B,57.4,10.2,A,18.1,A,25.3,B,3.75,A,Well Developed,In Good Standing
10X033,10,P.S. 033 TIMOTHY DWIGHT,Lynette Santos,ESO,ESMS,Elementary School,65.46,B,58.7,6.9,B,10.6,C,34.4,A,6.75,D,Well Developed,In Need of Improvement - Year 1
10X037,10,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,Kenneth Petriccione,ESO,ESMS,K-8,58.31,C,43.9,9.7,B,15.4,B,18.8,C,0,A,Proficient,In Need of Improvement - Year 1
10X045,10,J.H.S. 045 THOMAS C. GIORDANO,Anna Marie Giordano,AED,ESMS,Middle School,3.16,D,37.3,8.3,B,11.7,D,16.5,D,0.75,B,Well Developed,In Corrective Action
10X046,10,P.S. 046 EDGAR ALLAN POE,Iris Lim,ESO,ESMS,Elementary School,63.69,B,57.4,11,A,13,B,32.6,A,0.75,A,Well Developed,Planning for Restructuring
10X051,10,P.S. 051 BRONX NEW SCHOOL,Paul  Smith,ICI,ESMS,Elementary School,50.30,B,54.8,13.1,A,16.5,A,25.2,B,0,C,Proficient,In Good Standing
10X054,10,P.S. / I.S. 54,Maribelle Nunez-Pardo,ESO,ESMS,Elementary School,65.44,C,45.5,3.5,D,12.4,B,28.8,B,0.75,B,Proficient,In Corrective Action
10X056,10,P.S. 056 NORWOOD HEIGHTS,Priscilla Sheeran,ESO,ESMS,Elementary School,51.34,C,45.1,9.6,A,11.2,C,23.5,B,0.75,B,Well Developed,In Good Standing
10X059,10,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,Christine Mchugh,ESO,ESMS,Elementary School,68.32,C,40.4,9.1,B,13.2,B,18.1,C,0,B,Well Developed,In Good Standing
10X079,10,P.S. 079 CRESTON,Pamela L Edwards,ESO,ESMS,Elementary School,,,,,,,,,,,F,,In Good Standing
10X080,10,J.H.S. 080 THE MOSHOLU PARKWAY,Lovey Mazique-Rivera,AED,ESMS,Middle School,2.81,B,49.9,5.2,C,14.8,B,26.9,B,3,A,Proficient,Restructuring - Year 3
10X081,10,P.S. 081 ROBERT J. CHRISTEN,Melodie Mashel,ESO,ESMS,Elementary School,31.12,C,39,8.4,B,14.3,B,14,D,2.25,B,Well Developed,In Good Standing
10X085,10,P.S. 085 GREAT EXPECTATIONS,Ted Husted,ESO,ESMS,Elementary School,66.05,D,28.4,6.7,B,10,C,11.7,D,0,B,Proficient,In Need of Improvement - Year 2
10X086,10,P.S. 086 KINGSBRIDGE HEIGHTS,Sheldon Benardo,ESO,ESMS,Elementary School,63.05,A,74.5,8.9,B,15.7,A,43.9,A,6,A,Well Developed,In Good Standing
10X091,10,P.S. 091 BRONX,Rosemary Prati,ESO,ESMS,Elementary School,61.70,C,36.8,8.4,B,14.7,B,12.2,D,1.5,B,Well Developed,In Good Standing
10X094,10,P.S. 094 KINGS COLLEGE SCHOOL,Diane Daprocida,ICI,ESMS,Elementary School,56.67,C,36.9,6.4,C,8.2,C,22.3,C,0,C,Proficient,In Need of Improvement - Year 2
10X095,10,P.S. 095 SHEILA MENCHER,Serge Marshall Davis,ESO,ESMS,K-8,54.41,B,66,7.8,B,16.1,B,33.8,B,8.25,B,Well Developed,In Need of Improvement - Year 2
10X118,10,J.H.S. 118 WILLIAM W. NILES,Elizabeth Lawrence,ESO,ESMS,Middle School,3.32,D,38.3,4.5,D,12.3,C,20.7,C,0.75,B,Well Developed,Restructuring - Year 4
10X141,10,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),Lori O'Mara,ESO,ESMS,Middle School,3.43,C,40.3,6,C,13.8,B,19,C,1.5,C,Proficient,In Good Standing
10X141,10,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),Lori O'Mara,ESO,HS,High School,2.57,A,88.3,8.3,B,18.7,A,49.3,A,12,A,Proficient,In Good Standing
10X159,10,P.S. 159 LUIS MUNOZ MARIN BILING,Luis Liz,ESO,ESMS,Elementary School,68.65,A,89.8,12.3,A,22.2,A,49.3,A,6,C,Proficient,In Good Standing
10X205,10,P.S. 205 FIORELLO LAGUARDIA,Maria Pietrosanti,CEI-PEA,ESMS,Elementary School,62.03,A,77,12,A,20.9,A,34.3,A,9.75,B,Well Developed,In Need of Improvement - Year 1
10X206,10,I.S. 206 ANN MERSEREAU,David Neering,ESO,ESMS,Middle School,2.95,A,77.6,9.2,B,17.5,B,44.1,A,6.75,D,Proficient,In Need of Improvement - Year 1
10X213,10,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,Rashid F. Davis,New Visions,HS,High School,2.20,A,67.4,9.4,A,25,A,28,B,5,,Well Developed,In Good Standing
10X225,10,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Lynn Passarella,New Visions,ESMS,Middle School,3.29,F,27.9,9.5,B,11.3,D,5.6,F,1.5,B,Well Developed,In Good Standing
10X225,10,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Lynn Passarella,New Visions,HS,High School,2.66,,,,,,,,,6,,Well Developed,In Good Standing
10X226,10,P.S. 226,Gloria Darden,ESO,ESMS,Elementary School,60.23,B,45.8,8.2,B,11.4,B,26.2,B,0,B,Proficient,In Need of Improvement - Year 1
10X228,10,JONAS BRONCK ACADEMY,Maria Esponda,ESO,ESMS,Middle School,3.08,A,70,11.9,A,18.5,A,32.8,B,6.75,A,Proficient,In Good Standing
10X237,10,MARIE CURIE HIGH SCHOOL FOR NURSING MEDICINE AND ALLIED HEALTH PROFESS,Rodney Fisher,ESO,ESMS,Middle School,3.16,F,27.6,6.3,C,13.9,B,7.4,F,0,B,Well Developed,In Good Standing
10X237,10,"MARIE CURIE HIGH SCHOOL FOR NURSING, MEDICINE, AND ALLIED HEALTH PROFE",Rodney Fisher,ESO,HS,High School,2.28,A,90.3,9,A,23.5,A,47.8,A,10,,Well Developed,In Good Standing
10X241,10,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE THE,Kenneth Baum,ESO,ESMS,Middle School,3.12,B,55.7,11.6,A,18.5,A,23.3,C,2.25,A,Well Developed,In Good Standing
10X241,10,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",Kenneth Baum,ESO,HS,High School,2.87,,,,,,,,,0,,Well Developed,In Good Standing
10X243,10,WEST BRONX ACADEMY FOR THE FUTURE,Wilper Morales I.A.,New Visions,ESMS,Middle School,2.93,C,41.2,5.8,C,13.8,B,20.8,C,0.75,B,Proficient,In Need of Improvement - Year 1
10X243,10,WEST BRONX ACADEMY FOR THE FUTURE,"Wilper Morales, I.A.",New Visions,HS,High School,1.98,C,36,7.2,B,3.2,F,25.6,B,0,,Proficient,In Need of Improvement - Year 1
10X244,10,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,Dolores Peterson,AED,ESMS,Middle School,2.84,B,55.3,10.8,A,16.5,B,26.5,B,1.5,B,Well Developed,In Good Standing
10X246,10,P.S. 246 POE CENTER,Beverly  Miller,ESO,ESMS,Elementary School,64.89,B,56.4,6.3,C,9.1,C,36.5,A,4.5,B,Proficient,Restructuring - Year 3
10X254,10,I.S. 254,Wilford Hemans,AED,ESMS,Middle School,2.69,A,66.8,7,B,19.4,A,34.4,B,6,A,Well Developed,In Need of Improvement - Year 2
10X268,10,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,Ronald Newlon,ESO,HS,High School,1.65,,,,,,,,,2,,Proficient,In Good Standing
10X276,10,LEADERSHIP INSTITUTE,Marta Colon,New Visions,HS,High School,2.00,,,,,,,,,3,,Proficient,In Good Standing
10X279,10,P.S. 279 CAPTAIN MANUEL RIVERA JR.,James Waslawski,ESO,ESMS,K-8,62.46,C,44.7,6.5,C,13.2,C,23.5,C,1.5,A,Well Developed,Restructuring - Year 2
10X280,10,P.S. 280 MOSHOLU PARKWAY,James Weeks,ESO,ESMS,K-8,51.65,B,58.7,8.7,B,19,A,28,B,3,A,Well Developed,In Good Standing
10X284,10,BRONX SCHOOL OF LAW AND FINANCE,Evan  Schwartz,New Visions,HS,High School,2.39,A,64.7,9.3,A,18.6,A,32.8,B,4,A,Well Developed,In Good Standing
10X291,10,P.S. 291,Carlos Velez,ESO,ESMS,Elementary School,65.08,A,62.2,11.5,A,18.4,A,30.8,B,1.5,D,Well Developed,In Need of Improvement - Year 1
10X306,10,P.S. 306,Cynthia G. Riley,ICI,ESMS,Elementary School,66.14,B,58.1,7.7,B,15.1,B,31.5,B,3.75,B,Well Developed,Restructuring - Year 4
10X307,10,P.S. X307 - EAMES PLACE,Luisa Fuentes,ESO,ESMS,Elementary School,60.64,B,56.7,13.3,A,21.8,A,21.6,C,0,A,Well Developed,In Good Standing
10X308,10,BRONX DANCE ACADEMY SCHOOL,Sandra Sanchez,ESO,ESMS,Middle School,2.96,B,58.1,8.3,B,18.5,A,29,B,2.25,A,Proficient,In Good Standing
10X310,10,P.S. 310 MARBLE HILL,Elizabeth Cardona,ESO,ESMS,Elementary School,63.00,C,40.3,9.1,B,11.2,C,20,C,0,A,Well Developed,In Corrective Action
10X315,10,P.S. 315 LAB SCHOOL,Elsie Cardona-Bernardinelli,ESO,ESMS,K-8,63.01,A,71.5,11.5,A,21.3,A,35.7,B,3,B,Well Developed,In Good Standing
10X319,10,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL,Carol Wiggins,ESO,HS,Transfer School,2.18,A,64.5,6.2,B,25,A,30.8,B,2.5,,Well Developed,In Need of Improvement - Year 1
10X324,10,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,Sharon Freedman,CUNY,ESMS,Middle School,3.15,D,34.3,3.3,F,15.6,B,15.4,D,0,,Proficient,In Good Standing
10X331,10,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGATION,John Barnes,ESO,ESMS,Middle School,2.76,A,68,11.3,A,17,B,32.2,B,7.5,A,Well Developed,In Good Standing
10X340,10,P.S. 340,Deirdre Burke,ESO,ESMS,Elementary School,60.40,B,58.2,12.3,A,17.5,A,26.9,B,1.5,B,Well Developed,In Good Standing
10X342,10,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,Karen Maldonado,ESO,ESMS,Middle School,2.61,B,65.6,11.5,A,8.7,F,42.4,A,3,B,Well Developed,In Good Standing
10X342,10,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,Karen Maldonado,ESO,HS,High School,2.03,,,,,,,,,6,,Well Developed,In Good Standing
10X360,10,P.S. 360,Nancy Rodriguez-Lewis,ESO,ESMS,Elementary School,60.61,B,51.4,10.7,A,11,C,28.9,B,0.75,A,Well Developed,In Good Standing
10X368,10,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),Rose Fairweather-Clunie,ESO,ESMS,Middle School,3.08,B,56.8,9.3,B,14.4,B,28.6,B,4.5,B,Well Developed,In Good Standing
10X368,10,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),Rose Fairweather-Clunie,ESO,HS,High School,2.52,B,47.5,9.5,A,6.2,D,26.8,B,5,C,Well Developed,In Good Standing
10X374,10,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAP,Panorea Panagiosoulis,"Replications, Inc.",HS,High School,2.86,,,,,,,,,0,,,In Good Standing
10X390,10,M.S. 390,Robert Mercedes,AED,ESMS,Middle School,2.85,A,88.8,11.1,A,18.3,A,48.9,A,10.5,A,Well Developed,Restructuring - Year 1
10X391,10,M.S. 391,Pedro Santana,Fordham,ESMS,Middle School,2.86,C,43.7,8.3,B,11.8,D,22.8,C,0.75,B,Proficient,Restructuring - Year 1
10X396,10,P.S. 396,Lawrence Wright,LLSO,ESMS,Elementary School,64.69,C,36.9,10.3,A,8.8,C,17.8,C,0,D,Proficient,In Good Standing
10X399,10,M.S. 399,Angelo Ledda,AED,ESMS,Middle School,2.88,D,31,6.3,C,8.8,F,13.6,D,2.25,C,Proficient,Restructuring - Year 1
10X412,10,BRONX HIGH SCHOOL OF BUSINESS,Enrique Lizardi,CUNY,HS,High School,2.02,B,52.5,7.7,B,13,B,28.8,B,3,C,Well Developed,In Good Standing
10X413,10,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,William Quintana,CUNY,ESMS,Middle School,3.19,B,59.2,10.1,A,17,B,32.1,B,0,B,Well Developed,In Good Standing
10X413,10,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,William Quintana,CUNY,HS,High School,2.63,A,74.2,9.1,A,15,B,42.1,A,8,B,Well Developed,In Good Standing
10X414,10,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,Nasib Hoxha,CUNY,HS,High School,1.86,A,71.5,10.2,A,16.9,A,34.4,B,10,C,Proficient,In Good Standing
10X430,10,WALTON HIGH SCHOOL,John Tornifolio,LLSO,HS,High School,,,,,,,,,,2,,,Restructuring - Year 4
10X433,10,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,Maxine Johnson-Harris,ESO,HS,High School,2.09,B,49.3,6.6,B,13.9,B,26.8,B,2,B,Proficient,In Good Standing
10X434,10,BELMONT PREPARATORY HIGH SCHOOL,Stephen Joseph Gumbs,LLSO,HS,High School,1.92,A,70.2,7.9,B,16.6,A,42.7,A,3,C,Proficient,In Good Standing
10X437,10,FORDHAM HIGH SCHOOL FOR THE ARTS,Iris Blige,LLSO,HS,High School,1.93,B,58.1,4.3,C,12.7,B,37.1,A,4,C,Proficient,In Good Standing
10X438,10,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY,Richard Bost,ESO,HS,High School,1.96,C,39.7,7.3,B,9.4,C,22,C,1,C,Proficient,In Good Standing
10X439,10,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,Gail Joyner-White,New Visions,HS,High School,1.97,B,44.1,8.6,B,10.1,B,25.4,B,0,D,Well Developed,In Good Standing
10X440,10,DEWITT CLINTON HIGH SCHOOL,Geraldine Ambrosio,ICI,HS,High School,2.41,C,42.7,8.3,B,9.9,B,24.5,C,0,C,Well Developed,Planning for Restructuring
10X442,10,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE","William Rodriguez, Ed.D.",New Visions,HS,High School,2.62,B,53.6,9.5,A,10.5,B,28.6,B,5,B,Well Developed,In Good Standing
10X445,10,BRONX HIGH SCHOOL OF SCIENCE,Valerie Reidy,ICI,HS,High School,3.92,A,73.9,8.2,B,23.1,A,40.6,A,2,A,Well Developed,In Good Standing
10X475,10,JOHN F. KENNEDY HIGH SCHOOL,Anthony Rotunno,LLSO,HS,High School,1.78,C,39.3,6.9,B,11.5,B,20.9,C,0,D,Well Developed,Restructuring - Year 2
10X477,10,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,Kirsten Larson,New Visions,HS,High School,2.61,A,97.5,11.9,A,22,A,51.6,A,12,A,Outstanding,In Good Standing
