DBN,DISTRICT,SCHOOL,PRINCIPAL,2007-08 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2006-07 PROGRESS REPORT GRADE,2007-08 QUALITY REVIEW SCORE,2006-07 FEDERAL ACCOUNTABILITY STATUS
18K135,18,P.S. 135 SHELDON A. BROOKNER,Ms. Penny Grinage,KLSO,ESMS,Elementary School,55.63,A,66.6,12.6,A,16.1,A,36.4,A,1.5,C,Well Developed,In Good Standing
18K208,18,P.S. 208 ELSA EBELING,Ms. Kristy Parris,ESO,ESMS,Elementary School,52.44,A,79.4,11.6,A,19.1,A,44.2,A,4.5,A,Proficient,In Good Standing
18K211,18,I.S. 211 JOHN WILSON,Buffie Simmons-Peart,ESO,ESMS,Middle School,2.89,A,89.7,11.6,A,21.1,A,48.7,A,8.25,A,Well Developed,Restructuring - Year 3
18K219,18,P.S. 219 KENNEDY-KING,Ms. Winsome Smith,ESO,ESMS,Elementary School,58.57,B,53.2,7.2,B,16.5,A,28.7,B,0.75,A,Well Developed,In Good Standing
18K232,18,I.S. 232 THE WINTHROP,Ingrid Thomas-Clark,AED,ESMS,Middle School,,,,,,,,,,,,,Restructuring - Year 3
18K233,18,P.S. 233 LANGSTON HUGHES,Denean Stephens-Spellman,CLSO,ESMS,Elementary School,55.95,C,36.3,8.9,B,13.9,B,13.5,D,0,B,Well Developed,In Good Standing
18K235,18,P.S. 235 LENOX,Lisa Solitario,ESO,ESMS,K-8,43.30,B,63.9,10.2,B,22.1,A,28.6,B,3,C,Proficient,In Good Standing
18K244,18,P.S. 244 RICHARD R. GREEN,Ms. Grace Alesia,ESO,ESMS,Elementary School,53.98,A,61.5,11.3,A,18.4,A,31,B,0.75,B,Well Developed,In Good Standing
18K252,18,I.S. 252 ARTHUR S. SOMERS,Ms. Mendis Brown,CLSO,ESMS,Middle School,,,,,,,,,,,,,Restructuring - Year 1
18K268,18,P.S. 268 EMMA LAZARUS,Ms. Mosezetta Overby,ESO,ESMS,Elementary School,56.70,B,52.5,8.3,B,14.1,B,28.6,B,1.5,C,Well Developed,In Good Standing
18K272,18,P.S. 272 CURTIS ESTABROOK,Dakota Reyes,KLSO,ESMS,Elementary School,56.95,A,79.1,5.1,C,11.1,C,56.9,A,6,F,Proficient,In Need of Improvement - Year 1
18K276,18,P.S. 276 LOUIS MARSHALL,Jonathan Straughn,KLSO,ESMS,Elementary School,53.76,A,66.7,8.4,B,16.8,A,39.2,A,2.25,C,Well Developed,In Good Standing
18K279,18,P.S. 279 HERMAN SCHREIBER,Lorenzo Chambers,ESO,ESMS,Elementary School,48.85,B,55.1,7.8,B,14.3,B,29.2,B,3.75,C,Proficient,In Good Standing
18K285,18,I.S. 285 MEYER LEVIN,Mr. Edward Gentile,ICI,ESMS,Middle School,3.18,B,54.5,7.9,B,14.3,B,28.5,B,3.75,C,Well Developed,In Good Standing
18K415,18,SAMUEL J. TILDEN HIGH SCHOOL,Diane Varano,ICI,HS,High School,,,,,,,,,,4,,,Requiring Academic Progress - Year 6
18K500,18,CANARSIE HIGH SCHOOL,Tyona Washington,CLSO,HS,High School,,,,,,,,,,1,F,,Requiring Academic Progress - Year 5
18K515,18,SOUTH SHORE HIGH SCHOOL,Ms. Judy Henry,CLSO,HS,High School,,,,,,,,,,1,,,Requiring Academic Progress - Year 5
18K563,18,IT TAKES A VILLAGE ACADEMY,Marina Vinitskaya,ICI,HS,High School,2.36,,,,,,,,,4,,,In Good Standing
18K566,18,BROOKLYN GENERATION SCHOOL,Terri Lynn Grey,CEI-PEA,HS,High School,2.18,,,,,,,,,2,,,In Good Standing
18K567,18,BROOKLYN THEATRE ARTS HIGH SCHOOL,Martin Coren,ESO,HS,High School,2.35,,,,,,,,,0,,,In Good Standing
18K569,18,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,Matt Brown,ESO,HS,High School,2.37,,,,,,,,,0,,,In Good Standing
18K576,18,VICTORY COLLEGIATE HIGH SCHOOL,Marcel Duane Deans,ESO,HS,High School,2.44,,,,,,,,,2,,,In Good Standing
18K578,18,BROOKLYN BRIDGE ACADEMY,Adele Tay Fabrikant,New Visions,HS,Transfer School,2.22,,,,,,,,,1.3,,,In Good Standing
18K581,18,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,David Manning,ESO,ESMS,Middle School,2.80,,,,,,,,,,,,In Good Standing
18K588,18,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,Andrew Buck,CLSO,ESMS,Middle School,2.86,,,,,,,,,,,,In Good Standing
18K589,18,ARTS & MEDIA PREPARATORY ACADEMY,Robert Hall,ESO,HS,High School,2.04,,,,,,,,,2,,,In Good Standing
18K598,18,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,Jameela Horton-Ball,ESO,ESMS,Middle School,2.80,,,,,,,,,,,,In Good Standing
19K007,19,P.S. 007 ABRAHAM LINCOLN,Nydia Acevedo,KLSO,ESMS,Elementary School,56.47,B,53.9,9,B,16.3,A,28.6,B,0,D,Well Developed,In Good Standing
19K013,19,P.S. 013 ROBERTO CLEMENTE,Barbara Ashby,ESO,ESMS,Elementary School,60.25,B,56.2,6.5,B,13,B,30.7,B,6,B,Well Developed,Restructuring - Year 3
19K065,19,P.S. 065 - THE LITTLE RED SCHOOL HOUSE,Daysi Garcia,KLSO,ESMS,Elementary School,56.74,B,57.3,9.4,A,16.3,A,30.8,B,0.75,B,Well Developed,In Good Standing
19K072,19,P.S. 072 ANNETTE P GOLDMAN,Gena Felice Lipscomb,KLSO,ESMS,K-8,61.35,D,31.6,4.5,D,11.1,C,15.2,D,0.75,C,Proficient,In Good Standing
19K089,19,P.S. 089 CYPRESS HILLS,Irene Leon,New Visions,ESMS,K-8,61.01,A,75.2,12.1,A,17.2,B,45.9,A,0,B,Well Developed,In Good Standing
19K108,19,P.S. 108 SAL ABBRACCIAMENTO,Constance Hahn,KLSO,ESMS,Elementary School,57.81,B,54.3,11.5,A,21.1,A,20.9,C,0.75,C,Well Developed,In Good Standing
19K149,19,P.S. 149 DANNY KAYE,Enid Silvera,ESO,ESMS,Elementary School,61.62,B,56.1,6.8,B,19.4,A,23.9,B,6,A,Well Developed,In Corrective Action
19K158,19,P.S. 158 WARWICK,Audrey Wilson,KLSO,ESMS,Elementary School,58.96,B,48.2,9.1,B,13.1,B,24.5,B,1.5,C,Well Developed,In Need of Improvement - Year 2
19K159,19,P.S. 159 ISAAC PITKIN,Monica Duncan,KLSO,ESMS,Elementary School,52.44,C,40.3,7.4,B,14.2,B,18.7,C,0,B,Well Developed,In Good Standing
19K166,19,J.H.S. 166 GEORGE GERSHWIN,Maria Ortega,KLSO,ESMS,Middle School,2.74,B,57.4,6.4,C,14.7,B,32.5,B,3.75,D,Proficient,Restructuring - Year 2
19K171,19,I.S. 171 ABRAHAM LINCOLN,Joan Beckman,KLSO,ESMS,Middle School,3.13,C,47,7.3,B,11.4,D,25.3,C,3,B,Well Developed,Restructuring - Year 4
19K174,19,P.S. 174 DUMONT,Ingrid Mason,KLSO,ESMS,K-8,59.34,B,50.8,6.8,C,10,D,32.5,B,1.5,C,Well Developed,In Good Standing
19K190,19,P.S. 190 SHEFFIELD,Stephaun Hill,KLSO,ESMS,Elementary School,62.89,D,29,6.7,B,11.6,B,10.7,D,0,D,Well Developed,In Good Standing
19K202,19,P.S. 202 ERNEST S. JENKYNS,Pauline Smith,KLSO,ESMS,K-8,60.66,C,49,5.6,C,17.8,A,21.1,C,4.5,A,Well Developed,In Good Standing
19K213,19,P.S. 213 NEW LOTS,Joan L. Webson,ESO,ESMS,Elementary School,62.60,B,55.6,8.5,B,17.7,A,26.4,B,3,B,Well Developed,In Good Standing
19K214,19,P.S. 214 MICHAEL FRIEDSAM,Patricia Tubridy,KLSO,ESMS,Elementary School,49.34,C,42.9,6.7,B,8.5,C,27.7,B,0,C,Well Developed,In Need of Improvement - Year 1
19K218,19,J.H.S. 218 JAMES P. SINNOTT,Joseph Costa,KLSO,ESMS,Middle School,2.96,B,54.2,6.2,C,18.3,A,27.4,B,2.25,A,Proficient,Restructuring - Year 4
19K224,19,P.S. 224 HALE A. WOODRUFF,George Andrews,KLSO,ESMS,Elementary School,58.29,D,31.3,5.1,C,4.9,F,20.5,C,0.75,C,Well Developed,In Good Standing
19K260,19,P.S. 260 BREUCKELEN,Pierre Raymond,KLSO,ESMS,Elementary School,55.49,F,22.9,2.1,F,9.5,C,9.8,F,1.5,C,Proficient,In Good Standing
19K273,19,P.S. 273 WORTMAN,Melessa Avery,ESO,ESMS,Elementary School,57.36,A,64.4,9.3,A,14.2,B,38.6,A,2.25,D,Well Developed,In Need of Improvement - Year 1
19K290,19,P.S. 290 JUAN MOREL CAMPOS,Willena George,KLSO,ESMS,Elementary School,60.31,A,64.4,9.8,A,18.1,A,29.7,B,6.75,B,Well Developed,In Good Standing
19K292,19,J.H.S. 292 MARGARET S. DOUGLAS,Everett Hughes,KLSO,ESMS,Middle School,3.02,B,53.4,6.8,B,16.4,B,29.4,B,0.75,B,Well Developed,Restructuring - Year 3
19K302,19,J.H.S. 302 RAFAEL CORDERO,Lisa Linder,KLSO,ESMS,Middle School,3.01,D,36.3,6.3,C,11.1,D,18.9,C,0,C,Well Developed,Restructuring - Year 4
19K306,19,P.S. 306 ETHAN ALLEN,Lawrence Burroughs,KLSO,ESMS,K-8,59.79,C,49.3,4.8,C,10.8,C,29.9,B,3.75,C,Proficient,In Good Standing
19K311,19,ESSENCE SCHOOL,Gail Gaines,ESO,ESMS,Middle School,3.08,B,64,9.4,B,15,B,35.1,B,4.5,C,Well Developed,In Good Standing
19K328,19,P.S. 328 PHYLLIS WHEATLEY,Douglas Avila,KLSO,ESMS,K-8,64.78,B,55.9,3.1,D,16.7,B,34.6,B,1.5,C,Proficient,Restructuring - Year 2
19K345,19,P.S. 345 PATROLMAN ROBERT BOLDEN,Wanda Holt,KLSO,ESMS,Elementary School,62.65,C,45.2,4.9,C,15.2,B,24.3,B,0.75,C,Well Developed,In Good Standing
19K346,19,P.S. 346 ABE STARK,Kevin Caifa,KLSO,ESMS,Elementary School,52.37,B,52.5,4.3,D,15.2,B,30.7,B,2.25,B,Well Developed,In Good Standing
19K364,19,I.S. 364 GATEWAY,Dale Kelly,KLSO,ESMS,Middle School,3.14,A,71.5,8.3,B,18.4,A,39.5,A,5.25,B,Well Developed,In Good Standing
19K409,19,EAST NEW YORK FAMILY ACADEMY,Sheila Richards,ESO,ESMS,Middle School,3.43,A,70.2,10,A,22.3,A,37.9,A,0,A,Well Developed,In Good Standing
19K409,19,EAST NEW YORK FAMILY ACADEMY,Sheila Richards,ESO,HS,High School,2.76,B,56.6,9.6,A,11.6,B,33.4,B,2,C,Well Developed,In Good Standing
19K420,19,FRANKLIN K. LANE HIGH SCHOOL,Evan Ahern,ESO,HS,High School,,,,,,,,,,1,D,,Restructuring - Year 1
19K452,19,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,Tamara Thomas,KLSO,ESMS,Middle School,3.53,F,23.9,10.2,A,13.7,C,0,F,0,,Proficient,In Good Standing
19K502,19,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,James Anderson,New Visions,HS,High School,2.05,F,28.2,4.1,C,9.2,C,14.9,F,0,,Proficient,In Good Standing
19K504,19,HIGH SCHOOL FOR CIVIL RIGHTS,Michael S. Steele,KLSO,HS,High School,2.17,C,37.8,7.7,B,4.4,F,24.7,B,1,,Proficient,In Good Standing
19K507,19,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Lottie Almonte,ESO,HS,High School,2.22,A,77.4,10.5,A,22,A,37.9,A,7,,Well Developed,In Good Standing
19K510,19,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,Kim Lawrence,New Visions,HS,High School,2.22,B,62.8,6.9,B,17.7,A,31.2,B,7,,Proficient,In Good Standing
19K615,19,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Larry Kalvar,KLSO,HS,High School,2.48,B,59.8,6.7,B,13.8,B,34.3,B,5,B,Well Developed,In Good Standing
19K660,19,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Zipora Steiner,KLSO,HS,High School,1.87,D,31.4,4.1,C,6.8,D,20.5,C,0,F,Proficient,Restructuring - Year 1
20K030,20,I.S. 30 MARY WHITE OVINGTON,Danielle Dimango-Maringo,ICI,ESMS,Middle School,3.38,A,72.8,9.8,B,17.9,A,42.1,A,3,B,Well Developed,In Good Standing
20K048,20,P.S. 048 MAPLETON,Diane Picucci,ESO,ESMS,Elementary School,34.69,A,61.8,8,B,19.7,A,34.1,A,0,B,Well Developed,In Good Standing
20K062,20,J.H.S. 062 DITMAS,Barry Kevorkian,CEI-PEA,ESMS,Middle School,3.01,A,76.5,9.9,A,18.8,A,41.8,A,6,B,Well Developed,Restructuring - Year 3
20K069,20,P.S. 69 VINCENT D. GRIPPO SCHOOL,Jaynemarie Capetanakis,ICI,ESMS,Elementary School,38.20,A,60.1,8.7,B,13.1,B,37.5,A,0.75,B,Well Developed,In Good Standing
20K102,20,P.S. 102 THE BAYVIEW,Ms. Theresa Dovi,ESO,ESMS,Elementary School,33.20,A,76,9.7,A,14.4,B,41.4,A,10.5,B,Well Developed,In Good Standing
20K104,20,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,Ms. Marie Dibella,ESO,ESMS,K-8,25.37,B,64,8.6,B,14.4,B,35.7,B,5.25,C,Well Developed,In Good Standing
20K105,20,P.S. 105 THE BLYTHEBOURNE,Johanna Castronovo,ESO,ESMS,Elementary School,33.82,A,72.6,9.6,A,18.3,A,40.9,A,3.75,B,Well Developed,In Good Standing
20K112,20,P.S. 112 LEFFERTS PARK,Louise Verdemare (Alfano),ESO,ESMS,Elementary School,30.68,A,62.4,11.1,A,17.9,A,33.4,A,0,B,Well Developed,In Good Standing
20K127,20,P.S. 127 MCKINLEY PARK,Pauline Frank,ESO,ESMS,Elementary School,33.54,B,47.6,9.5,A,17.2,A,20.9,C,0,A,Well Developed,In Good Standing
20K160,20,P.S. 160 WILLIAM T. SAMPSON,Margaret Russo,ESO,ESMS,Elementary School,40.24,B,57,9.1,B,16.2,A,31.7,B,0,C,Well Developed,In Good Standing
20K163,20,P.S. 163 BATH BEACH,Maryann Wasmuth,ICI,ESMS,Elementary School,35.28,A,75.8,10.8,A,18.2,A,41.5,A,5.25,C,Well Developed,In Good Standing
20K164,20,P.S. 164 CAESAR RODNEY,Margaret Choy-Shan,ESO,ESMS,Elementary School,55.75,A,82.4,14.9,A,18.9,A,41.1,A,7.5,A,Well Developed,In Good Standing
20K170,20,P.S. 170 LEXINGTON,Suzanne Brown,ICI,ESMS,Elementary School,35.79,B,56.2,9.8,A,10.4,C,33.7,A,2.25,C,Proficient,In Good Standing
20K176,20,P.S. 176 OVINGTON,Elizabeth Culkin,ICI,ESMS,Elementary School,31.74,A,69.4,10.5,A,16.6,A,38.5,A,3.75,B,Proficient,In Need of Improvement - Year 1
20K179,20,P.S. 179 KENSINGTON,Valerie Joseph,ESO,ESMS,Elementary School,44.11,C,42.4,6.7,B,10.9,C,24.8,B,0,C,Proficient,In Need of Improvement - Year 1
20K180,20,P.S. 180 HOMEWOOD,Gary Williams,ESO,ESMS,K-8,28.09,A,78.8,11.8,A,14.8,B,45.4,A,6.75,C,Well Developed,In Good Standing
20K185,20,P.S. 185 WALTER KASSENBROCK,Kenneth Llinas,ICI,ESMS,Elementary School,20.20,B,59.4,9.3,A,19,A,31.1,B,0,C,Well Developed,In Good Standing
20K186,20,P.S. 186 DR. IRVING A GLADSTONE,Bayan (Ebeid) Cadotte,ICI,ESMS,Elementary School,33.28,A,69.6,7.4,B,12.2,B,45.5,A,4.5,B,Well Developed,In Need of Improvement - Year 1
20K187,20,I.S. 187,Justin Berman,ICI,ESMS,Middle School,4.04,A,73.6,12.4,A,23.2,A,38,A,0,A,Well Developed,In Good Standing
20K192,20,P.S. 192 BROOKLYN,Liset Isaac,ESO,ESMS,K-8,53.79,A,86.8,12.1,A,14.3,B,49.1,A,11.25,B,Well Developed,In Need of Improvement - Year 1
20K200,20,P.S. 200 BENSON SCHOOL,Mrs. Sylvia La Cerra,ICI,ESMS,Elementary School,28.80,B,56.1,8,B,16.5,A,26.3,B,5.25,B,Well Developed,In Good Standing
20K201,20,J.H.S. 201 THE DYKER HEIGHTS,Ms. Madeleine Brennan,ICI,ESMS,Middle School,3.54,A,66.9,8.5,B,18.2,A,34.2,B,6,B,Well Developed,Requiring Academic Progress - Year 4
20K204,20,P.S. 204 VINCE LOMBARDI,Mrs. Marie Reilly,ICI,ESMS,Elementary School,25.71,B,55.6,12.2,A,16,A,27.4,B,0,B,Well Developed,In Good Standing
20K205,20,P.S. 205 CLARION,Beth Grater,ESO,ESMS,Elementary School,38.21,A,63.8,7.8,B,13.5,B,36.5,A,6,C,Well Developed,In Good Standing
20K220,20,J.H.S. 220 JOHN J. PERSHING,Loretta Witek,ICI,ESMS,Middle School,3.10,B,54.6,7.4,B,13.2,C,32.5,B,1.5,C,Well Developed,Restructuring - Year 3
20K223,20,J.H.S. 223 THE MONTAUK,Mrs. Gertrude Adduci,ICI,ESMS,Middle School,2.95,A,87.9,8.7,B,20.2,A,50,A,9,A,Proficient,Restructuring - Year 4
20K227,20,J.H.S. 227 EDWARD B. SHALLOW,Brenda Champion,CLSO,ESMS,Middle School,3.20,B,62.3,5.2,C,14.1,B,37.7,A,5.25,C,Proficient,Restructuring - Year 1
20K229,20,P.S. 229 DYKER,Mr. James J. Harrigan,ESO,ESMS,Elementary School,20.36,A,60.8,11.5,A,20.4,A,28.9,B,0,B,Well Developed,In Good Standing
20K247,20,P.S. 247 BROOKLYN,Christopher E. Ogno,ESO,ESMS,Elementary School,29.92,A,62.6,9.8,A,16.7,A,35.3,A,0.75,B,Well Developed,In Good Standing
20K259,20,J.H.S. 259 WILLIAM MCKINLEY,Janice Geary,ICI,ESMS,Middle School,3.33,A,66.6,9.9,A,17.6,B,36.1,A,3,C,Well Developed,In Need of Improvement - Year 1
20K445,20,NEW UTRECHT HIGH SCHOOL,Maureen Goldfarb,CLSO,HS,High School,2.39,B,54.3,8.7,B,12,B,29.6,B,4,A,Well Developed,Requiring Academic Progress - Year 4
20K485,20,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOLOGY,Philip Weinberg,New Visions,HS,High School,2.59,A,71.5,10.5,A,17.4,A,37.6,A,6,A,Outstanding,In Good Standing
20K490,20,FORT HAMILTON HIGH SCHOOL,Jo Ann Chester,ESO,HS,High School,2.52,B,51.7,8.6,B,10.6,B,29.5,B,3,B,Well Developed,Requiring Academic Progress - Year 5
20K503,20,NEW SCHOOL @ K314,David Weiner,ESO,ESMS,Elementary School,58.82,A,62.1,12.4,A,14.9,B,31.8,B,3,,Well Developed,In Good Standing
20K505,20,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,Geraldine Maione,KLSO,HS,High School,2.31,B,53.6,7.5,B,10.3,B,30.8,B,5,A,Well Developed,Requiring Academic Progress - Year 5
20K506,20,P.S. 506: SCHOOL OF JOURNALISM & TECHNOLOGY,Elizabeth Waters,ESO,ESMS,Elementary School,56.73,A,69.7,11.6,A,14.6,B,42,A,1.5,,Well Developed,In Good Standing
20K609,20,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,Mariela Graham,ESO,ESMS,Middle School,3.17,,,,,,,,,,,,In Good Standing
21K090,21,P.S. 90 EDNA COHEN SCHOOL,Madelene S. Chan,ICI,ESMS,Elementary School,55.41,A,65.2,12.2,A,12.8,B,36.4,A,3.75,C,Well Developed,In Good Standing
21K095,21,P.S. 095 THE GRAVESEND,Carolyn Telesmanich,ESO,ESMS,K-8,37.57,C,40.2,4.5,D,11.4,C,23.5,C,0.75,B,Well Developed,In Good Standing
21K096,21,I.S. 096 SETH LOW,Barry M. Fein,ESO,ESMS,Middle School,3.24,B,50.6,7.9,B,12.6,C,29.3,B,0.75,C,Proficient,Planning for Restructuring
21K097,21,P.S. 97 THE HIGHLAWN,Kristine Mustillo,ICI,ESMS,Elementary School,28.24,A,74.9,9.5,A,14.6,B,46.3,A,4.5,B,Proficient,In Good Standing
21K098,21,I.S. 98 BAY ACADEMY,Mrs. Marian Nagler,ESO,ESMS,Middle School,3.78,B,59.8,8.4,B,20.1,A,30.5,B,0.75,A,Well Developed,In Good Standing
21K099,21,P.S. 099 ISAAC ASIMOV,Gregory Pirraglia,ESO,ESMS,K-8,40.70,C,48.2,9.1,B,8.8,D,28,B,2.25,B,Well Developed,In Good Standing
21K100,21,P.S. 100 THE CONEY ISLAND SCHOOL,Katherine A. Moloney,ICI,ESMS,Elementary School,29.74,B,55,5.7,C,15.9,A,31.9,B,1.5,B,Well Developed,In Good Standing
21K101,21,P.S. 101 THE VERRAZANO,Gregg Korrol,ICI,ESMS,Elementary School,29.26,A,59.8,11.4,A,14.3,B,34.1,A,0,C,Well Developed,In Need of Improvement - Year 1
21K121,21,P.S. 121 NELSON A. ROCKEFELLER,Lillian Catalano,ESO,ESMS,K-8,41.15,A,82.7,12.2,A,16.3,B,50.4,A,3.75,B,Well Developed,In Good Standing
21K128,21,P.S. 128 BENSONHURST,Marcia Robins,ICI,ESMS,Elementary School,33.72,B,51.1,7.8,B,9,C,34.3,A,0,B,Well Developed,In Good Standing
21K153,21,P.S. 153 HOMECREST,Carl Santamaria,ICI,ESMS,Elementary School,37.47,B,49.4,7.9,B,11.2,C,29.5,B,0.75,C,Proficient,In Good Standing
21K177,21,P.S. 177 THE MARLBORO,Shoshana Singer,ESO,ESMS,Elementary School,36.67,B,57.6,9.3,A,18.2,A,29.3,B,0.75,C,Well Developed,In Good Standing
21K188,21,P.S. 188 MICHAEL E. BERDY,Frederick M.  Tudda,ICI,ESMS,Elementary School,55.61,A,93,11.1,A,17.8,A,55.1,A,9,C,Well Developed,In Need of Improvement - Year 1
21K199,21,P.S. 199 FREDERICK WACHTEL,Rosalia Bacarella,ESO,ESMS,Elementary School,32.99,A,70.5,9.2,A,17.3,A,44,A,0,C,Well Developed,In Good Standing
21K209,21,P.S. 209 MARGARET MEAD,Frances Locurcio,ICI,ESMS,K-8,33.39,B,60.4,7,C,13.7,B,38.2,A,1.5,C,Proficient,In Good Standing
21K212,21,P.S. 212 LADY DEBORAH MOODY,Josephine Marsella,ICI,ESMS,Elementary School,40.86,B,55.4,6.1,C,16.1,A,32.4,B,0.75,B,Well Developed,In Good Standing
21K215,21,P.S.  215  MORRIS H.  WEISS,Gail Feuer,ESO,ESMS,Elementary School,30.57,A,61.6,10.1,A,17.8,A,26.9,B,6.75,C,Proficient,In Good Standing
21K216,21,P.S. 216 ARTURO TOSCANINI,Celia Kaplinsky,ICI,ESMS,Elementary School,34.71,B,52.5,5.3,C,13.8,B,31.9,B,1.5,C,Well Developed,In Good Standing
21K225,21,P.S. K225 - THE EILEEN E. ZAGLIN,Joseph Montebello,ESO,ESMS,K-8,39.95,C,49.1,7.8,B,10.6,C,24.7,C,6,D,Proficient,In Need of Improvement - Year 1
21K226,21,P.S. 226 ALFRED DE B.MASON,Stephen P. Porter,ICI,ESMS,K-8,39.30,A,69.7,7.7,C,12.9,C,43.1,A,6,B,Well Developed,In Need of Improvement - Year 2
21K228,21,I.S. 228 DAVID A. BOODY,Dominick D'Angelo,CEI-PEA,ESMS,Middle School,3.40,B,54.3,5.4,C,15.1,B,31.5,B,2.25,D,Proficient,In Corrective Action
21K238,21,P.S. 238 ANNE SULLIVAN,Harla Joy Musoff-Weiss,ICI,ESMS,K-8,51.18,B,62.8,8.4,B,15.4,B,36,B,3,F,Proficient,In Need of Improvement - Year 1
21K239,21,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,Carol Moore,ESO,ESMS,Middle School,3.93,A,74.3,10.8,A,21.3,A,37.7,A,4.5,B,Well Developed,In Good Standing
21K253,21,P.S. 253,Lisa Speroni,ICI,ESMS,Elementary School,49.11,A,62.7,11.3,A,10.8,C,37.6,A,3,A,Well Developed,In Good Standing
21K281,21,I.S. 281 JOSEPH B CAVALLARO,Stephen Rosenblum,ESO,ESMS,Middle School,3.34,B,61.3,8.1,B,16.6,B,34.3,B,2.25,B,Well Developed,In Need of Improvement - Year 2
21K288,21,P.S. 288 THE SHIRLEY TANYHILL,Joelene-Lynette Kinard,ESO,ESMS,K-8,62.64,A,68.4,6,C,11.6,C,41,A,9.75,C,Proficient,Restructuring - Year 1
21K303,21,I.S. 303 HERBERT S. EISENBERG,Mr. Gary Ingrassia,ICI,ESMS,Middle School,3.30,A,78.6,9.9,A,22.2,A,38.2,A,8.25,A,Well Developed,Planning for Restructuring
21K329,21,P.S. 329 SURFSIDE,Anita Garcia,ICI,ESMS,Elementary School,56.44,B,54.1,8.2,B,11.2,C,30.9,B,3.75,C,Proficient,In Need of Improvement - Year 1
21K344,21,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Edward Wilensky,ICI,HS,High School,2.60,,,,,,,,,3,,Proficient,In Good Standing
21K348,21,HIGH SCHOOL OF SPORTS MANAGEMENT,Robin Pitts,ESO,HS,High School,2.19,,,,,,,,,7,,Well Developed,In Good Standing
21K400,21,LAFAYETTE HIGH SCHOOL,Doris Unger,CLSO,HS,High School,,,,,,,,,,2,,,In Corrective Action
21K410,21,ABRAHAM LINCOLN HIGH SCHOOL,Ari Hoogenboom,CLSO,HS,High School,2.38,C,42.7,6.6,B,7.4,C,27.7,B,1,C,Proficient,Requiring Academic Progress - Year 5
21K468,21,KINGSBOROUGH EARLY COLLEGE SCHOOL,Connie Hamilton,CUNY,ESMS,Middle School,3.33,A,85.5,12.4,A,20.2,A,47.6,A,5.25,,Well Developed,In Good Standing
21K525,21,EDWARD R. MURROW HIGH SCHOOL,Anthony Lodico,ESO,HS,High School,2.82,B,52.8,9.2,A,14.1,B,28.5,B,1,B,Well Developed,Requiring Academic Progress - Year 4
21K540,21,JOHN DEWEY HIGH SCHOOL,Barry Fried,CLSO,HS,High School,2.59,C,35.5,3.6,C,9.8,C,18.1,D,4,B,Well Developed,Requiring Academic Progress - Year 1
21K559,21,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,Kaia Mashariki,ESO,HS,High School,2.25,,,,,,,,,0,,,In Good Standing
21K572,21,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,Sarah Weeks,ESO,HS,High School,1.97,,,,,,,,,0,,,In Good Standing
21K620,21,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Carlston Gray,CLSO,HS,High School,1.99,B,47.1,6.9,B,10.5,B,27.7,B,2,C,Proficient,Planning for Restructuring
21K690,21,BROOKLYN STUDIO SECONDARY SCHOOL,Martin Fiasconaro,CLSO,ESMS,Middle School,3.23,A,75.3,8.5,B,20.1,A,39.9,A,6.75,B,Well Developed,In Good Standing
21K690,21,BROOKLYN STUDIO SECONDARY SCHOOL,Martin Fiasconaro,CLSO,HS,High School,2.28,B,62.9,9,A,15.7,B,35.2,A,3,B,Well Developed,In Good Standing
21K728,21,LIBERATION DIPLOMA PLUS,April Leong,ESO,HS,Transfer School,2.30,,,,,,,,,5,,,In Good Standing
22K014,22,J.H.S. 014 SHELL BANK,Anne Tully,ICI,ESMS,Middle School,3.05,B,62.9,8.5,B,14.6,B,33.8,B,6,C,Proficient,In Corrective Action
