BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-03704-0029,"236 NEW JERSEY AVENUE
Brooklyn, NY
(40.67389292380648, -73.89537920022586)",EAST NEW YORK,C6-WALK-UP,16,1920,15400,150145,9.75,318000,20.65,3-03709-0032,"1803 PITKIN AVENUE
Brooklyn, NY
(40.670361157045534, -73.90637797769766)",BROWNSVILLE,C7-WALK-UP,27,1905,23300,272178,11.68,765000,32.8,0.55,3-03771-0033,"350 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.668871945634855, -73.89513229544632)",EAST NEW YORK,C1-WALK-UP,16,1930,17600,236003,13.41,735000,41.8,0.35
3-03805-0041,"498 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.6651244424043, -73.89417533044502)",EAST NEW YORK,C6-WALK-UP,28,1930,25950,253004,9.75,536000,20.66,3-03806-0017,"469 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66582074318561, -73.89428400712728)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,0.05,3-03806-0019,"463 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66596766139503, -73.89432248570594)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,0.05
3-03886-0010,"224 HIGHLAND BOULEVARD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CYPRESS HILLS,D4-ELEVATOR,88,1940,104465,1344329,12.87,4190000,40.1,3-03806-0017,"469 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66582074318561, -73.89428400712728)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,1.15,3-03806-0019,"463 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66596766139503, -73.89432248570594)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,1.15
3-04329-0001,"721 VAN SICLEN AVENUE
Brooklyn, NY
(40.661997280309244, -73.88676136185163)",EAST NEW YORK,C6-WALK-UP,42,1930,38720,366145,9.46,871000,22.49,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,6,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,4
3-04590-0051,"811 RUTLAND ROAD
Brooklyn, NY
(40.6605074596747, -73.9331247303893)",FLATBUSH-NORTH,D4-ELEVATOR,294,1953,316000,5056000,16,17100000,54,3-06469-0001,"2064 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",BATH BEACH,D1-ELEVATOR,420,1948,316900,5069960,16,15800000,49.9,5.6,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5576956,15.98,17400000,49.8,5.7
3-04598-0016,"14 96 STREET
Brooklyn, NY
(40.615912673586095, -74.03775369807036)",FLATBUSH-NORTH,C6-WALK-UP,34,1927,26900,433897,16.13,920000,34.2,3-04645-0006,"1002 CLARKSON AVENUE
Brooklyn, NY
(40.65816226315408, -73.92461876669202)",FLATBUSH-NORTH,C1-WALK-UP,31,1920,30556,367356,12.02,779000,25.5,0.5,3-04679-0001,"820 LINDEN BOULEVARD
Brooklyn, NY
(40.65392807022851, -73.92767166503097)",FLATBUSH-EAST,C1-WALK-UP,19,1920,14400,214828,14.92,726000,50,0.8
3-04815-0037,"636 BROOKLYN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",FLATBUSH-NORTH,D4-ELEVATOR,160,1959,152200,1923808,12.64,4080000,26.8,3-04610-0001,"950 RUTLAND ROAD
Brooklyn, NY
(40.661633888605245, -73.92792701677013)",FLATBUSH-NORTH,D1-ELEVATOR,172,1958,144000,1819286,12.63,5110000,35.5,1.05,3-04610-0001,"950 RUTLAND ROAD
Brooklyn, NY
(40.661633888605245, -73.92792701677013)",FLATBUSH-NORTH,D1-ELEVATOR,172,1958,144000,1819286,12.63,5110000,35.5,1.05
3-04847-0004,"10 43 STREET
Brooklyn, NY
(40.595200515174334, -73.98528672525565)",FLATBUSH-NORTH,D4-ELEVATOR,120,1956,127764,1948401,15.25,6590000,52,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1679311,14.95,5680000,51,4.65,3-07235-0001,"2612 WEST STREET
Brooklyn, NY
(40.586035845350516, -73.9694095503607)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,240,1951,194880,3028396,15.54,9430000,48.4,5.1
3-04853-0028,"310 LENOX ROAD
Brooklyn, NY
(40.65417052765746, -73.9491489088947)",FLATBUSH-NORTH,D4-ELEVATOR,131,1963,124314,1895789,15.25,6410000,52,3-07235-0001,"2612 WEST STREET
Brooklyn, NY
(40.586035845350516, -73.9694095503607)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,240,1951,194880,3028396,15.54,9430000,48.4,4.85,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1679311,14.95,5680000,51,4.35
3-04853-0035,"330 LENOX ROAD
Brooklyn, NY
(40.65420788088974, -73.94851586990552)",FLATBUSH-NORTH,D4-ELEVATOR,118,1964,112518,1715900,15.25,5800000,52,3-07235-0001,"2612 WEST STREET
Brooklyn, NY
(40.586035845350516, -73.9694095503607)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,240,1951,194880,3028396,15.54,9430000,48.4,4.85,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1679311,14.95,5680000,51,4.35
3-04905-0001,"3400 SNYDER AVENUE
Brooklyn, NY
(40.649135202407145, -73.94548746465448)",FLATBUSH-EAST,D4-ELEVATOR,129,1956,114346,1019001,8.91,2160000,18.89,3-03806-0017,"469 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66582074318561, -73.89428400712728)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.95,3-03806-0019,"463 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66596766139503, -73.89432248570594)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.95
3-04905-0017,"282 35 STREET
Brooklyn, NY
(40.59486378575886, -73.99519421231372)",FLATBUSH-EAST,D4-ELEVATOR,125,1957,119000,1060476,8.91,2250000,18.91,3-03806-0017,"469 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66582074318561, -73.89428400712728)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.95,3-03806-0019,"463 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66596766139503, -73.89432248570594)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.95
3-04906-0001,"3500 SNYDER AVENUE
Brooklyn, NY
(40.64919763904466, -73.9445434376604)",FLATBUSH-EAST,D4-ELEVATOR,126,1957,115900,1032850,8.91,2190000,18.9,3-03806-0017,"469 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66582074318561, -73.89428400712728)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.9,3-03806-0019,"463 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66596766139503, -73.89432248570594)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.9
3-04906-0065,"285 35 STREET
Brooklyn, NY
(40.5948028602807, -73.99516545585267)",FLATBUSH-EAST,D4-ELEVATOR,66,1959,58231,518928,8.91,1100000,18.89,3-03806-0017,"469 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66582074318561, -73.89428400712728)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.9,3-03806-0019,"463 PENNSYLVANIA AVENUE
Brooklyn, NY
(40.66596766139503, -73.89432248570594)",EAST NEW YORK,C1-WALK-UP,16,1930,14784,187372,12.67,397000,26.9,2.9
3-05026-0011,"163 OCEAN AVENUE
Brooklyn, NY
(40.657000437538166, -73.96222239145274)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,85,1930,118785,1273580,10.72,3300000,27.8,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.5,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.25
3-05026-0034,"125 OCEAN AVENUE
Brooklyn, NY
(40.65906573255977, -73.96255143845617)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,65,1939,64069,670945,10.47,1740000,27.2,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.5,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.25
3-05043-0001,"125 HAWTHORNE STREET
Brooklyn, NY
(40.657508640571564, -73.95608146600496)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,66,1940,77638,813030,10.47,2110000,27.2,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.7,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.45
3-05043-0086,"135 HAWTHORNE STREET
Brooklyn, NY
(40.65752783863426, -73.95576853758293)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,60,1939,63576,665775,10.47,1730000,27.2,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.7,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.45
3-05046-0018,"150 HAWTHORNE STREET
Brooklyn, NY
(40.65750007153813, -73.95532461256825)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,100,1963,76338,1016665,13.32,3160000,41.4,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.7,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.5
3-05048-0034,"80 WINTHROP STREET
Brooklyn, NY
(40.65651253578124, -73.95929626773281)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,144,1927,157614,1924470,12.21,5410000,34.3,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.5,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.45
3-05048-0078,"289 PARKSIDE AVENUE
Brooklyn, NY
(40.65573955887508, -73.95918331052887)",FLATBUSH-LEFFERTS GARDEN,C6-WALK-UP,16,1931,17800,215780,12.12,606000,34,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.5,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.45
3-05048-0080,"283 PARKSIDE AVENUE
Brooklyn, NY
(40.65573463866883, -73.95925711362256)",FLATBUSH-LEFFERTS GARDEN,C6-WALK-UP,16,1931,17800,215800,12.12,606000,34,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.5,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.45
3-05056-0040,"590 PARKSIDE AVENUE
Brooklyn, NY
(40.65600635852781, -73.95374790826489)",FLATBUSH-CENTRAL,C6-WALK-UP,40,1931,29200,290295,9.94,690000,23.63,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,3.6,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,3.65
3-05058-0007,"25 PARADE PLACE
Brooklyn, NY
(40.65247838307132, -73.9656888274456)",FLATBUSH-CENTRAL,D4-ELEVATOR,64,1935,71028,650685,9.16,1550000,21.82,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.1,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.65
3-05060-0008,"55 PARADE PLACE
Brooklyn, NY
(40.651736768813194, -73.9651830557647)",FLATBUSH-CENTRAL,D4-ELEVATOR,73,1927,85716,898270,10.48,2330000,27.2,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.05,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.7
3-05061-0040,"416 OCEAN AVENUE
Brooklyn, NY
(40.6526017018156, -73.9615290631221)",FLATBUSH-CENTRAL,D4-ELEVATOR,90,1924,131355,1368455,10.42,3550000,27,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.15,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.65
3-05064-0029,"32 CLARKSON AVENUE
Brooklyn, NY
(40.6548750408019, -73.95867318209027)",FLATBUSH-CENTRAL,D4-ELEVATOR,78,1938,97332,809150,8.31,1720000,17.67,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.45,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.55
3-05071-0034,"68 STRATFORD ROAD
Brooklyn, NY
(40.647237801521484, -73.969390605214)",FLATBUSH-CENTRAL,C6-WALK-UP,12,1931,20320,249345,12.27,701000,34.5,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,1.65,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,1.05
3-05072-0001,"5 STRATFORD ROAD
Brooklyn, NY
(40.64873440755506, -73.96960958206276)",FLATBUSH-CENTRAL,C6-WALK-UP,16,1931,17980,198620,11.05,515000,28.6,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,1.7,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,1
3-05072-0003,"1110 CATON AVENUE
Brooklyn, NY
(40.64890155806903, -73.96955727896079)",FLATBUSH-CENTRAL,C6-WALK-UP,16,1931,17980,198620,11.05,515000,28.6,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,1.7,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,1
3-05072-0053,"25 STRATFORD ROAD
Brooklyn, NY
(40.648254221269305, -73.96951588717774)",FLATBUSH-CENTRAL,C6-WALK-UP,20,1931,24200,267325,11.05,693000,28.6,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,1.7,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,1
3-05080-0060,"500 OCEAN AVENUE
Brooklyn, NY
(40.65064652181146, -73.96114453158579)",FLATBUSH-CENTRAL,D4-ELEVATOR,64,1931,87951,806150,9.17,1920000,21.83,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.1,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.8
3-05083-0037,"70 LENOX ROAD
Brooklyn, NY
(40.65368987670467, -73.9572072782265)",FLATBUSH-CENTRAL,D4-ELEVATOR,60,1935,73374,795100,10.84,2060000,28.1,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.4,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.65
3-05086-0066,"45 MARTENSE STREET
Brooklyn, NY
(40.651326171664856, -73.95742077766035)",FLATBUSH-CENTRAL,D4-ELEVATOR,66,1937,75312,790250,10.49,2050000,27.2,3-05065-0100,"125 LENOX ROAD
Brooklyn, NY
(40.65385939752942, -73.95529705668207)",FLATBUSH-CENTRAL,D1-ELEVATOR,65,1928,66530,717817,10.79,1860000,28,0.25,3-05066-0071,"261 LENOX ROAD
Brooklyn, NY
(40.654125258289, -73.95079713258808)",FLATBUSH-CENTRAL,D1-ELEVATOR,120,1956,105136,1403034,13.34,4370000,41.6,0.4
3-05095-0001,"1409 ALBEMARLE ROAD
Brooklyn, NY
(40.64667461856773, -73.96630148692105)",FLATBUSH-CENTRAL,D4-ELEVATOR,29,1938,30039,322165,10.72,835000,27.8,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,1.8,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,1
3-05097-0112,"150 18 STREET
Brooklyn, NY
(40.664722757627906, -73.99452541531987)",FLATBUSH-CENTRAL,D4-ELEVATOR,55,1937,65915,711555,10.8,1840000,27.9,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,1.95,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.95
3-05097-0120,"1701 ALBEMARLE ROAD
Brooklyn, NY
(40.64693345509226, -73.96354538306905)",FLATBUSH-CENTRAL,D4-ELEVATOR,84,1937,106800,1217345,11.4,3150000,29.5,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,1.95,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.95
3-05099-0068,"145 18 STREET
Brooklyn, NY
(40.66500997101885, -73.99488760384035)",FLATBUSH-CENTRAL,D4-ELEVATOR,63,1962,58000,585620,10.1,1520000,26.2,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.95
3-05100-0080,"1911 ALBEMARLE ROAD
Brooklyn, NY
(40.64715405434638, -73.96152461050512)",FLATBUSH-CENTRAL,D4-ELEVATOR,84,1927,85200,782420,9.18,1860000,21.83,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.05,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.95
3-05101-0029,"575 OCEAN AVENUE
Brooklyn, NY
(40.64874245056678, -73.96071657745375)",FLATBUSH-CENTRAL,D4-ELEVATOR,63,1926,67084,708220,10.56,1840000,27.4,3-05670-0047,"1379 54 STREET
Brooklyn, NY
(40.63122567215465, -73.99328411654614)",BOROUGH PARK,C7-WALK-UP,11,1916,22500,406134,18.05,1520000,68,2.1,3-05024-0063,"526 FLATBUSH AVENUE
Brooklyn, NY
(40.661320254034536, -73.96121417309222)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,16,1931,7596,157756,20.77,590000,78,0.9
3-05122-0021,"150 19 STREET
Brooklyn, NY
(40.60405783823241, -74.00517628373903)",FLATBUSH-CENTRAL,D4-ELEVATOR,48,1935,44178,510397,11.55,1430000,32.4,3-05424-0080,"229 PARKVILLE AVENUE
Brooklyn, NY
(40.63141555357741, -73.97038995525058)",OCEAN PARKWAY-NORTH,D8-ELEVATOR,41,2004,43018,730896,16.99,2730000,63,1.05,3-02104-0008,"299 ADELPHI STREET
Brooklyn, NY
(40.688581219041616, -73.97090721994414)",FORT GREENE,D9-ELEVATOR,71,1927,44046,789567,17.93,2950000,67,3
3-05122-0056,"221 18 STREET
Brooklyn, NY
(40.663426086383545, -73.99227115658091)",FLATBUSH-CENTRAL,D4-ELEVATOR,60,1940,67500,841427,12.47,2360000,35,3-01208-0001,"77 NEW YORK AVENUE
Brooklyn, NY
(40.67748117306909, -73.94696053754437)",CROWN HEIGHTS,D1-ELEVATOR,103,1975,67582,891810,13.2,1890000,28,2.3,3-01322-0001,"501 NEW YORK AVENUE
Brooklyn, NY
(40.66288122622102, -73.94792558051833)",FLATBUSH-NORTH,D7-ELEVATOR,89,1952,68220,943154,13.83,2940000,43.1,1.45
3-05147-0004,"1616 BEVERLY ROAD
Brooklyn, NY
(40.64440297081849, -73.96389087215069)",FLATBUSH-CENTRAL,D4-ELEVATOR,36,1935,47250,551403,11.67,1550000,32.8,3-03908-0010,"2 ELTON STREET
Brooklyn, NY
(40.68369933827606, -73.88570120083374)",CYPRESS HILLS,D1-ELEVATOR,53,1928,47505,566967,11.93,1200000,25.3,4.9,3-00220-0016,"35 ORANGE STREET
Brooklyn, NY
(40.69926512445069, -73.99416551586926)",BROOKLYN HEIGHTS,D1-ELEVATOR,48,1924,47136,676934,14.36,2290000,48.6,4.25
