BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE
X,8,X301,M.S. 301 PAUL L. DUNBAR,MS CORE,GEN ED,SOCIAL STUDIES,-,-,11,324,29.5,19,34,ATS
X,8,X301,M.S. 301 PAUL L. DUNBAR,MS CORE,GEN ED,SCIENCE,-,-,11,324,29.5,19,34,ATS
X,8,X301,M.S. 301 PAUL L. DUNBAR,MS CORE,GEN ED,MATH,-,-,11,324,29.5,19,34,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,06,GEN ED,-,-,-,8,184,23,19,26,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,06,CTT,-,-,-,2,48,24,24,24,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,07,GEN ED,-,-,-,8,201,25.1,16,30,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,07,CTT,-,-,-,2,42,21,18,24,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,08,GEN ED,-,-,-,9,202,22.4,12,27,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,08,CTT,-,-,-,1,22,22,22,22,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,0K-09,SPEC ED,-,-,12:1,3,34,11.3,8,13,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,0K-09,SPEC ED,-,-,12:1:1,5,58,11.6,8,13,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,MS CORE,GEN ED,ENGLISH,-,-,27,665,24.6,18,30,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,MS CORE,GEN ED,SOCIAL STUDIES,-,-,41,956,23.3,12,30,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,MS CORE,GEN ED,SCIENCE,-,-,43,983,22.9,6,30,ATS
X,8,X302,M.S. 302 LUISA DESSUS CRUZ,MS CORE,GEN ED,MATH,-,-,35,839,24,12,30,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,0K,GEN ED,-,-,-,3,75,25,25,25,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,01,GEN ED,-,-,-,3,77,25.7,24,27,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,02,GEN ED,-,-,-,2,49,24.5,23,26,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,02,CTT,-,-,-,1,24,24,24,24,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,03,GEN ED,-,-,-,2,51,25.5,25,26,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,03,CTT,-,-,-,1,24,24,24,24,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,04,GEN ED,-,-,-,3,70,23.3,21,25,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,05,GEN ED,-,-,-,3,73,24.3,23,26,ATS
X,8,X304,P.S. 304 EARLY CHILDHOOD SCHOOL,0K-09,SPEC ED,-,-,12:1:1,3,36,12,12,12,ATS
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,ENGLISH,ENGLISH 9,-,4,67,16.8,10,23,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,ENGLISH,ENGLISH 10,-,6,118,19.7,10,27,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,ENGLISH,ENGLISH 11,-,6,100,16.7,10,27,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,ENGLISH,ENGLISH 12,-,4,74,18.5,12,26,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,ENGLISH,MATCHED SECTIONS,-,-6,-81,-,-,-,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,5,80,16,10,23,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,7,126,18,11,27,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,4,81,20.3,14,28,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,3,68,22.7,11,33,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SOCIAL STUDIES,MATCHED SECTIONS,-,-6,-83,-,-,-,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,7,125,17.9,10,26,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SCIENCE,PHYSICS,-,4,79,19.8,13,26,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,SCIENCE,MATCHED SECTIONS,-,-6,-83,-,-,-,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,GEN ED,MATH,ALGEBRA,-,9,167,18.6,10,24,HSST
X,8,X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,9,247,-,-,-,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 9,-,5,131,26.2,23,32,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 10,-,4,119,29.8,29,32,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 11,-,3,92,30.7,29,32,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,ENGLISH,ENGLISH 12,-,2,56,28,25,31,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,ENGLISH,OTHER,-,2,36,18,15,21,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,CTT,ENGLISH,ENGLISH 11,-,1,20,20,20,20,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,CTT,ENGLISH,ENGLISH 12,-,1,28,28,28,28,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,4,118,29.5,29,30,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,3,88,29.3,25,34,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,5,143,28.6,27,32,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,SCIENCE,CHEMISTRY,-,3,84,28,24,32,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,SCIENCE,OTHER,-,8,244,30.5,28,33,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,MATH,ALGEBRA,-,10,277,27.7,21,33,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,MATH,GEOMETRY,-,1,33,33,33,33,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,GEN ED,MATH,OTHER,-,4,97,24.3,19,30,HSST
X,8,X312,MILLENNIUM ART ACADEMY,09-12,CTT,MATH,ALGEBRA,-,2,58,29,28,30,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,ENGLISH,ENGLISH 9,-,6,122,20.3,13,26,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,ENGLISH,ENGLISH 10,-,5,100,20,13,27,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,ENGLISH,ENGLISH 11,-,5,108,21.6,12,29,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,ENGLISH,OTHER,-,5,109,21.8,13,30,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,105,26.3,23,29,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,8,184,23,17,27,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,8,185,23.1,19,28,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,SCIENCE,CHEMISTRY,-,3,94,31.3,31,32,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,SCIENCE,OTHER,-,2,36,18,18,18,HSST
X,8,X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,09-12,GEN ED,MATH,ALGEBRA,-,12,246,20.5,14,26,HSST
X,8,X333,NEW SCHOOL #1 @ P.S. 60,0K,GEN ED,-,-,-,5,79,15.8,15,17,ATS
X,8,X333,NEW SCHOOL #1 @ P.S. 60,01,GEN ED,-,-,-,5,102,20.4,18,23,ATS
X,8,X333,NEW SCHOOL #1 @ P.S. 60,02,GEN ED,-,-,-,5,91,18.2,17,19,ATS
X,8,X333,NEW SCHOOL #1 @ P.S. 60,03,GEN ED,-,-,-,4,76,19,16,21,ATS
X,8,X333,NEW SCHOOL #1 @ P.S. 60,03,CTT,-,-,-,1,19,19,19,19,ATS
X,8,X333,NEW SCHOOL #1 @ P.S. 60,0K-09,SPEC ED,-,-,12:1,1,9,9,9,9,ATS
X,8,X333,NEW SCHOOL #1 @ P.S. 60,0K-09,SPEC ED,-,-,12:1:1,3,28,9.3,9,9,ATS
X,8,X335,NEW SCHOOL #2 @ P.S. 60,04,GEN ED,-,-,-,3,61,20.3,19,22,ATS
X,8,X335,NEW SCHOOL #2 @ P.S. 60,05,GEN ED,-,-,-,4,82,20.5,18,23,ATS
X,8,X335,NEW SCHOOL #2 @ P.S. 60,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS
X,8,X335,NEW SCHOOL #2 @ P.S. 60,0K-09,SPEC ED,-,-,12:1:1,2,17,8.5,12,12,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,06,GEN ED,-,-,-,3,68,22.7,16,26,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,06,CTT,-,-,-,1,25,25,25,25,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,07,GEN ED,-,-,-,3,61,20.3,19,21,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,07,CTT,-,-,-,1,24,24,24,24,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,08,GEN ED,-,-,-,3,57,19,15,23,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,08,CTT,-,-,-,1,22,22,22,22,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,0K-09,SPEC ED,-,-,12:1,2,20,10,8,12,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,0K-09,SPEC ED,-,-,12:1:1,1,9,9,8,12,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,MS CORE,GEN ED,ENGLISH,-,-,15,285,19,8,26,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,MS CORE,GEN ED,SOCIAL STUDIES,-,-,15,285,19,8,26,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,MS CORE,GEN ED,SCIENCE,-,-,15,285,19,8,26,ATS
X,8,X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTIC,MS CORE,GEN ED,MATH,-,-,15,285,19,8,26,ATS
X,8,X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEME,07,GEN ED,-,-,-,1,5,5,5,5,ATS
X,8,X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEME,0K-09,SPEC ED,-,-,12:1:1,2,24,12,11,13,ATS
X,8,X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEME,MS CORE,GEN ED,ENGLISH,-,-,22,244,11.1,5,17,HSST
X,8,X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEME,MS CORE,GEN ED,SOCIAL STUDIES,-,-,25,286,11.4,5,17,HSST
X,8,X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEME,MS CORE,GEN ED,SCIENCE,-,-,24,278,11.6,5,18,HSST
X,8,X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEME,MS CORE,GEN ED,MATH,-,-,15,268,17.9,5,27,HSST
X,8,X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND ,06,GEN ED,-,-,-,3,68,22.7,22,24,ATS
X,8,X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND ,06,CTT,-,-,-,1,25,25,25,25,ATS
X,8,X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND ,07,GEN ED,-,-,-,3,70,23.3,21,26,ATS
X,8,X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND ,07,CTT,-,-,-,1,27,27,27,27,ATS
X,8,X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE AND ,0K-09,SPEC ED,-,-,12:1:1,2,24,12,11,13,ATS
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,06,GEN ED,-,-,-,4,120,30,29,31,ATS
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,07,GEN ED,-,-,-,4,136,34,32,37,ATS
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,0K-09,SPEC ED,-,-,12:1:1,2,26,13,12,12,ATS
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,MS CORE,GEN ED,ENGLISH,-,-,15,294,19.6,12,27,HSST
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,MS CORE,GEN ED,SOCIAL STUDIES,-,-,16,306,19.1,12,27,HSST
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,MS CORE,GEN ED,SCIENCE,-,-,15,294,19.6,12,27,HSST
X,8,X371,URBAN INSTITUTE OF MATHEMATICS,MS CORE,GEN ED,MATH,-,-,15,294,19.6,12,27,HSST
X,8,X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,06,GEN ED,-,-,-,6,138,23,21,27,ATS
X,8,X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,06,CTT,-,-,-,2,62,31,30,32,ATS
X,8,X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,07,GEN ED,-,-,-,2,66,33,33,33,ATS
X,8,X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,07,CTT,-,-,-,2,62,31,30,32,ATS
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,06,GEN ED,-,-,-,3,74,24.7,24,25,ATS
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,07,GEN ED,-,-,-,3,63,21,19,25,ATS
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,07,CTT,-,-,-,1,20,20,20,20,ATS
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,0K-09,SPEC ED,-,-,12:1:1,1,13,13,13,13,ATS
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,MS CORE,GEN ED,ENGLISH,-,-,8,164,20.5,11,26,HSST
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,MS CORE,GEN ED,SOCIAL STUDIES,-,-,8,164,20.5,11,26,HSST
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,MS CORE,GEN ED,SCIENCE,-,-,8,164,20.5,11,26,HSST
X,8,X376,ANTONIA PANTOJA PREPARATORY ACADEMY A CO,MS CORE,GEN ED,MATH,-,-,8,164,20.5,11,26,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,1,22,22,22,22,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,6,102,17,13,20,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,2,31,15.5,13,18,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,1,10,10,10,10,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,55,13.8,10,18,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,14,14,14,14,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,4,69,17.3,15,20,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,2,47,23.5,22,25,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,2,42,21,21,21,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,6,119,19.8,17,22,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,1,17,17,17,17,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,4,64,16,13,21,HSST
X,8,X377,BRONX COMMUNITY HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,5,84,16.8,14,21,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,1,14,14,14,14,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,2,26,13,11,15,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,1,10,10,10,10,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,1,10,10,10,10,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,11,11,11,11,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,35,11.7,10,13,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,1,18,18,18,18,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,SOCIAL STUDIES,MATCHED SECTIONS,-,-2,-24,-,-,-,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,4,79,19.8,11,26,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,2,32,16,10,22,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,MATH,MATH A,-,1,21,21,21,21,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,2,42,21,20,22,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,1,19,19,19,19,HSST
X,8,X381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,1,24,-,-,-,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,53,1055,19.9,10,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,37,994,26.9,14,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,32,873,27.3,11,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,16,405,25.3,14,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,ENGLISH,MATCHED SECTIONS,-,-44,-716,-,-,-,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,40,1094,27.4,13,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,46,1200,26.1,13,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,43,1138,26.5,12,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,20,576,28.8,14,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,4,98,24.5,14,33,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,MATCHED SECTIONS,-,-14,-226,-,-,-,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,62,1707,27.5,10,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,33,868,26.3,11,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,15,443,29.5,11,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,3,82,27.3,16,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,SCIENCE,MATCHED SECTIONS,-,-16,-259,-,-,-,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,-,19,476,25.1,10,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,26,780,30,14,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,78,1799,23.1,10,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,7,229,32.7,32,34,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,GEN ED,MATH,MATCHED SECTIONS,-,-14,-186,-,-,-,HSST
X,8,X405,HERBERT H. LEHMAN HIGH SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,44,1387,-,-,-,HSST
X,8,X424,THE HUNTS POINT SCHOOL,06,GEN ED,-,-,-,5,88,17.6,15,20,ATS
X,8,X424,THE HUNTS POINT SCHOOL,07,GEN ED,-,-,-,3,75,25,24,27,ATS
X,8,X424,THE HUNTS POINT SCHOOL,07,CTT,-,-,-,1,25,25,25,25,ATS
X,8,X424,THE HUNTS POINT SCHOOL,08,GEN ED,-,-,-,3,78,26,23,29,ATS
X,8,X424,THE HUNTS POINT SCHOOL,08,CTT,-,-,-,1,29,29,29,29,ATS
X,8,X424,THE HUNTS POINT SCHOOL,0K-09,SPEC ED,-,-,12:1,3,34,11.3,11,12,ATS
X,8,X424,THE HUNTS POINT SCHOOL,0K-09,SPEC ED,-,-,12:1:1,3,32,10.7,11,12,ATS
X,8,X424,THE HUNTS POINT SCHOOL,MS CORE,GEN ED,ENGLISH,-,-,51,610,12,5,29,HSST
X,8,X424,THE HUNTS POINT SCHOOL,MS CORE,GEN ED,SOCIAL STUDIES,-,-,40,659,16.5,7,29,HSST
X,8,X424,THE HUNTS POINT SCHOOL,MS CORE,GEN ED,SCIENCE,-,-,32,538,16.8,7,29,HSST
X,8,X424,THE HUNTS POINT SCHOOL,MS CORE,GEN ED,MATH,-,-,22,396,18,7,29,HSST
X,8,X424,THE HUNTS POINT SCHOOL,09-12,CTT,ENGLISH,OTHER,-,2,53,26.5,24,29,HSST
X,8,X424,THE HUNTS POINT SCHOOL,09-12,SPEC ED,ENGLISH,OTHER,-,6,59,9.8,8,12,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,2,25,12.5,10,15,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,3,42,14,10,20,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,9,167,18.6,11,28,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,1,11,11,11,11,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,13,13,13,13,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,5,68,13.6,10,22,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,6,135,22.5,10,34,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,1,11,11,11,11,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,3,49,16.3,13,18,HSST
X,8,X450,ADLAI E. STEVENSON HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,5,94,18.8,13,31,HSST
