DBN,School Name,Cohort Year,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,226,98,6,2.70%,6.10%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2007,239,109,4,1.70%,3.70%
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS,",2007,1,0,s,s,s
20K445,NEW UTRECHT HIGH SCHOOL,2006,621,399,171,27.50%,42.90%
20K445,NEW UTRECHT HIGH SCHOOL,2007,645,448,156,24.20%,34.80%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2006,297,225,107,36.00%,47.60%
20K485,HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOL,2007,331,260,100,30.20%,38.50%
20K490,FORT HAMILTON HIGH SCHOOL,2006,986,650,295,29.90%,45.40%
20K490,FORT HAMILTON HIGH SCHOOL,2007,"1,144",740,311,27.20%,42.00%
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,2006,859,453,201,23.40%,44.40%
20K505,FRANKLIN D ROOSEVELT HIGH SCHOOL,2007,822,453,163,19.80%,36.00%
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2006,71,31,6,8.50%,19.40%
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,2007,62,23,4,6.50%,17.40%
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2006,113,71,28,24.80%,39.40%
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,2007,117,74,17,14.50%,23.00%
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,2006,65,49,7,10.80%,14.30%
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,2007,59,38,6,10.20%,15.80%
21K400,LAFAYETTE HIGH SCHOOL,2006,65,31,6,9.20%,19.40%
21K410,ABRAHAM LINCOLN HIGH SCHOOL,2006,620,354,94,15.20%,26.60%
21K410,ABRAHAM LINCOLN HIGH SCHOOL,2007,716,418,121,16.90%,28.90%
21K525,EDWARD R MURROW HIGH SCHOOL,2006,938,702,376,40.10%,53.60%
21K525,EDWARD R MURROW HIGH SCHOOL,2007,987,710,400,40.50%,56.30%
21K540,JOHN DEWEY HIGH SCHOOL,2006,603,347,125,20.70%,36.00%
21K540,JOHN DEWEY HIGH SCHOOL,2007,733,452,171,23.30%,37.80%
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2006,1,0,s,s,s
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2007,37,29,5,13.50%,17.20%
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,2006,3,0,s,s,s
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADER,2007,35,13,s,s,s
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,2006,281,119,9,3.20%,7.60%
21K620,WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIG,2007,282,130,8,2.80%,6.20%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2006,140,95,34,24.30%,35.80%
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,2007,177,117,39,22.00%,33.30%
21K728,LIBERATION DIPLOMA PLUS,2006,65,17,s,s,s
21K728,LIBERATION DIPLOMA PLUS,2007,97,23,3,3.10%,13.00%
22K405,MIDWOOD HIGH SCHOOL,2006,872,757,505,57.90%,66.70%
22K405,MIDWOOD HIGH SCHOOL,2007,932,772,498,53.40%,64.50%
22K425,JAMES MADISON HIGH SCHOOL,2006,"1,076",713,328,30.50%,46.00%
22K425,JAMES MADISON HIGH SCHOOL,2007,726,478,215,29.60%,45.00%
22K495,SHEEPSHEAD BAY HIGH SCHOOL,2006,537,311,36,6.70%,11.60%
22K495,SHEEPSHEAD BAY HIGH SCHOOL,2007,619,351,53,8.60%,15.10%
22K535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2006,253,244,203,80.20%,83.20%
22K535,LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,2007,262,251,191,72.90%,76.10%
22K555,BROOKLYN COLLEGE ACADEMY,2006,120,115,40,33.30%,34.80%
22K555,BROOKLYN COLLEGE ACADEMY,2007,150,148,59,39.30%,39.90%
22K585,BROOKLYN COMPREHENSIVE NIGHT HIG,2006,1,0,s,s,s
23K271,JOHN M. COLEMAN SCHOOL,2006,1,0,s,s,s
23K271,JOHN M. COLEMAN SCHOOL,2007,2,0,s,s,s
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,2006,70,44,6,8.60%,13.60%
23K493,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,2007,105,64,5,4.80%,7.80%
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,2006,92,65,7,7.60%,10.80%
23K514,FREDERICK DOUGLAS ACADEMY VII HIGH SCHOOL,2007,92,56,5,5.40%,8.90%
23K643,BROOKLYN DEMOCRACY ACADEMY,2006,97,26,1,1.00%,3.80%
23K643,BROOKLYN DEMOCRACY ACADEMY,2007,89,12,s,s,s
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,2006,93,52,3,3.20%,5.80%
23K645,EBC/ENY HIGH SCHOOL FOR PUBLIC SAFETY,2007,73,46,2,2.70%,4.30%
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,2006,117,16,s,s,s
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,2007,103,7,s,s,s
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2006,97,22,2,2.10%,9.10%
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,2007,91,27,0,0.00%,0.00%
23K697,TEACHERS PREPERATORY HIGH SCHOOL,2006,99,72,24,24.20%,33.30%
23K697,TEACHERS PREPERATORY HIGH SCHOOL,2007,91,60,15,16.50%,25.00%
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2006,90,81,12,13.30%,14.80%
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,2007,117,101,26,22.20%,25.70%
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2006,101,81,12,11.90%,14.80%
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATIONS,2007,95,63,9,9.50%,14.30%
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2006,1,0,s,s,s
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,2007,80,34,1,1.30%,2.90%
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,2006,50,48,26,52.00%,54.20%
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,2007,55,51,40,72.70%,78.40%
24Q455,NEWTOWN HIGH SCHOOL,2006,773,382,85,11.00%,22.30%
24Q455,NEWTOWN HIGH SCHOOL,2007,805,459,93,11.60%,20.30%
24Q485,GROVER CLEVELAND HIGH SCHOOL,2006,703,381,110,15.60%,28.90%
24Q485,GROVER CLEVELAND HIGH SCHOOL,2007,785,386,96,12.20%,24.90%
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2006,187,126,18,9.60%,14.30%
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,2007,189,142,23,12.20%,16.20%
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,2006,95,59,22,23.20%,37.30%
24Q560,ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHN,2007,115,82,16,13.90%,19.50%
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2006,271,192,29,10.70%,15.10%
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,2007,270,195,42,15.60%,21.50%
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2006,368,274,127,34.50%,46.40%
24Q610,AVIATION CAREER AND TECHNICAL HIGH SCHOOL,2007,423,349,174,41.10%,49.90%
24Q744,VOYAGES PREPARATORY,2006,85,10,s,s,s
24Q744,VOYAGES PREPARATORY,2007,98,14,s,s,s
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,2006,86,51,8,9.30%,15.70%
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,2007,93,50,10,10.80%,20.00%
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2006,75,64,16,21.30%,25.00%
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,2007,83,69,20,24.10%,29.00%
25Q285,WORLD JOURNALISM PREPARATORY,2006,82,71,9,11.00%,12.70%
25Q285,WORLD JOURNALISM PREPARATORY,2007,72,63,18,25.00%,28.60%
25Q425,JOHN BOWNE HIGH SCHOOL,2006,688,386,73,10.60%,18.90%
25Q425,JOHN BOWNE HIGH SCHOOL,2007,714,441,105,14.70%,23.80%
25Q460,FLUSHING HIGH SCHOOL,2006,588,332,50,8.50%,15.10%
25Q460,FLUSHING HIGH SCHOOL,2007,713,397,99,13.90%,24.90%
25Q525,TOWNSEND HARRIS HIGH SCHOOL,2006,278,278,276,99.30%,99.30%
25Q525,TOWNSEND HARRIS HIGH SCHOOL,2007,273,272,272,99.60%,100.00%
25Q540,QUEENS ACADEMY HIGH SCHOOL,2006,141,31,7,5.00%,22.60%
25Q540,QUEENS ACADEMY HIGH SCHOOL,2007,187,38,6,3.20%,15.80%
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2006,159,90,35,22.00%,38.90%
25Q670,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,2007,190,127,39,20.50%,30.70%
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,2006,62,12,s,s,s
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,2007,66,11,s,s,s
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,2006,981,786,458,46.70%,58.30%
26Q415,BENJAMIN N CARDOZO HIGH SCHOOL,2007,942,782,464,49.30%,59.30%
26Q430,FRANCIS LEWIS HIGH SCHOOL,2006,"1,209",897,564,46.70%,62.90%
26Q430,FRANCIS LEWIS HIGH SCHOOL,2007,"1,167",935,568,48.70%,60.70%
26Q435,MARTIN VAN BUREN HIGH SCHOOL,2006,755,474,104,13.80%,21.90%
26Q435,MARTIN VAN BUREN HIGH SCHOOL,2007,769,450,46,6.00%,10.20%
26Q495,BAYSIDE HIGH SCHOOL,2006,902,723,454,50.30%,62.80%
26Q495,BAYSIDE HIGH SCHOOL,2007,972,811,488,50.20%,60.20%
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",2006,281,235,55,19.60%,23.40%
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND S",2007,287,236,49,17.10%,20.80%
27Q180,ROCKAWAY BEACH SCHOOL,2006,1,0,s,s,s
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,2006,95,68,11,11.60%,16.20%
27Q260,FREDERICK DOUGLAS ACADEMY VI HIGH SCHOOL,2007,105,70,5,4.80%,7.10%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2006,71,67,14,19.70%,20.90%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2007,101,85,21,20.80%,24.70%
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND T",2006,2,0,s,s,s
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND T",2007,12,0,s,s,s
27Q323,SCHOLARS' ACADEMY,2007,100,100,82,82.00%,82.00%
27Q400,AUGUST MARTIN HIGH SCHOOL,2006,288,154,8,2.80%,5.20%
27Q400,AUGUST MARTIN HIGH SCHOOL,2007,280,138,2,0.70%,1.40%
27Q410,BEACH CHANNEL HIGH SCHOOL,2006,389,189,10,2.60%,5.30%
27Q410,BEACH CHANNEL HIGH SCHOOL,2007,374,149,10,2.70%,6.70%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2006,164,66,4,2.40%,6.10%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2007,91,50,1,1.10%,2.00%
27Q475,RICHMOND HILL HIGH SCHOOL,2006,867,451,81,9.30%,18.00%
27Q475,RICHMOND HILL HIGH SCHOOL,2007,841,412,67,8.00%,16.30%
27Q480,JOHN ADAMS HIGH SCHOOL,2006,808,460,65,8.00%,14.10%
27Q480,JOHN ADAMS HIGH SCHOOL,2007,984,564,89,9.00%,15.80%
27Q650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHI",2006,177,156,39,22.00%,25.00%
27Q650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHI",2007,195,190,66,33.80%,34.70%
28Q310,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,2007,1,0,s,s,s
28Q338,QUEENS SATELLITE HIGH SCHOOL,2007,104,3,s,s,s
28Q440,FOREST HILLS HIGH SCHOOL,2006,959,811,370,38.60%,45.60%
28Q440,FOREST HILLS HIGH SCHOOL,2007,"1,027",840,339,33.00%,40.40%
28Q470,JAMAICA HIGH SCHOOL,2006,394,190,29,7.40%,15.30%
28Q470,JAMAICA HIGH SCHOOL,2007,374,169,30,8.00%,17.80%
28Q505,HILLCREST HIGH SCHOOL,2006,766,490,102,13.30%,20.80%
28Q505,HILLCREST HIGH SCHOOL,2007,908,621,117,12.90%,18.80%
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2006,819,695,352,43.00%,50.60%
28Q620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,2007,622,523,273,43.90%,52.20%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2006,117,109,67,57.30%,61.50%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,2007,98,94,69,70.40%,73.40%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,2006,107,102,100,93.50%,98.00%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,2007,87,84,73,83.90%,86.90%
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2006,126,96,16,12.70%,16.70%
28Q690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,2007,129,99,4,3.10%,4.00%
28Q896,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,2007,57,51,16,28.10%,31.40%
29Q248,QUEENS PREPARATORY ACADEMY,2006,95,68,8,8.40%,11.80%
29Q248,QUEENS PREPARATORY ACADEMY,2007,94,60,12,12.80%,20.00%
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,2006,64,52,2,3.10%,3.80%
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL,2007,60,43,1,1.70%,2.30%
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2006,91,55,6,6.60%,10.90%
29Q265,EXCELSIOR PREPARATORTY HIGH SCHOOL,2007,114,78,7,6.10%,9.00%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,2006,103,81,28,27.20%,34.60%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,2007,111,81,6,5.40%,7.40%
29Q283,PREPARATORY ACADEMY FOR WRITERS,2006,36,28,0,0.00%,0.00%
29Q283,PREPARATORY ACADEMY FOR WRITERS,2007,55,34,2,3.60%,5.90%
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2006,108,73,22,20.40%,30.10%
29Q492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,2007,125,88,29,23.20%,33.00%
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",2006,125,72,14,11.20%,19.40%
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",2007,120,62,8,6.70%,12.90%
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,2006,116,52,2,1.70%,3.80%
29Q496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP,2007,119,57,4,3.40%,7.00%
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2006,94,72,7,7.40%,9.70%
29Q498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,2007,107,77,4,3.70%,5.20%
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2006,810,449,195,24.10%,43.40%
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2007,748,399,189,25.30%,47.40%
30Q450,LONG ISLAND CITY HIGH SCHOOL,2006,718,420,127,17.70%,30.20%
30Q450,LONG ISLAND CITY HIGH SCHOOL,2007,831,511,145,17.40%,28.40%
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2006,171,162,85,49.70%,52.50%
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2007,138,123,46,33.30%,37.40%
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2006,267,180,46,17.20%,25.60%
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2007,248,170,35,14.10%,20.60%
30Q555,NEWCOMERS HIGH SCHOOL,2006,214,142,38,17.80%,26.80%
30Q555,NEWCOMERS HIGH SCHOOL,2007,247,173,64,25.90%,37.00%
30Q575,ACADEMY OF AMERICAN STUDIES,2006,155,125,83,53.50%,66.40%
30Q575,ACADEMY OF AMERICAN STUDIES,2007,155,131,70,45.20%,53.40%
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2006,72,71,56,77.80%,78.90%
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,2007,64,63,52,81.30%,82.50%
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,2006,80,76,19,23.80%,25.00%
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,2007,102,96,30,29.40%,31.30%
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,2007,1,0,s,s,s
31R080,THE MICHAEL J PETRIDES SCHOOL,2006,113,100,45,39.80%,45.00%
31R080,THE MICHAEL J PETRIDES SCHOOL,2007,127,109,36,28.30%,33.00%
31R440,NEW DORP HIGH SCHOOL,2006,509,375,103,20.20%,27.50%
31R440,NEW DORP HIGH SCHOOL,2007,578,418,96,16.60%,23.00%
31R445,PORT RICHMOND HIGH SCHOOL,2006,519,330,80,15.40%,24.20%
31R445,PORT RICHMOND HIGH SCHOOL,2007,598,378,82,13.70%,21.70%
31R450,CURTIS HIGH SCHOOL,2006,649,449,132,20.30%,29.40%
31R450,CURTIS HIGH SCHOOL,2007,691,475,97,14.00%,20.40%
31R455,TOTTENVILLE HIGH SCHOOL,2006,"1,069",877,332,31.10%,37.90%
31R455,TOTTENVILLE HIGH SCHOOL,2007,"1,004",809,334,33.30%,41.30%
31R460,SUSAN E WAGNER HIGH SCHOOL,2006,912,692,287,31.50%,41.50%
31R460,SUSAN E WAGNER HIGH SCHOOL,2007,761,603,235,30.90%,39.00%
31R470,CONCORD HIGH SCHOOL,2006,52,18,s,s,s
31R470,CONCORD HIGH SCHOOL,2007,83,23,0,0.00%,0.00%
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,2006,175,97,16,9.10%,16.50%
31R600,RALPH R MCKEE CAREER AND TECHNICAL HIGH SCHOOL,2007,168,101,21,12.50%,20.80%
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2006,288,287,282,97.90%,98.30%
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,2007,210,210,205,97.60%,97.60%
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2006,99,66,6,6.10%,9.10%
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,2007,103,66,2,1.90%,3.00%
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,2006,161,101,15,9.30%,14.90%
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE,2007,169,98,18,10.70%,18.40%
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2006,97,74,7,7.20%,9.50%
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,2007,103,69,6,5.80%,8.70%
32K552,ACADEMY OF URBAN PLANNING,2006,115,55,4,3.50%,7.30%
32K552,ACADEMY OF URBAN PLANNING,2007,123,71,10,8.10%,14.10%
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2006,43,36,9,20.90%,25.00%
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,2007,35,35,6,17.10%,17.10%
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,2006,117,65,7,6.00%,10.80%
32K556,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,2007,138,66,5,3.60%,7.60%
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2006,128,10,s,s,s
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,2007,149,6,s,s,s
