Complaint Number,Status,Date Entered,Address,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date
4544917,CLOSED,04/05/2013 12:00:00 AM,440 BEACH 47 STREET,4302336,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544918,ACTIVE,04/05/2013 12:00:00 AM,25-01 JACKSON AVENUE,4307108,402,,15,QNS.,,,
4544919,ACTIVE,04/05/2013 12:00:00 AM,364 HOLLYWOOD AVENUE,4168353,411,,76,CITY,,,
4544920,ACTIVE,04/05/2013 12:00:00 AM,364 HOLLYWOOD AVENUE,4168353,411,,59,ELCTR,,,
4544921,CLOSED,04/05/2013 12:00:00 AM,431 BEACH 47 STREET,4302386,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544922,CLOSED,04/05/2013 12:00:00 AM,323 BEACH 67 STREET,4302026,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544923,ACTIVE,04/05/2013 12:00:00 AM,109-32 125 STREET,4249686,410,,45,QNS.,,,
4544924,ACTIVE,04/05/2013 12:00:00 AM,127-06 SUTTER AVENUE,4255376,410,,45,QNS.,,,
4544925,ACTIVE,04/05/2013 12:00:00 AM,92-15 25 AVENUE,4024260,403,,15,QNS.,,,
4544926,ACTIVE,04/05/2013 12:00:00 AM,147-19 84 AVENUE,4208625,408,,65,PLUMB,04/05/2013 12:00:00 AM,C1,04/05/2013 12:00:00 AM
4544927,ACTIVE,04/05/2013 12:00:00 AM,64-34 ALDERTON STREET,4073706,406,,45,QNS.,,,
4544928,ACTIVE,04/05/2013 12:00:00 AM,32-28 54 STREET,4025936,401,,45,QNS.,,,
4544929,CLOSED,04/05/2013 12:00:00 AM,212 EAST 9 ROAD,4297509,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/21/2013 12:00:00 AM
4544930,ACTIVE,04/05/2013 12:00:00 AM,43-45 ELBERTSON STREET,4431479,404,,74,QNS.,,,
4544931,CLOSED,04/05/2013 12:00:00 AM,541 B 128 STREET,4304023,414,,73,QNS.,04/05/2013 12:00:00 AM,ND,03/24/2013 12:00:00 AM
4544932,ACTIVE,04/05/2013 12:00:00 AM,146-50 SHORE AVENUE,4215592,412,,71,ERT,04/05/2013 12:00:00 AM,C3,04/05/2013 12:00:00 AM
4544933,CLOSED,04/05/2013 12:00:00 AM,120-09 NEWPORT AVENUE,4304559,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544934,CLOSED,04/05/2013 12:00:00 AM,125-12 NEWPORT AVENUE,4304290,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544935,CLOSED,04/05/2013 12:00:00 AM,127-10 NEWPORT AVENUE,4304365,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544936,CLOSED,04/05/2013 12:00:00 AM,38 WEST 13 ROAD,4297034,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544937,CLOSED,04/05/2013 12:00:00 AM,13204 CRONSTON AVENUE,4305349,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544938,CLOSED,04/05/2013 12:00:00 AM,120-09 NEWPORT AVENUE,4304559,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/30/2013 12:00:00 AM
4544939,ACTIVE,04/05/2013 12:00:00 AM,7001 60 STREET,4084425,405,,74,QNS.,,,
4544940,ACTIVE,04/05/2013 12:00:00 AM,4654 PARSONS BOULEVARD,4117814,407,,05,QNS.,,,
4544941,CLOSED,04/05/2013 12:00:00 AM,72-11 31 AVENUE,4024756,403,,45,QNS.,04/05/2013 12:00:00 AM,A8,04/03/2013 12:00:00 AM
4544942,ACTIVE,04/05/2013 12:00:00 AM,133-05 116 AVENUE,4252488,410,,45,QNS.,,,
4544943,ACTIVE,04/05/2013 12:00:00 AM,107-73 LEFFERTS BOULEVARD,4205494,410,,45,QNS.,,,
4544944,ACTIVE,04/05/2013 12:00:00 AM,216-02 BREEZY POINT BOULEVARD,4466498,414,,05,QNS.,,,
4544945,ACTIVE,04/05/2013 12:00:00 AM,249-35 145 AVENUE,4288681,413,,45,QNS.,,,
4544946,ACTIVE,04/05/2013 12:00:00 AM,154 BEACH 114 STREET,4303902,414,,2B,QNS.,,,
4544947,ACTIVE,04/05/2013 12:00:00 AM,70-01 60 STREET,4084425,405,,74,QNS.,,,
4544948,CLOSED,04/05/2013 12:00:00 AM,41-18 28 AVENUE,4010827,401,,45,QNS.,04/05/2013 12:00:00 AM,Y3,04/03/2013 12:00:00 AM
4544949,ACTIVE,04/05/2013 12:00:00 AM,87-71 FRANCIS LEWIS BOULEVARD,4457997,408,,74,ERT,,,
4544950,ACTIVE,04/05/2013 12:00:00 AM,94-08 118 STREET,4199094,409,,45,QNS.,,,
4544951,ACTIVE,04/05/2013 12:00:00 AM,95-22 118 STREET,4199542,409,,45,QNS.,,,
4544952,ACTIVE,04/05/2013 12:00:00 AM,115-08 POPPENHUSEN AVENUE,4095922,407,,45,QNS.,,,
4544953,ACTIVE,04/05/2013 12:00:00 AM,50-09 43 STREET,4053125,402,,74,QNS.,,,
4544954,ACTIVE,04/05/2013 12:00:00 AM,115-69 224 STREET,4243939,413,,29,QNS.,,,
4544955,CLOSED,04/05/2013 12:00:00 AM,39-16 PRINCE STREET,4539244,407,,83,ERT,04/05/2013 12:00:00 AM,L1,04/04/2013 12:00:00 AM
4544956,ACTIVE,04/05/2013 12:00:00 AM,61-53 75 PLACE,4067088,405,,55,QNS.,,,
4544957,CLOSED,04/05/2013 12:00:00 AM,24 BEACH 219 STREET,4458740,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/23/2013 12:00:00 AM
4544958,CLOSED,04/05/2013 12:00:00 AM,656 HIGHLAND PLACE,4465224,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/09/2013 12:00:00 AM
4544959,CLOSED,04/05/2013 12:00:00 AM,1801 CROSSBAY BOULEVARD,4297229,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/20/2013 12:00:00 AM
4544960,CLOSED,04/05/2013 12:00:00 AM,236 ROXBURY AVENUE,4464457,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/09/2013 12:00:00 AM
4544961,CLOSED,04/05/2013 12:00:00 AM,27 JAMAICA WALK,4467257,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/09/2013 12:00:00 AM
4544962,ACTIVE,04/05/2013 12:00:00 AM,467 BEACH 47 STREET,4302379,414,,59,ELCTR,,,
4544963,CLOSED,04/05/2013 12:00:00 AM,357 BEACH 47 STREET,4532557,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544964,CLOSED,04/05/2013 12:00:00 AM,439 BEACH 67 STREET,4302861,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544965,CLOSED,04/05/2013 12:00:00 AM,511 BEACH 67 STREET,4302700,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544966,CLOSED,04/05/2013 12:00:00 AM,428 BEACH 47 STREET,4302331,414,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/02/2013 12:00:00 AM
4544967,ACTIVE,04/05/2013 12:00:00 AM,104-27 196 STREET,4233000,412,,74,QNS.,,,
4544968,ACTIVE,04/05/2013 12:00:00 AM,2816 34 STREET,4009146,401,,63,ELEVR,,,
4544969,ACTIVE,04/05/2013 12:00:00 AM,48-23 211 STREET,4158336,411,,83,QNS.,,,
4544970,ACTIVE,04/05/2013 12:00:00 AM,248-15 JERICHO TURNPIKE,4438387,413,,05,QNS.,,,
4544971,ACTIVE,04/05/2013 12:00:00 AM,107-64 124 STREET,4205731,410,,45,QNS.,,,
4544972,ACTIVE,04/05/2013 12:00:00 AM,51-01 39 AVENUE,4430613,402,,05,QNS.,,,
4544973,ACTIVE,04/05/2013 12:00:00 AM,8540 PARSONS BOULEVARD,4208402,408,,45,QNS.,,,
4544974,ACTIVE,04/05/2013 12:00:00 AM,104-43 165 STREET,4216404,412,,29,QNS.,,,
5100360,ACTIVE,10/11/2012 12:00:00 AM,673 TRAVIS AVENUE,5037479,502,,45,ST.IS,04/05/2013 12:00:00 AM,C1,04/05/2013 12:00:00 AM
5100516,CLOSED,10/22/2012 12:00:00 AM,67 POST LANE,5133858,501,,45,ST.IS,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
5101767,CLOSED,12/31/2012 12:00:00 AM,21 GAULDY AVENUE,5032051,502,,45,ST.IS,04/05/2013 12:00:00 AM,C4,04/04/2013 12:00:00 AM
5101775,ACTIVE,12/31/2012 12:00:00 AM,47 GAULDY AVENUE,5032059,502,,05,ST.IS,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
5101781,ACTIVE,12/31/2012 12:00:00 AM,27 GAULDY AVENUE,5032053,502,,05,ST.IS,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
5101787,CLOSED,12/31/2012 12:00:00 AM,29 GAULDY AVENUE,5032054,502,,05,ST.IS,04/05/2013 12:00:00 AM,C2,04/04/2013 12:00:00 AM
5101788,CLOSED,12/31/2012 12:00:00 AM,35 GAULDY AVENUE,5032056,502,,05,ST.IS,04/05/2013 12:00:00 AM,C2,04/04/2013 12:00:00 AM
5101790,ACTIVE,12/31/2012 12:00:00 AM,49 GAULDY AVENUE,5032060,502,,05,ST.IS,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
5101791,ACTIVE,12/31/2012 12:00:00 AM,53 GAULDY AVENUE,5032061,502,,05,ST.IS,04/05/2013 12:00:00 AM,C3,04/04/2013 12:00:00 AM
5101825,ACTIVE,01/01/2013 12:00:00 AM,154 VERMONT AVENUE,5042736,501,,45,ST.IS,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
5101865,ACTIVE,01/04/2013 12:00:00 AM,67 LEXINGTON AVENUE,5024414,501,,45,ST.IS,04/05/2013 12:00:00 AM,C1,04/04/2013 12:00:00 AM
5101870,ACTIVE,01/04/2013 12:00:00 AM,18 ELAINE COURT,5022369,502,,45,ST.IS,04/05/2013 12:00:00 AM,C3,04/04/2013 12:00:00 AM
5101890,CLOSED,01/06/2013 12:00:00 AM,79 SAINT MARYS AVENUE,5116663,501,,71,ST.IS,04/05/2013 12:00:00 AM,A8,04/04/2013 12:00:00 AM
5101919,CLOSED,01/07/2013 12:00:00 AM,140 TYSEN STREET,5001806,501,,05,ST.IS,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
5102100,CLOSED,01/14/2013 12:00:00 AM,178 BEMENT COURT,5004057,501,,05,ST.IS,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
5102806,CLOSED,02/26/2013 12:00:00 AM,26 TANGLEWOOD DRIVE,5061905,503,,85,ST.IS,04/05/2013 12:00:00 AM,H1,04/05/2013 12:00:00 AM
5103087,CLOSED,03/21/2013 12:00:00 AM,135 CANAL STREET,5013793,501,,4B,SEP,04/05/2013 12:00:00 AM,I2,04/05/2013 12:00:00 AM
5103228,CLOSED,03/29/2013 12:00:00 AM,1225 FOREST HILL ROAD,5033749,502,,2E,BEST,04/05/2013 12:00:00 AM,P6,03/29/2013 12:00:00 AM
5103236,CLOSED,03/29/2013 12:00:00 AM,178 BEMENT COURT,5004057,501,,05,ST.IS,04/05/2013 12:00:00 AM,A8,04/04/2013 12:00:00 AM
5103238,CLOSED,03/30/2013 12:00:00 AM,22 MILBANK ROAD,5057098,502,,59,ELCTR,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
5103277,CLOSED,04/02/2013 12:00:00 AM,6 WILSONVIEW PLACE,5021446,502,,55,ST.IS,04/05/2013 12:00:00 AM,A1,04/04/2013 12:00:00 AM
5103288,CLOSED,04/02/2013 12:00:00 AM,80 CRAFTON AVENUE,5018948,501,,73,ST.IS,04/05/2013 12:00:00 AM,A8,04/04/2013 12:00:00 AM
5103299,CLOSED,04/02/2013 12:00:00 AM,605 TOMPKINS AVENUE,5042869,501,,59,ELCTR,04/05/2013 12:00:00 AM,I2,04/04/2013 12:00:00 AM
5103301,CLOSED,04/02/2013 12:00:00 AM,601 TOMPKINS AVENUE,5042840,501,,59,ELCTR,04/05/2013 12:00:00 AM,A8,04/04/2013 12:00:00 AM
5103315,CLOSED,04/02/2013 12:00:00 AM,10 BAY ST LANDING,5110065,501,,59,ELCTR,04/05/2013 12:00:00 AM,ND,04/04/2013 12:00:00 AM
5103346,ACTIVE,04/05/2013 12:00:00 AM,182 CHARLES AVENUE,5025715,501,,45,ST.IS,,,
5103347,CLOSED,04/05/2013 12:00:00 AM,9 CHEROKEE STREET,5054974,502,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/10/2013 12:00:00 AM
5103348,ACTIVE,04/05/2013 12:00:00 AM,485 MIDLAND AVENUE,5134909,502,,83,ST.IS,,,
5103349,CLOSED,04/05/2013 12:00:00 AM,563 GREELEY AVENUE,5134593,502,,59,ELCTR,04/05/2013 12:00:00 AM,ND,02/16/2013 12:00:00 AM
5103350,CLOSED,04/05/2013 12:00:00 AM,571 GREELEY AVENUE,5055085,502,,59,ELCTR,04/05/2013 12:00:00 AM,ND,02/16/2013 12:00:00 AM
5103351,CLOSED,04/05/2013 12:00:00 AM,357 FREEBORN STREET,5055124,502,,59,ELCTR,04/05/2013 12:00:00 AM,ND,02/16/2013 12:00:00 AM
5103352,ACTIVE,04/05/2013 12:00:00 AM,14 LINDEN AVENUE,5027555,501,,58,BOILR,,,
5103353,CLOSED,04/05/2013 12:00:00 AM,12 JASON COURT,5134474,502,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/10/2013 12:00:00 AM
5103354,CLOSED,04/05/2013 12:00:00 AM,22 JASON COURT,5134479,502,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/10/2013 12:00:00 AM
5103355,ACTIVE,04/05/2013 12:00:00 AM,551 MIDLAND AVENUE,5054627,502,,74,ST.IS,,,
5103356,CLOSED,04/05/2013 12:00:00 AM,132 EBBITTS STREET,5114629,503,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/10/2013 12:00:00 AM
5103357,ACTIVE,04/05/2013 12:00:00 AM,59 TOMPKINS CIRCLE,5161453,501,,1B,ST.IS,,,
5103358,ACTIVE,04/05/2013 12:00:00 AM,160 PARKHILL AVENUE,5109255,501,,63,ELEVR,,,
5103359,ACTIVE,04/05/2013 12:00:00 AM,148 MAYBERRY PROMENADE,5070092,503,,05,ST.IS,,,
5103360,ACTIVE,04/05/2013 12:00:00 AM,485 MIDLAND AVENUE,5134909,502,,74,ST.IS,,,
5103361,ACTIVE,04/05/2013 12:00:00 AM,483 MIDLAND AVENUE,5134908,502,,74,ST.IS,,,
5103362,ACTIVE,04/05/2013 12:00:00 AM,114 PROSPECT AVENUE,5002036,501,,35,ST.IS,,,
5103363,ACTIVE,04/05/2013 12:00:00 AM,44 BRADLEY AVENUE,5018425,501,,71,ST.IS,,,
5103364,ACTIVE,04/05/2013 12:00:00 AM,143 BROOK STREET,5000724,501,,37,ERT,,,
5103365,ACTIVE,04/05/2013 12:00:00 AM,143 BROOK STREET,5000724,501,,45,ST.IS,,,
5103366,CLOSED,04/05/2013 12:00:00 AM,106 PELICAN CIRCLE,5128991,503,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/10/2013 12:00:00 AM
5103367,CLOSED,04/05/2013 12:00:00 AM,79 ARMSTRONG AVENUE,5068414,503,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/10/2013 12:00:00 AM
5103368,CLOSED,04/05/2013 12:00:00 AM,42 AVISTON STREET,5147680,503,,59,ELCTR,04/05/2013 12:00:00 AM,ND,03/10/2013 12:00:00 AM
5103369,ACTIVE,04/05/2013 12:00:00 AM,346 JEFFERSON BOULEVARD,5157949,503,,04,ERT,,,
5103370,ACTIVE,04/05/2013 12:00:00 AM,346 JEFFERSON BOULEVARD,5157949,503,,05,ST.IS,,,
5103371,ACTIVE,04/05/2013 12:00:00 AM,24D SOUTH AVENUE,5147429,501,,45,ST.IS,,,
