DBN,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
84X345,5,2012,All Students,75,664,9,12,31,41.3,35,46.7,0,0,35,46.7
84X345,6,2007,All Students,89,647,0,0,49,55.1,40,44.9,0,0,40,44.9
84X345,6,2008,All Students,78,646,2,2.6,46,59,30,38.5,0,0,30,38.5
84X345,6,2009,All Students,80,658,0,0,27,33.8,52,65,1,1.3,53,66.3
84X345,6,2010,All Students,75,656,6,8,39,52,30,40,0,0,30,40
84X345,6,2011,All Students,73,658,11,15.1,34,46.6,28,38.4,0,0,28,38.4
84X345,6,2012,All Students,77,660,7,9.1,39,50.6,30,39,1,1.3,31,40.3
84X345,7,2008,All Students,88,656,0,0,39,44.3,49,55.7,0,0,49,55.7
84X345,7,2009,All Students,75,659,0,0,19,25.3,55,73.3,1,1.3,56,74.7
84X345,7,2010,All Students,72,656,9,12.5,49,68.1,13,18.1,1,1.4,14,19.4
84X345,7,2011,All Students,77,661,4,5.2,42,54.5,31,40.3,0,0,31,40.3
84X345,7,2012,All Students,72,660,4,5.6,42,58.3,25,34.7,1,1.4,26,36.1
84X345,8,2009,All Students,78,654,1,1.3,27,34.6,50,64.1,0,0,50,64.1
84X345,8,2010,All Students,76,646,6,7.9,56,73.7,13,17.1,1,1.3,14,18.4
84X345,8,2011,All Students,78,646,8,10.3,52,66.7,18,23.1,0,0,18,23.1
84X345,8,2012,All Students,75,658,5,6.7,33,44,34,45.3,3,4,37,49.3
84X345,All Grades,2007,All Students,89,,0,0,49,55.1,40,44.9,0,0,40,44.9
84X345,All Grades,2008,All Students,166,,2,1.2,85,51.2,79,47.6,0,0,79,47.6
84X345,All Grades,2009,All Students,233,,1,0.4,73,31.3,157,67.4,2,0.9,159,68.2
84X345,All Grades,2010,All Students,291,,28,9.6,183,62.9,76,26.1,4,1.4,80,27.5
84X345,All Grades,2011,All Students,377,657,34,9,216,57.3,127,33.7,0,0,127,33.7
84X345,All Grades,2012,All Students,448,660,47,10.5,224,50,172,38.4,5,1.1,177,39.5
84X346,3,2009,All Students,42,673,0,0,6,14.3,34,81,2,4.8,36,85.7
84X346,3,2010,All Students,57,663,2,3.5,26,45.6,25,43.9,4,7,29,50.9
84X346,3,2011,All Students,53,665,0,0,19,35.8,34,64.2,0,0,34,64.2
84X346,3,2012,All Students,47,678,0,0,5,10.6,37,78.7,5,10.6,42,89.4
84X346,4,2010,All Students,36,666,0,0,19,52.8,17,47.2,0,0,17,47.2
